iteration,convergenceIndicator,phase,Cl_pop,V1_pop,Q_pop,V2_pop,p_pop,omega_Cl,omega_V1,omega_Q,omega_V2,a1,a2
427,850.896,1,5.16631,20.3919,5.98541,25.6367,9.61156e-11,0.259848,0.247149,0.731656,0.2422,0.307578,0.0647185
428,845.882,1,5.15405,20.7239,5.67785,25.3378,1.00921e-10,0.25519,0.249379,0.71313,0.236067,0.302389,0.0648105
429,843.449,1,5.15091,20.411,5.85271,25.8085,1.05967e-10,0.257768,0.243065,0.72453,0.237494,0.304673,0.0636605
430,840.03,1,5.14871,20.8825,5.63293,24.8199,1.11266e-10,0.254847,0.236911,0.723897,0.243356,0.299018,0.0635491
431,845.673,1,5.13905,20.576,5.64129,24.7878,1.16829e-10,0.256979,0.230912,0.742976,0.237296,0.307384,0.0643013
432,841.863,1,5.14351,20.3394,5.9489,25.6218,1.22671e-10,0.261449,0.225065,0.724164,0.231287,0.306969,0.064642
433,842.071,1,5.13601,20.2844,5.92395,26.4349,1.28804e-10,0.262048,0.219366,0.784893,0.229745,0.308427,0.0626051
434,846.545,1,5.14755,20.3232,5.86347,25.6611,1.35244e-10,0.255413,0.213812,0.840726,0.240673,0.309264,0.0634017
435,831.07,1,5.14256,20.2142,6.08464,24.4067,1.42006e-10,0.248946,0.212077,0.819438,0.234579,0.304675,0.0603663
436,830.157,1,5.14885,20.3569,5.82286,24.7164,1.49107e-10,0.251364,0.206707,0.805813,0.228639,0.302394,0.0622317
437,829.925,1,5.18665,20.6489,5.8841,24.1432,1.56562e-10,0.252222,0.202302,0.81128,0.22285,0.301047,0.0619084
438,843.016,1,5.15437,20.95,5.52935,24.7798,1.6439e-10,0.250608,0.197179,0.793055,0.243866,0.298001,0.0654574
439,833.133,1,5.15157,21.0988,5.61203,25.3464,1.7261e-10,0.257929,0.192186,0.772975,0.246239,0.304548,0.0621846
440,830.89,1,5.14122,20.952,5.80614,25.1579,1.8124e-10,0.265537,0.206939,0.753403,0.240004,0.310774,0.0596983
441,835.292,1,5.1581,21.1401,5.65014,25.6482,1.90302e-10,0.259614,0.218623,0.734326,0.233927,0.305245,0.063654
442,834.783,1,5.16003,20.6652,5.81296,25.1052,1.99817e-10,0.260144,0.215392,0.743783,0.228004,0.307371,0.0614342
443,841.05,1,5.14101,20.5388,5.89928,24.8907,2.09808e-10,0.255721,0.221629,0.788981,0.222231,0.302198,0.0637684
444,844.41,1,5.18625,20.5992,5.89722,24.3224,2.20299e-10,0.254926,0.236391,0.769003,0.221999,0.303703,0.0643309
445,845.677,1,5.18126,20.3226,6.23388,24.6988,2.31314e-10,0.25369,0.256235,0.749532,0.216378,0.30229,0.0651986
446,847.168,1,5.19337,21.1821,5.83436,24.9059,2.42879e-10,0.252207,0.249747,0.730553,0.218205,0.303404,0.0655699
447,842.799,1,5.16011,20.9306,5.7805,24.3309,2.55023e-10,0.257363,0.243423,0.790874,0.21268,0.30103,0.0648349
448,848.106,1,5.16864,20.8699,5.62442,23.805,2.67774e-10,0.254469,0.259262,0.770848,0.218156,0.301779,0.0653706
449,837.52,1,5.16881,20.7843,5.59737,23.7602,2.81163e-10,0.252194,0.254134,0.75133,0.212632,0.302536,0.0633672
450,840.434,1,5.15362,20.8306,5.69682,23.8446,2.95221e-10,0.254238,0.2477,0.732306,0.207248,0.30325,0.064478
451,836.877,1,5.17198,20.3036,6.11604,24.0347,3.09982e-10,0.262782,0.243382,0.713764,0.210427,0.302736,0.0625451
452,830.265,1,5.16195,20.5914,6.00062,24.2108,3.25481e-10,0.262413,0.237219,0.700063,0.205099,0.3039,0.0612231
453,844.712,1,5.15931,20.6452,5.85736,23.9653,3.41756e-10,0.263844,0.241776,0.684996,0.200227,0.307577,0.0647507
454,832.315,1,5.16278,20.9271,5.54182,23.9993,3.58843e-10,0.264314,0.236768,0.667652,0.195157,0.305082,0.0630336
455,831.978,1,5.14465,20.7393,5.73655,23.5837,3.76785e-10,0.264082,0.230772,0.650746,0.190215,0.309512,0.0617846
456,828.776,1,5.17199,20.9931,5.6967,24.5401,3.95625e-10,0.265654,0.224929,0.707697,0.18845,0.308665,0.0604674
457,830.628,1,5.1611,20.8917,5.73274,25.2225,4.15406e-10,0.262862,0.223991,0.725261,0.210354,0.304015,0.0606427
458,832.694,1,5.16088,20.9802,5.80002,24.5514,4.36176e-10,0.266263,0.228093,0.71504,0.233801,0.304051,0.0602058
459,842.401,1,5.16528,20.7725,5.97898,24.6837,4.57985e-10,0.265659,0.222317,0.717898,0.230783,0.305474,0.0635065
460,848.733,1,5.14282,20.9118,5.75526,24.8867,4.80884e-10,0.264794,0.2417,0.731435,0.232838,0.300674,0.0655053
461,847.456,1,5.12805,20.8033,5.4323,24.6178,5.04929e-10,0.258089,0.23558,0.75347,0.266953,0.305855,0.0630168
462,846.628,1,5.15258,20.6765,5.86084,25.6762,5.30175e-10,0.257166,0.23328,0.734391,0.267044,0.304941,0.0634351
463,847.984,1,5.16667,20.6222,5.85356,26.0442,5.56684e-10,0.256448,0.245805,0.715796,0.273556,0.302807,0.0642908
464,844.856,1,5.20753,20.5658,6.20573,25.8156,5.84518e-10,0.258685,0.239581,0.697672,0.26663,0.304458,0.0632709
465,856.096,1,5.19258,20.7526,5.95182,24.718,6.13744e-10,0.263176,0.23761,0.720153,0.268892,0.303514,0.0664012
466,854.57,1,5.15291,20.694,6.0392,24.174,6.44431e-10,0.264724,0.243552,0.701918,0.277639,0.307349,0.0647203
467,853.02,1,5.15518,20.5033,5.89635,24.1089,6.76653e-10,0.264598,0.260113,0.718614,0.277743,0.302674,0.0643342
468,851.332,1,5.16629,20.5906,6.04584,24.8022,7.10485e-10,0.266431,0.263095,0.712708,0.27071,0.311768,0.0636756
469,838.403,1,5.17044,20.6088,6.09016,24.6579,7.46009e-10,0.261842,0.256434,0.730554,0.263856,0.304485,0.0604918
470,848.314,1,5.18391,20.4337,5.97019,25.3213,7.8331e-10,0.255212,0.251291,0.720747,0.265099,0.303954,0.0636446
471,839.282,1,5.16005,20.3587,6.13124,25.0198,8.22475e-10,0.258633,0.253107,0.760532,0.258387,0.302615,0.0608666
472,844.086,1,5.15581,20.6689,5.86744,23.4568,8.63599e-10,0.258849,0.246698,0.741274,0.270747,0.305666,0.0625243
473,842.19,1,5.16454,20.5312,5.88206,22.7095,9.06779e-10,0.252546,0.241526,0.744997,0.263891,0.30467,0.0617306
474,839.68,1,5.15161,20.3672,6.08408,23.2453,9.52118e-10,0.25607,0.241043,0.749685,0.257209,0.303931,0.0624621
475,844.534,1,5.19054,20.9401,5.94448,24.062,9.99724e-10,0.254287,0.23494,0.745707,0.250697,0.303507,0.0643829
476,839.58,1,5.17712,21.086,5.75181,23.3786,1.04971e-09,0.256857,0.228991,0.726825,0.244349,0.297014,0.064639
477,840.155,1,5.18658,20.9777,5.85816,24.1499,1.1022e-09,0.26095,0.223193,0.717967,0.240005,0.302803,0.0632471
478,831.943,1,5.16648,20.6813,5.74191,24.5656,1.15731e-09,0.258889,0.227671,0.699788,0.233928,0.302628,0.0617163
479,837.085,1,5.13832,20.5687,5.69061,24.3551,1.21517e-09,0.25672,0.235939,0.682069,0.228005,0.306628,0.0622348
480,840.6,1,5.11626,20.5671,5.5126,24.5388,1.27593e-09,0.253263,0.233517,0.664799,0.222232,0.303569,0.0656928
481,840.066,1,5.15485,21.1821,5.54081,24.8584,1.33973e-09,0.253187,0.229916,0.662579,0.227322,0.299823,0.0648167
482,838.021,1,5.16562,21.0504,5.56625,24.9043,1.40671e-09,0.255484,0.233387,0.660925,0.227322,0.301304,0.0636151
483,839.835,1,5.17241,21.2295,5.64668,23.7392,1.47705e-09,0.254138,0.235722,0.64419,0.227448,0.30617,0.0633914
484,840.254,1,5.18259,21.4686,5.39051,23.1442,1.5509e-09,0.253347,0.239801,0.627879,0.221689,0.30437,0.0651393
485,839.345,1,5.13486,21.087,5.57707,24.5144,1.62845e-09,0.259132,0.23764,0.674637,0.25077,0.304534,0.0619959
486,845.023,1,5.16126,21.1109,5.64963,23.5895,1.70987e-09,0.259869,0.269521,0.66494,0.274948,0.308232,0.0612203
487,838.956,1,5.18929,21.2339,5.75442,22.5812,1.79536e-09,0.25877,0.262697,0.648104,0.267986,0.30417,0.0617373
488,840.871,1,5.19802,21.4059,5.59789,23.1854,1.88513e-09,0.256309,0.273811,0.667289,0.272962,0.306251,0.0603141
489,839.971,1,5.19364,20.8594,5.81214,22.9178,1.97939e-09,0.252946,0.293786,0.674525,0.266051,0.300842,0.0615433
490,837.693,1,5.17982,20.4453,6.04112,22.1668,2.07835e-09,0.257936,0.302155,0.72073,0.259314,0.296295,0.0613698
491,839.371,1,5.16855,20.4715,5.93962,22.6194,2.18227e-09,0.254044,0.299654,0.702481,0.25613,0.303096,0.0600035
492,838.927,1,5.18677,20.6216,5.96358,22.7602,2.29139e-09,0.252217,0.292066,0.684693,0.249645,0.30287,0.0616658
493,838.697,1,5.15054,20.1824,6.4639,22.548,2.40596e-09,0.257395,0.284671,0.710464,0.256386,0.303369,0.0602138
494,839.073,1,5.17684,20.0383,6.26778,23.0118,2.52625e-09,0.252944,0.277463,0.705218,0.249894,0.299625,0.0618879
495,841.128,1,5.13269,20.0479,6.09482,21.9177,2.65257e-09,0.254615,0.286943,0.687361,0.271642,0.301428,0.0611892
496,838.72,1,5.17105,20.3407,6.22041,22.8459,2.78519e-09,0.255173,0.279677,0.669957,0.30182,0.305657,0.0594099
497,841.662,1,5.15549,20.4235,6.12287,23.0267,2.92445e-09,0.254639,0.272596,0.652993,0.300728,0.304913,0.0604674
498,832.186,1,5.14501,20.4591,6.00222,24.1545,3.07068e-09,0.25247,0.277391,0.660202,0.293113,0.30694,0.0580358
499,848.732,1,5.13405,20.4038,5.95961,24.5629,3.22421e-09,0.253374,0.283909,0.643486,0.303304,0.30074,0.0632125
500,842.94,1,5.13349,20.4472,5.93291,24.4101,3.38542e-09,0.254914,0.27672,0.667918,0.295624,0.303892,0.0608574
501,835.482,1,5.14177,20.3644,5.98304,23.5933,3.55469e-09,0.251761,0.290537,0.712184,0.288139,0.304404,0.058205
502,840.005,1,5.16178,20.4251,5.92279,22.9882,3.73243e-09,0.247345,0.304421,0.694151,0.283335,0.302234,0.0598238
503,832.57,1,5.15069,20.0603,6.10472,21.841,3.91905e-09,0.250138,0.296713,0.676575,0.276161,0.300352,0.0587487
504,841.495,1,5.13233,20.4428,5.87123,22.3508,4.115e-09,0.25577,0.2892,0.707777,0.286919,0.309566,0.0587026
505,834.395,1,5.1425,20.3169,5.95633,22.8827,4.32075e-09,0.251764,0.281878,0.689855,0.284706,0.309885,0.0576559
506,834.401,1,5.12502,20.2246,5.91504,23.0119,4.53679e-09,0.252347,0.277545,0.672388,0.277497,0.310149,0.0582558
507,833.009,1,5.16362,20.379,6.34905,23.7488,4.76363e-09,0.254849,0.270517,0.670526,0.325343,0.305688,0.0570035
508,840.472,1,5.14827,20.4953,5.92654,23.6083,5.00181e-09,0.25809,0.263667,0.65375,0.317105,0.309059,0.0590899
509,835.686,1,5.14653,20.7109,5.69028,23.797,5.2519e-09,0.258075,0.266987,0.637196,0.311956,0.308516,0.0578409
510,837.287,1,5.13216,20.9418,5.84874,23.6637,5.51449e-09,0.262131,0.260227,0.642699,0.317089,0.307246,0.0588672
511,842.165,1,5.15392,20.4974,5.76913,24.1555,5.79022e-09,0.25867,0.253638,0.665385,0.30906,0.307923,0.060676
512,834.91,1,5.13917,20.5462,5.86976,24.1938,6.07973e-09,0.261344,0.247216,0.655221,0.301234,0.310115,0.0583375
513,834.781,1,5.15803,20.3889,6.06218,23.89,6.38372e-09,0.258685,0.240956,0.717071,0.293607,0.30389,0.0591555
514,834.428,1,5.14487,20.3777,6.00162,23.3069,6.7029e-09,0.258633,0.237561,0.714873,0.286173,0.307521,0.0582417
515,834.03,1,5.17778,20.5499,6.28772,23.8361,7.03805e-09,0.259985,0.232288,0.696772,0.278927,0.30298,0.0606864
516,842.954,1,5.1622,20.3588,6.46288,22.6149,7.38995e-09,0.253402,0.239116,0.67913,0.280036,0.304983,0.0624957
517,829.472,1,5.17296,20.5824,5.96829,22.8764,7.75945e-09,0.252618,0.233062,0.661934,0.313121,0.302214,0.059371
518,846.242,1,5.15523,20.4742,6.05186,22.8818,8.14742e-09,0.251878,0.24574,0.645173,0.327951,0.301324,0.0628569
519,840.525,1,5.14004,20.6233,5.75236,22.4427,8.55479e-09,0.250206,0.247537,0.628837,0.319648,0.301423,0.0627813
520,852.066,1,5.12795,20.505,6.13233,22.2148,8.98253e-09,0.248551,0.260648,0.660424,0.335619,0.302122,0.0637192
521,847.242,1,5.14865,20.538,5.73965,22.1647,9.43165e-09,0.246867,0.254253,0.654363,0.327121,0.298881,0.063532
522,839.894,1,5.14439,20.9449,5.66678,22.5202,9.90324e-09,0.254066,0.263156,0.639997,0.318838,0.30611,0.0603554
523,843.939,1,5.16207,20.8139,5.7666,22.9873,1.03984e-08,0.254729,0.264464,0.623792,0.324007,0.309468,0.0603901
524,849.156,1,5.14573,20.737,5.92865,22.9267,1.09183e-08,0.253183,0.267582,0.662954,0.315802,0.303747,0.0628383
525,857.116,1,5.18186,20.9288,6.02723,22.5017,1.14642e-08,0.259677,0.271827,0.669744,0.322863,0.29851,0.0656229
526,849.384,1,5.14575,20.8834,5.6187,22.5872,1.20374e-08,0.261051,0.264944,0.681896,0.314688,0.30398,0.0630291
527,846.063,1,5.1669,20.6491,5.81484,22.3551,1.26393e-08,0.254939,0.258236,0.688516,0.30672,0.306249,0.0626484
528,844.365,1,5.1721,20.651,5.89687,22.825,1.32713e-08,0.254648,0.251697,0.675527,0.30331,0.306124,0.0615677
529,834.851,1,5.15214,20.4427,5.88231,23.714,1.39348e-08,0.257206,0.26861,0.677999,0.29563,0.305441,0.0586261
530,832.621,1,5.19,20.5994,5.93769,24.4968,1.46316e-08,0.254453,0.263908,0.660831,0.288145,0.301605,0.0592891
531,839.214,1,5.14427,20.4683,5.78003,24.5553,1.53632e-08,0.257158,0.257226,0.688854,0.280849,0.306987,0.0606475
532,838.662,1,5.14605,20.8691,5.83104,24.8727,1.61313e-08,0.259437,0.25634,0.671411,0.273738,0.306527,0.0606639
533,843.853,1,5.14555,20.7816,5.68782,24.6002,1.69379e-08,0.264741,0.261019,0.654411,0.266806,0.304857,0.06272
534,845.034,1,5.17523,21.0345,5.58939,23.902,1.77848e-08,0.258141,0.260514,0.645278,0.291245,0.305238,0.0619427
535,852.335,1,5.1237,20.9554,5.78616,23.9722,1.8674e-08,0.261226,0.278489,0.628939,0.302456,0.309819,0.0626523
536,853.603,1,5.15935,20.7219,5.77088,25.053,1.96077e-08,0.260731,0.294597,0.651401,0.32421,0.306454,0.0622069
537,852.022,1,5.15856,20.8201,5.76219,25.9478,2.05881e-08,0.255687,0.289517,0.634907,0.330848,0.307943,0.0625053
538,848.812,1,5.17178,20.8324,6.17079,22.1884,2.16175e-08,0.254217,0.282399,0.618831,0.322471,0.306483,0.0630315
539,851.645,1,5.1624,20.699,6.04607,23.2996,2.26984e-08,0.257377,0.275249,0.603162,0.314306,0.303349,0.0643372
540,855.055,1,5.13437,20.0135,6.25449,23.678,2.38333e-08,0.263234,0.268279,0.608293,0.321594,0.307932,0.0639645
541,840.655,1,5.13989,19.9331,6.56666,23.2941,2.5025e-08,0.25816,0.261486,0.632648,0.374898,0.304393,0.0607663
542,847.363,1,5.16889,19.7642,6.82365,24.2451,2.62762e-08,0.258601,0.255081,0.637768,0.383262,0.305305,0.060499
543,840.146,1,5.15312,19.8338,6.7856,23.9475,2.759e-08,0.256338,0.255177,0.670998,0.425147,0.303718,0.057474
544,837.553,1,5.13573,19.3162,7.05832,24.1297,2.89696e-08,0.258464,0.264794,0.68125,0.414382,0.309293,0.0556557
545,835.418,1,5.13426,19.5633,6.78529,24.6097,3.0418e-08,0.258871,0.269736,0.664,0.40389,0.308041,0.055652
546,839.594,1,5.147,19.5911,6.98844,24.0602,3.19389e-08,0.252316,0.286955,0.653219,0.40384,0.30202,0.0574305
547,840.519,1,5.15962,19.8813,6.76973,23.7065,3.35359e-08,0.253152,0.303007,0.667449,0.394943,0.30879,0.0558459
548,840.347,1,5.18222,20.0871,6.43188,23.2457,3.52127e-08,0.257239,0.295334,0.657184,0.384943,0.31022,0.0569357
549,846.898,1,5.15188,19.9466,6.74739,23.8388,3.69733e-08,0.253146,0.287856,0.672747,0.402825,0.306512,0.0589216
550,843.4,1,5.14925,19.9837,6.32112,23.0032,3.8822e-08,0.257617,0.282142,0.657935,0.392625,0.305656,0.0579749
551,851.375,1,5.15119,19.9405,6.32455,22.9368,4.07631e-08,0.259007,0.289783,0.649393,0.400824,0.305656,0.0600016
552,847.108,1,5.14854,19.9453,6.45103,22.2498,4.28012e-08,0.255914,0.285945,0.706949,0.390675,0.308107,0.0588361
553,850.801,1,5.15953,20.221,6.16949,23.2726,4.49413e-08,0.257147,0.288578,0.703291,0.380783,0.309205,0.0593932
554,846.836,1,5.16185,20.0335,6.35527,22.4698,4.71883e-08,0.257109,0.281271,0.730284,0.374513,0.308836,0.0581512
555,841.573,1,5.15983,20.4883,6.16579,24.2151,4.95478e-08,0.256569,0.29057,0.711793,0.36503,0.300992,0.0594564
556,850.822,1,5.18441,20.5295,6.24723,24.2069,5.20252e-08,0.25693,0.311941,0.713437,0.379595,0.305333,0.0589791
557,853.172,1,5.18089,20.1436,6.35487,23.8982,5.46264e-08,0.250425,0.318359,0.703325,0.369984,0.300357,0.0614217
558,853.048,1,5.1585,20.0958,6.41548,23.9468,5.73577e-08,0.246957,0.310298,0.707198,0.366939,0.303351,0.061278
559,842.538,1,5.16066,20.035,6.31967,24.7463,6.02256e-08,0.253844,0.316828,0.699958,0.357648,0.305936,0.0582141
560,841.78,1,5.16837,19.7064,6.55513,24.6146,6.32369e-08,0.252091,0.320493,0.718544,0.348592,0.304704,0.0579493
561,846.853,1,5.13952,19.7497,6.49389,23.4583,6.63987e-08,0.25124,0.312378,0.715556,0.358093,0.305756,0.0590669
562,839.978,1,5.16783,20.1654,6.43715,22.7519,6.97187e-08,0.249038,0.304469,0.697438,0.349026,0.303964,0.0590274
563,842.426,1,5.15039,20.2184,6.27948,23.0799,7.32046e-08,0.259314,0.302694,0.679778,0.340189,0.308702,0.0583271
564,849.725,1,5.13859,19.9212,6.36777,22.3995,7.68648e-08,0.253458,0.295029,0.694606,0.331575,0.305648,0.0608095
565,843.708,1,5.16793,20.0823,6.3739,23.2893,8.07081e-08,0.257551,0.310626,0.685591,0.335684,0.30969,0.057769
566,850.553,1,5.15971,19.9662,6.56468,22.2086,8.47435e-08,0.258281,0.338802,0.688376,0.349796,0.305091,0.0591989
567,850.723,1,5.17454,19.9922,6.41813,23.8058,8.89807e-08,0.258473,0.330223,0.670946,0.428344,0.309052,0.0579709
568,846.111,1,5.1531,20.323,5.97798,25.3175,9.34297e-08,0.259762,0.321862,0.653957,0.447723,0.310742,0.0563185
569,856.583,1,5.14733,20.1868,6.04966,24.3486,9.81012e-08,0.253185,0.313712,0.669606,0.468338,0.304581,0.0598681
570,851.102,1,5.16257,19.9274,6.38432,24.3853,1.03006e-07,0.250684,0.305768,0.714439,0.456479,0.308522,0.0586174
571,848.073,1,5.15242,19.8545,6.37681,24.2387,1.08157e-07,0.249463,0.318457,0.696349,0.444921,0.306797,0.0580159
572,851.363,1,5.17018,20.0196,6.45622,23.9573,1.13564e-07,0.252101,0.312865,0.678717,0.433655,0.304431,0.0600651
573,845.4,1,5.16702,20.8552,5.94412,24.4571,1.19243e-07,0.250171,0.304943,0.661532,0.422675,0.305685,0.0587528
574,848.541,1,5.18441,20.8109,6.0222,25.4424,1.25205e-07,0.252288,0.298304,0.644782,0.411972,0.305553,0.0597265
575,846.041,1,5.16486,20.6553,6.02625,24.0187,1.31465e-07,0.255314,0.292687,0.630955,0.401541,0.306778,0.0594556
576,850.191,1,5.11726,20.2857,6.1551,24.9995,1.38038e-07,0.260743,0.293034,0.619757,0.468633,0.306498,0.0583734
577,849.912,1,5.13216,20.3717,5.83685,24.5662,1.4494e-07,0.258246,0.30925,0.604064,0.456767,0.306646,0.0594743
578,849.453,1,5.16373,20.0702,6.27507,24.8387,1.52187e-07,0.25665,0.301419,0.64384,0.445202,0.308239,0.05908
579,846.713,1,5.15809,19.7964,6.72218,23.5216,1.59796e-07,0.253793,0.293787,0.664633,0.433929,0.301509,0.0589748
580,848.771,1,5.17546,19.6312,7.06192,23.4764,1.67786e-07,0.255708,0.296151,0.647804,0.422942,0.304255,0.0596214
581,852.508,1,5.16572,19.6524,6.90075,24.1568,1.76176e-07,0.256856,0.303488,0.668345,0.412232,0.304665,0.0607301
582,856.417,1,5.17745,19.6479,7.18251,22.1706,1.84984e-07,0.250642,0.295804,0.706301,0.401794,0.305593,0.0626594
583,854.78,1,5.13087,19.753,6.41219,21.174,1.94234e-07,0.260952,0.288314,0.688418,0.391621,0.309417,0.0613034
584,847.413,1,5.12796,19.8738,6.28107,21.012,2.03945e-07,0.259186,0.281014,0.697052,0.381705,0.310909,0.0590878
585,843.052,1,5.15603,19.9324,6.41963,22.8157,2.14143e-07,0.25833,0.273898,0.724561,0.400757,0.308889,0.0575701
586,848.716,1,5.15864,19.8427,6.41624,24.1737,2.2485e-07,0.259562,0.266963,0.742905,0.390609,0.305783,0.0605815
587,848.598,1,5.17153,20.0067,6.4128,23.5414,2.36092e-07,0.25627,0.260203,0.754613,0.380719,0.304846,0.0602787
588,841.243,1,5.1877,19.9901,6.72297,22.0239,2.47897e-07,0.257733,0.253615,0.735506,0.371079,0.303876,0.0602048
589,851.15,1,5.1785,19.9547,6.7224,22.4276,2.60292e-07,0.251207,0.247193,0.76087,0.361683,0.309865,0.0617736
590,845.49,1,5.14966,19.6726,6.67979,22.0012,2.73306e-07,0.254933,0.240934,0.749542,0.352525,0.304795,0.0616475
591,849.633,1,5.17528,20.4577,6.19693,22.7074,2.86972e-07,0.250293,0.234834,0.730564,0.343599,0.307733,0.0621868
592,845.56,1,5.15912,20.359,6.11771,22.7897,0.0150458,0.253288,0.242553,0.712065,0.380436,0.292346,0.0623038
593,844.27,1,5.13401,20.1736,6.09712,22.7319,0.0409999,0.257119,0.236411,0.694035,0.377032,0.283706,0.0620468
594,844.497,1,5.14279,20.0359,6.26556,23.585,0.0412562,0.257646,0.242013,0.740976,0.367485,0.280569,0.0626318
595,835.426,1,5.15644,20.2508,6.3166,25.484,0.0417719,0.255421,0.237228,0.725364,0.35818,0.284518,0.0603094
596,838.325,1,5.17356,20.3732,6.49766,25.3918,0.0428162,0.257052,0.233765,0.725979,0.349111,0.279954,0.0621812
597,847.432,1,5.18149,20.3323,6.45539,25.0485,0.043619,0.253132,0.232374,0.777505,0.340271,0.27936,0.0638493
598,847.161,1,5.15782,20.2371,6.41857,23.2963,0.0398023,0.253387,0.234846,0.757818,0.35994,0.283961,0.0627344
599,837.667,1,5.15601,20.331,6.35864,23.5738,0.0398023,0.253631,0.246053,0.738629,0.379292,0.280055,0.0597341
600,841.695,1,5.13479,20.3642,5.99688,25.728,0.0405486,0.257353,0.253408,0.719927,0.392285,0.286433,0.0591016
601,844.299,1,5.13956,20.3548,6.11075,26.4994,0.0385212,0.260872,0.257068,0.701698,0.382352,0.28471,0.0618108
602,843.293,1,5.14804,20.5499,5.96428,26.5213,0.0423733,0.258941,0.264586,0.68393,0.38457,0.289289,0.0598459
603,845.074,1,5.13349,20.4122,5.86389,26.0918,0.0394601,0.255291,0.257887,0.666613,0.374832,0.285558,0.0627468
604,841.95,1,5.13581,20.7331,5.82638,24.5205,0.0409399,0.249441,0.287319,0.649734,0.365341,0.281424,0.0620011
605,853.626,1,5.15699,20.5505,6.06088,24.3881,0.0455456,0.247589,0.280044,0.708131,0.356091,0.273978,0.067067
606,841.415,1,5.16736,20.5646,5.79495,24.0394,0.0404217,0.244363,0.272953,0.7037,0.347074,0.278631,0.0637136
607,839.741,1,5.15839,20.7573,5.79071,22.7525,0.0399165,0.259188,0.266042,0.70495,0.338286,0.285685,0.0608413
608,840.335,1,5.13282,20.9718,5.62411,23.6005,0.0421618,0.254913,0.260436,0.709649,0.329721,0.28553,0.0612144
609,848.557,1,5.13654,20.3624,5.9801,23.6966,0.0424253,0.248459,0.274622,0.742903,0.321372,0.283343,0.0638709
610,846.669,1,5.13421,20.1673,5.85607,24.2542,0.0445466,0.25094,0.267669,0.795998,0.313235,0.285028,0.0628807
611,854.801,1,5.14959,20.3196,6.1243,24.8246,0.0400919,0.257582,0.260891,0.775843,0.305303,0.283469,0.0658405
612,845.466,1,5.15795,20.4804,6.19091,24.8957,0.0415953,0.26049,0.254285,0.756198,0.318819,0.283019,0.0637237
613,838.943,1,5.11838,20.6274,5.80267,25.2235,0.0426352,0.267319,0.247847,0.762317,0.310746,0.284504,0.0620485
614,842.739,1,5.13283,20.5002,5.84746,25.4866,0.0437011,0.265839,0.241571,0.776993,0.302878,0.283318,0.0641581
615,847.942,1,5.17935,20.563,6.14675,25.7735,0.043428,0.261113,0.235454,0.771137,0.295209,0.284356,0.0645968
616,846.013,1,5.20092,20.3354,6.28358,25.9446,0.0407137,0.256155,0.230671,0.789246,0.287734,0.279991,0.0649094
617,846.457,1,5.15157,20.4298,6.0633,24.9376,0.0427494,0.257217,0.224831,0.774689,0.280448,0.278492,0.0667571
618,843.174,1,5.21067,20.608,6.15949,26.5088,0.0400776,0.252977,0.219138,0.830284,0.273347,0.279304,0.0658739
619,842.047,1,5.19217,20.069,6.65621,26.0785,0.0380737,0.262083,0.213589,0.809261,0.266426,0.281722,0.0648579
620,839.683,1,5.16885,20.305,6.40358,25.5451,0.0395015,0.25981,0.212191,0.78877,0.280321,0.279557,0.0637555
621,841.875,1,5.146,20.0288,6.40715,25.0838,0.0409828,0.260314,0.211576,0.829457,0.273223,0.281756,0.0633661
622,840.841,1,5.16934,20.3605,6.44464,24.4475,0.0445688,0.261714,0.239997,0.808455,0.285039,0.278219,0.0626804
623,836.356,1,5.16792,20.4683,6.20078,24.2666,0.0420618,0.258343,0.23769,0.791279,0.277822,0.279667,0.0624991
624,830.761,1,5.18735,20.6854,6.05004,26.0436,0.0436391,0.253289,0.231671,0.771244,0.270787,0.279304,0.0622399
625,829.709,1,5.19811,20.6747,5.96351,25.7209,0.0414571,0.255342,0.226585,0.751715,0.263931,0.278859,0.0627314
626,832.659,1,5.17677,20.7445,5.80366,25.5756,0.0430118,0.254202,0.220848,0.732681,0.257844,0.279647,0.063182
627,829.831,1,5.17984,21.2325,5.84586,27.1528,0.0430118,0.258202,0.232423,0.71413,0.251315,0.276232,0.0633265
628,827.419,1,5.19414,21.4209,5.52543,27.4966,0.0430118,0.25167,0.226538,0.714584,0.244951,0.278397,0.0629809
629,829.422,1,5.16452,21.3224,5.63667,26.1377,0.0408612,0.263094,0.228314,0.69649,0.238749,0.278628,0.063791
630,828.793,1,5.17071,20.5491,5.93824,26.105,0.0403504,0.268386,0.229602,0.71738,0.232704,0.283949,0.0627085
631,830.718,1,5.1676,20.8071,5.836,25.5059,0.0443855,0.26159,0.223788,0.733785,0.226812,0.274741,0.0648297
632,829.826,1,5.15634,20.9651,5.87651,24.7662,0.0402243,0.260822,0.218122,0.761477,0.225416,0.278437,0.0626735
633,840.198,1,5.14272,20.8714,5.64122,25.2819,0.0412299,0.259575,0.237328,0.745188,0.241934,0.279388,0.0643931
634,834.129,1,5.12935,20.5477,5.77935,25.4442,0.0422607,0.258311,0.231319,0.746946,0.235808,0.283769,0.0633975
635,834.489,1,5.15539,20.7529,5.77224,25.3388,0.04094,0.25449,0.225462,0.728611,0.229837,0.283091,0.0639557
636,846.126,1,5.19136,20.6169,5.86007,25.9186,0.0399165,0.248046,0.242399,0.710162,0.225388,0.281079,0.0676143
