iteration,convergenceIndicator,phase,Cl_pop,beta_Cl_logtCLCR,V1_pop,Q_pop,V2_pop,omega_Cl,omega_V1,omega_Q,corr_V1_Cl,a,b
217,343.166,1,1.00416,2.23286,23.0514,6.17032,614.32,0.815397,0.231216,0.339761,0.0585521,2.22045e-16,0.0300373
218,341.996,1,0.994367,2.53757,23.3034,6.14375,615.76,0.807808,0.235156,0.341115,-0.00585153,2.22045e-16,0.0296135
219,342.811,1,0.994984,2.38061,23.2201,6.13246,620.811,0.821778,0.248721,0.332478,0.0543716,2.22045e-16,0.0297579
220,345.391,1,0.912538,2.56739,23.3296,6.21883,625.6,0.866202,0.248529,0.324059,0.0961689,2.22045e-16,0.0300972
221,344.085,1,0.958442,2.44109,22.9577,6.2506,618.025,0.844269,0.242236,0.315854,0.103335,2.22045e-16,0.0306527
222,338.727,1,1.00831,2.51261,23.3014,6.19948,608.67,0.822892,0.236102,0.307856,0.136868,2.22045e-16,0.0297217
223,334.025,1,0.951381,2.7961,23.3107,6.33059,610.81,0.832847,0.230124,0.302888,0.145082,0.0154704,0.0284033
224,339.107,1,0.906925,2.98419,23.4907,6.42219,615.94,0.869713,0.224297,0.304523,0.0904884,2.22045e-16,0.0296751
225,341.932,1,0.869409,3.20494,23.6816,6.39394,615.94,0.871606,0.231507,0.326849,0.0434561,2.22045e-16,0.0295764
226,344.397,1,0.967976,2.46446,23.8612,6.43324,614.315,0.849537,0.225645,0.349747,-0.0558031,0.0200792,0.0291324
227,344.083,1,1.00584,2.12771,23.1634,6.32093,614.795,0.828026,0.23482,0.353042,-0.007673,0.022483,0.028606
228,342.551,1,0.958493,2.34615,23.4431,6.33176,617.317,0.825627,0.241923,0.355882,0.0239094,0.0241028,0.0276784
229,340.313,1,0.941376,2.31521,23.1208,6.38007,613.579,0.837058,0.236948,0.346871,0.0283479,0.0200317,0.0282059
230,343.385,1,0.909797,2.60069,23.7505,6.47092,613.34,0.846766,0.230948,0.338134,-0.120928,0.0166301,0.0291435
231,332.755,1,0.964798,2.24256,23.9436,6.58057,603.876,0.83598,0.2251,0.331047,-0.0730143,0.0183719,0.027657
232,338.641,1,0.974304,2.33536,23.2288,6.3938,601.989,0.818958,0.242503,0.34286,-0.0170593,0.0302694,0.0262316
233,341.306,1,0.961652,2.39939,23.1774,6.43828,600.813,0.821995,0.236363,0.335712,0.0100785,0.0365748,0.026114
234,346.136,1,0.916882,2.50088,23.0277,6.52234,606.446,0.840453,0.230378,0.333677,0.0389079,0.0301637,0.0277948
235,345.66,1,0.904985,2.6387,23.1651,6.46252,608.163,0.879333,0.232845,0.327663,0.0710296,0.0239486,0.0284895
236,343.469,1,0.893078,2.58385,23.2192,6.4712,612.142,0.873475,0.230965,0.325823,-0.0056532,2.22045e-16,0.0298223
237,342.806,1,0.889237,2.59446,23.4254,6.44081,616.028,0.885282,0.225117,0.331579,-0.0038883,2.22045e-16,0.0298056
238,343.839,1,0.869753,2.88786,23.7293,6.50814,617.773,0.887626,0.233164,0.338828,-0.0496858,0.0190817,0.0286262
239,346.37,1,0.780962,3.33447,23.4931,6.6072,615.903,0.956853,0.22726,0.330249,-0.163804,0.026357,0.0284992
240,342.643,1,0.848106,3.00013,23.7031,6.45628,613.015,0.932625,0.221506,0.336157,-0.129702,0.0136439,0.0294172
241,343.541,1,0.854515,3.05997,23.5067,6.44921,610.082,0.909011,0.22737,0.342179,-0.067288,2.22045e-16,0.0297132
242,338.224,1,0.851331,3.02928,23.6006,6.44864,615.146,0.885994,0.221613,0.342124,-0.0255378,0.0122499,0.0285871
243,339.142,1,0.907139,2.71536,23.9134,6.44773,619.411,0.86356,0.223891,0.341386,-0.00424523,2.22045e-16,0.0292835
244,334.886,1,0.953063,2.43954,23.7782,6.34878,616.75,0.841694,0.222952,0.332742,0.00389437,2.22045e-16,0.02884
245,342.013,1,1.02717,2.15077,24.0718,6.35232,616.148,0.820382,0.238523,0.328076,0.00929719,7.36221e-08,0.0299373
246,341.707,1,0.962841,2.51329,23.701,6.26204,608.987,0.843186,0.232483,0.330317,0.0366958,2.22045e-16,0.02987
247,342.768,1,1.00026,2.3642,23.4738,6.18175,605.181,0.825679,0.226597,0.337504,0.0336946,2.22045e-16,0.0301248
248,346.145,1,1.04226,2.32406,24.0944,6.30262,606.009,0.830273,0.220859,0.344774,0.0297418,2.22045e-16,0.0305443
249,349.841,1,0.969183,2.61875,23.9775,6.36518,608.021,0.89022,0.239019,0.340127,0.0574241,2.22045e-16,0.0304572
250,357.409,2,0.952037,2.73019,23.6833,6.31143,604.221,0.90927,0.24667,0.342887,0.0483222,0.029662,0.0290009
251,353.967,2,1.01671,2.43916,23.6372,6.13985,609.413,0.886246,0.240424,0.342708,-0.0110791,0.0133049,0.0308392
252,340.568,2,1.03868,2.10382,23.3963,6.17624,606.437,0.838027,0.24098,0.33924,-0.0249652,2.22045e-16,0.029189
253,340.588,2,1.03979,2.20651,23.7069,6.25059,601.965,0.813111,0.249205,0.338086,0.0243542,2.22045e-16,0.0292183
254,330.976,2,0.980472,2.65652,24.0209,6.19346,608.026,0.834911,0.229123,0.32133,0.0601883,2.22045e-16,0.0283032
255,339.666,2,0.916477,2.82537,23.5268,6.26523,601.705,0.885472,0.223093,0.334298,0.0409997,2.22045e-16,0.0291274
256,336.995,2,1.01574,2.48377,23.8917,6.1684,592.351,0.822667,0.23209,0.340007,0.0519913,2.22045e-16,0.0289332
257,339.828,2,1.02909,2.45156,23.5507,6.17855,589.165,0.822622,0.229477,0.352564,0.11693,2.22045e-16,0.0291783
258,343.053,2,1.06056,2.50003,23.9136,6.21219,585.168,0.815069,0.229731,0.347674,0.146104,2.22045e-16,0.0297732
259,347.159,2,1.05354,2.63469,24.0548,6.25089,580.954,0.829107,0.234467,0.351783,0.121106,2.22045e-16,0.0301421
260,343.3,2,1.11361,2.43648,24.074,6.20324,576.906,0.798004,0.23748,0.350257,0.124558,0.00679616,0.0297622
261,341.092,2,1.09244,2.49525,23.8285,6.31407,577.396,0.775067,0.235886,0.336823,0.0971064,0.0207334,0.0284878
262,339.824,2,1.13143,2.29916,23.5415,6.25856,576.304,0.741213,0.246044,0.33284,0.112842,0.0200136,0.0285512
263,341.665,2,1.11464,2.27008,23.4283,6.32514,577.897,0.737212,0.248534,0.335504,0.106142,0.0222918,0.0283716
264,339.886,2,1.10715,2.25119,23.5987,6.41094,576.339,0.726414,0.237573,0.347365,0.0447438,0.0195953,0.0286822
265,338.653,2,1.10991,2.21498,23.7284,6.40649,577.412,0.736889,0.234979,0.343264,0.0837919,0.00791459,0.0292243
266,335.61,2,1.10842,2.19098,23.6178,6.37106,578.656,0.745604,0.240622,0.331534,0.0981071,0.00769702,0.0290565
267,338.385,2,1.09697,2.2533,23.7226,6.36498,582.381,0.755648,0.236984,0.331153,0.0713314,0.015873,0.028493
268,341.517,2,1.11352,2.23045,23.5405,6.27902,581.22,0.750824,0.244186,0.333203,0.0932283,0.0164543,0.0287181
269,332.422,2,1.12186,2.29767,23.5832,6.27447,580.37,0.74346,0.233446,0.333587,0.102499,0.0187921,0.0282169
270,340.807,2,1.11654,2.43375,23.7565,6.24392,580.008,0.764128,0.22711,0.329775,0.11187,0.0182083,0.0287027
271,337.725,2,1.12238,2.49035,23.7974,6.23164,579.518,0.767037,0.223807,0.322496,0.125563,0.0193541,0.0287186
272,343.665,2,1.10271,2.60781,23.8342,6.20728,580.488,0.787218,0.232676,0.31616,0.113385,0.0160711,0.0291576
273,334.308,2,1.09328,2.6565,23.867,6.21529,579.721,0.789945,0.237676,0.323171,0.103881,0.0157161,0.028633
274,340.375,2,1.06092,2.69261,23.6657,6.26017,579.515,0.804356,0.235233,0.324529,0.122501,0.0181397,0.0284691
275,347.121,2,1.05294,2.60905,23.7117,6.29936,578.775,0.813366,0.238499,0.3304,0.0744976,0.0168586,0.0288484
276,343.078,2,1.05555,2.53199,23.6646,6.31805,576.475,0.813644,0.238756,0.336944,0.0771733,0.02046,0.0283845
277,338.519,2,1.06097,2.53624,23.7536,6.3126,576.458,0.801988,0.235551,0.331841,0.0745701,0.0191182,0.0285721
278,340.479,2,1.07511,2.55851,23.7705,6.28196,574.768,0.788498,0.236535,0.327051,0.0722561,0.0136185,0.0289865
279,335.115,2,1.08307,2.53663,23.5984,6.23574,574.524,0.778084,0.233031,0.321431,0.0828142,0.0146028,0.0289167
280,332.707,2,1.07961,2.52628,23.4467,6.24113,574.095,0.771164,0.228646,0.319611,0.0700869,0.0123528,0.028973
281,329.742,2,1.08523,2.5236,23.4895,6.24827,573.327,0.767999,0.229668,0.314284,0.0688119,0.00939224,0.0289088
282,331.309,2,1.09471,2.45451,23.6134,6.27593,573.138,0.767013,0.230353,0.316637,0.0562311,0.00727623,0.0288309
283,335.839,2,1.09973,2.40518,23.6107,6.27431,573.256,0.767537,0.23119,0.317197,0.0543593,0.00573595,0.028912
284,340.194,2,1.11097,2.34745,23.5839,6.26445,573.145,0.767207,0.231999,0.319784,0.0696203,0.00459557,0.0290803
285,344.502,2,1.11468,2.33474,23.4822,6.25832,573.5,0.767968,0.229397,0.322289,0.0733991,0.00373783,0.0293694
286,339.802,2,1.10806,2.36998,23.4609,6.26605,574.671,0.773038,0.229668,0.325143,0.0701383,0.00751374,0.0290592
287,338.653,2,1.10479,2.40441,23.4765,6.27262,574.837,0.776609,0.229534,0.328408,0.0647542,0.0093028,0.0289381
288,336.57,2,1.10395,2.40613,23.4486,6.26009,576.297,0.773158,0.231762,0.329687,0.0587754,0.0104747,0.0288084
289,335.056,2,1.10834,2.40302,23.4119,6.25311,575.759,0.769699,0.232563,0.331313,0.0556896,0.00896215,0.0288224
290,331.481,2,1.10723,2.40561,23.4491,6.26806,575.332,0.769563,0.233429,0.333325,0.0475034,0.00939252,0.0286772
291,333.311,2,1.10251,2.42928,23.4547,6.26177,575.737,0.775063,0.232955,0.334902,0.0474609,0.0082023,0.0286302
292,339.908,2,1.0994,2.44329,23.4629,6.26325,576.003,0.783823,0.231754,0.335974,0.0516727,0.0085483,0.0286706
293,339.58,2,1.09825,2.46631,23.5301,6.2569,575.953,0.791955,0.231692,0.340324,0.0471538,0.00975185,0.0285517
294,347.752,2,1.09944,2.47563,23.5464,6.23649,576.023,0.792567,0.231793,0.345799,0.0425427,0.00873854,0.0286947
295,350.648,2,1.09811,2.47859,23.5827,6.22233,576.448,0.795014,0.234572,0.349136,0.0389139,0.00788922,0.028813
296,337.811,2,1.09534,2.49342,23.6394,6.22112,576.673,0.797335,0.233842,0.35104,0.033979,0.00717224,0.0288096
297,339.456,2,1.09634,2.47329,23.6531,6.22291,577.031,0.79775,0.232933,0.351143,0.0357268,0.00656293,0.0288566
298,337.995,2,1.10134,2.45912,23.651,6.21553,576.919,0.79295,0.232468,0.351183,0.035528,0.0062283,0.0289005
299,339.129,2,1.10411,2.44238,23.6703,6.22425,576.638,0.792487,0.233516,0.350172,0.0295862,0.00576637,0.0289259
300,334.724,2,1.10833,2.43063,23.6804,6.22037,576.622,0.790572,0.231885,0.348162,0.0375106,0.00536699,0.0289673
301,337.834,2,1.11035,2.4271,23.6852,6.21881,576.575,0.789471,0.231556,0.348117,0.0372366,0.00555329,0.0289709
302,345.356,2,1.11212,2.42129,23.6912,6.21865,576.489,0.788901,0.231865,0.348293,0.0366263,0.0059705,0.0289518
303,335.119,2,1.11417,2.41258,23.6974,6.21898,576.421,0.787756,0.232017,0.348272,0.0364434,0.00585569,0.0289518
304,334.92,2,1.11624,2.40334,23.6995,6.22009,576.372,0.786032,0.231858,0.348291,0.0368124,0.00574522,0.0289596
305,335.267,2,1.11713,2.39696,23.7008,6.22088,576.328,0.784819,0.231665,0.348477,0.0347875,0.00604442,0.0289374
306,336.526,2,1.11757,2.39167,23.7044,6.22225,576.368,0.78393,0.231415,0.348349,0.0325287,0.00635892,0.0289192
307,336.153,2,1.11798,2.387,23.7032,6.22257,576.438,0.783304,0.23136,0.347998,0.0316925,0.0068305,0.0288689
308,339.387,2,1.11805,2.38445,23.7028,6.22295,576.431,0.782975,0.231483,0.347768,0.0310789,0.00714404,0.0288492
309,335.231,2,1.11782,2.38678,23.7122,6.22477,576.371,0.783134,0.231222,0.347459,0.0307874,0.00702088,0.0288565
310,345.105,2,1.11801,2.38725,23.7265,6.22647,576.369,0.783207,0.231565,0.347325,0.0299819,0.00690188,0.0288758
311,344.415,2,1.11809,2.39043,23.7283,6.22484,576.456,0.783211,0.231654,0.347378,0.0302608,0.00678685,0.0288937
312,336.096,2,1.11892,2.38767,23.7294,6.22386,576.512,0.782181,0.231602,0.34735,0.0291683,0.00667559,0.0288997
313,337.95,2,1.11853,2.39041,23.733,6.22527,576.59,0.781798,0.231468,0.347343,0.0289765,0.00656799,0.0289085
314,349.653,2,1.11744,2.39289,23.7232,6.22673,576.572,0.782156,0.23133,0.347569,0.0303742,0.00672148,0.0289264
315,346.362,2,1.11649,2.39642,23.7219,6.22799,576.519,0.783177,0.231195,0.34788,0.0302415,0.00685356,0.0289336
316,341.444,2,1.11609,2.39433,23.7196,6.2293,576.47,0.783661,0.230766,0.348019,0.0298288,0.00674816,0.0289492
317,339.846,2,1.11631,2.39251,23.7188,6.23093,576.528,0.78296,0.230636,0.347872,0.0298425,0.00700096,0.0289412
318,347.94,2,1.11655,2.39072,23.7146,6.23233,576.48,0.781741,0.230686,0.347686,0.0298237,0.00723411,0.0289537
319,346.572,2,1.11672,2.38897,23.7169,6.23414,576.458,0.780816,0.230487,0.347759,0.030008,0.00727801,0.0289798
320,334.747,2,1.11849,2.38197,23.7163,6.23301,576.398,0.779343,0.230379,0.347608,0.0311295,0.00748174,0.0289694
321,337.071,2,1.11998,2.37796,23.7195,6.23299,576.234,0.778392,0.23044,0.347204,0.0326751,0.00761683,0.0289702
322,343.715,2,1.121,2.37253,23.7225,6.23361,576.166,0.777367,0.230541,0.347241,0.0324339,0.00780315,0.0289727
323,339.714,2,1.1215,2.3683,23.7225,6.2334,576.115,0.777105,0.230728,0.34725,0.0328321,0.00769477,0.0289782
324,336.769,2,1.12123,2.3658,23.725,6.23556,576.178,0.77692,0.230764,0.347249,0.0323437,0.00765276,0.0289784
325,333.483,2,1.1215,2.36364,23.7276,6.23672,576.183,0.776245,0.230851,0.347355,0.032637,0.00754934,0.0289736
326,332.631,2,1.12139,2.36377,23.7243,6.23696,576.162,0.775725,0.230664,0.347232,0.0329149,0.00744868,0.0289739
327,336.946,2,1.12028,2.36617,23.7162,6.23882,576.183,0.775763,0.230642,0.347074,0.0341695,0.00735067,0.028977
328,330.881,2,1.11981,2.36669,23.7112,6.24075,576.154,0.775475,0.2305,0.346975,0.0348401,0.00725521,0.0289721
329,334.525,2,1.11917,2.36735,23.7086,6.24239,576.14,0.775803,0.230515,0.346858,0.0352261,0.00756774,0.0289291
330,342.133,2,1.11869,2.36714,23.7094,6.24418,576.131,0.776317,0.230482,0.34695,0.0354734,0.00780068,0.0289134
331,339.355,2,1.1184,2.36607,23.7094,6.24509,576.099,0.776636,0.230478,0.346705,0.036105,0.00788826,0.0289141
332,341.257,2,1.11812,2.3658,23.7087,6.24585,576.11,0.777177,0.230535,0.346764,0.0373639,0.0080421,0.0289051
333,340.322,2,1.11803,2.36568,23.7075,6.24658,576.037,0.777751,0.23062,0.346705,0.0382801,0.0081414,0.0289013
334,337.659,2,1.11771,2.36551,23.7042,6.24693,576.046,0.778495,0.230546,0.346707,0.0395294,0.00804331,0.0289023
335,340.43,2,1.11709,2.36623,23.7074,6.24789,576.022,0.779729,0.230597,0.346679,0.0394787,0.00794756,0.0289038
336,337.725,2,1.11634,2.3683,23.7027,6.24845,576.033,0.780311,0.230585,0.346497,0.0403704,0.00785406,0.0289065
337,335.869,2,1.11602,2.36905,23.7023,6.24932,576.034,0.780444,0.230526,0.346411,0.0406977,0.00776273,0.028908
338,334.35,2,1.11613,2.36972,23.6993,6.24768,575.995,0.780423,0.230563,0.34607,0.041424,0.0076735,0.0289088
339,333.521,2,1.11613,2.37062,23.6965,6.24622,575.997,0.780235,0.230633,0.346042,0.0422039,0.00758631,0.0289044
340,337.467,2,1.11668,2.37012,23.6957,6.24354,575.942,0.779988,0.230778,0.345997,0.0425814,0.00750108,0.0289063
341,334.821,2,1.11686,2.37156,23.6933,6.24137,575.94,0.779639,0.230763,0.34598,0.0431812,0.00741775,0.0289064
342,337.606,2,1.11654,2.37384,23.6946,6.24068,575.939,0.779814,0.230702,0.345685,0.0427793,0.00733624,0.0289128
343,338.07,2,1.11569,2.37751,23.689,6.23971,575.884,0.780545,0.230606,0.345494,0.0435998,0.00725649,0.0289166
344,340.604,2,1.11547,2.38011,23.6881,6.23843,575.856,0.78088,0.230613,0.345194,0.0449665,0.00717847,0.0289263
345,345.758,2,1.11535,2.38245,23.6867,6.23642,575.854,0.781388,0.230721,0.344942,0.0473759,0.00728208,0.028932
346,354.189,2,1.11482,2.38532,23.686,6.23612,575.775,0.782622,0.230702,0.345025,0.048309,0.00751012,0.0289292
347,344.894,2,1.1143,2.38639,23.6882,6.235,575.748,0.783816,0.230695,0.345176,0.0485683,0.00743189,0.0289352
348,346.247,2,1.11391,2.38598,23.6892,6.23335,575.788,0.784622,0.230579,0.345344,0.0496857,0.00735527,0.0289462
