iteration,convergenceIndicator,phase,Cl_pop,beta_Cl_logtCLCRMLMIN,V1_pop,Q_pop,V2_pop,bias_pop,beta_bias_lcat_2,omega_Cl,omega_V1,omega_Q,omega_V2,bias_sd,corr_V2_V1,a1,a2,plcat_1,plcat_2
615,728.305,1,5.29243,0.642223,21.7677,6.44117,21.9097,-18.7167,19.2638,0.219789,0.268139,0.436034,0.354059,4.08782,0.9,0.119563,0.0713705,0.0713502,0.92865
616,733.245,1,5.28374,0.667087,21.9592,6.09152,22.2083,-18.5791,19.2388,0.219852,0.275658,0.412685,0.354158,4.09232,0.9,0.117692,0.0741937,0.0713737,0.928626
617,738.826,1,5.2685,0.667737,21.9649,6.03975,22.5647,-18.9136,19.6067,0.218111,0.276775,0.407807,0.36515,4.21929,0.9,0.116843,0.0763273,0.0713604,0.92864
618,732.405,1,5.27336,0.687008,22.1906,6.14818,23.2445,-19.3393,19.9416,0.227367,0.26358,0.382956,0.362094,4.27254,0.9,0.113842,0.0770646,0.0713322,0.928668
619,730.358,1,5.26306,0.694228,22.2839,6.05707,23.5176,-18.4819,19.0432,0.222736,0.247538,0.425593,0.361162,4.13504,0.9,0.116628,0.0740187,0.0713903,0.92861
620,730.677,1,5.26498,0.646341,21.9673,6.1744,23.3475,-18.7016,19.3142,0.222523,0.242064,0.458709,0.350941,4.16461,0.9,0.114646,0.0758838,0.0713976,0.928602
621,732.056,1,5.28009,0.660854,22.0551,6.14232,22.8927,-18.8341,19.3833,0.220683,0.244715,0.480786,0.325487,4.13331,0.9,0.116442,0.0749034,0.071398,0.928602
622,722.675,1,5.27947,0.660161,22.2519,6.37179,23.1272,-18.957,19.6093,0.225551,0.253493,0.483326,0.352468,4.20781,0.9,0.113519,0.0724902,0.0713774,0.928623
623,730.275,1,5.29534,0.65867,22.0316,6.06843,23.0034,-18.9371,19.6537,0.222681,0.266644,0.429107,0.3314,4.17681,0.9,0.117598,0.0725062,0.0713962,0.928604
624,725.971,1,5.29888,0.634805,22.2479,6.31272,23.5192,-18.6001,19.2063,0.218592,0.274416,0.444418,0.330597,4.10333,0.9,0.113675,0.0744636,0.0713852,0.928615
625,725.327,1,5.2805,0.657913,22.2578,6.25528,23.6752,-18.7025,19.3421,0.220459,0.279663,0.430564,0.332174,4.15089,0.9,0.115367,0.0726706,0.071392,0.928608
626,725.673,1,5.28528,0.653148,22.775,6.04638,24.3192,-17.262,17.8282,0.214758,0.269886,0.416514,0.32367,3.8615,0.9,0.113777,0.0763106,0.0713203,0.92868
627,722.896,1,5.27233,0.640728,22.5321,5.83603,24.2851,-17.2181,17.7107,0.22235,0.283814,0.402461,0.339134,3.84354,0.9,0.114457,0.0734332,0.0713992,0.928601
628,725.779,1,5.28375,0.64826,22.2003,5.97565,24.5734,-17.1367,17.6155,0.222853,0.271976,0.384528,0.330856,3.79807,0.9,0.112872,0.0756666,0.0714163,0.928584
629,725.642,1,5.31578,0.647129,22.3739,6.25232,25.0344,-17.2912,17.8399,0.220759,0.277755,0.37843,0.334207,3.88793,0.9,0.112535,0.0770701,0.0713859,0.928614
630,735.145,1,5.29907,0.644877,22.0531,6.16791,24.7952,-17.5943,18.1881,0.219001,0.277481,0.407839,0.363399,3.89702,0.9,0.115361,0.0765474,0.0713991,0.928601
631,723.739,1,5.30665,0.645758,21.9313,6.03835,24.5576,-17.7168,18.3598,0.224153,0.255758,0.43208,0.357501,3.94953,0.9,0.114771,0.0736709,0.0714066,0.928593
632,721.424,1,5.29231,0.651927,21.9001,6.26005,24.516,-17.7145,18.1714,0.212122,0.261312,0.427652,0.389264,3.91117,0.9,0.114911,0.0724073,0.0714063,0.928594
633,735.668,1,5.26868,0.649152,22.2925,6.22188,25.1106,-17.8277,18.2652,0.213884,0.276137,0.439736,0.434193,3.90652,0.9,0.114465,0.0752566,0.0713994,0.928601
634,743.905,1,5.28663,0.64722,22.2076,6.10638,24.9777,-17.4079,17.8865,0.209929,0.271983,0.482537,0.411629,3.86382,0.9,0.1177,0.0765273,0.0713669,0.928633
635,737.157,1,5.28926,0.669751,22.0807,6.1989,24.8544,-17.3851,17.9273,0.204624,0.262979,0.483708,0.418794,3.88418,0.9,0.115075,0.0766428,0.0714015,0.928599
636,737.776,1,5.30484,0.641945,22.2617,6.43238,24.1563,-16.6563,17.2417,0.20732,0.266471,0.512163,0.39502,3.7515,0.9,0.116121,0.0764297,0.0713612,0.928639
637,742.071,1,5.30744,0.619957,22.2672,6.31209,24.2664,-17.1913,17.8198,0.209045,0.273993,0.485811,0.417205,3.86903,0.9,0.114052,0.0778218,0.0714115,0.928588
638,741.126,1,5.29718,0.624482,22.0812,6.30837,24.1033,-17.0072,17.4982,0.220428,0.27756,0.454957,0.416696,3.80831,0.9,0.116492,0.0759045,0.0713964,0.928604
639,735.42,1,5.29875,0.626171,21.987,6.48606,23.2561,-17.272,17.8413,0.210166,0.275952,0.476234,0.38172,3.88257,0.9,0.115157,0.0746597,0.0714272,0.928573
640,730.537,1,5.26559,0.645681,21.9,6.16989,23.1693,-17.6188,18.2157,0.214356,0.278214,0.434156,0.398359,3.92192,0.9,0.115323,0.0714083,0.0714077,0.928592
641,729.595,1,5.28686,0.643471,21.7986,6.25893,22.9305,-16.8126,17.4103,0.214958,0.267589,0.406973,0.384282,3.77191,0.9,0.118215,0.0724501,0.0714053,0.928595
642,729.168,1,5.31448,0.64135,21.9474,6.43778,22.9492,-17.4276,18.0911,0.217818,0.273521,0.384701,0.366849,3.9047,0.9,0.119524,0.0728728,0.0714002,0.9286
643,725.219,1,5.30192,0.641089,21.964,6.44534,22.9792,-17.8144,18.3998,0.216703,0.266602,0.400173,0.361393,3.9475,0.9,0.113803,0.0744761,0.0714073,0.928593
644,732.611,1,5.32181,0.635874,22.0717,6.58866,23.1201,-17.8098,18.4045,0.222023,0.272006,0.408086,0.366945,3.91661,0.9,0.112981,0.0748853,0.0714086,0.928591
645,716.928,1,5.31028,0.627043,21.8554,6.33192,22.37,-17.8074,18.4403,0.217602,0.270092,0.398155,0.350106,3.96921,0.9,0.115321,0.0711411,0.0714148,0.928585
646,718.504,1,5.28596,0.629505,21.8185,6.35187,23.3094,-17.8318,18.4581,0.218631,0.274346,0.408545,0.348439,4.00818,0.9,0.113601,0.0702006,0.0714072,0.928593
647,719.261,1,5.28052,0.64198,21.5082,6.65414,23.2603,-18.4668,18.8359,0.218881,0.27419,0.393118,0.354603,4.01231,0.9,0.114028,0.0724026,0.0714135,0.928586
648,717.758,1,5.28867,0.626599,21.2404,6.80648,22.0918,-17.4993,18.0381,0.21482,0.27323,0.492676,0.311491,3.89784,0.9,0.115298,0.0687825,0.0714127,0.928587
649,714.375,1,5.29845,0.614635,21.2642,6.87093,22.9172,-17.5664,18.1085,0.217084,0.267704,0.465372,0.331264,3.91036,0.9,0.111462,0.0711626,0.0714132,0.928587
650,725.91,1,5.31941,0.640734,21.0692,7.02628,22.4009,-17.9028,18.3365,0.22028,0.255128,0.492297,0.329286,3.91899,0.9,0.114949,0.0716571,0.0713927,0.928607
651,721.779,1,5.30161,0.646934,21.2206,6.94437,22.7248,-17.6329,18.1062,0.218641,0.271065,0.533367,0.342919,3.8834,0.9,0.117798,0.0683839,0.0714046,0.928595
652,720.228,1,5.3237,0.648214,21.364,6.85076,22.4406,-16.9856,17.4723,0.215943,0.284889,0.480042,0.358656,3.74856,0.9,0.116911,0.0683846,0.071358,0.928642
653,720.684,1,5.30712,0.619791,21.4619,6.74286,23.0112,-16.6087,17.02,0.21654,0.284345,0.467735,0.350711,3.66075,0.9,0.116075,0.0699289,0.0714108,0.928589
654,732.918,1,5.30489,0.610007,21.5329,6.77188,22.8708,-16.2994,16.8484,0.216313,0.299025,0.514134,0.351335,3.65035,0.9,0.117438,0.0715859,0.0714128,0.928587
655,727.426,1,5.32295,0.626953,21.4093,6.88531,21.8951,-17.2612,17.8036,0.221219,0.298287,0.432253,0.341469,3.87242,0.9,0.118611,0.0699367,0.07138,0.92862
656,721.245,1,5.33792,0.636358,21.2811,6.93214,22.2996,-16.8248,17.4598,0.218471,0.285982,0.431634,0.32609,3.80013,0.9,0.117063,0.0703448,0.0713998,0.9286
657,724.085,1,5.31318,0.629402,21.1035,7.39615,22.235,-16.9438,17.5935,0.219549,0.296064,0.482647,0.327811,3.83014,0.9,0.115131,0.0714504,0.0714095,0.928591
658,726.887,1,5.32059,0.61096,20.6715,7.61137,21.8047,-16.3842,16.969,0.21686,0.280877,0.510124,0.334052,3.70157,0.9,0.117155,0.0704718,0.0713235,0.928677
659,734.49,1,5.3197,0.622806,21.2941,7.06277,22.5585,-16.3056,16.9364,0.216326,0.283295,0.501205,0.343567,3.69153,0.9,0.115882,0.0733392,0.0713954,0.928605
660,728.19,1,5.3095,0.614349,21.433,6.75156,22.4128,-16.5876,17.2299,0.211317,0.278579,0.491576,0.323074,3.7586,0.9,0.118025,0.0720615,0.0714036,0.928596
661,731.34,1,5.31906,0.638987,21.5284,7.00046,22.4228,-17.1647,17.7344,0.218481,0.263546,0.511187,0.323212,3.85125,0.9,0.118726,0.0723077,0.0713697,0.92863
662,737.088,1,5.34041,0.629376,21.2778,6.94779,22.034,-16.565,17.3641,0.2177,0.267034,0.492156,0.358349,3.80857,0.9,0.121499,0.0726721,0.0713697,0.92863
663,739.72,1,5.31056,0.654595,21.1201,6.94358,22.0101,-17.2198,17.9904,0.219566,0.272932,0.515563,0.344636,3.92049,0.9,0.120516,0.071443,0.0713954,0.928605
664,734.685,1,5.2744,0.640244,21.2885,6.81151,22.0169,-17.4844,18.1244,0.220312,0.255166,0.48261,0.353607,3.94834,0.9,0.121123,0.0704507,0.0713991,0.928601
665,726.962,1,5.30599,0.645716,21.3532,6.88331,23.2348,-17.4543,18.0497,0.215045,0.252318,0.515557,0.333833,3.92757,0.9,0.117448,0.0708881,0.0714002,0.9286
666,722.327,1,5.31648,0.655353,21.6086,6.93566,24.0433,-17.3449,18.0142,0.213024,0.267393,0.509188,0.356097,3.97174,0.9,0.112256,0.07175,0.0713916,0.928608
667,730.266,1,5.34032,0.66687,21.5297,7.25269,24.6632,-17.303,18.0141,0.215346,0.273316,0.528238,0.371664,3.99284,0.9,0.112767,0.0743656,0.0714209,0.928579
668,735.17,1,5.33433,0.654321,21.2831,7.51086,24.6353,-17.5657,18.1494,0.222726,0.29373,0.531373,0.37629,3.96232,0.9,0.112301,0.074564,0.071401,0.928599
669,733.79,1,5.31892,0.653738,20.9063,7.76798,24.2697,-18.5626,19.1256,0.230174,0.28162,0.54282,0.398198,4.08273,0.9,0.113169,0.072455,0.0713665,0.928633
670,741.699,1,5.31907,0.659721,20.8028,7.73292,24.3673,-19.3925,20.0815,0.227962,0.273075,0.536816,0.388322,4.29277,0.9,0.117533,0.0713657,0.0713433,0.928657
671,741.809,1,5.31689,0.687777,20.3072,7.91856,24.8469,-19.3239,20.104,0.223446,0.293699,0.507324,0.389336,4.31272,0.9,0.119159,0.0712088,0.071388,0.928612
672,733.387,1,5.28787,0.704477,20.6496,7.51916,25.0678,-18.9905,19.6271,0.21793,0.296222,0.531929,0.397234,4.24799,0.9,0.12064,0.0691116,0.0713933,0.928607
673,737.484,1,5.30248,0.676943,20.6544,7.55829,25.212,-18.9913,19.6483,0.218305,0.298064,0.500301,0.384276,4.23619,0.9,0.119829,0.0703425,0.0713966,0.928603
674,733.078,1,5.30749,0.67374,20.8332,7.23572,24.7395,-18.013,18.5051,0.222605,0.293282,0.508323,0.411939,3.95871,0.9,0.122087,0.0685736,0.0714034,0.928597
675,727.927,1,5.2883,0.662057,20.7359,7.06372,25.1424,-18.1326,18.5823,0.219509,0.274742,0.498915,0.415067,3.9463,0.9,0.118339,0.0684214,0.0714134,0.928587
676,727.917,1,5.27231,0.643871,20.399,7.22936,24.5939,-17.9092,18.3796,0.213135,0.289464,0.498637,0.415383,3.92639,0.9,0.118692,0.0688586,0.0713997,0.9286
677,724.207,1,5.28279,0.655973,20.4555,7.41885,24.8134,-17.3172,17.8785,0.217002,0.290351,0.523365,0.441303,3.87079,0.9,0.120534,0.0654157,0.0714068,0.928593
678,726.359,1,5.26902,0.60864,20.2053,7.53423,23.5386,-17.5958,18.2863,0.21824,0.274639,0.535652,0.414549,3.92549,0.9,0.123921,0.0655013,0.0713982,0.928602
679,735.433,1,5.28593,0.613108,20.3242,7.05846,23.7586,-18.1869,18.7643,0.222147,0.284308,0.523385,0.434485,4.08398,0.9,0.127677,0.0646583,0.071375,0.928625
680,729.461,1,5.28602,0.650552,20.7034,7.15421,22.6463,-18.5251,19.2263,0.224188,0.284818,0.537636,0.417348,4.08525,0.9,0.125286,0.0639826,0.0714166,0.928583
681,724.546,1,5.29068,0.641989,20.7091,7.16781,23.1196,-17.9992,18.7719,0.21544,0.29218,0.524711,0.41273,4.06891,0.9,0.125733,0.0617742,0.0713683,0.928632
682,718.226,1,5.29016,0.636313,20.9151,6.98378,22.766,-16.9369,17.526,0.213911,0.270845,0.522571,0.40434,3.79703,0.9,0.120008,0.0641451,0.0713837,0.928616
683,723.796,1,5.26634,0.632522,21.2321,7.11975,22.2599,-17.6634,18.1877,0.215827,0.273951,0.519818,0.380403,3.92254,0.9,0.118302,0.0657294,0.0713896,0.92861
684,718.48,1,5.2925,0.632768,20.939,6.86345,21.8426,-17.1796,17.7258,0.213324,0.271809,0.431982,0.397217,3.86592,0.9,0.120746,0.0661535,0.0713578,0.928642
685,723.594,1,5.29559,0.639009,20.7725,6.88221,22.2885,-17.8483,18.4024,0.21472,0.262884,0.452534,0.386498,3.96172,0.9,0.122541,0.0661726,0.0714057,0.928594
686,727.063,1,5.29641,0.625797,20.8238,6.93043,22.7437,-17.1798,17.7798,0.217328,0.274704,0.496112,0.406065,3.85089,0.9,0.122511,0.0648701,0.0714103,0.92859
687,729.912,1,5.29057,0.623885,20.7787,7.26805,22.8527,-17.5047,18.176,0.220335,0.281739,0.546295,0.417597,3.91347,0.9,0.122443,0.0642274,0.0713981,0.928602
688,729.146,1,5.30097,0.620591,21.0989,6.96564,23.1636,-17.3722,18.0514,0.22259,0.272246,0.55055,0.360834,3.98769,0.9,0.124998,0.0646826,0.0714116,0.928588
689,718.227,1,5.32076,0.621132,20.8875,7.43998,22.2829,-16.9371,17.6652,0.215863,0.26044,0.563224,0.349822,3.92428,0.9,0.119499,0.0662486,0.0714168,0.928583
690,723.273,1,5.30791,0.613241,20.8137,7.59001,21.618,-17.0824,17.7516,0.219728,0.25746,0.59545,0.347747,3.89934,0.9,0.116679,0.0675669,0.0713829,0.928617
691,724.814,1,5.33306,0.629048,21.1225,7.4473,21.6202,-16.8435,17.5536,0.218556,0.269187,0.573817,0.34509,3.86275,0.9,0.116031,0.0696311,0.0713766,0.928623
692,734.009,1,5.3335,0.633981,21.0818,7.25512,22.3292,-16.3175,17.0429,0.21751,0.260713,0.554788,0.357141,3.74972,0.9,0.119598,0.0689702,0.0712722,0.928728
693,730.062,1,5.28583,0.644712,20.8245,7.259,21.9669,-16.9912,17.7312,0.224717,0.260762,0.577823,0.381399,3.84384,0.9,0.122387,0.0660189,0.0713791,0.928621
694,720.71,1,5.2483,0.62424,21.1741,6.70628,22.0583,-17.914,18.3597,0.219941,0.254817,0.582186,0.381103,3.90653,0.9,0.117194,0.0682397,0.0713887,0.928611
695,727.543,1,5.24898,0.634299,21.525,6.67222,22.5711,-17.5201,17.8992,0.219297,0.265112,0.602405,0.372787,3.87002,0.9,0.116831,0.0687153,0.0713353,0.928665
696,729.108,1,5.26367,0.633088,21.0532,6.65543,22.2637,-17.5798,18.0734,0.218023,0.259755,0.509325,0.351871,3.89316,0.9,0.1208,0.0687659,0.0712555,0.928744
697,730.135,1,5.26369,0.637114,20.8623,6.7185,22.2546,-17.2073,17.7629,0.215177,0.264024,0.496122,0.333919,3.87289,0.9,0.122071,0.0704208,0.0712196,0.92878
698,725.177,1,5.2854,0.625845,20.8539,6.9652,21.2985,-17.4977,18.0065,0.219196,0.265847,0.514688,0.327605,3.82977,0.9,0.120608,0.0690071,0.0713875,0.928612
699,726.381,1,5.29844,0.64038,20.9674,6.99008,21.4545,-17.726,18.3675,0.214628,0.259259,0.537571,0.328421,3.93071,0.9,0.117511,0.0708134,0.0714035,0.928596
700,721.177,1,5.27589,0.657586,21.4947,7.01863,21.7092,-17.8542,18.3222,0.217584,0.244726,0.544184,0.297221,3.89136,0.9,0.119607,0.0685705,0.0714169,0.928583
701,726.046,1,5.2835,0.64474,21.3457,6.96357,21.6516,-17.7113,18.1582,0.216115,0.240813,0.552706,0.296098,3.88266,0.9,0.121641,0.0697159,0.0714026,0.928597
702,726.509,1,5.27521,0.623598,21.5394,6.66501,21.8408,-18.3025,18.6787,0.219889,0.240262,0.49242,0.299558,3.98548,0.9,0.119368,0.0711084,0.0713324,0.928668
703,730.59,1,5.29182,0.635876,21.8293,6.08947,22.574,-17.9781,18.5087,0.214995,0.238705,0.514616,0.332046,3.94515,0.9,0.120152,0.0726568,0.0713161,0.928684
704,737.063,1,5.24134,0.633564,21.4649,6.14778,21.9451,-18.4808,18.9818,0.216594,0.23844,0.474232,0.322255,4.04675,0.9,0.117644,0.0746997,0.0713591,0.928641
705,729.016,1,5.27846,0.638356,21.8773,6.38662,22.336,-18.3447,18.7768,0.219654,0.243817,0.472065,0.335856,3.97561,0.9,0.118659,0.0734653,0.0713943,0.928606
706,723.307,1,5.30651,0.656177,22.4337,6.35096,23.2354,-18.9386,19.5152,0.224666,0.244215,0.48981,0.376015,4.13827,0.9,0.112726,0.0713673,0.0714103,0.92859
707,726.231,1,5.31339,0.643345,22.2176,6.4066,23.5042,-18.646,19.1221,0.218399,0.260546,0.476849,0.40921,4.06693,0.9,0.114629,0.0716876,0.0714039,0.928596
708,726.954,1,5.2793,0.650946,22.1115,6.34499,23.8601,-17.8557,18.4216,0.214003,0.240437,0.447094,0.394771,3.96861,0.9,0.113569,0.0734688,0.0713823,0.928618
709,723.955,1,5.29813,0.640557,22.0718,6.24753,23.6091,-17.6556,18.1503,0.214259,0.240374,0.448876,0.375952,3.92742,0.9,0.114729,0.0717666,0.0714133,0.928587
710,722.494,1,5.3002,0.645629,21.8098,6.27938,22.993,-17.9875,18.6089,0.214371,0.246472,0.476875,0.401298,4.00459,0.9,0.113226,0.0708979,0.0714141,0.928586
711,727.053,1,5.28143,0.641581,21.8112,6.20079,23.4868,-17.7456,18.2059,0.214577,0.245165,0.494909,0.418616,3.88565,0.9,0.115767,0.0709102,0.0714044,0.928596
712,718.711,1,5.3115,0.665856,21.7139,6.48622,23.9416,-17.8176,18.3443,0.221046,0.242353,0.461269,0.422948,3.95255,0.9,0.114917,0.0697344,0.0713692,0.928631
713,728.712,1,5.29237,0.685816,21.8458,6.42283,24.3209,-17.9128,18.4558,0.224198,0.251451,0.474782,0.402857,3.95635,0.9,0.114926,0.0706211,0.0714085,0.928592
714,723.046,1,5.29246,0.685613,21.787,6.4987,24.4066,-17.8654,18.4807,0.217799,0.256959,0.481264,0.37498,3.98184,0.9,0.120432,0.0680974,0.0713731,0.928627
715,717.771,1,5.28639,0.651736,21.5604,6.47315,24.9239,-17.0155,17.5263,0.217763,0.262758,0.488449,0.389894,3.79,0.9,0.116426,0.0684935,0.0713358,0.928664
716,720.282,1,5.27054,0.642641,21.6353,6.4303,24.7706,-17.4785,18.0112,0.222654,0.257723,0.496143,0.397317,3.88348,0.9,0.115415,0.0676045,0.0712311,0.928769
717,721.915,1,5.31425,0.64791,22.0227,6.43312,25.917,-17.5962,18.2153,0.222833,0.267006,0.484917,0.409549,3.93713,0.9,0.114658,0.0679156,0.0712018,0.928798
718,716.986,1,5.31554,0.630555,21.919,6.62866,26.0256,-17.9793,18.6116,0.215867,0.26374,0.551211,0.422928,3.97466,0.9,0.114327,0.066704,0.0713965,0.928604
719,719.716,1,5.31644,0.629993,21.9496,6.18523,26.0474,-16.9944,17.6235,0.213716,0.276709,0.469082,0.436753,3.83682,0.9,0.114452,0.0680525,0.0714016,0.928598
720,735.469,1,5.27014,0.631229,21.9845,5.96655,25.8202,-17.5843,18.212,0.218752,0.307248,0.470691,0.45646,3.9367,0.9,0.116136,0.0700781,0.071317,0.928683
721,733.912,1,5.2646,0.637595,22.0328,5.89221,26.2078,-17.3115,17.8671,0.217203,0.310176,0.498081,0.453812,3.85064,0.9,0.11945,0.0670941,0.0713488,0.928651
722,742.743,1,5.26795,0.619836,22.1036,6.1549,25.582,-16.9601,17.6935,0.215956,0.303099,0.439078,0.474563,3.87197,0.9,0.117711,0.0713993,0.07137,0.92863
723,726.626,1,5.29492,0.618979,22.211,6.1959,24.9014,-17.0913,17.7556,0.218216,0.290629,0.421459,0.455054,3.85989,0.9,0.112687,0.0708225,0.0713548,0.928645
724,733.509,1,5.31869,0.639182,22.4241,6.25522,24.7706,-17.8961,18.5749,0.217361,0.278909,0.442112,0.415851,3.93243,0.9,0.114153,0.0734268,0.0713916,0.928608
725,738.248,1,5.30086,0.643228,22.2956,5.84849,24.1137,-17.7172,18.5974,0.214799,0.26726,0.4304,0.412306,4.03527,0.9,0.118463,0.0723996,0.0713123,0.928688
726,731.957,1,5.30105,0.627649,22.2788,6.00461,24.1647,-17.2831,17.9844,0.219967,0.274159,0.429046,0.409882,3.90611,0.9,0.116317,0.0724266,0.0713561,0.928644
727,725.3,1,5.30831,0.64012,22.5525,5.80039,24.139,-17.0424,17.6204,0.213153,0.267544,0.39081,0.413054,3.79631,0.9,0.114677,0.07341,0.0713494,0.928651
728,716.99,1,5.29536,0.632684,22.6314,5.82044,24.1861,-17.8303,18.3105,0.215534,0.281885,0.41149,0.416439,3.93188,0.9,0.110467,0.0711833,0.0713268,0.928673
729,713.573,1,5.28064,0.6244,22.3368,5.85148,24.1439,-17.2782,17.8135,0.218324,0.278871,0.410435,0.415214,3.82187,0.9,0.113493,0.0687935,0.0713979,0.928602
730,719.539,1,5.29253,0.618829,21.9477,5.87034,23.6489,-17.323,17.9177,0.218646,0.275286,0.385875,0.414721,3.8809,0.9,0.11779,0.069726,0.0714043,0.928596
731,731.246,1,5.2862,0.634389,21.9431,6.03451,23.1084,-17.5453,18.1156,0.217233,0.260176,0.441363,0.434532,3.92633,0.9,0.117564,0.0719597,0.0714163,0.928584
732,742.299,1,5.2889,0.629982,21.7973,6.11174,22.5684,-17.0623,17.7001,0.217912,0.257052,0.509499,0.435393,3.82214,0.9,0.121798,0.0713976,0.0713859,0.928614
733,729.968,1,5.27913,0.654504,21.5722,6.43119,22.427,-17.7636,18.425,0.219062,0.257519,0.494617,0.418087,3.97377,0.9,0.117395,0.0700188,0.0713605,0.92864
734,735.334,1,5.27141,0.630631,21.3994,6.59448,22.3166,-17.7962,18.2695,0.218364,0.272966,0.532124,0.40575,3.89052,0.9,0.119754,0.0706872,0.0714111,0.928589
735,739.808,1,5.27731,0.650645,21.3048,6.79818,21.8572,-17.6646,18.2548,0.218393,0.263399,0.567005,0.378226,3.92582,0.9,0.120044,0.0721611,0.0713999,0.9286
736,728.598,1,5.29807,0.635699,21.4545,6.42539,21.5713,-17.6867,18.3127,0.214762,0.251011,0.52393,0.353333,3.96947,0.9,0.120575,0.0686339,0.0713596,0.92864
737,732.976,1,5.30487,0.653627,21.7044,6.55183,22.0957,-18.1437,18.6274,0.218119,0.264972,0.543529,0.350811,4.01911,0.9,0.120789,0.0703603,0.071331,0.928669
738,730.911,1,5.29413,0.642365,21.4236,6.46759,21.8362,-18.4049,19.0103,0.218638,0.252567,0.575665,0.343097,4.09024,0.9,0.116657,0.0708665,0.0713988,0.928601
739,736.7,1,5.2859,0.635056,21.1819,6.72898,21.2924,-18.2621,18.8797,0.216389,0.249874,0.565362,0.339735,4.04641,0.9,0.119701,0.0706831,0.071403,0.928597
740,727.837,1,5.29039,0.613513,21.4488,6.52968,21.8321,-18.5024,19.1719,0.218093,0.244123,0.540362,0.344605,4.12869,0.9,0.119234,0.0693827,0.0714003,0.9286
741,717.952,1,5.28868,0.642958,21.4813,6.74907,22.4208,-17.694,18.1631,0.212988,0.250989,0.524955,0.348075,3.88112,0.9,0.117147,0.0688711,0.0713864,0.928614
742,712.533,1,5.27925,0.624002,21.3975,6.57249,22.0433,-17.3572,17.7876,0.212129,0.248105,0.496692,0.338301,3.84218,0.9,0.117129,0.0683217,0.0714129,0.928587
743,720.067,1,5.28952,0.625777,21.5814,6.47256,22.6931,-18.1718,18.5537,0.218458,0.258344,0.493903,0.329505,3.95669,0.9,0.117992,0.0684427,0.0714089,0.928591
744,724.479,1,5.29743,0.631259,21.5639,6.41586,22.8059,-18.1044,18.6351,0.22739,0.281912,0.55531,0.331784,3.97844,0.9,0.118448,0.0666341,0.0713666,0.928633
745,718.566,1,5.30835,0.63288,21.3778,6.61937,22.579,-17.4493,17.9645,0.222529,0.266685,0.544691,0.304254,3.90816,0.9,0.119055,0.0666874,0.0713994,0.928601
746,712.944,1,5.29783,0.634665,21.0792,6.54788,22.3276,-16.9428,17.4862,0.219502,0.264248,0.558297,0.292885,3.76993,0.9,0.121469,0.0641169,0.0714156,0.928584
747,715.667,1,5.28595,0.639275,21.6152,6.31825,22.6775,-17.3681,17.9061,0.222443,0.268207,0.532233,0.301221,3.85434,0.9,0.121435,0.0659594,0.0713916,0.928608
748,719.562,1,5.30237,0.646192,21.4928,6.42922,22.7166,-17.9684,18.4799,0.222693,0.255431,0.529655,0.29606,3.98019,0.9,0.122949,0.0654647,0.0714159,0.928584
749,713.627,1,5.28442,0.651073,21.4912,6.38411,22.9814,-17.9189,18.4421,0.215729,0.245823,0.519906,0.299178,3.96343,0.9,0.123161,0.0642485,0.0714172,0.928583
750,728.493,1,5.28112,0.683483,21.9071,6.3254,22.5761,-18.3845,18.9025,0.22126,0.260197,0.536365,0.301455,4.10945,0.9,0.123085,0.0689321,0.0713813,0.928619
751,733.41,1,5.28156,0.663775,22.0504,6.11678,23.0208,-18.0045,18.4419,0.220632,0.25988,0.489337,0.290361,3.91305,0.9,0.124322,0.0715834,0.071402,0.928598
752,719.885,1,5.26935,0.64868,22.0053,5.69219,23.1956,-19.0561,19.6311,0.228596,0.290112,0.46019,0.328152,4.14479,0.9,0.119677,0.0680042,0.0714066,0.928593
753,718.614,1,5.25975,0.658482,21.9807,5.60657,23.199,-19.353,19.8891,0.227203,0.275903,0.461104,0.324,4.19068,0.9,0.117587,0.0668224,0.0714142,0.928586
754,715.128,1,5.2835,0.659752,22.2593,5.70204,23.9778,-19.22,20.0173,0.218889,0.282495,0.500842,0.370465,4.30518,0.9,0.116529,0.0662977,0.0714103,0.92859
755,727.062,1,5.27825,0.659404,22.1665,5.72531,24.6331,-19.1915,19.7929,0.224894,0.282281,0.493858,0.388291,4.19591,0.9,0.118924,0.06684,0.0714091,0.928591
756,717.541,1,5.26005,0.63466,22.1469,5.94036,24.688,-18.6669,19.2686,0.225505,0.274906,0.475685,0.387635,4.07477,0.9,0.117104,0.0667794,0.071412,0.928588
757,722.705,1,5.25307,0.645063,21.925,6.14131,24.2415,-18.7933,19.3804,0.221571,0.288433,0.548106,0.391825,4.13805,0.9,0.118244,0.0657232,0.0713933,0.928607
758,722.464,1,5.26502,0.636344,21.8443,5.95617,23.8451,-18.0905,18.5134,0.219257,0.271624,0.554925,0.39586,3.92723,0.9,0.117751,0.0666965,0.0714165,0.928583
759,729.594,1,5.27955,0.624876,21.7504,6.41989,23.9895,-18.6389,19.1617,0.212064,0.283381,0.509763,0.411588,4.09209,0.9,0.118021,0.0688666,0.0714126,0.928587
760,732.287,1,5.2872,0.654004,21.5968,6.28797,24.5593,-18.6301,19.0936,0.217618,0.294656,0.510589,0.410117,4.02378,0.9,0.118172,0.069297,0.0714167,0.928583
