iteration,convergenceIndicator,phase,Cl_pop,V1_pop,Q_pop,V2_pop,p_pop,omega_Cl,omega_V1,omega_Q,omega_V2,a
226,292.386,1,5.15979,20.5264,6.06841,26.5142,2.22045e-16,0.272761,0.27937,0.664527,0.348524,0.0600745
227,295.627,1,5.1486,20.5185,5.9228,26.4701,2.22045e-16,0.275778,0.272296,0.689398,0.339699,0.0615475
228,289.818,1,5.16068,20.6835,5.97076,26.3131,2.22045e-16,0.2731,0.265401,0.749233,0.331098,0.0601409
229,289.06,1,5.1209,20.4522,5.86889,26.09,2.22045e-16,0.268064,0.265272,0.730262,0.322714,0.0591873
230,292.896,1,5.13811,20.7148,5.64577,27.1092,2.22045e-16,0.271296,0.281781,0.711772,0.330329,0.059041
231,291.448,1,5.16469,20.8711,5.884,26.8603,2.22045e-16,0.264427,0.274647,0.697237,0.321965,0.0595834
232,286.701,1,5.1373,20.953,5.60912,25.2504,2.22045e-16,0.264757,0.278817,0.680098,0.313813,0.0592834
233,284.868,1,5.12592,20.7411,5.44811,23.8945,2.22045e-16,0.264024,0.271758,0.662878,0.305867,0.0607888
234,282.424,1,5.13613,20.3551,5.78386,24.1798,2.22045e-16,0.262546,0.264877,0.684692,0.298122,0.0589171
235,289.898,1,5.16893,20.5053,5.88439,24.1596,2.22045e-16,0.264241,0.283317,0.667355,0.303553,0.0595582
236,296.598,1,5.16058,20.5643,5.90624,25.1505,2.22045e-16,0.269193,0.276143,0.685028,0.295867,0.0620834
237,280.399,1,5.14637,20.5203,5.80024,25.5462,2.22045e-16,0.271603,0.269151,0.696214,0.288375,0.0589792
238,280.472,1,5.11079,20.3165,5.84782,26.4735,2.22045e-16,0.274985,0.262336,0.678586,0.322043,0.0565419
239,278.957,1,5.11029,20.6379,5.70404,25.9259,2.22045e-16,0.268536,0.266101,0.701256,0.362195,0.0547818
240,280.001,1,5.12381,20.6241,5.54123,25.5646,2.22045e-16,0.274313,0.266654,0.6835,0.353024,0.0560666
241,283.777,1,5.1295,20.7535,5.61545,25.7362,2.22045e-16,0.272193,0.259902,0.680035,0.344086,0.057843
242,274.645,1,5.12155,20.4465,5.58325,25.6832,2.22045e-16,0.268943,0.256572,0.693151,0.335373,0.0550128
243,274.802,1,5.1015,20.8283,5.58642,26.3748,2.22045e-16,0.269881,0.250245,0.690234,0.326881,0.0554123
244,289.457,1,5.12564,20.728,5.56548,26.194,2.22045e-16,0.267491,0.243908,0.794083,0.318604,0.0593005
245,284.206,1,5.11752,20.4015,5.75199,26.751,2.22045e-16,0.262258,0.23907,0.814169,0.310537,0.0577684
246,285.188,1,5.11063,20.6134,5.51046,26.7406,2.22045e-16,0.265825,0.240458,0.816006,0.302674,0.058553
247,283.036,1,5.08386,20.4266,5.60373,25.949,2.22045e-16,0.260047,0.23437,0.795344,0.29501,0.0586835
248,298.058,1,5.09976,20.3786,5.51943,25.235,2.22045e-16,0.268988,0.244401,0.814211,0.31179,0.0612572
249,291.718,1,5.12293,20.6545,5.39748,26.8536,2.22045e-16,0.268343,0.246324,0.793595,0.346208,0.0586565
250,294.732,1,5.12766,21.0081,5.39831,26.3644,2.22045e-16,0.265557,0.258682,0.7735,0.337442,0.0606452
251,296.993,1,5.12979,20.9819,5.63144,27.1906,2.22045e-16,0.262663,0.252132,0.753915,0.328898,0.0618063
252,291.703,1,5.11282,20.6857,5.71776,25.6329,2.22045e-16,0.259302,0.245748,0.734825,0.348531,0.0601444
253,291.568,1,5.13278,20.5955,5.63812,26.4648,2.22045e-16,0.265203,0.250242,0.716219,0.344169,0.0598719
254,291.556,1,5.15219,20.531,5.81008,25.8452,2.22045e-16,0.265657,0.261977,0.715933,0.335455,0.0598778
255,291.371,1,5.15278,21.0936,5.55224,25.2215,2.22045e-16,0.264826,0.261734,0.697805,0.326961,0.0601646
256,294.589,1,5.1396,20.7768,5.5822,25.2397,2.22045e-16,0.270914,0.266061,0.680136,0.318682,0.0620208
257,292.041,1,5.13659,20.475,5.58894,25.1513,2.22045e-16,0.26846,0.287075,0.662915,0.31406,0.0598687
258,284.714,1,5.1103,20.6708,5.70065,25.4448,2.22045e-16,0.269424,0.279806,0.648713,0.306108,0.0590795
259,287.109,1,5.12465,21.0653,5.57711,24.533,2.22045e-16,0.264696,0.272721,0.65371,0.318249,0.0590893
260,291.2,1,5.13508,20.9885,5.73595,23.7287,2.22045e-16,0.269648,0.265816,0.688225,0.319896,0.0599341
261,301.502,1,5.14594,20.7375,5.79645,23.4035,2.22045e-16,0.265418,0.259085,0.735141,0.335727,0.0625667
262,301.705,1,5.14044,20.2408,6.30193,22.4286,2.22045e-16,0.267983,0.272965,0.716527,0.360082,0.0614702
263,294.853,1,5.18064,20.0318,6.45152,22.1708,2.22045e-16,0.26675,0.268203,0.713938,0.350964,0.060162
264,288.674,1,5.18744,20.1464,6.49605,22.0231,2.22045e-16,0.261797,0.275517,0.695861,0.348837,0.0581698
265,293.678,1,5.15022,19.999,6.43232,22.6446,2.22045e-16,0.271271,0.268541,0.678241,0.371141,0.0591769
266,295.941,1,5.15501,20.2382,6.41229,22.4063,2.22045e-16,0.273571,0.261741,0.703485,0.386162,0.0595617
267,293.703,1,5.16337,20.2505,6.20303,22.7638,2.22045e-16,0.266644,0.256964,0.705423,0.376384,0.0597473
268,290.177,1,5.13837,20.1097,6.29694,22.8427,2.22045e-16,0.262644,0.250457,0.717756,0.366854,0.0601549
269,290.364,1,5.16537,20.2246,6.01341,22.646,2.22045e-16,0.255994,0.244115,0.715938,0.357565,0.0601036
270,285.323,1,5.1498,20.3135,6.1747,22.6238,2.22045e-16,0.264214,0.237934,0.724702,0.348511,0.0586833
271,284.146,1,5.17737,19.9539,6.31251,23.0851,2.22045e-16,0.258355,0.256378,0.714663,0.339687,0.0576916
272,282.268,1,5.16547,20.0278,6.24429,22.9519,2.22045e-16,0.261586,0.25766,0.698349,0.331086,0.0575414
273,278.339,1,5.16058,20.0254,6.11325,22.1566,2.22045e-16,0.262618,0.255913,0.693805,0.322703,0.0571175
274,293.603,1,5.16036,20.3294,5.86939,22.7007,2.22045e-16,0.259164,0.290802,0.676238,0.314532,0.060607
275,291.292,1,5.16712,20.3569,5.98777,23.6815,2.22045e-16,0.267892,0.287889,0.690733,0.308717,0.059263
276,282.236,1,5.17044,20.3773,6.14517,22.648,2.22045e-16,0.269607,0.2806,0.694945,0.300901,0.0579698
277,276.12,1,5.12477,20.4396,6.01114,22.0888,2.22045e-16,0.272366,0.273495,0.700604,0.306209,0.0554824
278,282.027,1,5.14926,20.3299,5.86883,22.8148,2.22045e-16,0.26547,0.26657,0.682864,0.31101,0.0578638
279,280.838,1,5.14637,20.2309,5.81566,22.3872,2.22045e-16,0.258819,0.25982,0.665574,0.325337,0.0578908
280,279.344,1,5.13257,20.1158,5.88022,22.4097,2.22045e-16,0.261884,0.253241,0.688093,0.3171,0.0573591
281,287.509,1,5.15275,20.2027,5.89752,23.3887,2.22045e-16,0.255695,0.246829,0.704288,0.329579,0.0593169
282,276.62,1,5.14198,20.2757,6.26347,25.0493,2.22045e-16,0.260732,0.246317,0.732236,0.321234,0.056351
283,287.939,1,5.137,20.5091,5.95238,25.3917,2.22045e-16,0.261136,0.245958,0.731567,0.3131,0.0595808
284,284.648,1,5.1245,20.5475,6.09194,25.72,2.22045e-16,0.26735,0.255324,0.770326,0.307598,0.0573862
285,276.736,1,5.10793,20.4796,5.67441,25.3616,2.22045e-16,0.263517,0.273273,0.750821,0.312864,0.0553581
286,277.385,1,5.12275,20.6255,5.64618,25.3316,2.22045e-16,0.260456,0.266354,0.73181,0.316012,0.0561679
287,277.945,1,5.12125,20.6571,5.57975,24.5937,2.22045e-16,0.261018,0.259609,0.71328,0.30801,0.0572774
288,282.838,1,5.14795,20.1443,6.01343,23.4831,2.22045e-16,0.259689,0.253036,0.69522,0.300211,0.0586967
289,290.724,1,5.14213,20.1483,6.10071,23.1151,2.22045e-16,0.256046,0.260281,0.678619,0.317039,0.0602814
290,289.903,1,5.12474,20.1732,6.07194,23.0509,2.22045e-16,0.267352,0.253691,0.661436,0.309011,0.0612583
291,286.113,1,5.15398,20.5647,5.80752,23.1092,2.22045e-16,0.265934,0.256824,0.644688,0.301187,0.0601819
292,281.028,1,5.12314,20.862,5.66363,23.7064,2.22045e-16,0.259381,0.250321,0.662498,0.293561,0.0602846
293,281.257,1,5.13262,20.5952,5.6799,24.0157,2.22045e-16,0.262953,0.243983,0.658898,0.286128,0.0611477
294,278.735,1,5.14173,20.3722,5.79348,23.6014,2.22045e-16,0.258045,0.245454,0.697279,0.278883,0.0588684
295,286.45,1,5.1083,20.32,5.84242,24.1988,2.22045e-16,0.262335,0.25119,0.71598,0.271821,0.0602292
296,284.553,1,5.09122,20.6122,5.66367,24.927,2.22045e-16,0.266224,0.247674,0.697851,0.289248,0.0591061
297,285.914,1,5.13174,20.5112,5.75264,25.0661,2.22045e-16,0.262516,0.241403,0.680181,0.281924,0.0617618
298,289.784,1,5.13567,20.2221,6.03685,25.166,2.22045e-16,0.263451,0.255146,0.704272,0.293125,0.0602742
299,278.901,1,5.11728,20.0916,5.87475,25.4177,2.22045e-16,0.267978,0.248686,0.729505,0.285703,0.0579211
300,282.183,1,5.11206,20.2598,5.8106,25.2527,2.22045e-16,0.271059,0.250112,0.725777,0.290057,0.0576974
301,282.693,1,5.15568,20.2611,5.86155,25.4824,2.22045e-16,0.264488,0.243779,0.732554,0.308872,0.0583563
302,281.462,1,5.16315,20.3297,6.10387,26.1556,2.22045e-16,0.263151,0.237607,0.726967,0.301883,0.0581342
303,287.745,1,5.14449,20.0875,5.82437,24.7591,2.22045e-16,0.265788,0.23159,0.70856,0.313547,0.0606267
304,298.141,1,5.1375,20.4002,5.99335,25.0698,2.22045e-16,0.266751,0.231787,0.697381,0.323144,0.062918
305,286.864,1,5.13877,20.4659,5.92047,24.597,2.22045e-16,0.261146,0.230439,0.679723,0.314962,0.0609032
306,292.571,1,5.13195,20.796,5.81197,25.2293,2.22045e-16,0.261279,0.233991,0.662512,0.306987,0.0627823
307,285.351,1,5.10571,20.6756,5.42452,26.338,2.22045e-16,0.256628,0.228066,0.645737,0.299214,0.0617613
308,296.107,1,5.14267,20.6934,5.62291,25.0444,2.22045e-16,0.254092,0.233667,0.629387,0.305385,0.0645867
309,293.524,1,5.13779,20.8163,5.66622,24.6752,2.22045e-16,0.254493,0.243159,0.614204,0.317006,0.0627386
310,290.988,1,5.15406,20.7225,5.46721,24.6018,2.22045e-16,0.256182,0.237002,0.618211,0.334216,0.0620461
311,290.67,1,5.14285,21.0355,5.50786,26.0653,2.22045e-16,0.258853,0.243655,0.678035,0.325753,0.060724
312,287.708,1,5.10398,20.9102,5.39434,26.196,2.22045e-16,0.26798,0.25012,0.660867,0.317505,0.059914
313,279.742,1,5.12512,20.8825,5.42718,26.2326,2.22045e-16,0.261195,0.243787,0.680336,0.309465,0.0597402
314,283.375,1,5.1396,20.5993,5.40374,26.2145,2.22045e-16,0.263454,0.246524,0.745561,0.30163,0.0594374
315,285.457,1,5.14435,20.5558,5.73265,23.6489,2.22045e-16,0.268244,0.243148,0.754471,0.293992,0.0598498
316,294.481,1,5.14933,20.7631,5.49667,24.9184,2.22045e-16,0.264703,0.240283,0.735367,0.30412,0.0615711
317,293.924,1,5.11612,20.8323,5.58729,23.7727,2.22045e-16,0.265002,0.240555,0.775456,0.296419,0.061487
318,287.762,1,5.10336,20.3488,5.62397,24.0542,2.22045e-16,0.26834,0.234464,0.755821,0.292221,0.0601557
319,286.304,1,5.11813,20.4064,5.46259,25.218,2.22045e-16,0.270559,0.230476,0.836896,0.284822,0.0586206
320,284.955,1,5.12709,20.6723,5.44235,25.8823,2.22045e-16,0.270352,0.23646,0.815706,0.27761,0.0589972
321,283.068,1,5.16794,20.5933,5.80712,26.0085,2.22045e-16,0.263506,0.230473,0.795052,0.270581,0.0593719
322,282.276,1,5.14541,20.3523,6.03572,26.4531,2.22045e-16,0.26875,0.224637,0.788501,0.265863,0.0590769
323,280.132,1,5.15392,20.5417,6.00945,26.7467,2.22045e-16,0.270482,0.219027,0.811464,0.259131,0.0585245
324,282.161,1,5.11029,20.3901,5.62251,27.3113,2.22045e-16,0.268445,0.213481,0.807846,0.25257,0.0602941
325,289.969,1,5.13254,20.1569,5.88325,27.4442,2.22045e-16,0.264322,0.234148,0.847699,0.246175,0.0614221
326,276.289,1,5.15488,20.0517,5.95804,27.0135,2.22045e-16,0.269415,0.22822,0.846157,0.239942,0.058351
327,279.113,1,5.13773,20.0397,6.28462,27.9393,2.22045e-16,0.269052,0.222441,0.845474,0.275709,0.0578813
328,281.148,1,5.13848,20.3187,6.07944,27.6844,2.22045e-16,0.268144,0.216809,0.824067,0.286474,0.0582301
329,279.558,1,5.13807,20.3314,5.74057,26.683,2.22045e-16,0.270406,0.224329,0.803201,0.287672,0.0576722
330,281.555,1,5.11445,20.4113,5.66921,26.0064,2.22045e-16,0.271636,0.218649,0.782863,0.280388,0.0588755
331,283.14,1,5.1317,20.504,5.92599,26.0507,2.22045e-16,0.264802,0.213112,0.780712,0.276095,0.0595114
332,280.715,1,5.14132,20.5427,5.98303,25.9834,2.22045e-16,0.268335,0.212406,0.766193,0.269104,0.0592957
333,275.876,1,5.12736,20.2395,6.11757,26.2298,2.22045e-16,0.267251,0.248396,0.746793,0.26229,0.0582082
334,275.359,1,5.12925,20.6071,5.61543,25.7667,2.22045e-16,0.26454,0.242107,0.727884,0.265117,0.0573229
335,278.814,1,5.12412,20.502,5.7444,25.7683,2.22045e-16,0.269844,0.25987,0.736138,0.274972,0.0567392
336,283.951,1,5.12832,20.7274,5.69535,25.0533,2.22045e-16,0.267565,0.25329,0.777857,0.26801,0.0589499
337,289.954,2,5.1506,20.7994,5.56991,26.0194,2.22045e-16,0.26643,0.261434,0.775666,0.273725,0.0597684
338,296.388,2,5.12921,20.6681,5.60254,25.5866,2.22045e-16,0.266573,0.268981,0.756025,0.304174,0.0609255
339,293.658,2,5.12533,20.3177,5.81047,25.4117,2.22045e-16,0.270686,0.264431,0.741613,0.267912,0.0612826
340,281.872,2,5.13711,20.5033,5.87792,24.5525,2.22045e-16,0.260278,0.245753,0.744367,0.206841,0.0608934
341,270.79,2,5.11169,20.1832,5.71659,25.699,2.22045e-16,0.261173,0.256124,0.714681,0.195314,0.0580038
342,273.371,2,5.11847,20.224,5.82384,25.7227,2.22045e-16,0.262689,0.27712,0.75307,0.185004,0.0578856
343,273.499,2,5.14035,20.2845,5.84866,25.9196,2.22045e-16,0.263911,0.277936,0.75319,0.178642,0.0581865
344,282.755,2,5.15169,20.4192,5.67044,25.2224,2.22045e-16,0.253933,0.273119,0.725213,0.173999,0.0617474
345,282.347,2,5.13091,20.4055,5.74915,25.5713,2.22045e-16,0.258289,0.267343,0.657673,0.173213,0.06296
346,273.823,2,5.13131,20.4487,5.8346,26.1756,2.22045e-16,0.264078,0.268326,0.701485,0.149489,0.0613689
347,274.634,2,5.13841,20.2953,5.93963,25.9262,2.22045e-16,0.26482,0.2598,0.687598,0.158561,0.0610251
348,275.686,2,5.14272,20.4074,5.99846,26.0471,2.22045e-16,0.264662,0.253981,0.719802,0.146636,0.0617195
349,269.235,2,5.14453,20.8846,5.70116,26.1283,2.22045e-16,0.268541,0.24574,0.704549,0.149083,0.0605447
350,270.836,2,5.14785,20.768,5.58128,26.3217,2.22045e-16,0.26453,0.241604,0.711702,0.14052,0.0612
351,271.336,2,5.1279,20.8725,5.63371,26.7677,2.22045e-16,0.268829,0.225559,0.711053,0.137613,0.0619543
352,272.167,2,5.11789,20.6839,5.69181,27.1298,2.22045e-16,0.272434,0.217779,0.773634,0.136507,0.0616644
353,274.009,2,5.12457,20.7372,5.49855,27.3277,2.22045e-16,0.268306,0.224642,0.764398,0.138816,0.06187
354,268.721,2,5.1298,20.7464,5.49956,27.5986,2.22045e-16,0.266568,0.215067,0.777108,0.131692,0.0619092
355,261.85,2,5.12333,20.64,5.477,27.6222,2.22045e-16,0.265758,0.21138,0.788272,0.125665,0.0609335
356,259.523,2,5.1137,20.5526,5.43074,27.8259,2.22045e-16,0.262873,0.207686,0.813559,0.117899,0.060465
357,263.145,2,5.121,20.5253,5.59903,28.1598,2.22045e-16,0.263592,0.210501,0.82101,0.115643,0.0604211
358,268.937,2,5.12777,20.604,5.61899,28.2045,2.22045e-16,0.264941,0.220125,0.823662,0.113997,0.0608819
359,262.543,2,5.13897,20.671,5.68186,28.4569,2.22045e-16,0.266228,0.230471,0.818267,0.108515,0.0605458
360,265.419,2,5.13587,20.5925,5.71853,28.567,2.22045e-16,0.2685,0.238971,0.810057,0.104454,0.0607084
361,255.82,2,5.12473,20.6291,5.5751,28.7008,2.22045e-16,0.268927,0.24169,0.806326,0.09833,0.060149
362,267.157,2,5.12165,20.6616,5.55332,28.9024,2.22045e-16,0.26791,0.238716,0.789587,0.0987608,0.061036
363,269.64,2,5.11769,20.7011,5.45428,28.8276,2.22045e-16,0.267317,0.239426,0.775308,0.1044,0.061346
364,260.823,2,5.12094,20.7175,5.38533,28.6852,2.22045e-16,0.265574,0.236497,0.751656,0.104563,0.0613209
365,262.622,2,5.12292,20.8299,5.35769,28.5873,2.22045e-16,0.26425,0.237895,0.737697,0.105878,0.0612319
366,263.763,2,5.12048,20.8614,5.40277,28.5768,2.22045e-16,0.265032,0.238309,0.73376,0.107961,0.0610699
367,269.522,2,5.12077,20.8484,5.38656,28.5326,2.22045e-16,0.265832,0.239726,0.743706,0.105944,0.0615102
368,273.311,2,5.11928,20.8245,5.36182,28.3674,2.22045e-16,0.265526,0.240884,0.748289,0.104054,0.0622053
369,256.436,2,5.11651,20.8463,5.35441,28.3089,2.22045e-16,0.265293,0.238522,0.74106,0.103918,0.0616196
370,255.825,2,5.11885,20.7733,5.36873,28.0893,2.22045e-16,0.265136,0.235983,0.741385,0.102875,0.0612033
371,256.537,2,5.11595,20.7153,5.38616,27.9964,2.22045e-16,0.264599,0.234784,0.748603,0.0996473,0.0610738
372,259.279,2,5.11307,20.6865,5.40153,28.1073,2.22045e-16,0.264943,0.234313,0.742773,0.0985566,0.0611111
373,255.867,2,5.1132,20.7026,5.38013,28.0522,2.22045e-16,0.264876,0.234861,0.736443,0.0968259,0.0610334
374,259.409,2,5.11476,20.6707,5.39928,28.0212,2.22045e-16,0.264262,0.233786,0.735218,0.0956545,0.0611749
375,256.346,2,5.11509,20.7637,5.38159,27.9906,2.22045e-16,0.26513,0.234871,0.725128,0.0955499,0.0610534
376,255.73,2,5.11622,20.8218,5.33087,27.9852,2.22045e-16,0.26429,0.235104,0.718054,0.0943831,0.061097
377,259.761,2,5.11354,20.871,5.30391,28.009,2.22045e-16,0.26425,0.234875,0.720976,0.0930585,0.0612307
378,259.282,2,5.11493,20.9019,5.29045,27.9536,2.22045e-16,0.263796,0.237401,0.717156,0.0927607,0.061235
379,255.87,2,5.117,20.9309,5.3102,27.942,2.22045e-16,0.263958,0.235457,0.717205,0.0922379,0.0612302
380,261.841,2,5.11324,20.9493,5.31132,27.9024,2.22045e-16,0.263654,0.233622,0.708998,0.0914115,0.0615996
381,261.44,2,5.11466,20.9399,5.32743,27.8996,2.22045e-16,0.262833,0.23254,0.70633,0.0926561,0.0616622
382,261.516,2,5.11443,20.9041,5.33668,27.9033,2.22045e-16,0.262299,0.23302,0.702649,0.0921853,0.0618224
383,264.823,2,5.11667,20.9045,5.34154,27.9054,2.22045e-16,0.262131,0.235238,0.700499,0.0926001,0.0618854
384,256.442,2,5.11911,20.9391,5.34,27.8681,2.22045e-16,0.262174,0.235554,0.699339,0.0919024,0.0618575
385,259.974,2,5.11986,20.9786,5.33449,27.8744,2.22045e-16,0.262632,0.235707,0.700243,0.0916319,0.0618575
386,255.673,2,5.12038,21.0118,5.32874,27.8813,2.22045e-16,0.262956,0.235495,0.699919,0.091233,0.0618009
387,264.335,2,5.11939,21.0122,5.34292,27.899,2.22045e-16,0.263177,0.234506,0.699686,0.092002,0.0618682
388,259.128,2,5.11915,21.0139,5.34278,27.9103,2.22045e-16,0.263138,0.234101,0.69864,0.0918821,0.0619057
389,247.798,2,5.11905,21.016,5.34065,27.915,2.22045e-16,0.263238,0.233871,0.697772,0.0917231,0.0618617
390,253.017,2,5.11864,21.02,5.33825,27.8991,2.22045e-16,0.263247,0.233804,0.697196,0.0917212,0.0618309
391,250.83,2,5.11897,21.0252,5.33585,27.8925,2.22045e-16,0.26335,0.233765,0.69625,0.0918385,0.0617764
392,250.619,2,5.11956,21.0282,5.33257,27.8886,2.22045e-16,0.263203,0.233875,0.695441,0.0919053,0.0617289
393,255.196,2,5.11982,21.0383,5.32473,27.887,2.22045e-16,0.263291,0.233923,0.695378,0.0918068,0.0617117
394,250.053,2,5.12011,21.0489,5.31763,27.8778,2.22045e-16,0.263303,0.233998,0.694668,0.0916521,0.0616811
395,255.73,2,5.11985,21.051,5.31551,27.8705,2.22045e-16,0.263344,0.234073,0.694851,0.0915156,0.0616703
396,253.6,2,5.11998,21.0498,5.31406,27.8705,2.22045e-16,0.263357,0.234141,0.69543,0.0914201,0.06164
397,267.346,2,5.12008,21.0517,5.31338,27.8711,2.22045e-16,0.263495,0.234541,0.69661,0.091316,0.0616619
398,271.868,2,5.12041,21.0514,5.31197,27.8636,2.22045e-16,0.263631,0.234652,0.6976,0.0915949,0.0616825
399,263.693,2,5.12062,21.0525,5.31382,27.87,2.22045e-16,0.263634,0.234651,0.699029,0.0916243,0.0616856
400,261.323,2,5.12075,21.0534,5.31402,27.8678,2.22045e-16,0.263645,0.234632,0.699156,0.0916855,0.0616896
401,249.905,2,5.12104,21.0536,5.31424,27.8677,2.22045e-16,0.263554,0.234717,0.699329,0.0916312,0.0616444
402,254.068,2,5.12184,21.056,5.31821,27.8733,2.22045e-16,0.263569,0.234712,0.698898,0.0916686,0.0616208
403,263.809,2,5.12287,21.0565,5.326,27.8772,2.22045e-16,0.263681,0.234848,0.699488,0.0915265,0.061642
404,257.014,2,5.12359,21.0557,5.33303,27.884,2.22045e-16,0.263698,0.235058,0.700323,0.0914515,0.0616201
405,259.41,2,5.12396,21.0514,5.33482,27.8885,2.22045e-16,0.263719,0.235417,0.700562,0.0911758,0.0616318
406,266.015,2,5.12371,21.0457,5.33641,27.8883,2.22045e-16,0.263844,0.235343,0.70146,0.0912131,0.0616482
407,259.256,2,5.12337,21.0439,5.33917,27.8857,2.22045e-16,0.263923,0.235014,0.702873,0.0911509,0.061647
408,267.822,2,5.1229,21.0425,5.33548,27.8885,2.22045e-16,0.264059,0.234699,0.703682,0.0909856,0.061699
409,258.891,2,5.12302,21.0442,5.33136,27.8864,2.22045e-16,0.264103,0.234946,0.703646,0.0908673,0.0616988
410,260.187,2,5.12366,21.0453,5.32936,27.8833,2.22045e-16,0.264139,0.235169,0.704152,0.090736,0.0616999
411,259.863,2,5.12371,21.0461,5.32957,27.883,2.22045e-16,0.26425,0.235305,0.70448,0.0906261,0.0617005
412,263.708,2,5.12404,21.048,5.3295,27.8812,2.22045e-16,0.264249,0.235554,0.704411,0.0906452,0.0617094
413,258.428,2,5.12415,21.0491,5.32896,27.885,2.22045e-16,0.264274,0.235788,0.704434,0.0905691,0.0617032
414,266.809,2,5.12425,21.0549,5.32388,27.8866,2.22045e-16,0.264351,0.235986,0.704028,0.0906755,0.0617193
415,263.985,2,5.12454,21.0588,5.3228,27.8867,2.22045e-16,0.264361,0.236173,0.703626,0.0907665,0.0617272
416,258.457,2,5.12472,21.0581,5.32291,27.8806,2.22045e-16,0.264347,0.236365,0.702995,0.0906442,0.0617365
417,254.961,2,5.12486,21.0561,5.32524,27.8778,2.22045e-16,0.264409,0.236569,0.702802,0.0904632,0.0617289
418,263.34,2,5.12486,21.0565,5.32734,27.876,2.22045e-16,0.26448,0.236405,0.703106,0.0903316,0.0617574
419,262.72,2,5.1251,21.0595,5.32612,27.8713,2.22045e-16,0.264555,0.236234,0.703484,0.0903246,0.0617702
420,268.414,2,5.12473,21.054,5.32873,27.87,2.22045e-16,0.264685,0.236364,0.704097,0.0903669,0.0617838
421,266.45,2,5.1246,21.0584,5.32804,27.8751,2.22045e-16,0.264859,0.236229,0.70449,0.0903061,0.0618103
422,264.519,2,5.1247,21.0586,5.32452,27.8738,2.22045e-16,0.264871,0.235993,0.705022,0.0905297,0.0618086
423,261.509,2,5.12457,21.0575,5.32417,27.8758,2.22045e-16,0.264911,0.2358,0.705243,0.09064,0.0618076
424,262.864,2,5.12455,21.0557,5.32581,27.8793,2.22045e-16,0.264884,0.235783,0.705593,0.0904834,0.0618317
425,258.161,2,5.12444,21.0579,5.32265,27.8821,2.22045e-16,0.264797,0.235992,0.705561,0.0905165,0.0618177
426,259.33,2,5.12461,21.059,5.32267,27.8795,2.22045e-16,0.264742,0.236067,0.706013,0.0905163,0.0618093
427,264.918,2,5.12449,21.0579,5.32078,27.8791,2.22045e-16,0.264778,0.23599,0.70603,0.0905812,0.061823
428,263.894,2,5.12426,21.0601,5.31725,27.8815,2.22045e-16,0.264761,0.235985,0.705653,0.0905759,0.0618435
429,254.578,2,5.12413,21.0577,5.3168,27.888,2.22045e-16,0.264781,0.235872,0.705889,0.0905463,0.0618282
430,254.752,2,5.12395,21.0589,5.31412,27.8894,2.22045e-16,0.264768,0.235698,0.706058,0.0904426,0.0618259
431,261.768,2,5.12373,21.058,5.31273,27.8928,2.22045e-16,0.264801,0.235509,0.706379,0.090533,0.061826
432,264.146,2,5.12368,21.0527,5.3154,27.8956,2.22045e-16,0.264839,0.235525,0.706578,0.0905796,0.0618319
433,254.878,2,5.12354,21.0469,5.31762,27.8971,2.22045e-16,0.264929,0.235539,0.707149,0.0904338,0.0618188
434,258.639,2,5.12385,21.0422,5.32122,27.8949,2.22045e-16,0.264883,0.235416,0.707919,0.0904072,0.0618142
435,262.835,2,5.12393,21.0391,5.325,27.884,2.22045e-16,0.264849,0.235415,0.708444,0.0904748,0.0618123
436,262.314,2,5.12428,21.0371,5.32791,27.8823,2.22045e-16,0.264883,0.235185,0.708974,0.0905417,0.0618149
437,260.519,2,5.12479,21.0328,5.33287,27.878,2.22045e-16,0.2649,0.235127,0.70968,0.0905687,0.0618072
438,264.363,2,5.12466,21.0317,5.33218,27.8753,2.22045e-16,0.264908,0.234922,0.709991,0.0907722,0.0618054
439,258.203,2,5.12468,21.0312,5.33404,27.8808,2.22045e-16,0.264988,0.234645,0.710366,0.0908016,0.0618003
440,260.515,2,5.12475,21.0316,5.33495,27.8813,2.22045e-16,0.265059,0.234349,0.710156,0.0909069,0.0618037
441,254.33,2,5.12475,21.0319,5.33638,27.8849,2.22045e-16,0.265081,0.234132,0.710124,0.0908196,0.0618032
442,253.31,2,5.12516,21.0323,5.33915,27.8861,2.22045e-16,0.265096,0.233902,0.710061,0.0908104,0.0617931
443,258.095,2,5.12537,21.0354,5.33947,27.8835,2.22045e-16,0.265144,0.233863,0.709994,0.0907006,0.0617997
444,272.952,2,5.12566,21.0381,5.33791,27.8798,2.22045e-16,0.265156,0.233841,0.710084,0.0907511,0.0618333
445,265.226,2,5.12595,21.0366,5.33984,27.8752,2.22045e-16,0.265128,0.234109,0.710298,0.0908134,0.0618313
446,266.794,2,5.1261,21.0363,5.34013,27.8732,2.22045e-16,0.26507,0.234331,0.710093,0.090857,0.0618435
447,257.077,2,5.12612,21.0354,5.34015,27.8729,2.22045e-16,0.265047,0.234468,0.710273,0.0907666,0.0618372
448,260.779,2,5.12636,21.0364,5.34128,27.872,2.22045e-16,0.265027,0.234562,0.710254,0.0907479,0.0618389
449,261.614,2,5.12657,21.0325,5.34423,27.8751,2.22045e-16,0.26498,0.234571,0.710746,0.090789,0.0618347
