iteration,convergenceIndicator,phase,Cl_pop,beta_Cl_logtCLCRMLMIN,V1_pop,Q_pop,V2_pop,bias_pop,omega_Cl,omega_V1,omega_Q,omega_V2,bias_sd,corr_V2_V1,a1,a2
516,761.573,1,5.73447,0.444257,23.7931,5.6376,30.6574,0.00233486,0.186618,0.186448,0.729286,0.202521,4.38995,0.999,0.216059,0.0664151
517,755.807,1,5.76814,0.441504,23.7262,5.67966,30.5481,0.00235097,0.186245,0.187886,0.711789,0.20495,4.48147,0.999,0.213079,0.0667086
518,750.066,1,5.77541,0.447532,23.6106,5.80718,30.3866,0.00359794,0.181834,0.189286,0.698045,0.20799,4.368,0.999,0.216055,0.0650195
519,760.053,1,5.76968,0.457315,23.638,5.95886,30.4273,0.00171223,0.179475,0.189486,0.700435,0.207503,4.31212,0.999,0.214185,0.0679582
520,757.714,1,5.79044,0.426831,23.6903,6.30686,30.5519,0.00317761,0.186034,0.189484,0.740365,0.206714,4.20293,0.999,0.213183,0.0662374
521,756.41,1,5.78712,0.419888,23.3814,6.21511,30.1197,0.00266597,0.183723,0.186007,0.721618,0.201793,4.09651,0.999,0.216491,0.0654206
522,754.546,1,5.79844,0.42213,23.5663,5.96956,30.3764,0.00390856,0.179071,0.183287,0.71845,0.199392,3.99279,0.999,0.223217,0.0651348
523,760.973,1,5.81501,0.422849,23.401,6.34927,30.1865,0.00557217,0.177735,0.186321,0.746563,0.202225,3.92154,0.999,0.220405,0.0659356
524,757.954,1,5.80235,0.453732,23.4729,6.16585,30.2779,0.00436703,0.183669,0.184802,0.727659,0.202374,4.0638,0.999,0.220226,0.0651793
525,757.51,1,5.77468,0.440459,23.472,5.78027,30.2637,0.00574434,0.181849,0.181689,0.772599,0.200847,4.06963,0.999,0.221816,0.0640233
526,754.508,1,5.78392,0.428715,23.5333,5.92482,30.3572,0.0059713,0.177245,0.181365,0.753037,0.199197,3.96658,0.999,0.219298,0.0637538
527,752.757,1,5.76647,0.411451,23.539,5.82305,30.3888,0.00482656,0.180221,0.179308,0.733969,0.196038,4.05849,0.999,0.216277,0.0657191
528,745.589,1,5.79692,0.423967,23.5271,5.95385,30.354,0.00466986,0.181178,0.178059,0.715385,0.194543,3.95572,0.999,0.213807,0.0659097
529,748.597,1,5.81901,0.442496,23.5078,6.06549,30.3481,0.00677282,0.184458,0.177853,0.697271,0.194017,3.85556,0.999,0.212117,0.0665014
530,743.547,1,5.79545,0.45452,23.4037,6.11797,30.2502,0.00646997,0.183093,0.177413,0.679616,0.193093,3.75794,0.999,0.214153,0.0655168
531,742.623,1,5.80442,0.428185,23.4476,6.31946,30.3107,0.00565556,0.182097,0.17691,0.690772,0.192279,3.66278,0.999,0.215294,0.0644232
532,747.522,1,5.77767,0.462537,23.5244,5.94697,30.4298,0.00634378,0.184564,0.172577,0.710534,0.187939,3.57004,0.999,0.222268,0.0641551
533,741.265,1,5.77174,0.455829,23.5983,6.01634,30.4693,0.00493906,0.187735,0.171465,0.741655,0.186926,3.48454,0.999,0.218949,0.0628256
534,737.73,1,5.81694,0.431286,23.4839,6.00819,30.2487,0.00367766,0.187443,0.175046,0.743761,0.191046,3.47714,0.999,0.215348,0.063798
535,743.589,1,5.81628,0.445743,23.5014,5.91669,30.2829,0.00587829,0.188703,0.17418,0.724929,0.191762,3.38909,0.999,0.214528,0.0654595
536,743.401,1,5.74596,0.462612,23.5786,5.62327,30.4431,0.00579425,0.188065,0.174101,0.706573,0.190299,3.30328,0.999,0.212476,0.0655789
537,739.601,1,5.77146,0.456408,23.6687,5.46212,30.5947,0.00648904,0.186528,0.179329,0.70658,0.19464,3.21964,0.999,0.217379,0.0639184
538,736.207,1,5.76474,0.423066,23.6171,5.61487,30.5527,0.00928607,0.183486,0.177865,0.688689,0.193481,3.13812,0.999,0.218632,0.0635403
539,731.384,1,5.74921,0.416242,23.6804,5.7841,30.655,0.0119761,0.18199,0.173361,0.671251,0.188582,3.05866,0.999,0.215729,0.0628446
540,732.937,1,5.75108,0.39898,23.5736,5.66685,30.5046,0.010601,0.186537,0.168972,0.694139,0.183973,2.98121,0.999,0.217847,0.0614233
541,733.087,1,5.74092,0.416596,23.5558,5.54389,30.4775,0.0101362,0.184162,0.167895,0.704056,0.182237,2.90572,0.999,0.217116,0.061645
542,727.598,1,5.79002,0.430837,23.6577,5.55773,30.5517,0.0093992,0.184248,0.167204,0.686229,0.181564,2.89968,0.999,0.21827,0.0618991
543,731.442,1,5.78916,0.411985,23.6208,5.88401,30.5185,0.00905208,0.184221,0.168739,0.733126,0.183571,2.90951,0.999,0.219561,0.0620406
544,731.338,1,5.77873,0.424832,23.7366,5.90705,30.6195,0.00919346,0.181107,0.174177,0.771639,0.188389,2.84482,0.999,0.220349,0.0618232
545,733.793,1,5.78488,0.412051,23.8226,5.69194,30.6953,0.0103504,0.184288,0.173183,0.752101,0.188145,2.77279,0.999,0.216479,0.063314
546,739.002,1,5.72703,0.404568,23.847,5.54718,30.7307,0.0110862,0.187763,0.176935,0.733057,0.191874,2.70258,0.999,0.212745,0.0655489
547,734.146,1,5.75922,0.395386,23.7682,5.5547,30.5968,0.0175565,0.185623,0.174549,0.732812,0.189129,2.63415,0.999,0.216024,0.0655976
548,725.97,1,5.75884,0.412332,23.7779,5.42545,30.5854,0.0118034,0.189225,0.171401,0.714257,0.186054,2.65993,0.999,0.211057,0.0639366
549,738.737,1,5.76718,0.420926,23.7198,5.62302,30.4485,0.010338,0.185726,0.167742,0.746902,0.18303,2.7754,0.999,0.214232,0.065219
550,735.104,1,5.74244,0.455081,23.7502,5.58053,30.4499,0.0128204,0.187987,0.169403,0.769339,0.186864,2.75797,0.999,0.215297,0.0639634
551,736.576,1,5.76327,0.423465,23.7358,5.64685,30.4788,0.0105934,0.183227,0.166793,0.749859,0.1841,2.83145,0.999,0.211632,0.06434
552,734.033,1,5.754,0.40942,23.6742,5.35168,30.4346,0.0148382,0.181974,0.16736,0.730872,0.187007,2.75976,0.999,0.213493,0.0668717
553,733.495,1,5.75287,0.423392,23.726,5.60983,30.5153,0.0132712,0.182043,0.171605,0.712366,0.191302,2.68988,0.999,0.21955,0.0651784
554,733.156,1,5.76002,0.440464,23.5798,5.82251,30.2787,0.0127983,0.178847,0.169044,0.694328,0.190043,2.72232,0.999,0.218338,0.0643226
555,733.584,1,5.7875,0.449829,23.5481,5.77221,30.2381,0.0134792,0.184933,0.170425,0.676747,0.192224,2.69724,0.999,0.214278,0.0643495
556,743.32,1,5.77657,0.464347,23.6042,5.84095,30.3105,0.0114002,0.18133,0.172425,0.659612,0.194163,2.85686,0.999,0.21181,0.0675292
557,739.452,1,5.75638,0.480582,23.3657,5.9583,29.9364,0.00712994,0.176738,0.171113,0.697908,0.194415,3.1049,0.999,0.21812,0.0658194
558,735.536,1,5.76731,0.428563,23.5306,5.96457,30.1314,0.00916802,0.18214,0.168442,0.680236,0.192711,3.02628,0.999,0.213213,0.0649677
559,741.099,1,5.74504,0.464076,23.4903,5.82183,30.0454,0.0065986,0.184057,0.171388,0.690382,0.193791,3.23527,0.999,0.220114,0.0634009
560,733.172,1,5.74826,0.466956,23.5136,5.75677,30.1063,0.00917882,0.182303,0.174051,0.672901,0.196536,3.15335,0.999,0.219032,0.0638127
561,740.463,1,5.72515,0.466876,23.4955,5.48112,30.0901,0.00840636,0.188903,0.175508,0.655863,0.198786,3.07351,0.999,0.219857,0.0651621
562,733.335,1,5.73079,0.457085,23.4451,5.51337,29.9913,0.00672325,0.18412,0.176851,0.697519,0.201665,3.02304,0.999,0.220184,0.0635122
563,735.733,1,5.7114,0.500159,23.4624,5.51798,30.0027,0.00643152,0.18787,0.175678,0.686137,0.199122,3.1561,0.999,0.219735,0.061904
564,735.969,1,5.72607,0.466322,23.4979,5.57461,30.0646,0.00815907,0.190191,0.178909,0.670497,0.20222,3.07619,0.999,0.217909,0.0638052
565,740.426,1,5.71198,0.458339,23.4589,5.56792,29.9786,0.00798849,0.19047,0.180316,0.668259,0.204972,2.99829,0.999,0.214326,0.0645869
566,738.112,1,5.73946,0.46089,23.4793,5.73374,30.0553,0.00914966,0.191032,0.180195,0.655626,0.206443,2.98832,0.999,0.217714,0.0634577
567,738.712,1,5.69496,0.476434,23.5295,5.4247,30.1237,0.00982176,0.187025,0.180927,0.680437,0.206185,2.93229,0.999,0.215318,0.0637586
568,740.28,1,5.7115,0.455911,23.4091,5.61567,29.9482,0.00802981,0.194336,0.179684,0.671215,0.206694,3.02636,0.999,0.221316,0.0621442
569,738.652,1,5.70326,0.465505,23.3315,5.54406,29.7947,0.00708997,0.192839,0.183959,0.693975,0.211964,3.00167,0.999,0.220006,0.0625606
570,753.402,1,5.68442,0.477484,23.359,5.74134,29.7864,0.00633127,0.189675,0.183436,0.72317,0.212161,3.04337,0.999,0.224449,0.0641365
571,747.155,1,5.6729,0.499135,23.3923,5.70663,29.8844,0.00731091,0.194284,0.186173,0.765758,0.213804,3.06374,0.999,0.227562,0.0625125
572,745.054,1,5.73292,0.480094,23.4109,5.7763,29.8831,0.0079652,0.189364,0.185872,0.746369,0.21451,2.99584,0.999,0.2218,0.06416
573,747.916,1,5.74104,0.501626,23.5958,5.86932,30.133,0.00969013,0.186808,0.19167,0.72747,0.220884,2.94674,0.999,0.220188,0.063402
574,747.674,1,5.77262,0.50606,23.3572,6.15745,29.8123,0.0133083,0.187232,0.186817,0.719767,0.215291,2.87212,0.999,0.221156,0.0624852
575,746.777,1,5.77053,0.501692,23.4878,5.77119,29.9394,0.0121589,0.185471,0.18462,0.752919,0.212407,2.7994,0.999,0.225851,0.0630058
576,749.609,1,5.71359,0.497828,23.5505,5.50215,30.0917,0.0122523,0.190118,0.181731,0.734255,0.207028,2.72852,0.999,0.224576,0.0644682
577,743.986,1,5.72955,0.478778,23.6829,5.53165,30.2956,0.0126123,0.185848,0.187555,0.773426,0.213643,2.65943,0.999,0.222811,0.063837
578,743.189,1,5.73407,0.501895,23.7499,5.50841,30.3345,0.0104146,0.186107,0.189227,0.753842,0.2143,2.7145,0.999,0.218134,0.064712
579,739.1,1,5.73254,0.465979,23.6525,5.46776,30.2113,0.0122925,0.182816,0.188123,0.734754,0.212582,2.64577,0.999,0.222796,0.0630734
580,747.131,1,5.71735,0.476061,23.571,5.29092,30.1019,0.0141584,0.180986,0.189405,0.71615,0.214463,2.5895,0.999,0.219159,0.0653387
581,750.33,1,5.71657,0.485221,23.4677,5.58135,29.9414,0.0121029,0.183942,0.186805,0.698017,0.211657,2.72056,0.999,0.219233,0.0667771
582,737.868,1,5.72784,0.477141,23.4187,5.69041,29.8627,0.0125385,0.186257,0.186232,0.680342,0.211046,2.65168,0.999,0.215485,0.0650863
583,743.769,1,5.73607,0.509025,23.4296,5.52678,29.9445,0.0123328,0.181541,0.185828,0.668502,0.21109,2.87765,0.999,0.224002,0.0634383
584,738.332,1,5.75073,0.505822,23.3775,5.72209,29.8628,0.0126026,0.184581,0.184099,0.661899,0.208344,2.80479,0.999,0.21833,0.0642669
585,737.448,1,5.71679,0.528734,23.2651,6.12343,29.6641,0.0106567,0.182083,0.183764,0.67095,0.209314,2.82987,0.999,0.215717,0.0646434
586,745.029,1,5.71499,0.510578,23.2732,5.81899,29.6758,0.00684079,0.182986,0.182324,0.691281,0.209369,3.03149,0.999,0.221973,0.0641923
587,741.818,1,5.74561,0.507117,23.2241,5.87309,29.6348,0.00893888,0.186541,0.184637,0.709497,0.209844,2.95473,0.999,0.222506,0.0625669
588,743.743,1,5.73306,0.498863,23.1983,6.30191,29.5544,0.00861181,0.189399,0.189984,0.708616,0.217081,3.07307,0.999,0.220634,0.0638536
589,744.693,1,5.70931,0.477596,23.1061,5.79045,29.4213,0.0102607,0.190659,0.186217,0.701846,0.212968,2.99526,0.999,0.215182,0.0662384
590,752.147,1,5.73386,0.493932,23.0436,6.45122,29.3693,0.00844313,0.185832,0.187744,0.738176,0.214542,3.10298,0.999,0.21648,0.0659801
591,742.686,1,5.75688,0.503638,22.9771,6.31208,29.3195,0.00632882,0.183462,0.186486,0.719485,0.211495,3.25274,0.999,0.218656,0.0643095
592,737.013,1,5.77765,0.489816,23.0727,6.22846,29.476,0.00688005,0.185851,0.185524,0.701268,0.211473,3.2651,0.999,0.218433,0.0626811
593,742.939,1,5.79706,0.463951,23.1916,6.17215,29.6985,0.00837504,0.186226,0.185218,0.699404,0.212281,3.20273,0.999,0.217873,0.0627591
594,737.311,1,5.79059,0.439612,23.1704,6.09809,29.7435,0.00873628,0.189419,0.187437,0.709248,0.212151,3.16228,0.999,0.2174,0.0624544
595,748.968,1,5.78511,0.465666,23.2628,5.92564,29.7893,0.00731507,0.187692,0.189332,0.719263,0.21445,3.53292,0.999,0.216763,0.0622824
596,743.602,1,5.80293,0.464608,23.1616,6.29334,29.5961,0.00660655,0.190881,0.191229,0.796734,0.214121,3.56749,0.999,0.214405,0.0615285
597,743.362,1,5.81885,0.436159,23.195,6.33448,29.6042,0.00882776,0.192867,0.18744,0.77656,0.21079,3.47716,0.999,0.21535,0.0615891
598,747.919,1,5.80539,0.449796,23.1824,6.22416,29.5943,0.00824809,0.193404,0.186166,0.773405,0.21039,3.38911,0.999,0.211736,0.0651854
599,747.017,1,5.81329,0.435328,23.2308,6.18217,29.6517,0.00865729,0.193052,0.188499,0.817315,0.212301,3.3033,0.999,0.214055,0.0635348
600,747.165,1,5.76452,0.440427,23.1883,6.05151,29.5779,0.00874815,0.194307,0.183726,0.815356,0.207971,3.21966,0.999,0.218989,0.0639362
601,740.725,1,5.79565,0.430512,23.1803,5.87186,29.5872,0.00949103,0.191166,0.182057,0.794711,0.206699,3.13814,0.999,0.216472,0.0632989
602,742.976,1,5.80147,0.442497,23.0658,6.50363,29.3389,0.0127694,0.186837,0.18436,0.774588,0.209086,3.05868,0.999,0.213894,0.0639591
603,730.31,1,5.79497,0.406141,23.111,6.24028,29.3712,0.0148778,0.187603,0.186989,0.754975,0.208768,2.98123,0.999,0.212885,0.0623396
604,734.459,1,5.81001,0.404893,23.0928,6.15408,29.3784,0.0174848,0.188714,0.189091,0.746456,0.211029,2.90574,0.999,0.216678,0.0624363
605,736.99,1,5.80402,0.426783,23.0799,6.30247,29.3312,0.0162037,0.185475,0.188832,0.74078,0.211849,2.83217,0.999,0.220817,0.0626513
606,734.74,1,5.83277,0.421883,23.1333,6.20597,29.3428,0.0158424,0.19015,0.186459,0.747534,0.210088,2.80355,0.999,0.220182,0.0610649
607,738.997,1,5.81433,0.438581,23.149,6.20306,29.3693,0.0185731,0.193155,0.185864,0.802725,0.208965,2.73257,0.999,0.218049,0.0623573
608,740.986,1,5.78015,0.437582,23.2069,6.06065,29.4544,0.014592,0.19035,0.185216,0.814891,0.206277,2.66338,0.999,0.220014,0.0622898
609,739.845,1,5.78717,0.455163,23.4916,6.07823,29.7718,0.0129892,0.192662,0.181248,0.794258,0.201054,2.70581,0.999,0.215207,0.0624888
610,734.428,1,5.76772,0.465237,23.4858,6.06602,29.795,0.00836364,0.195987,0.178285,0.775429,0.197461,3.1733,0.999,0.213546,0.0613356
611,742.416,1,5.78159,0.463833,23.4988,6.03599,29.8393,0.00853404,0.191024,0.178398,0.786176,0.198368,3.09295,0.999,0.221577,0.0612734
612,733.052,1,5.8107,0.464267,23.5766,6.16562,29.9755,0.00829874,0.191442,0.176013,0.766269,0.196776,3.03695,0.999,0.220751,0.0597219
613,740.107,1,5.80441,0.464941,23.7923,6.04278,30.2481,0.00916267,0.189405,0.178701,0.746867,0.199263,2.96005,0.999,0.220764,0.0618302
614,742.577,1,5.78317,0.455898,23.7611,5.96035,30.2499,0.0104294,0.18733,0.176373,0.780235,0.197731,2.8851,0.999,0.217911,0.0643193
615,740.406,1,5.78176,0.491973,23.7082,6.30044,30.1885,0.009553,0.188571,0.175919,0.760479,0.199105,2.85461,0.999,0.216668,0.0648449
616,739.067,1,5.81966,0.462409,23.5867,5.75681,30.0361,0.0111693,0.187621,0.175998,0.741223,0.198201,2.84127,0.999,0.222062,0.06384
617,739.509,1,5.78516,0.472828,23.5585,5.76768,29.9903,0.00748823,0.188161,0.171541,0.723929,0.194228,3.12959,0.999,0.217554,0.0638789
618,751.051,1,5.79199,0.477155,23.5977,5.86607,30.0142,0.00961349,0.189389,0.172237,0.717997,0.194921,3.05035,0.999,0.216827,0.0654925
619,744.396,1,5.80058,0.485722,23.6266,5.94474,30.0561,0.00987929,0.188076,0.168273,0.700388,0.190486,3.00206,0.999,0.216251,0.0657046
620,733.963,1,5.80344,0.449,23.7336,5.92636,30.2057,0.00933076,0.19355,0.168056,0.682653,0.191588,3.04706,0.999,0.211104,0.0655168
621,745.401,1,5.85993,0.44735,23.8979,5.96674,30.4259,0.0131971,0.191849,0.165315,0.692806,0.189148,2.96991,0.999,0.215434,0.06625
622,737.522,1,5.82287,0.444872,23.8996,5.92871,30.4352,0.0120195,0.190884,0.161853,0.731241,0.185694,2.89471,0.999,0.209979,0.066597
623,739.137,1,5.80267,0.443419,23.9186,5.88039,30.4282,0.011872,0.19328,0.163717,0.805647,0.18863,2.82141,0.999,0.217411,0.0649107
624,742.212,1,5.8203,0.439436,23.902,5.80724,30.4755,0.0107792,0.194962,0.167138,0.785247,0.190321,2.78755,0.999,0.217752,0.0641998
625,740.331,1,5.80238,0.468326,23.8385,5.9612,30.3062,0.0108528,0.191378,0.166422,0.765365,0.188562,2.77949,0.999,0.216353,0.064611
626,738.857,1,5.80652,0.460829,23.8332,6.0834,30.272,0.0104097,0.188315,0.168635,0.76122,0.19034,2.76367,0.999,0.213664,0.0644595
627,733.849,1,5.83612,0.459058,23.7609,5.88287,30.1963,0.0143803,0.190389,0.168469,0.772098,0.189462,2.69369,0.999,0.218802,0.0628273
628,730.119,1,5.82569,0.430176,23.8805,5.6514,30.3918,0.0178435,0.191595,0.167461,0.760048,0.188469,2.62549,0.999,0.219897,0.0615521
629,722.406,1,5.81904,0.418562,23.8523,5.77675,30.4167,0.0270786,0.193779,0.166394,0.740803,0.189001,2.55901,0.999,0.218931,0.0619872
630,735.53,1,5.81769,0.411015,23.9485,5.81235,30.5411,0.0259325,0.194172,0.165224,0.722046,0.185411,2.49421,0.999,0.218209,0.0644086
631,735.377,1,5.81752,0.431155,23.8872,5.57617,30.4859,0.021306,0.195083,0.1667,0.703763,0.186854,2.43106,0.999,0.22219,0.0636197
632,736.538,1,5.78663,0.460378,24.0125,5.37467,30.6219,0.0171837,0.190143,0.167043,0.723302,0.186992,2.56191,0.999,0.219091,0.0650558
633,733.962,1,5.81447,0.468128,23.9994,5.52115,30.5862,0.0189933,0.185329,0.169744,0.796917,0.188267,2.49704,0.999,0.220053,0.0642291
634,732.425,1,5.83906,0.432354,24.15,5.71617,30.7725,0.0160448,0.180636,0.172885,0.776739,0.193208,2.50781,0.999,0.218207,0.0644802
635,736.118,1,5.81121,0.473527,23.9767,5.76723,30.59,0.0179438,0.184445,0.171153,0.757071,0.192188,2.44431,0.999,0.21753,0.0640336
636,733.755,1,5.78524,0.455036,23.7885,5.89716,30.3287,0.0167578,0.186248,0.188256,0.737902,0.210939,2.56753,0.999,0.218949,0.0634227
637,734.665,1,5.79819,0.457724,23.8081,5.46559,30.3996,0.0164548,0.183008,0.189282,0.720689,0.209983,2.64647,0.999,0.225817,0.0618168
638,748.162,1,5.78043,0.45878,23.7954,5.63316,30.344,0.0141032,0.182188,0.189727,0.702441,0.209764,2.73624,0.999,0.22147,0.0643722
639,745.947,1,5.8335,0.47534,23.8037,5.98186,30.3753,0.012421,0.187414,0.188151,0.701332,0.208981,2.84673,0.999,0.223683,0.0627692
640,744.236,1,5.83351,0.461537,23.7776,6.06973,30.3332,0.0135289,0.188682,0.187492,0.683574,0.206718,2.82332,0.999,0.219946,0.0638603
641,744.033,1,5.86718,0.454877,23.7585,6.05709,30.2996,0.0123849,0.191128,0.187804,0.666265,0.206485,3.02859,0.999,0.225165,0.0624524
642,743.786,1,5.84245,0.474716,23.6824,6.23135,30.2107,0.00901144,0.1942,0.192113,0.66058,0.211142,3.08702,0.999,0.223447,0.0626073
643,738.055,1,5.79605,0.478443,23.6911,6.01211,30.2281,0.0110176,0.193737,0.192249,0.68244,0.211676,3.00885,0.999,0.220325,0.0621852
644,744.123,1,5.81338,0.500073,23.7593,5.82861,30.3078,0.0101693,0.19633,0.195875,0.693979,0.21585,2.93267,0.999,0.226663,0.0606107
645,740.66,1,5.80627,0.486382,23.5804,5.93937,30.0529,0.0105418,0.201734,0.198662,0.687093,0.219314,2.85841,0.999,0.224074,0.0600865
646,743.804,1,5.79457,0.483165,23.6437,5.93779,30.1011,0.0109368,0.199531,0.196733,0.708323,0.218341,2.78603,0.999,0.221627,0.0607894
647,746.797,1,5.81263,0.494864,23.6987,5.98195,30.1687,0.00993958,0.194479,0.196896,0.703467,0.219485,2.7482,0.999,0.224195,0.0623492
648,753.695,1,5.8084,0.459786,23.727,6.08162,30.2007,0.0104043,0.194654,0.193991,0.688828,0.214536,2.80491,0.999,0.223624,0.064341
649,748.347,1,5.81479,0.468448,23.6839,6.22895,30.1464,0.0125219,0.197878,0.193832,0.689768,0.214888,2.73389,0.999,0.221781,0.0646175
650,742.359,1,5.83859,0.487707,23.6399,5.9655,30.0479,0.0194468,0.198877,0.19504,0.672303,0.21766,2.66467,0.999,0.221235,0.0641281
651,747.679,1,5.79576,0.447907,23.6236,6.01037,30.0267,0.0196902,0.196917,0.1967,0.668585,0.217419,2.5972,0.999,0.215633,0.0680713
652,745.614,1,5.79027,0.43608,23.5324,6.00432,29.8682,0.0179318,0.19547,0.200398,0.688124,0.222685,2.53143,0.999,0.219157,0.0663477
653,746.121,1,5.78318,0.436228,23.5271,6.05823,29.8314,0.0153333,0.193719,0.202907,0.701309,0.226044,2.53554,0.999,0.216897,0.064768
654,744.031,1,5.80076,0.438968,23.4631,6.3229,29.7449,0.0172892,0.188813,0.208996,0.694694,0.233165,2.47133,0.999,0.216228,0.065713
655,744.348,1,5.74318,0.475055,23.38,6.16829,29.6759,0.0127532,0.188551,0.205741,0.700823,0.229912,2.45695,0.999,0.220968,0.0647597
656,743.786,1,5.72233,0.463547,23.057,6.25013,29.2115,0.0109766,0.190224,0.200531,0.728793,0.225984,2.62125,0.999,0.218009,0.063728
657,741.009,1,5.74795,0.457464,23.0616,6.18169,29.1924,0.0146973,0.188088,0.199232,0.72614,0.226494,2.55487,0.999,0.218855,0.0639785
658,739.876,1,5.74922,0.474207,23.1377,6.18193,29.2808,0.0166218,0.192894,0.205477,0.744137,0.235019,2.49018,0.999,0.22037,0.0623585
659,737.54,1,5.73596,0.467701,23.0088,6.15576,29.0851,0.0142647,0.191123,0.200275,0.725295,0.229068,2.51287,0.999,0.215919,0.0624359
660,735.266,1,5.77534,0.434288,22.9864,6.34727,29.0594,0.0129908,0.187919,0.202224,0.706931,0.233354,2.80911,0.999,0.216427,0.060855
661,740.904,1,5.77448,0.47766,22.6702,6.64878,28.5952,0.0120089,0.188065,0.197103,0.73281,0.227445,2.73798,0.999,0.218269,0.062103
662,747.928,1,5.76467,0.498638,22.7238,6.53936,28.7245,0.019371,0.194658,0.198961,0.790955,0.230264,2.66865,0.999,0.217232,0.0644186
663,757.097,1,5.78572,0.459516,22.7334,6.31939,28.7118,0.0147525,0.196159,0.199183,0.818137,0.228558,2.67454,0.999,0.218062,0.065922
664,748.777,1,5.73391,0.4652,22.7247,6.20074,28.7486,0.0153534,0.193029,0.194145,0.801689,0.224154,2.60682,0.999,0.219732,0.0642528
665,748.878,1,5.74157,0.463851,22.6995,6.26442,28.7573,0.012839,0.191714,0.199123,0.78139,0.230769,2.73759,0.999,0.217831,0.0633747
666,747.158,1,5.76992,0.461486,22.7275,6.40298,28.8091,0.0156232,0.194772,0.204474,0.761605,0.239152,2.74616,0.999,0.217635,0.0643899
667,745.55,1,5.81234,0.457509,23.0754,6.60948,29.3489,0.0170105,0.19812,0.221077,0.74232,0.256605,2.67662,0.999,0.216351,0.0627595
668,745.165,1,5.82005,0.44699,23.2248,6.42566,29.5645,0.0248775,0.199516,0.225839,0.723524,0.262647,2.60885,0.999,0.220895,0.0621933
669,746.312,1,5.80872,0.440689,23.3819,6.08338,29.8016,0.023995,0.200068,0.225353,0.715324,0.260998,2.54279,0.999,0.221006,0.0624876
670,740.101,1,5.79858,0.466155,23.4977,6.083,30.0413,0.0232922,0.195002,0.227933,0.708401,0.265888,2.47841,0.999,0.223031,0.0609054
671,746.005,1,5.83263,0.473258,23.3147,5.9649,29.869,0.0256679,0.190065,0.225346,0.690464,0.265015,2.41565,0.999,0.222237,0.0635673
672,746.998,1,5.80181,0.475314,23.342,5.9062,29.9164,0.029407,0.192963,0.223734,0.672981,0.265505,2.35449,0.999,0.221783,0.0638404
673,752.071,1,5.80242,0.483937,23.3284,5.85315,29.8588,0.0249983,0.18992,0.224409,0.693055,0.267552,2.29487,0.999,0.220947,0.0638663
674,739.536,1,5.7809,0.477089,23.3487,5.90218,29.8896,0.0201456,0.187806,0.22266,0.675506,0.267014,2.36717,0.999,0.21813,0.0622491
675,741.927,1,5.79621,0.465106,23.5211,5.99792,30.1088,0.0203559,0.188633,0.221029,0.695475,0.263151,2.35969,0.999,0.217932,0.0632097
676,741.556,1,5.78044,0.454041,23.4785,5.85443,30.0135,0.0258313,0.190548,0.225239,0.691149,0.264325,2.29994,0.999,0.215603,0.0634999
677,748.081,1,5.79404,0.485864,23.4777,5.80685,29.9729,0.0279196,0.185806,0.226318,0.695233,0.266298,2.24171,0.999,0.218743,0.0644734
678,756.306,1,5.74922,0.491571,23.5237,5.573,30.0549,0.0231214,0.183415,0.225514,0.677629,0.266528,2.18494,0.999,0.220309,0.0665782
679,744.603,1,5.77981,0.496908,23.5255,5.59989,30.0444,0.025737,0.181517,0.22647,0.660471,0.266575,2.12962,0.999,0.224201,0.0648924
680,750.014,1,5.77594,0.497302,23.6232,5.39188,30.119,0.0296599,0.180346,0.225363,0.669351,0.265708,2.0757,0.999,0.226317,0.0645532
681,746.325,1,5.7672,0.500792,23.6009,5.86226,30.118,0.0270128,0.177325,0.225246,0.715098,0.265171,2.02314,0.999,0.226449,0.0630875
682,752.139,1,5.78197,0.487426,23.6707,5.90725,30.2648,0.0226948,0.180997,0.223517,0.696992,0.264777,2.21447,0.999,0.227057,0.0632474
683,746.444,1,5.77566,0.499447,23.6795,5.58343,30.3368,0.0201792,0.183291,0.22382,0.679343,0.264515,2.1584,0.999,0.224995,0.0627353
684,747.921,1,5.75013,0.487911,23.6695,5.57972,30.2865,0.0173697,0.187022,0.225344,0.662142,0.267034,2.25285,0.999,0.219868,0.0651726
685,743.668,1,5.73053,0.476419,23.4341,5.75838,29.921,0.0194141,0.182735,0.2248,0.655754,0.265235,2.1958,0.999,0.219576,0.0638661
686,754.395,1,5.73087,0.463457,23.6367,5.66575,30.2087,0.0156439,0.180311,0.225879,0.674162,0.266561,2.39034,0.999,0.222682,0.0651993
687,747.866,1,5.77425,0.45383,23.6594,5.92678,30.1547,0.0162539,0.177642,0.226508,0.657092,0.267058,2.51918,0.999,0.218543,0.0650043
688,746.023,1,5.80021,0.44451,23.7549,5.9525,30.2971,0.0152309,0.178186,0.220773,0.678346,0.260296,2.68649,0.999,0.218894,0.0633584
689,746.979,1,5.77972,0.470507,23.6892,5.84686,30.2638,0.0147421,0.181556,0.217769,0.66117,0.255037,2.62822,0.999,0.219419,0.0617952
690,749.702,1,5.78551,0.465374,23.6741,5.96968,30.1747,0.0115886,0.184895,0.218669,0.670662,0.252896,2.72952,0.999,0.224446,0.0624654
691,748.528,1,5.77812,0.432496,23.5418,5.98053,29.9512,0.0138197,0.186632,0.217623,0.653681,0.249891,2.66041,0.999,0.221943,0.0621212
