eta_Cl_vs_AGEA_abscissa,eta_Cl_vs_AGEA_spline,eta_Cl_vs_AGEA_regression,eta_Cl_vs_ALBGDL_abscissa,eta_Cl_vs_ALBGDL_spline,eta_Cl_vs_ALBGDL_regression,eta_Cl_vs_CLCRMLMIN_abscissa,eta_Cl_vs_CLCRMLMIN_spline,eta_Cl_vs_CLCRMLMIN_regression,eta_Cl_vs_HCM_abscissa,eta_Cl_vs_HCM_spline,eta_Cl_vs_HCM_regression,eta_Cl_vs_RAL_abscissa,eta_Cl_vs_RAL_spline,eta_Cl_vs_RAL_regression,eta_Cl_vs_SCRMGDL_abscissa,eta_Cl_vs_SCRMGDL_spline,eta_Cl_vs_SCRMGDL_regression,eta_Cl_vs_WTKG_abscissa,eta_Cl_vs_WTKG_spline,eta_Cl_vs_WTKG_regression,eta_Cl_vs_centeredAGEA_abscissa,eta_Cl_vs_centeredAGEA_spline,eta_Cl_vs_centeredAGEA_regression,eta_Cl_vs_centeredALBGDL_abscissa,eta_Cl_vs_centeredALBGDL_spline,eta_Cl_vs_centeredALBGDL_regression,eta_Cl_vs_centeredHCM_abscissa,eta_Cl_vs_centeredHCM_spline,eta_Cl_vs_centeredHCM_regression,eta_Cl_vs_centeredSCR_abscissa,eta_Cl_vs_centeredSCR_spline,eta_Cl_vs_centeredSCR_regression,eta_Cl_vs_centeredWT_abscissa,eta_Cl_vs_centeredWT_spline,eta_Cl_vs_centeredWT_regression,eta_Cl_vs_logtCLCR_abscissa,eta_Cl_vs_logtCLCR_spline,eta_Cl_vs_logtCLCR_regression,eta_Q_vs_AGEA_abscissa,eta_Q_vs_AGEA_spline,eta_Q_vs_AGEA_regression,eta_Q_vs_ALBGDL_abscissa,eta_Q_vs_ALBGDL_spline,eta_Q_vs_ALBGDL_regression,eta_Q_vs_CLCRMLMIN_abscissa,eta_Q_vs_CLCRMLMIN_spline,eta_Q_vs_CLCRMLMIN_regression,eta_Q_vs_HCM_abscissa,eta_Q_vs_HCM_spline,eta_Q_vs_HCM_regression,eta_Q_vs_RAL_abscissa,eta_Q_vs_RAL_spline,eta_Q_vs_RAL_regression,eta_Q_vs_SCRMGDL_abscissa,eta_Q_vs_SCRMGDL_spline,eta_Q_vs_SCRMGDL_regression,eta_Q_vs_WTKG_abscissa,eta_Q_vs_WTKG_spline,eta_Q_vs_WTKG_regression,eta_Q_vs_centeredAGEA_abscissa,eta_Q_vs_centeredAGEA_spline,eta_Q_vs_centeredAGEA_regression,eta_Q_vs_centeredALBGDL_abscissa,eta_Q_vs_centeredALBGDL_spline,eta_Q_vs_centeredALBGDL_regression,eta_Q_vs_centeredHCM_abscissa,eta_Q_vs_centeredHCM_spline,eta_Q_vs_centeredHCM_regression,eta_Q_vs_centeredSCR_abscissa,eta_Q_vs_centeredSCR_spline,eta_Q_vs_centeredSCR_regression,eta_Q_vs_centeredWT_abscissa,eta_Q_vs_centeredWT_spline,eta_Q_vs_centeredWT_regression,eta_Q_vs_logtCLCR_abscissa,eta_Q_vs_logtCLCR_spline,eta_Q_vs_logtCLCR_regression,eta_V1_vs_AGEA_abscissa,eta_V1_vs_AGEA_spline,eta_V1_vs_AGEA_regression,eta_V1_vs_ALBGDL_abscissa,eta_V1_vs_ALBGDL_spline,eta_V1_vs_ALBGDL_regression,eta_V1_vs_CLCRMLMIN_abscissa,eta_V1_vs_CLCRMLMIN_spline,eta_V1_vs_CLCRMLMIN_regression,eta_V1_vs_HCM_abscissa,eta_V1_vs_HCM_spline,eta_V1_vs_HCM_regression,eta_V1_vs_RAL_abscissa,eta_V1_vs_RAL_spline,eta_V1_vs_RAL_regression,eta_V1_vs_SCRMGDL_abscissa,eta_V1_vs_SCRMGDL_spline,eta_V1_vs_SCRMGDL_regression,eta_V1_vs_WTKG_abscissa,eta_V1_vs_WTKG_spline,eta_V1_vs_WTKG_regression,eta_V1_vs_centeredAGEA_abscissa,eta_V1_vs_centeredAGEA_spline,eta_V1_vs_centeredAGEA_regression,eta_V1_vs_centeredALBGDL_abscissa,eta_V1_vs_centeredALBGDL_spline,eta_V1_vs_centeredALBGDL_regression,eta_V1_vs_centeredHCM_abscissa,eta_V1_vs_centeredHCM_spline,eta_V1_vs_centeredHCM_regression,eta_V1_vs_centeredSCR_abscissa,eta_V1_vs_centeredSCR_spline,eta_V1_vs_centeredSCR_regression,eta_V1_vs_centeredWT_abscissa,eta_V1_vs_centeredWT_spline,eta_V1_vs_centeredWT_regression,eta_V1_vs_logtCLCR_abscissa,eta_V1_vs_logtCLCR_spline,eta_V1_vs_logtCLCR_regression,split
45.0303,0.0285991,-0.00283436,3.01273,-0.0112912,-0.00532586,140.221,0.0502024,-0.000425664,164.303,-0.00916537,0.00455416,2869.7,-0.00307678,-0.000988403,0.552424,-0.00893126,-0.0053118,65.5758,0.0939823,0.0379354,0.968394,0.0285991,-0.00283436,0.970283,-0.0112912,-0.00532586,1.00185,-0.00916537,0.00455416,0.952456,-0.00893126,-0.0053118,1.09293,0.0939823,0.0379354,-0.0409838,0.0668825,-0.00194873,45.0303,-0.0397208,-0.00466025,3.01273,-0.0860035,-0.0272971,140.221,-0.0777989,-0.0269669,164.303,0.00106681,-0.0369637,2869.7,0.0890738,0.0464702,0.552424,-0.00971149,-0.0152215,65.5758,0.1031,-0.0306665,0.968394,-0.0397208,-0.00466025,0.970283,-0.0860035,-0.0272971,1.00185,0.00106681,-0.0369637,0.952456,-0.00971149,-0.0152215,1.09293,0.1031,-0.0306665,-0.0409838,-0.139107,-0.0148765,45.0303,0.0508032,0.0109676,3.01273,-0.0157667,0.0176192,140.221,0.0684656,0.00912109,164.303,0.0171864,0.0138262,2869.7,0.0299103,0.0322059,0.552424,0.0359312,0.0106005,65.5758,0.0557958,0.0280397,0.968394,0.0508032,0.0109676,0.970283,-0.0157667,0.0176192,1.00185,0.0171864,0.0138262,0.952456,0.0359312,0.0106005,1.09293,0.0557958,0.0280397,-0.0409838,0.0680693,0.00625176,All
45.6263,0.0314583,-0.00397914,3.0297,-0.0121407,-0.00462794,141.238,0.0463783,-0.000543983,164.596,0.00051637,0.00810792,2933.74,-0.00493392,-0.000994496,0.556768,-0.00774641,-0.00466047,65.899,0.0989844,0.0415134,0.98121,0.0314583,-0.00397914,0.975748,-0.0121407,-0.00462794,1.00363,0.00051637,0.00810792,0.959944,-0.00774641,-0.00466047,1.09832,0.0989844,0.0415134,-0.0338179,0.0639144,-0.00182213,45.6263,-0.0133459,0.012124,3.0297,-0.0869246,-0.0282931,141.238,-0.0664961,-0.0288151,164.596,-0.00304497,-0.0391228,2933.74,0.105974,0.0501372,0.556768,-0.00637054,-0.0179188,65.899,0.112457,-0.0303888,0.98121,-0.0133459,0.012124,0.975748,-0.0869246,-0.0282931,1.00363,-0.00304497,-0.0391228,0.959944,-0.00637054,-0.0179188,1.09832,0.112457,-0.0303888,-0.0338179,-0.128092,-0.0170532,45.6263,0.0546587,0.0118087,3.0297,-0.0179557,0.0163538,141.238,0.066583,0.00922918,164.596,0.0243808,0.0166594,2933.74,0.0317295,0.0332442,0.556768,0.0362947,0.0104416,65.899,0.0597705,0.0297485,0.98121,0.0546587,0.0118087,0.975748,-0.0179557,0.0163538,1.00363,0.0243808,0.0166594,0.959944,0.0362947,0.0104416,1.09832,0.0597705,0.0297485,-0.0338179,0.068058,0.00662941,All
46.2222,0.0343175,-0.00512392,3.04667,-0.0129761,-0.00393002,142.256,0.0425542,-0.000662302,164.889,0.0101981,0.0116617,2997.78,-0.00679106,-0.00100059,0.561111,-0.00656155,-0.00400913,66.2222,0.103986,0.0450914,0.994026,0.0343175,-0.00512392,0.981213,-0.0129761,-0.00393002,1.00542,0.0101981,0.0116617,0.967433,-0.00656155,-0.00400913,1.1037,0.103986,0.0450914,-0.026652,0.0609462,-0.00169552,46.2222,0.0130291,0.0289083,3.04667,-0.0876858,-0.0292891,142.256,-0.0551933,-0.0306633,164.889,-0.00715676,-0.041282,2997.78,0.122874,0.0538042,0.561111,-0.00302959,-0.0206162,66.2222,0.121813,-0.0301111,0.994026,0.0130291,0.0289083,0.981213,-0.0876858,-0.0292891,1.00542,-0.00715676,-0.041282,0.967433,-0.00302959,-0.0206162,1.1037,0.121813,-0.0301111,-0.026652,-0.117077,-0.01923,46.2222,0.0585142,0.0126498,3.04667,-0.0200549,0.0150884,142.256,0.0647004,0.00933727,164.889,0.0315752,0.0194927,2997.78,0.0335487,0.0342824,0.561111,0.0366582,0.0102828,66.2222,0.0637452,0.0314573,0.994026,0.0585142,0.0126498,0.981213,-0.0200549,0.0150884,1.00542,0.0315752,0.0194927,0.967433,0.0366582,0.0102828,1.1037,0.0637452,0.0314573,-0.026652,0.0680466,0.00700707,All
46.8182,0.0371767,-0.00626869,3.06364,-0.0138114,-0.00323209,143.273,0.0387301,-0.00078062,165.182,0.0201106,0.0152154,3061.82,-0.0086482,-0.00100668,0.565455,-0.0053767,-0.0033578,66.5455,0.108989,0.0486693,1.00684,0.0371767,-0.00626869,0.986678,-0.0138114,-0.00323209,1.00721,0.0201106,0.0152154,0.974922,-0.0053767,-0.0033578,1.10909,0.108989,0.0486693,-0.0194861,0.0575897,-0.00156892,46.8182,0.039404,0.0456926,3.06364,-0.0884469,-0.0302851,143.273,-0.0438905,-0.0325114,165.182,-0.0116591,-0.0434411,3061.82,0.139774,0.0574712,0.565455,0.000311367,-0.0233135,66.5455,0.13117,-0.0298334,1.00684,0.039404,0.0456926,0.986678,-0.0884469,-0.0302851,1.00721,-0.0116591,-0.0434411,0.974922,0.000311367,-0.0233135,1.10909,0.13117,-0.0298334,-0.0194861,-0.105258,-0.0214068,46.8182,0.0623696,0.0134909,3.06364,-0.0221542,0.013823,143.273,0.0628177,0.00944536,165.182,0.0388102,0.0223259,3061.82,0.0353679,0.0353206,0.565455,0.0370216,0.0101239,66.5455,0.0677199,0.0331661,1.00684,0.0623696,0.0134909,0.986678,-0.0221542,0.013823,1.00721,0.0388102,0.0223259,0.974922,0.0370216,0.0101239,1.10909,0.0677199,0.0331661,-0.0194861,0.0677189,0.00738472,All
47.4141,0.040036,-0.00741347,3.08061,-0.0146437,-0.00253417,144.29,0.0346537,-0.000898939,165.475,0.0301641,0.0187692,3125.86,-0.0105053,-0.00101277,0.569798,-0.00419185,-0.00270646,66.8687,0.113991,0.0522473,1.01966,0.040036,-0.00741347,0.992144,-0.0146437,-0.00253417,1.00899,0.0301641,0.0187692,0.98241,-0.00419185,-0.00270646,1.11448,0.113991,0.0522473,-0.0123202,0.0533799,-0.00144231,47.4141,0.065779,0.0624769,3.08061,-0.0891907,-0.0312811,144.29,-0.0328591,-0.0343596,165.475,-0.0164001,-0.0456002,3125.86,0.156674,0.0611382,0.569798,0.00365232,-0.0260108,66.8687,0.140527,-0.0295557,1.01966,0.065779,0.0624769,0.992144,-0.0891907,-0.0312811,1.00899,-0.0164001,-0.0456002,0.98241,0.00365232,-0.0260108,1.11448,0.140527,-0.0295557,-0.0123202,-0.0916722,-0.0235835,47.4141,0.0662251,0.014332,3.08061,-0.0242428,0.0125576,144.29,0.0605085,0.00955345,165.475,0.04607,0.0251591,3125.86,0.0371871,0.0363589,0.569798,0.0373851,0.00996504,66.8687,0.0716946,0.0348749,1.01966,0.0662251,0.014332,0.992144,-0.0242428,0.0125576,1.00899,0.04607,0.0251591,0.98241,0.0373851,0.00996504,1.11448,0.0716946,0.0348749,-0.0123202,0.0666963,0.00776237,All
48.0101,0.0428952,-0.00855825,3.09758,-0.0153927,-0.00183625,145.307,0.0303058,-0.00101726,165.768,0.0402176,0.0223229,3189.9,-0.0123625,-0.00101887,0.574141,-0.00300699,-0.00205513,67.1919,0.116982,0.0558253,1.03248,0.0428952,-0.00855825,0.997609,-0.0153927,-0.00183625,1.01078,0.0402176,0.0223229,0.989899,-0.00300699,-0.00205513,1.11987,0.116982,0.0558253,-0.00515433,0.0491702,-0.00131571,48.0101,0.0921539,0.0792612,3.09758,-0.0894634,-0.0322771,145.307,-0.0221198,-0.0362078,165.768,-0.0211411,-0.0477594,3189.9,0.173574,0.0648051,0.574141,0.00699327,-0.0287081,67.1919,0.142468,-0.029278,1.03248,0.0921539,0.0792612,0.997609,-0.0894634,-0.0322771,1.01078,-0.0211411,-0.0477594,0.989899,0.00699327,-0.0287081,1.11987,0.142468,-0.029278,-0.00515433,-0.0780862,-0.0257603,48.0101,0.0700806,0.0151731,3.09758,-0.0260415,0.0112922,145.307,0.0577401,0.00966154,165.768,0.0533299,0.0279924,3189.9,0.0390064,0.0373971,0.574141,0.0377486,0.00980618,67.1919,0.0739547,0.0365837,1.03248,0.0700806,0.0151731,0.997609,-0.0260415,0.0112922,1.01078,0.0533299,0.0279924,0.989899,0.0377486,0.00980618,1.11987,0.0739547,0.0365837,-0.00515433,0.0656736,0.00814002,All
48.6061,0.0457544,-0.00970303,3.11455,-0.0161418,-0.00113833,146.324,0.0259579,-0.00113558,166.061,0.0502712,0.0258767,3253.94,-0.0142196,-0.00102496,0.578485,-0.00182214,-0.0014038,67.5152,0.118597,0.0594032,1.04529,0.0457544,-0.00970303,1.00307,-0.0161418,-0.00113833,1.01256,0.0502712,0.0258767,0.997388,-0.00182214,-0.0014038,1.12525,0.118597,0.0594032,0.00201157,0.0449604,-0.0011891,48.6061,0.118529,0.0960455,3.11455,-0.0897362,-0.0332732,146.324,-0.0113804,-0.038056,166.061,-0.0258822,-0.0499185,3253.94,0.190474,0.0684721,0.578485,0.0103342,-0.0314055,67.5152,0.139337,-0.0290003,1.04529,0.118529,0.0960455,1.00307,-0.0897362,-0.0332732,1.01256,-0.0258822,-0.0499185,0.997388,0.0103342,-0.0314055,1.12525,0.139337,-0.0290003,0.00201157,-0.0645001,-0.027937,48.6061,0.0739361,0.0160142,3.11455,-0.0278402,0.0100268,146.324,0.0549716,0.00976963,166.061,0.0605897,0.0308256,3253.94,0.0408256,0.0384354,0.578485,0.038112,0.00964732,67.5152,0.0750418,0.0382925,1.04529,0.0739361,0.0160142,1.00307,-0.0278402,0.0100268,1.01256,0.0605897,0.0308256,0.997388,0.038112,0.00964732,1.12525,0.0750418,0.0382925,0.00201157,0.064651,0.00851767,All
49.202,0.0486137,-0.0108478,3.13152,-0.0168783,-0.000440411,147.341,0.02161,-0.00125389,166.354,0.0603247,0.0294305,3317.98,-0.0160768,-0.00103105,0.582828,-0.000613107,-0.000752462,67.8384,0.120213,0.0629812,1.05811,0.0486137,-0.0108478,1.00854,-0.0168783,-0.000440411,1.01435,0.0603247,0.0294305,1.00488,-0.000613107,-0.000752462,1.13064,0.120213,0.0629812,0.00917747,0.0407507,-0.0010625,49.202,0.144904,0.11283,3.13152,-0.0899683,-0.0342692,147.341,-0.000641121,-0.0399042,166.354,-0.0306232,-0.0520776,3317.98,0.207374,0.0721391,0.582828,0.0132739,-0.0341028,67.8384,0.136205,-0.0287226,1.05811,0.144904,0.11283,1.00854,-0.0899683,-0.0342692,1.01435,-0.0306232,-0.0520776,1.00488,0.0132739,-0.0341028,1.13064,0.136205,-0.0287226,0.00917747,-0.0509141,-0.0301138,49.202,0.0777915,0.0168553,3.13152,-0.0296105,0.00876139,147.341,0.0522032,0.00987771,166.354,0.0678496,0.0336588,3317.98,0.0426448,0.0394736,0.582828,0.0380799,0.00948846,67.8384,0.0761288,0.0400014,1.05811,0.0777915,0.0168553,1.00854,-0.0296105,0.00876139,1.01435,0.0678496,0.0336588,1.00488,0.0380799,0.00948846,1.13064,0.0761288,0.0400014,0.00917747,0.0636284,0.00889532,All
49.798,0.0514729,-0.0119926,3.14848,-0.0174872,0.000257509,148.359,0.0172621,-0.00137221,166.646,0.0703782,0.0329842,3382.02,-0.0179339,-0.00103714,0.587172,0.000608877,-0.000101127,68.1616,0.121829,0.0665592,1.07092,0.0514729,-0.0119926,1.014,-0.0174872,0.000257509,1.01614,0.0703782,0.0329842,1.01237,0.000608877,-0.000101127,1.13603,0.121829,0.0665592,0.0163434,0.0365409,-0.000935893,49.798,0.171279,0.129614,3.14848,-0.0897853,-0.0352652,148.359,0.0100982,-0.0417524,166.646,-0.0353642,-0.0542367,3382.02,0.224273,0.0758061,0.587172,0.0159987,-0.0368001,68.1616,0.133073,-0.0284449,1.07092,0.171279,0.129614,1.014,-0.0897853,-0.0352652,1.01614,-0.0353642,-0.0542367,1.01237,0.0159987,-0.0368001,1.13603,0.133073,-0.0284449,0.0163434,-0.0373281,-0.0322906,49.798,0.081647,0.0176963,3.14848,-0.0310918,0.00749599,148.359,0.0494347,0.0099858,166.646,0.0751094,0.0364921,3382.02,0.044464,0.0405119,0.587172,0.0378358,0.00932961,68.1616,0.0772158,0.0417102,1.07092,0.081647,0.0176963,1.014,-0.0310918,0.00749599,1.01614,0.0751094,0.0364921,1.01237,0.0378358,0.00932961,1.13603,0.0772158,0.0417102,0.0163434,0.0626057,0.00927297,All
50.3939,0.0535971,-0.0131374,3.16545,-0.0180962,0.00095543,149.376,0.0129142,-0.00149053,166.939,0.0804317,0.036538,3446.06,-0.019791,-0.00104323,0.591515,0.00183086,0.000550207,68.4848,0.123444,0.0701372,1.08374,0.0535971,-0.0131374,1.01947,-0.0180962,0.00095543,1.01792,0.0804317,0.036538,1.01985,0.00183086,0.000550207,1.14141,0.123444,0.0701372,0.0235093,0.0322042,-0.000809289,50.3939,0.19737,0.146398,3.16545,-0.0896023,-0.0362612,149.376,0.0208375,-0.0436006,166.939,-0.0401052,-0.0563959,3446.06,0.241173,0.0794731,0.591515,0.0187235,-0.0394975,68.4848,0.129941,-0.0281672,1.08374,0.19737,0.146398,1.01947,-0.0896023,-0.0362612,1.01792,-0.0401052,-0.0563959,1.01985,0.0187235,-0.0394975,1.14141,0.129941,-0.0281672,0.0235093,-0.0236642,-0.0344673,50.3939,0.0847327,0.0185374,3.16545,-0.0325731,0.00623058,149.376,0.0466663,0.0100939,166.939,0.0823693,0.0393253,3446.06,0.0462832,0.0415501,0.591515,0.0375917,0.00917075,68.4848,0.0783028,0.043419,1.08374,0.0847327,0.0185374,1.01947,-0.0325731,0.00623058,1.01792,0.0823693,0.0393253,1.01985,0.0375917,0.00917075,1.14141,0.0783028,0.043419,0.0235093,0.0614215,0.00965062,All
50.9899,0.0553444,-0.0142821,3.18242,-0.0187052,0.00165335,150.393,0.00856626,-0.00160885,167.232,0.0896238,0.0400917,3510.1,-0.0216482,-0.00104933,0.595859,0.00305284,0.00120154,68.8081,0.12506,0.0737151,1.09656,0.0553444,-0.0142821,1.02494,-0.0187052,0.00165335,1.01971,0.0896238,0.0400917,1.02734,0.00305284,0.00120154,1.1468,0.12506,0.0737151,0.0306752,0.0275887,-0.000682684,50.9899,0.223316,0.163183,3.18242,-0.0894193,-0.0372572,150.393,0.0315768,-0.0454488,167.232,-0.0452561,-0.058555,3510.1,0.258073,0.0831401,0.595859,0.0214483,-0.0421948,68.8081,0.126809,-0.0278895,1.09656,0.223316,0.163183,1.02494,-0.0894193,-0.0372572,1.01971,-0.0452561,-0.058555,1.02734,0.0214483,-0.0421948,1.1468,0.126809,-0.0278895,0.0306752,-0.0098295,-0.0366441,50.9899,0.0874237,0.0193785,3.18242,-0.0340544,0.00496517,150.393,0.0438979,0.010202,167.232,0.0887492,0.0421585,3510.1,0.0481025,0.0425884,0.595859,0.0373476,0.00901189,68.8081,0.0793898,0.0451278,1.09656,0.0874237,0.0193785,1.02494,-0.0340544,0.00496517,1.01971,0.0887492,0.0421585,1.02734,0.0373476,0.00901189,1.1468,0.0793898,0.0451278,0.0306752,0.0598825,0.0100283,All
51.5859,0.0570917,-0.0154269,3.19939,-0.0191079,0.00235127,151.41,0.00421836,-0.00172717,167.525,0.0985912,0.0436455,3574.14,-0.0235053,-0.00105542,0.600202,0.00427483,0.00185288,69.1313,0.126675,0.0772931,1.10937,0.0570917,-0.0154269,1.0304,-0.0191079,0.00235127,1.0215,0.0985912,0.0436455,1.03483,0.00427483,0.00185288,1.15219,0.126675,0.0772931,0.0378411,0.0229733,-0.000556079,51.5859,0.249261,0.179967,3.19939,-0.0888446,-0.0382532,151.41,0.0423162,-0.047297,167.525,-0.0505139,-0.0607141,3574.14,0.274973,0.0868071,0.600202,0.0241731,-0.0448921,69.1313,0.123677,-0.0276117,1.10937,0.249261,0.179967,1.0304,-0.0888446,-0.0382532,1.0215,-0.0505139,-0.0607141,1.03483,0.0241731,-0.0448921,1.15219,0.123677,-0.0276117,0.0378411,0.00400522,-0.0388209,51.5859,0.0901146,0.0202196,3.19939,-0.0352094,0.00369977,151.41,0.0411294,0.0103101,167.525,0.0948997,0.0449918,3574.14,0.0499217,0.0436266,0.600202,0.0371035,0.00885303,69.1313,0.0804769,0.0468366,1.10937,0.0901146,0.0202196,1.0304,-0.0352094,0.00369977,1.0215,0.0948997,0.0449918,1.03483,0.0371035,0.00885303,1.15219,0.0804769,0.0468366,0.0378411,0.0583436,0.0104059,All
52.1818,0.058839,-0.0165717,3.21636,-0.0193442,0.00304919,152.427,-0.000129547,-0.00184549,167.818,0.107559,0.0471992,3638.18,-0.0253624,-0.00106151,0.604545,0.00549681,0.00250421,69.4545,0.128291,0.0808711,1.12219,0.058839,-0.0165717,1.03587,-0.0193442,0.00304919,1.02328,0.107559,0.0471992,1.04232,0.00549681,0.00250421,1.15758,0.128291,0.0808711,0.045007,0.0183578,-0.000429474,52.1818,0.275207,0.196751,3.21636,-0.087954,-0.0392493,152.427,0.0530555,-0.0491451,167.818,-0.0557716,-0.0628733,3638.18,0.291873,0.090474,0.604545,0.0268979,-0.0475895,69.4545,0.120545,-0.027334,1.12219,0.275207,0.196751,1.03587,-0.087954,-0.0392493,1.02328,-0.0557716,-0.0628733,1.04232,0.0268979,-0.0475895,1.15758,0.120545,-0.027334,0.045007,0.0178399,-0.0409976,52.1818,0.0928056,0.0210607,3.21636,-0.0361014,0.00243436,152.427,0.038361,0.0104182,167.818,0.10105,0.047825,3638.18,0.0517409,0.0446649,0.604545,0.0368594,0.00869417,69.4545,0.0815639,0.0485454,1.12219,0.0928056,0.0210607,1.03587,-0.0361014,0.00243436,1.02328,0.10105,0.047825,1.04232,0.0368594,0.00869417,1.15758,0.0815639,0.0485454,0.045007,0.0568046,0.0107836,All
52.7778,0.0605863,-0.0177165,3.23333,-0.0195804,0.00374711,153.444,-0.00447745,-0.00196381,168.111,0.116526,0.050753,3702.22,-0.0272196,-0.0010676,0.608889,0.0067188,0.00315554,69.7778,0.129906,0.0844491,1.13501,0.0605863,-0.0177165,1.04133,-0.0195804,0.00374711,1.02507,0.116526,0.050753,1.04981,0.0067188,0.00315554,1.16296,0.129906,0.0844491,0.0521729,0.0140824,-0.000302869,52.7778,0.301153,0.213535,3.23333,-0.0870633,-0.0402453,153.444,0.0637948,-0.0509933,168.111,-0.0610294,-0.0650324,3702.22,0.308773,0.094141,0.608889,0.0296226,-0.0502868,69.7778,0.117413,-0.0270563,1.13501,0.301153,0.213535,1.04133,-0.0870633,-0.0402453,1.02507,-0.0610294,-0.0650324,1.04981,0.0296226,-0.0502868,1.16296,0.117413,-0.0270563,0.0521729,0.0286993,-0.0431744,52.7778,0.0954965,0.0219018,3.23333,-0.0369934,0.00116895,153.444,0.0355926,0.0105262,168.111,0.107201,0.0506582,3702.22,0.0535601,0.0457031,0.608889,0.0366153,0.00853531,69.7778,0.0826509,0.0502542,1.13501,0.0954965,0.0219018,1.04133,-0.0369934,0.00116895,1.02507,0.107201,0.0506582,1.04981,0.0366153,0.00853531,1.16296,0.0826509,0.0502542,0.0521729,0.0548288,0.0111612,All
53.3737,0.0617335,-0.0188613,3.2503,-0.0198167,0.00444503,154.462,-0.00882536,-0.00208212,168.404,0.125493,0.0543067,3766.26,-0.0290767,-0.0010737,0.613232,0.00794078,0.00380688,70.101,0.131522,0.088027,1.14782,0.0617335,-0.0188613,1.0468,-0.0198167,0.00444503,1.02685,0.125493,0.0543067,1.0573,0.00794078,0.00380688,1.16835,0.131522,0.088027,0.0593388,0.00990575,-0.000176265,53.3737,0.326365,0.23032,3.2503,-0.0861727,-0.0412413,154.462,0.0745341,-0.0528415,168.404,-0.0662872,-0.0671915,3766.26,0.325673,0.097808,0.613232,0.0323474,-0.0529841,70.101,0.114281,-0.0267786,1.14782,0.326365,0.23032,1.0468,-0.0861727,-0.0412413,1.02685,-0.0662872,-0.0671915,1.0573,0.0323474,-0.0529841,1.16835,0.114281,-0.0267786,0.0593388,0.0386947,-0.0453511,53.3737,0.0976326,0.0227429,3.2503,-0.0378854,-9.64524e-05,154.462,0.0328241,0.0106343,168.404,0.113351,0.0534915,3766.26,0.0553793,0.0467413,0.613232,0.0363712,0.00837645,70.101,0.0837379,0.0519631,1.14782,0.0976326,0.0227429,1.0468,-0.0378854,-9.64524e-05,1.02685,0.113351,0.0534915,1.0573,0.0363712,0.00837645,1.16835,0.0837379,0.0519631,0.0593388,0.0527262,0.0115389,All
53.9697,0.0625238,-0.020006,3.26727,-0.020053,0.00514295,155.479,-0.0131733,-0.00220044,168.697,0.134461,0.0578605,3830.3,-0.0309339,-0.00107979,0.617576,0.00916277,0.00445821,70.4242,0.133137,0.091605,1.16064,0.0625238,-0.020006,1.05226,-0.020053,0.00514295,1.02864,0.134461,0.0578605,1.06479,0.00916277,0.00445821,1.17374,0.133137,0.091605,0.0665047,0.00572907,-4.96598e-05,53.9697,0.351141,0.247104,3.26727,-0.085282,-0.0422373,155.479,0.0852734,-0.0546897,168.697,-0.071545,-0.0693507,3830.3,0.342573,0.101475,0.617576,0.0350722,-0.0556815,70.4242,0.11115,-0.0265009,1.16064,0.351141,0.247104,1.05226,-0.085282,-0.0422373,1.02864,-0.071545,-0.0693507,1.06479,0.0350722,-0.0556815,1.17374,0.11115,-0.0265009,0.0665047,0.0486902,-0.0475279,53.9697,0.0994387,0.023584,3.26727,-0.0387773,-0.00136186,155.479,0.0300557,0.0107424,168.697,0.119501,0.0563247,3830.3,0.0571986,0.0477796,0.617576,0.0361271,0.0082176,70.4242,0.0848249,0.0536719,1.16064,0.0994387,0.023584,1.05226,-0.0387773,-0.00136186,1.02864,0.119501,0.0563247,1.06479,0.0361271,0.0082176,1.17374,0.0848249,0.0536719,0.0665047,0.0506236,0.0119165,All
54.5657,0.0633142,-0.0211508,3.28424,-0.0202893,0.00584088,156.496,-0.0175212,-0.00231876,168.99,0.143428,0.0614142,3894.34,-0.032791,-0.00108588,0.621919,0.0102808,0.00510955,70.7475,0.134753,0.095183,1.17345,0.0633142,-0.0211508,1.05773,-0.0202893,0.00584088,1.03043,0.143428,0.0614142,1.07227,0.0102808,0.00510955,1.17912,0.134753,0.095183,0.0736706,0.00155238,7.6945e-05,54.5657,0.375917,0.263888,3.28424,-0.0843914,-0.0432333,156.496,0.0960128,-0.0565379,168.99,-0.0768028,-0.0715098,3894.34,0.359473,0.105142,0.621919,0.0362656,-0.0583788,70.7475,0.108018,-0.0262232,1.17345,0.375917,0.263888,1.05773,-0.0843914,-0.0432333,1.03043,-0.0768028,-0.0715098,1.07227,0.0362656,-0.0583788,1.17912,0.108018,-0.0262232,0.0736706,0.0586857,-0.0497047,54.5657,0.101245,0.0244251,3.28424,-0.0396693,-0.00262727,156.496,0.0272873,0.0108505,168.99,0.125652,0.059158,3894.34,0.0590178,0.0488178,0.621919,0.0355605,0.00805874,70.7475,0.085912,0.0553807,1.17345,0.101245,0.0244251,1.05773,-0.0396693,-0.00262727,1.03043,0.125652,0.059158,1.07227,0.0355605,0.00805874,1.17912,0.085912,0.0553807,0.0736706,0.0485209,0.0122942,All
