eta_Cl_vs_AGEA_abscissa,eta_Cl_vs_AGEA_spline,eta_Cl_vs_AGEA_regression,eta_Cl_vs_ALBGDL_abscissa,eta_Cl_vs_ALBGDL_spline,eta_Cl_vs_ALBGDL_regression,eta_Cl_vs_CLCRMLMIN_abscissa,eta_Cl_vs_CLCRMLMIN_spline,eta_Cl_vs_CLCRMLMIN_regression,eta_Cl_vs_HCM_abscissa,eta_Cl_vs_HCM_spline,eta_Cl_vs_HCM_regression,eta_Cl_vs_RAL_abscissa,eta_Cl_vs_RAL_spline,eta_Cl_vs_RAL_regression,eta_Cl_vs_SCRMGDL_abscissa,eta_Cl_vs_SCRMGDL_spline,eta_Cl_vs_SCRMGDL_regression,eta_Cl_vs_WTKG_abscissa,eta_Cl_vs_WTKG_spline,eta_Cl_vs_WTKG_regression,eta_Cl_vs_centeredAGEA_abscissa,eta_Cl_vs_centeredAGEA_spline,eta_Cl_vs_centeredAGEA_regression,eta_Cl_vs_centeredALBGDL_abscissa,eta_Cl_vs_centeredALBGDL_spline,eta_Cl_vs_centeredALBGDL_regression,eta_Cl_vs_centeredHCM_abscissa,eta_Cl_vs_centeredHCM_spline,eta_Cl_vs_centeredHCM_regression,eta_Cl_vs_centeredSCR_abscissa,eta_Cl_vs_centeredSCR_spline,eta_Cl_vs_centeredSCR_regression,eta_Cl_vs_centeredWT_abscissa,eta_Cl_vs_centeredWT_spline,eta_Cl_vs_centeredWT_regression,eta_Cl_vs_logtCLCR_abscissa,eta_Cl_vs_logtCLCR_spline,eta_Cl_vs_logtCLCR_regression,eta_Q_vs_AGEA_abscissa,eta_Q_vs_AGEA_spline,eta_Q_vs_AGEA_regression,eta_Q_vs_ALBGDL_abscissa,eta_Q_vs_ALBGDL_spline,eta_Q_vs_ALBGDL_regression,eta_Q_vs_CLCRMLMIN_abscissa,eta_Q_vs_CLCRMLMIN_spline,eta_Q_vs_CLCRMLMIN_regression,eta_Q_vs_HCM_abscissa,eta_Q_vs_HCM_spline,eta_Q_vs_HCM_regression,eta_Q_vs_RAL_abscissa,eta_Q_vs_RAL_spline,eta_Q_vs_RAL_regression,eta_Q_vs_SCRMGDL_abscissa,eta_Q_vs_SCRMGDL_spline,eta_Q_vs_SCRMGDL_regression,eta_Q_vs_WTKG_abscissa,eta_Q_vs_WTKG_spline,eta_Q_vs_WTKG_regression,eta_Q_vs_centeredAGEA_abscissa,eta_Q_vs_centeredAGEA_spline,eta_Q_vs_centeredAGEA_regression,eta_Q_vs_centeredALBGDL_abscissa,eta_Q_vs_centeredALBGDL_spline,eta_Q_vs_centeredALBGDL_regression,eta_Q_vs_centeredHCM_abscissa,eta_Q_vs_centeredHCM_spline,eta_Q_vs_centeredHCM_regression,eta_Q_vs_centeredSCR_abscissa,eta_Q_vs_centeredSCR_spline,eta_Q_vs_centeredSCR_regression,eta_Q_vs_centeredWT_abscissa,eta_Q_vs_centeredWT_spline,eta_Q_vs_centeredWT_regression,eta_Q_vs_logtCLCR_abscissa,eta_Q_vs_logtCLCR_spline,eta_Q_vs_logtCLCR_regression,eta_V1_vs_AGEA_abscissa,eta_V1_vs_AGEA_spline,eta_V1_vs_AGEA_regression,eta_V1_vs_ALBGDL_abscissa,eta_V1_vs_ALBGDL_spline,eta_V1_vs_ALBGDL_regression,eta_V1_vs_CLCRMLMIN_abscissa,eta_V1_vs_CLCRMLMIN_spline,eta_V1_vs_CLCRMLMIN_regression,eta_V1_vs_HCM_abscissa,eta_V1_vs_HCM_spline,eta_V1_vs_HCM_regression,eta_V1_vs_RAL_abscissa,eta_V1_vs_RAL_spline,eta_V1_vs_RAL_regression,eta_V1_vs_SCRMGDL_abscissa,eta_V1_vs_SCRMGDL_spline,eta_V1_vs_SCRMGDL_regression,eta_V1_vs_WTKG_abscissa,eta_V1_vs_WTKG_spline,eta_V1_vs_WTKG_regression,eta_V1_vs_centeredAGEA_abscissa,eta_V1_vs_centeredAGEA_spline,eta_V1_vs_centeredAGEA_regression,eta_V1_vs_centeredALBGDL_abscissa,eta_V1_vs_centeredALBGDL_spline,eta_V1_vs_centeredALBGDL_regression,eta_V1_vs_centeredHCM_abscissa,eta_V1_vs_centeredHCM_spline,eta_V1_vs_centeredHCM_regression,eta_V1_vs_centeredSCR_abscissa,eta_V1_vs_centeredSCR_spline,eta_V1_vs_centeredSCR_regression,eta_V1_vs_centeredWT_abscissa,eta_V1_vs_centeredWT_spline,eta_V1_vs_centeredWT_regression,eta_V1_vs_logtCLCR_abscissa,eta_V1_vs_logtCLCR_spline,eta_V1_vs_logtCLCR_regression,split
35.4949,-0.0154314,0.0154821,2.74121,-0.00185806,-0.0164926,123.946,0.0745976,0.00146743,159.616,-0.124851,-0.0523059,1845.05,0.0266374,-0.000890926,0.482929,-0.0242836,-0.0157331,60.404,0.00994973,-0.0193122,0.763332,-0.0154314,0.0154821,0.882838,-0.00185806,-0.0164926,0.973269,-0.124851,-0.0523059,0.832637,-0.0242836,-0.0157331,1.00673,0.00994973,-0.0193122,-0.155638,0.0764145,-0.00397441,35.4949,-0.415701,-0.273209,2.74121,-0.0402941,-0.0113608,123.946,-0.176291,0.00260416,159.616,0.0375574,-0.00241762,1845.05,-0.181326,-0.0122016,0.482929,-0.0394554,0.0279358,60.404,-0.0397919,-0.0351097,0.763332,-0.415701,-0.273209,0.882838,-0.0402941,-0.0113608,0.973269,0.0375574,-0.00241762,0.832637,-0.0394554,0.0279358,1.00673,-0.0397919,-0.0351097,-0.155638,-0.212443,0.0199517,35.4949,-0.0157326,-0.00248983,2.74121,0.0323301,0.0378657,123.946,0.0667949,0.00739167,159.616,-0.0765607,-0.0315056,1845.05,0.000802746,0.015594,0.482929,0.0230255,0.0131422,60.404,-0.00528463,0.00069865,0.763332,-0.0157326,-0.00248983,0.882838,0.0323301,0.0378657,0.973269,-0.0765607,-0.0315056,0.832637,0.0230255,0.0131422,1.00673,-0.00528463,0.00069865,-0.155638,0.0449689,0.000209344,All
36.0909,-0.0127086,0.0143373,2.75818,-0.00173163,-0.0157947,124.964,0.07624,0.00134911,159.909,-0.122755,-0.0487522,1909.09,0.0247803,-0.000897019,0.487273,-0.0236471,-0.0150818,60.7273,0.0158945,-0.0157342,0.776149,-0.0127086,0.0143373,0.888303,-0.00173163,-0.0157947,0.975055,-0.122755,-0.0487522,0.840125,-0.0236471,-0.0150818,1.01212,0.0158945,-0.0157342,-0.148472,0.0807342,-0.0038478,36.0909,-0.39298,-0.256425,2.75818,-0.0455248,-0.0123568,124.964,-0.178154,0.000755966,159.909,0.0384348,-0.00457675,1909.09,-0.164426,-0.00853458,0.487273,-0.0399821,0.0252385,60.7273,-0.0323692,-0.034832,0.776149,-0.39298,-0.256425,0.888303,-0.0455248,-0.0123568,0.975055,0.0384348,-0.00457675,0.840125,-0.0399821,0.0252385,1.01212,-0.0323692,-0.034832,-0.148472,-0.221878,0.0177749,36.0909,-0.0114922,-0.00164874,2.75818,0.0285688,0.0366003,124.964,0.0694043,0.00749976,159.909,-0.0737624,-0.0286723,1909.09,0.00262197,0.0166322,0.487273,0.0243054,0.0129834,60.7273,-0.00199262,0.00240746,0.776149,-0.0114922,-0.00164874,0.888303,0.0285688,0.0366003,0.975055,-0.0737624,-0.0286723,0.840125,0.0243054,0.0129834,1.01212,-0.00199262,0.00240746,-0.148472,0.0492098,0.000586996,All
36.6869,-0.0099857,0.0131926,2.77515,-0.0016052,-0.0150967,125.981,0.0766942,0.0012308,160.202,-0.117678,-0.0451984,1973.13,0.0229232,-0.000903111,0.491616,-0.0230107,-0.0144305,61.0505,0.0218062,-0.0121562,0.788965,-0.0099857,0.0131926,0.893769,-0.0016052,-0.0150967,0.976842,-0.117678,-0.0451984,0.847614,-0.0230107,-0.0144305,1.01751,0.0218062,-0.0121562,-0.141306,0.085054,-0.0037212,36.6869,-0.370259,-0.23964,2.77515,-0.0507556,-0.0133528,125.981,-0.176887,-0.00109222,160.202,0.0375538,-0.00673588,1973.13,-0.147526,-0.00486759,0.491616,-0.0405088,0.0225411,61.0505,-0.0248085,-0.0345543,0.788965,-0.370259,-0.23964,0.893769,-0.0507556,-0.0133528,0.976842,0.0375538,-0.00673588,0.847614,-0.0405088,0.0225411,1.01751,-0.0248085,-0.0345543,-0.141306,-0.231313,0.0155982,36.6869,-0.0072517,-0.000807645,2.77515,0.0248074,0.0353349,125.981,0.0711042,0.00760785,160.202,-0.0691578,-0.0258391,1973.13,0.00444119,0.0176705,0.491616,0.0255852,0.0128245,61.0505,0.00134261,0.00411628,0.788965,-0.0072517,-0.000807645,0.893769,0.0248074,0.0353349,0.976842,-0.0691578,-0.0258391,0.847614,0.0255852,0.0128245,1.01751,0.00134261,0.00411628,-0.141306,0.0534507,0.000964647,All
37.2828,-0.00726283,0.0120478,2.79212,-0.00147876,-0.0143988,126.998,0.0765207,0.00111248,160.495,-0.11126,-0.0416447,2037.17,0.021066,-0.000909203,0.49596,-0.0223742,-0.0137791,61.3737,0.0275391,-0.00857824,0.801781,-0.00726283,0.0120478,0.899234,-0.00147876,-0.0143988,0.978628,-0.11126,-0.0416447,0.855103,-0.0223742,-0.0137791,1.0229,0.0275391,-0.00857824,-0.134141,0.0881701,-0.00359459,37.2828,-0.347539,-0.222856,2.79212,-0.0559863,-0.0143488,126.998,-0.174016,-0.00294041,160.495,0.0358815,-0.00889501,2037.17,-0.130626,-0.00120061,0.49596,-0.0410356,0.0198438,61.3737,-0.0165024,-0.0342766,0.801781,-0.347539,-0.222856,0.899234,-0.0559863,-0.0143488,0.978628,0.0358815,-0.00889501,0.855103,-0.0410356,0.0198438,1.0229,-0.0165024,-0.0342766,-0.134141,-0.237246,0.0134214,37.2828,-0.00301124,3.34457e-05,2.79212,0.021046,0.0340695,126.998,0.0723116,0.00771594,160.495,-0.0637402,-0.0230059,2037.17,0.00626041,0.0187087,0.49596,0.0268651,0.0126656,61.3737,0.00491131,0.00582509,0.801781,-0.00301124,3.34457e-05,0.899234,0.021046,0.0340695,0.978628,-0.0637402,-0.0230059,0.855103,0.0268651,0.0126656,1.0229,0.00491131,0.00582509,-0.134141,0.0570285,0.0013423,All
37.8788,-0.00453995,0.010903,2.80909,-0.00183915,-0.0137009,128.015,0.0752767,0.000994159,160.788,-0.104842,-0.0380909,2101.21,0.0192089,-0.000915296,0.500303,-0.0217142,-0.0131278,61.697,0.033272,-0.00500026,0.814598,-0.00453995,0.010903,0.904699,-0.00183915,-0.0137009,0.980414,-0.104842,-0.0380909,0.862591,-0.0217142,-0.0131278,1.02828,0.033272,-0.00500026,-0.126975,0.0878017,-0.00346799,37.8788,-0.324818,-0.206072,2.80909,-0.0596302,-0.0153449,128.015,-0.168443,-0.0047886,160.788,0.0342092,-0.0110541,2101.21,-0.113726,0.00246638,0.500303,-0.0413784,0.0171465,61.697,-0.00819643,-0.0339989,0.814598,-0.324818,-0.206072,0.904699,-0.0596302,-0.0153449,0.980414,0.0342092,-0.0110541,0.862591,-0.0413784,0.0171465,1.02828,-0.00819643,-0.0339989,-0.126975,-0.233042,0.0112447,37.8788,0.00122923,0.000874536,2.80909,0.0177844,0.0328041,128.015,0.0726697,0.00782403,160.788,-0.0583227,-0.0201726,2101.21,0.00807963,0.019747,0.500303,0.0281163,0.0125068,61.697,0.00848002,0.0075339,0.814598,0.00122923,0.000874536,0.904699,0.0177844,0.0328041,0.980414,-0.0583227,-0.0201726,0.862591,0.0281163,0.0125068,1.02828,0.00848002,0.0075339,-0.126975,0.0586864,0.00171995,All
38.4747,-0.00181708,0.00975821,2.82606,-0.00262144,-0.013003,129.032,0.0740327,0.00087584,161.081,-0.0984237,-0.0345371,2165.25,0.0173517,-0.000921388,0.504646,-0.0207393,-0.0124765,62.0202,0.0389592,-0.00142229,0.827414,-0.00181708,0.00975821,0.910164,-0.00262144,-0.013003,0.9822,-0.0984237,-0.0345371,0.87008,-0.0207393,-0.0124765,1.03367,0.0389592,-0.00142229,-0.119809,0.0874334,-0.00334138,38.4747,-0.302097,-0.189287,2.82606,-0.0618989,-0.0163409,129.032,-0.162871,-0.00663679,161.081,0.0325369,-0.0132133,2165.25,-0.0968259,0.00613336,0.504646,-0.0392696,0.0144492,62.0202,0.000175252,-0.0337212,0.827414,-0.302097,-0.189287,0.910164,-0.0618989,-0.0163409,0.9822,0.0325369,-0.0132133,0.87008,-0.0392696,0.0144492,1.03367,0.000175252,-0.0337212,-0.119809,-0.228837,0.0090679,38.4747,0.00546969,0.00171563,2.82606,0.014956,0.0315387,129.032,0.0730279,0.00793212,161.081,-0.0529052,-0.0173394,2165.25,0.00989885,0.0207852,0.504646,0.0289849,0.0123479,62.0202,0.0120741,0.00924272,0.827414,0.00546969,0.00171563,0.910164,0.014956,0.0315387,0.9822,-0.0529052,-0.0173394,0.87008,0.0289849,0.0123479,1.03367,0.0120741,0.00924272,-0.119809,0.0603443,0.0020976,All
39.0707,0.000905796,0.00861343,2.84303,-0.00340373,-0.0123051,130.049,0.0727886,0.000757522,161.374,-0.0920055,-0.0309834,2229.29,0.0154946,-0.00092748,0.50899,-0.0197643,-0.0118251,62.3434,0.0439613,0.00215568,0.84023,0.000905796,0.00861343,0.91563,-0.00340373,-0.0123051,0.983986,-0.0920055,-0.0309834,0.877569,-0.0197643,-0.0118251,1.03906,0.0439613,0.00215568,-0.112643,0.087065,-0.00321478,39.0707,-0.279377,-0.172503,2.84303,-0.0641675,-0.0173369,130.049,-0.157298,-0.00848498,161.374,0.0308646,-0.0153724,2229.29,-0.0799259,0.00980035,0.50899,-0.0371608,0.0117518,62.3434,0.00953203,-0.0334435,0.84023,-0.279377,-0.172503,0.91563,-0.0641675,-0.0173369,0.983986,0.0308646,-0.0153724,0.877569,-0.0371608,0.0117518,1.03906,0.00953203,-0.0334435,-0.112643,-0.224632,0.00689113,39.0707,0.00971016,0.00255672,2.84303,0.0121275,0.0302733,130.049,0.0733861,0.0080402,161.374,-0.0474877,-0.0145062,2229.29,0.0117181,0.0218235,0.50899,0.0298534,0.0121891,62.3434,0.0160488,0.0109515,0.84023,0.00971016,0.00255672,0.91563,0.0121275,0.0302733,0.983986,-0.0474877,-0.0145062,0.877569,0.0298534,0.0121891,1.03906,0.0160488,0.0109515,-0.112643,0.0620022,0.00247525,All
39.6667,0.00362867,0.00746866,2.86,-0.00418602,-0.0116071,131.067,0.0715446,0.000639203,161.667,-0.0855873,-0.0274296,2293.33,0.0136375,-0.000933573,0.513333,-0.0187894,-0.0111738,62.6667,0.0489634,0.00573365,0.853047,0.00362867,0.00746866,0.921095,-0.00418602,-0.0116071,0.985772,-0.0855873,-0.0274296,0.885057,-0.0187894,-0.0111738,1.04444,0.0489634,0.00573365,-0.105477,0.0866967,-0.00308818,39.6667,-0.256656,-0.155719,2.86,-0.0664362,-0.0183329,131.067,-0.151726,-0.0103332,161.667,0.0291923,-0.0175315,2293.33,-0.0630259,0.0134673,0.513333,-0.035052,0.00905449,62.6667,0.0188888,-0.0331658,0.853047,-0.256656,-0.155719,0.921095,-0.0664362,-0.0183329,0.985772,0.0291923,-0.0175315,0.885057,-0.035052,0.00905449,1.04444,0.0188888,-0.0331658,-0.105477,-0.220428,0.00471437,39.6667,0.0139506,0.00339781,2.86,0.00929913,0.0290079,131.067,0.0737442,0.00814829,161.667,-0.0420702,-0.0116729,2293.33,0.0135373,0.0228617,0.513333,0.030722,0.0120302,62.6667,0.0200235,0.0126603,0.853047,0.0139506,0.00339781,0.921095,0.00929913,0.0290079,0.985772,-0.0420702,-0.0116729,0.885057,0.030722,0.0120302,1.04444,0.0200235,0.0126603,-0.105477,0.0636601,0.0028529,All
40.2626,0.00635154,0.00632388,2.87697,-0.00496831,-0.0109092,132.084,0.0703005,0.000520884,161.96,-0.0791691,-0.0238759,2357.37,0.0117803,-0.000939665,0.517677,-0.0178145,-0.0105225,62.9899,0.0539655,0.00931163,0.865863,0.00635154,0.00632388,0.92656,-0.00496831,-0.0109092,0.987559,-0.0791691,-0.0238759,0.892546,-0.0178145,-0.0105225,1.04983,0.0539655,0.00931163,-0.0983111,0.0863283,-0.00296157,40.2626,-0.233935,-0.138935,2.87697,-0.0687048,-0.0193289,132.084,-0.146153,-0.0121814,161.96,0.0275199,-0.0196907,2357.37,-0.046126,0.0171343,0.517677,-0.0329432,0.00635716,62.9899,0.0282456,-0.0328881,0.865863,-0.233935,-0.138935,0.92656,-0.0687048,-0.0193289,0.987559,0.0275199,-0.0196907,0.892546,-0.0329432,0.00635716,1.04983,0.0282456,-0.0328881,-0.0983111,-0.216223,0.00253761,40.2626,0.0181911,0.0042389,2.87697,0.0064707,0.0277425,132.084,0.0741024,0.00825638,161.96,-0.0366526,-0.00883969,2357.37,0.0153565,0.0238999,0.517677,0.0315905,0.0118713,62.9899,0.0239982,0.0143692,0.865863,0.0181911,0.0042389,0.92656,0.0064707,0.0277425,0.987559,-0.0366526,-0.00883969,0.892546,0.0315905,0.0118713,1.04983,0.0239982,0.0143692,-0.0983111,0.0653181,0.00323055,All
40.8586,0.00907442,0.0051791,2.89394,-0.00575059,-0.0102113,133.101,0.0690565,0.000402566,162.253,-0.0708214,-0.0203221,2421.41,0.00992319,-0.000945757,0.52202,-0.0168396,-0.00987114,63.3131,0.0589676,0.0128896,0.878679,0.00907442,0.0051791,0.932026,-0.00575059,-0.0102113,0.989345,-0.0708214,-0.0203221,0.900035,-0.0168396,-0.00987114,1.05522,0.0589676,0.0128896,-0.0911452,0.0856741,-0.00283497,40.8586,-0.211215,-0.12215,2.89394,-0.0709735,-0.0203249,133.101,-0.140581,-0.0140295,162.253,0.0245154,-0.0218498,2421.41,-0.029226,0.0208013,0.52202,-0.0308344,0.00365983,63.3131,0.0376023,-0.0326104,0.878679,-0.211215,-0.12215,0.932026,-0.0709735,-0.0203249,0.989345,0.0245154,-0.0218498,0.900035,-0.0308344,0.00365983,1.05522,0.0376023,-0.0326104,-0.0911452,-0.211238,0.000360851,40.8586,0.0224316,0.00507999,2.89394,0.00364228,0.0264771,133.101,0.0744606,0.00836447,162.253,-0.0301416,-0.00600645,2421.41,0.0171757,0.0249382,0.52202,0.0324591,0.0117125,63.3131,0.0279729,0.016078,0.878679,0.0224316,0.00507999,0.932026,0.00364228,0.0264771,0.989345,-0.0301416,-0.00600645,0.900035,0.0324591,0.0117125,1.05522,0.0279729,0.016078,-0.0911452,0.0668024,0.0036082,All
41.4545,0.0117973,0.00403432,2.91091,-0.00653288,-0.00951338,134.118,0.0678124,0.000284247,162.545,-0.0621649,-0.0167684,2485.45,0.00806605,-0.00095185,0.526364,-0.0158646,-0.00921981,63.6364,0.0639697,0.0164676,0.891496,0.0117973,0.00403432,0.937491,-0.00653288,-0.00951338,0.991131,-0.0621649,-0.0167684,0.907524,-0.0158646,-0.00921981,1.06061,0.0639697,0.0164676,-0.0839793,0.0839804,-0.00270836,41.4545,-0.188494,-0.105366,2.91091,-0.0732421,-0.021321,134.118,-0.135008,-0.0158777,162.545,0.0212978,-0.0240089,2485.45,-0.012326,0.0244683,0.526364,-0.0287256,0.000962499,63.6364,0.0469591,-0.0323327,0.891496,-0.188494,-0.105366,0.937491,-0.0732421,-0.021321,0.991131,0.0212978,-0.0240089,0.907524,-0.0287256,0.000962499,1.06061,0.0469591,-0.0323327,-0.0839793,-0.203415,-0.00181591,41.4545,0.026672,0.00592108,2.91091,0.00081386,0.0252117,134.118,0.0748187,0.00847256,162.545,-0.0234556,-0.00317322,2485.45,0.0189949,0.0259764,0.526364,0.0333276,0.0115536,63.6364,0.0319476,0.0177868,0.891496,0.026672,0.00592108,0.937491,0.00081386,0.0252117,0.991131,-0.0234556,-0.00317322,0.907524,0.0333276,0.0115536,1.06061,0.0319476,0.0177868,-0.0839793,0.0676553,0.00398586,All
42.0505,0.0145202,0.00288954,2.92788,-0.00731517,-0.00881546,135.135,0.0651395,0.000165929,162.838,-0.0535084,-0.0132146,2549.49,0.00620891,-0.000957942,0.530707,-0.0148555,-0.00856847,63.9596,0.0689718,0.0200455,0.904312,0.0145202,0.00288954,0.942956,-0.00731517,-0.00881546,0.992917,-0.0535084,-0.0132146,0.915012,-0.0148555,-0.00856847,1.06599,0.0689718,0.0200455,-0.0768133,0.0817231,-0.00258176,42.0505,-0.165773,-0.0885817,2.92788,-0.0755108,-0.022317,135.135,-0.126086,-0.0177259,162.838,0.0180801,-0.0261681,2549.49,0.00457394,0.0281353,0.530707,-0.0264163,-0.00173483,63.9596,0.0563159,-0.032055,0.904312,-0.165773,-0.0885817,0.942956,-0.0755108,-0.022317,0.992917,0.0180801,-0.0261681,0.915012,-0.0264163,-0.00173483,1.06599,0.0563159,-0.032055,-0.0768133,-0.194181,-0.00399267,42.0505,0.0309125,0.00676217,2.92788,-0.00201456,0.0239463,135.135,0.0739797,0.00858065,162.838,-0.0167696,-0.000339983,2549.49,0.0208142,0.0270147,0.530707,0.0341139,0.0113948,63.9596,0.0359223,0.0194956,0.904312,0.0309125,0.00676217,0.942956,-0.00201456,0.0239463,0.992917,-0.0167696,-0.000339983,0.915012,0.0341139,0.0113948,1.06599,0.0359223,0.0194956,-0.0768133,0.068126,0.00436351,All
42.6465,0.017243,0.00174476,2.94485,-0.00809746,-0.00811754,136.153,0.0621556,4.761e-05,163.131,-0.0448519,-0.00966086,2613.54,0.00435177,-0.000964034,0.535051,-0.0136707,-0.00791714,64.2828,0.0739739,0.0236235,0.917128,0.017243,0.00174476,0.948421,-0.00809746,-0.00811754,0.994703,-0.0448519,-0.00966086,0.922501,-0.0136707,-0.00791714,1.07138,0.0739739,0.0236235,-0.0696474,0.078755,-0.00245515,42.6465,-0.143053,-0.0717974,2.94485,-0.0777795,-0.023313,136.153,-0.116436,-0.0195741,163.131,0.0148624,-0.0283272,2613.54,0.0214739,0.0318023,0.535051,-0.0230753,-0.00443216,64.2828,0.0656727,-0.0317773,0.917128,-0.143053,-0.0717974,0.948421,-0.0777795,-0.023313,0.994703,0.0148624,-0.0283272,0.922501,-0.0230753,-0.00443216,1.07138,0.0656727,-0.0317773,-0.0696474,-0.183166,-0.00616943,42.6465,0.0351529,0.00760326,2.94485,-0.00484298,0.0226809,136.153,0.0728802,0.00868874,163.131,-0.0100836,0.00249325,2613.54,0.0226334,0.0280529,0.535051,0.0344774,0.0112359,64.2828,0.039897,0.0212044,0.917128,0.0351529,0.00760326,0.948421,-0.00484298,0.0226809,0.994703,-0.0100836,0.00249325,0.922501,0.0344774,0.0112359,1.07138,0.039897,0.0212044,-0.0696474,0.0681147,0.00474116,All
43.2424,0.0200214,0.000599981,2.96182,-0.00887975,-0.00741962,137.17,0.0591717,-7.07086e-05,163.424,-0.0361954,-0.0061071,2677.58,0.00249463,-0.000970127,0.539394,-0.0124858,-0.0072658,64.6061,0.078976,0.0272015,0.929945,0.0200214,0.000599981,0.953887,-0.00887975,-0.00741962,0.996489,-0.0361954,-0.0061071,0.92999,-0.0124858,-0.0072658,1.07677,0.078976,0.0272015,-0.0624815,0.0757869,-0.00232855,43.2424,-0.118846,-0.0550131,2.96182,-0.0800481,-0.024309,137.17,-0.106785,-0.0214223,163.424,0.0116448,-0.0304863,2677.58,0.0383739,0.0354693,0.539394,-0.0197344,-0.0071295,64.6061,0.0750294,-0.0314996,0.929945,-0.118846,-0.0550131,0.953887,-0.0800481,-0.024309,0.996489,0.0116448,-0.0304863,0.92999,-0.0197344,-0.0071295,1.07677,0.0750294,-0.0314996,-0.0624815,-0.172151,-0.00834619,43.2424,0.0392368,0.00844435,2.96182,-0.00767141,0.0214155,137.17,0.0717806,0.00879683,163.424,-0.00339759,0.00532649,2677.58,0.0244526,0.0290912,0.539394,0.0348408,0.0110771,64.6061,0.0438717,0.0229132,0.929945,0.0392368,0.00844435,0.953887,-0.00767141,0.0214155,0.996489,-0.00339759,0.00532649,0.92999,0.0348408,0.0110771,1.07677,0.0438717,0.0229132,-0.0624815,0.0681034,0.00511881,All
43.8384,0.0228806,-0.000544798,2.97879,-0.00966204,-0.0067217,138.187,0.0561878,-0.000189027,163.717,-0.0275389,-0.00255335,2741.62,0.000637493,-0.000976219,0.543737,-0.011301,-0.00661447,64.9293,0.0839781,0.0307795,0.942761,0.0228806,-0.000544798,0.959352,-0.00966204,-0.0067217,0.998275,-0.0275389,-0.00255335,0.937478,-0.011301,-0.00661447,1.08215,0.0839781,0.0307795,-0.0553156,0.0728188,-0.00220194,43.8384,-0.0924707,-0.0382288,2.97879,-0.0823168,-0.025305,138.187,-0.0971346,-0.0232705,163.717,0.0084271,-0.0326454,2741.62,0.0552738,0.0391362,0.543737,-0.0163934,-0.00982683,64.9293,0.0843862,-0.0312219,0.942761,-0.0924707,-0.0382288,0.959352,-0.0823168,-0.025305,0.998275,0.0084271,-0.0326454,0.937478,-0.0163934,-0.00982683,1.08215,0.0843862,-0.0312219,-0.0553156,-0.161136,-0.010523,43.8384,0.0430923,0.00928544,2.97879,-0.0104998,0.02015,138.187,0.0706811,0.00890491,163.717,0.00328842,0.00815972,2741.62,0.0262718,0.0301294,0.543737,0.0352043,0.0109182,64.9293,0.0478464,0.024622,0.942761,0.0430923,0.00928544,0.959352,-0.0104998,0.02015,0.998275,0.00328842,0.00815972,0.937478,0.0352043,0.0109182,1.08215,0.0478464,0.024622,-0.0553156,0.068092,0.00549646,All
44.4343,0.0257398,-0.00168958,2.99576,-0.0104443,-0.00602378,139.204,0.0532038,-0.000307346,164.01,-0.0188471,0.00100041,2805.66,-0.00121965,-0.000982311,0.548081,-0.0101161,-0.00596314,65.2525,0.0889802,0.0343574,0.955577,0.0257398,-0.00168958,0.964817,-0.0104443,-0.00602378,1.00006,-0.0188471,0.00100041,0.944967,-0.0101161,-0.00596314,1.08754,0.0889802,0.0343574,-0.0481497,0.0698506,-0.00207534,44.4343,-0.0660958,-0.0214445,2.99576,-0.0845854,-0.026301,139.204,-0.087484,-0.0251187,164.01,0.0051786,-0.0348046,2805.66,0.0721738,0.0428032,0.548081,-0.0130524,-0.0125242,65.2525,0.093743,-0.0309442,0.955577,-0.0660958,-0.0214445,0.964817,-0.0845854,-0.026301,1.00006,0.0051786,-0.0348046,0.944967,-0.0130524,-0.0125242,1.08754,0.093743,-0.0309442,-0.0481497,-0.150122,-0.0126997,44.4343,0.0469478,0.0101265,2.99576,-0.0133282,0.0188846,139.204,0.0695815,0.009013,164.01,0.00999195,0.010993,2805.66,0.028091,0.0311677,0.548081,0.0355678,0.0107593,65.2525,0.0518211,0.0263309,0.955577,0.0469478,0.0101265,0.964817,-0.0133282,0.0188846,1.00006,0.00999195,0.010993,0.944967,0.0355678,0.0107593,1.08754,0.0518211,0.0263309,-0.0481497,0.0680807,0.00587411,All
