iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,b,omega_Cl,omega_Q,omega_V1
776,262.934,1,10.1777,10.2693,43.4181,54.7434,0.0940653,0.270446,1.00594,0.00332431
777,262.606,1,10.1882,10.0025,43.4266,54.8313,0.0951678,0.266235,1.00565,0.00327828
778,258.705,1,10.2164,10.0833,43.4358,55.6837,0.0964556,0.26011,0.947468,0.00316443
779,257.02,1,10.1745,9.99644,43.4145,57.6194,0.0956552,0.266251,0.926554,0.00311413
780,267.352,1,10.1595,9.77351,43.4018,56.2626,0.0960199,0.26683,0.939206,0.00351547
781,267.853,1,10.1714,10.1974,43.3929,55.3064,0.0957873,0.262744,0.951016,0.0038691
782,269.815,1,10.1793,10.3771,43.4116,54.8384,0.0971341,0.263348,0.940147,0.00382354
783,264.303,1,10.1591,10.2422,43.3981,55.5818,0.0962716,0.267592,0.924631,0.00380335
784,257.411,1,10.1919,10.0046,43.3888,56.0262,0.0952748,0.262809,0.920504,0.00367193
785,254.606,1,10.2188,10.1151,43.3733,56.7412,0.0939625,0.259593,0.911954,0.00370476
786,254.178,1,10.2078,9.78288,43.3827,57.4202,0.0936958,0.257439,0.889121,0.00363765
787,253.905,1,10.1784,9.737,43.3598,57.2356,0.0938245,0.255202,0.877509,0.00346491
788,266.925,1,10.1637,9.37415,43.3669,56.1002,0.0961334,0.255745,0.898471,0.00356853
789,268.12,1,10.1519,9.62668,43.3659,55.1934,0.0969079,0.257449,0.910736,0.0036998
790,270.929,1,10.1677,10.1291,43.3591,53.0517,0.0970605,0.256874,0.967716,0.00384995
791,276.245,1,10.1881,10.3095,43.3676,52.7104,0.098663,0.255064,0.990767,0.00397569
792,269.922,1,10.1824,10.2115,43.3558,53.57,0.098446,0.255496,0.945113,0.00405381
793,270.565,1,10.1632,10.1254,43.3551,54.5069,0.0989964,0.254079,0.914969,0.00395019
794,267.74,1,10.1935,10.1089,43.3601,53.1363,0.0978152,0.25063,0.957033,0.00402512
795,265.52,1,10.221,10.3203,43.3608,53.6449,0.097569,0.24623,0.926425,0.00406618
796,266.485,1,10.2318,10.4413,43.357,52.3843,0.0960563,0.25164,0.95683,0.00421569
797,268.641,1,10.2362,11.0893,43.3691,52.7816,0.0961058,0.253141,0.922813,0.0044017
798,268.896,1,10.2072,10.6675,43.3583,53.891,0.0961493,0.25913,0.901105,0.00443943
799,267.338,1,10.2029,10.3039,43.3615,53.7613,0.0944458,0.260066,0.924688,0.00483165
800,268.765,1,10.213,10.3226,43.3774,53.5024,0.0951733,0.266073,0.93229,0.00456924
801,271.727,1,10.201,10.1924,43.382,52.6171,0.0963298,0.267539,0.919536,0.0044842
802,268.078,1,10.2001,9.89573,43.3741,52.3849,0.0960613,0.259882,0.932338,0.00447416
803,264.437,1,10.2026,10.0083,43.3858,53.1347,0.0950108,0.260824,0.948577,0.00436573
804,266.67,1,10.2197,10.0599,43.3953,52.7078,0.0960044,0.259546,0.89144,0.0043837
805,268.008,1,10.2074,10.2693,43.4122,52.5176,0.0960715,0.261676,0.900965,0.00433546
806,270.786,1,10.1891,10.2278,43.4006,51.1127,0.0963127,0.262875,0.894806,0.00446165
807,274.4,1,10.1854,10.5217,43.3899,51.7834,0.0970202,0.266038,0.913967,0.00448324
808,268.644,1,10.2368,10.6558,43.3685,52.8907,0.0969045,0.26285,0.925872,0.00442697
809,270.468,1,10.2164,9.96929,43.3629,52.9542,0.0975847,0.264663,0.913945,0.0043078
810,268.283,1,10.1864,10.0059,43.3588,54.8491,0.0967406,0.263025,0.911996,0.00430763
811,262.655,1,10.171,9.75022,43.343,56.3645,0.0964573,0.262749,0.908958,0.0039049
812,266.521,1,10.169,9.99499,43.3584,55.8211,0.0954501,0.264002,0.908566,0.00422168
813,261.691,1,10.1728,10.0157,43.3598,53.0788,0.09505,0.258313,0.882199,0.00418449
814,267.012,1,10.1559,9.8068,43.3497,53.7117,0.095854,0.257658,0.904484,0.00404866
815,265.933,1,10.1506,9.78623,43.3678,53.9688,0.0955112,0.259937,0.916999,0.00408534
816,264.445,1,10.1429,9.94361,43.3642,54.227,0.0940875,0.263707,0.963455,0.0041351
817,267.652,1,10.169,10.2391,43.3568,53.133,0.0945855,0.263574,1.00313,0.00402118
818,270.731,1,10.2091,10.2183,43.3457,53.8082,0.096281,0.264838,1.03612,0.00381309
819,275.08,1,10.2566,10.3634,43.333,53.1813,0.0978003,0.267801,1.06759,0.0038405
820,269.029,1,10.2311,10.1583,43.3265,51.9353,0.0973713,0.264482,1.06069,0.00376832
821,263.619,1,10.2738,10.3939,43.3437,51.6858,0.0970996,0.261515,1.0577,0.0035214
822,260.666,1,10.2974,10.5692,43.3471,51.7271,0.0969665,0.258145,1.01158,0.00339617
823,259.071,1,10.2334,10.2016,43.3569,53.3549,0.096033,0.260209,0.965249,0.00337112
824,263.205,1,10.1503,10.0872,43.364,53.8005,0.0974004,0.259235,0.926118,0.00313296
825,259.957,1,10.1363,9.84093,43.369,53.6715,0.0986844,0.26026,0.893654,0.00283052
826,257.344,1,10.1356,9.60685,43.3781,53.2414,0.0974732,0.263307,0.890812,0.00286409
827,252.733,1,10.1533,9.62273,43.3715,53.0285,0.096337,0.264945,0.885072,0.00278272
828,260.647,1,10.1776,9.65709,43.3814,52.2184,0.0974522,0.261471,0.865478,0.0029286
829,259.368,1,10.1885,10.0227,43.3751,52.6336,0.0977473,0.26861,0.840234,0.00294373
830,251.136,1,10.2253,10.232,43.3828,52.4232,0.0973891,0.265479,0.875096,0.0026272
831,259.599,1,10.2233,10.391,43.379,51.9189,0.0980758,0.263426,0.891591,0.00268911
832,251.358,1,10.2382,10.8006,43.3667,52.1669,0.0973051,0.262088,0.932643,0.00246732
833,246.911,1,10.251,10.7305,43.3782,51.7701,0.0958995,0.257402,0.945855,0.00239692
834,254.382,1,10.2415,10.4957,43.3766,51.7701,0.0966872,0.259842,0.913646,0.00246613
835,256.3,1,10.2287,10.7215,43.3657,51.4388,0.097466,0.254483,0.913943,0.00250197
836,250.436,1,10.2133,10.2972,43.3779,53.4913,0.0964798,0.258134,0.938515,0.00240819
837,251.296,1,10.1994,10.3994,43.374,55.089,0.0961191,0.264344,0.972454,0.00228721
838,243.414,1,10.214,10.4454,43.3712,55.7223,0.0952088,0.26214,0.950632,0.00217186
839,252.944,1,10.2213,10.5002,43.3721,56.0765,0.0956813,0.258867,0.961551,0.002341
840,245.258,1,10.2299,10.632,43.3657,55.8077,0.0949064,0.260181,0.980001,0.00221064
841,245.822,1,10.2423,10.472,43.3642,55.294,0.095056,0.257442,1.03576,0.00204913
842,252.17,1,10.2604,10.6028,43.3718,55.448,0.0966721,0.261057,1.01744,0.00204004
843,241.813,1,10.2656,10.5424,43.3663,56.8878,0.0963871,0.263576,1.00526,0.0018296
844,248.743,1,10.2489,10.3406,43.3719,55.8131,0.0963581,0.262379,1.01589,0.00188743
845,248.524,1,10.237,10.1803,43.3703,54.1672,0.0961779,0.256896,1.03833,0.00195587
846,248.21,1,10.2679,10.1334,43.3659,54.4898,0.096566,0.25354,1.04371,0.0019756
847,244.341,1,10.2656,9.8746,43.371,53.9667,0.0960713,0.251772,1.01403,0.00198615
848,247.328,1,10.2336,10.1646,43.3667,54.9886,0.0956192,0.253376,0.94525,0.00217
849,241.946,1,10.2219,10.2017,43.3715,55.1198,0.0942508,0.25453,0.919676,0.00222122
850,245.791,1,10.2485,10.4766,43.3828,54.6572,0.0945078,0.258003,0.922925,0.00223536
851,243.031,1,10.2312,9.91714,43.382,54.961,0.0955546,0.259125,0.920786,0.00201055
852,249.724,1,10.1763,9.27644,43.3818,54.4336,0.0951924,0.259229,0.990163,0.0020623
853,251.081,1,10.1461,9.33437,43.3786,55.4851,0.0955638,0.261584,1.01646,0.00202986
854,248.796,1,10.1698,9.72758,43.3861,54.3706,0.0956911,0.262163,0.986812,0.00208481
855,241.912,1,10.1678,9.95782,43.3821,54.067,0.0941995,0.263924,0.985476,0.00202974
856,236.473,1,10.1448,10.0233,43.3856,54.963,0.0924085,0.264248,0.993116,0.00192192
857,243.272,1,10.1643,10.1253,43.3835,54.8317,0.0932036,0.263528,0.99604,0.0019071
858,244.087,1,10.1774,10.4848,43.3812,53.7087,0.093085,0.263975,1.01269,0.00196721
859,240.899,1,10.179,10.7413,43.366,52.9129,0.0926994,0.264628,1.02278,0.00190959
860,240.853,1,10.155,10.1865,43.3615,53.9134,0.0926584,0.268382,1.00693,0.00187334
861,242.862,1,10.1378,9.92451,43.3617,53.6557,0.0925157,0.265702,0.98147,0.00200006
862,246.325,1,10.1539,10.1235,43.367,53.5703,0.0949845,0.263912,0.963324,0.0018506
863,248.358,1,10.1723,10.0552,43.3734,53.5916,0.0967832,0.264279,0.938879,0.00180177
864,253.89,1,10.1864,9.86331,43.3824,52.0146,0.0985603,0.261074,0.979486,0.00179233
865,253.562,1,10.1943,10.1989,43.3818,52.1385,0.0988901,0.260045,1.0099,0.00181266
866,241.547,1,10.2208,10.518,43.3896,52.6333,0.0983531,0.258078,0.999225,0.00160616
867,247.251,1,10.1968,10.3475,43.3906,53.7304,0.0974876,0.261595,1.0205,0.00164538
868,246.55,1,10.2272,10.3976,43.4011,54.219,0.0969957,0.268721,1.02872,0.00166222
869,243.759,1,10.2512,10.3357,43.4063,54.4768,0.096581,0.271278,1.01859,0.00165457
870,236.938,1,10.2521,10.2573,43.4046,52.8526,0.0952418,0.266083,0.972281,0.00167224
871,242.803,1,10.2195,10.4272,43.4041,52.5158,0.0946509,0.266577,0.978468,0.0017455
872,240.341,1,10.1888,10.466,43.4041,53.446,0.0944266,0.264689,0.973716,0.00172531
873,239.579,1,10.1945,10.4671,43.3969,52.9345,0.0953599,0.260819,0.957781,0.00162254
874,238.661,1,10.2033,10.7738,43.4006,53.9751,0.0950989,0.262954,0.93428,0.0016322
875,241.217,1,10.2323,10.5252,43.4008,55.8085,0.0962656,0.265837,0.930835,0.00157501
876,236.799,1,10.2044,10.979,43.3939,55.4754,0.095382,0.2668,0.916809,0.00154856
877,243.147,1,10.1841,10.6741,43.3987,55.6732,0.0964206,0.265776,0.915311,0.00156475
878,236.55,1,10.1882,10.2132,43.4019,54.9172,0.0961417,0.26658,0.927389,0.00147678
879,235.118,1,10.1907,9.89904,43.3987,54.0833,0.0949952,0.265134,0.94495,0.00149676
880,236.624,1,10.1896,9.71314,43.3975,52.2513,0.0951747,0.260533,0.932649,0.00150112
881,239.591,1,10.1879,9.55912,43.4016,51.2261,0.0961295,0.256636,0.951458,0.00146766
882,244.048,1,10.2052,10.042,43.4021,50.3659,0.0967333,0.251606,0.966125,0.00158294
883,238.978,1,10.2475,10.4434,43.4063,51.1587,0.0962582,0.253065,0.941772,0.00163086
884,234.308,1,10.2568,10.7966,43.4153,51.0978,0.0949971,0.258185,0.950087,0.00155009
885,231.804,1,10.2619,10.6282,43.4196,51.5416,0.0944434,0.258324,0.953811,0.00147012
886,239.551,1,10.2876,10.7504,43.4215,51.3779,0.0960952,0.256595,0.952953,0.00146279
887,236.846,1,10.3208,11.1447,43.4181,52.4063,0.0965046,0.25789,0.950251,0.00144284
888,219.229,1,10.2569,10.614,43.4261,52.5722,0.0931369,0.259522,0.948287,0.00130035
889,226.606,1,10.2339,10.4351,43.4287,52.9873,0.0923177,0.263926,0.950052,0.00130512
890,232.19,1,10.2397,10.4434,43.4289,52.8191,0.0932566,0.264078,0.962093,0.00130812
891,232.24,1,10.2283,10.2828,43.4311,53.2567,0.0932653,0.263525,0.976632,0.00134825
892,238.384,1,10.2075,10.2591,43.4351,53.4252,0.0934824,0.26484,1.04689,0.00139145
893,226.698,1,10.2175,10.4106,43.4403,53.7627,0.093698,0.264384,1.03023,0.00121677
894,234.576,1,10.2435,10.4203,43.4415,52.5137,0.0951596,0.258443,1.05417,0.00118441
895,235.088,1,10.2859,10.4435,43.4383,51.3577,0.0963226,0.253983,1.0365,0.00120331
896,239.252,1,10.2627,10.613,43.4409,50.6618,0.0985837,0.252562,1.00626,0.00115441
897,231.642,1,10.2458,10.253,43.4434,50.9219,0.0976069,0.257074,0.987324,0.00112604
898,228.576,1,10.2586,10.3776,43.4464,51.5231,0.0971447,0.262344,0.96158,0.00106315
899,224.594,1,10.2718,10.4555,43.4451,51.2983,0.0964553,0.261175,0.947611,0.00100714
900,223.943,1,10.255,10.4102,43.4489,50.0242,0.0965463,0.258278,0.948427,0.000929663
901,228.438,1,10.247,10.1323,43.4526,50.2809,0.0969404,0.254371,0.981698,0.000925015
902,230.467,1,10.2133,10.0646,43.4556,51.0706,0.0975011,0.256354,1.04662,0.00086772
903,229.562,1,10.2129,9.96427,43.4545,52.3678,0.09789,0.258649,1.06444,0.000839859
904,227.647,1,10.1914,9.69344,43.454,50.9828,0.09747,0.259853,1.05634,0.000836649
905,213.328,1,10.1831,9.81414,43.4508,52.1001,0.0948114,0.261306,1.02306,0.000792793
906,218.502,1,10.243,9.97595,43.4485,52.6943,0.0942567,0.260438,1.00476,0.000843377
907,222.387,1,10.2801,10.1946,43.4511,53.2746,0.0956788,0.258409,0.956838,0.000854842
908,218.531,1,10.2853,10.3941,43.452,53.1481,0.0961164,0.261631,0.945305,0.000790393
909,222.197,1,10.2668,10.7239,43.4489,52.6627,0.0959028,0.262685,0.968502,0.000801631
910,224.317,1,10.2193,10.7946,43.4482,53.8569,0.0962067,0.261292,0.967355,0.00080007
911,220.425,1,10.2459,10.554,43.4447,53.2791,0.0958516,0.260016,1.00654,0.000777602
912,226.382,1,10.246,10.4346,43.4434,53.4263,0.0958664,0.257143,1.01994,0.000855115
913,224.64,1,10.211,10.207,43.4448,54.5547,0.0953719,0.256288,0.999745,0.000900857
914,212.266,1,10.2234,10.3031,43.4479,53.6857,0.0950418,0.255774,0.913217,0.000825164
915,212.816,1,10.233,10.6058,43.4456,52.7875,0.0948213,0.258299,0.92347,0.000754012
916,212.951,1,10.2244,10.2282,43.4458,53.4919,0.0945296,0.260176,0.918454,0.000728302
917,212.646,1,10.2176,10.2056,43.4482,53.3438,0.0947446,0.257367,0.912024,0.000700204
918,215.279,1,10.2045,9.84384,43.4486,53.9306,0.0953704,0.256065,0.922851,0.000687291
919,217.484,1,10.1808,9.60048,43.4493,52.4409,0.0966505,0.256439,0.947078,0.0006406
920,212.196,1,10.1607,9.57271,43.4505,53.0995,0.0954047,0.256224,0.995534,0.000617031
921,214.938,1,10.1486,9.13754,43.4502,53.8077,0.0953424,0.258595,1.02981,0.000607568
922,214.653,1,10.186,9.74072,43.4498,54.3573,0.0963212,0.258752,1.0096,0.000583565
923,209.741,1,10.2235,10.2493,43.4496,53.405,0.0962585,0.257231,0.985266,0.000559901
924,212.383,1,10.2096,10.0339,43.4477,54.4903,0.0969726,0.255611,0.973509,0.000541994
925,216.439,1,10.1583,9.71619,43.4467,54.8333,0.0980944,0.255553,0.928408,0.000551163
926,215.309,1,10.1482,9.41587,43.4482,52.5809,0.0992251,0.249676,0.902848,0.000545283
927,211.959,1,10.1388,9.57111,43.4466,52.6224,0.0982515,0.253093,0.901589,0.000542649
928,213.512,1,10.1593,10.162,43.4452,52.2055,0.0983467,0.25479,0.932931,0.000518472
929,214.458,1,10.1564,10.5857,43.4452,52.37,0.0974207,0.259639,0.962922,0.000528818
930,215.324,1,10.1536,10.5328,43.4438,53.9978,0.0963002,0.266912,1.01178,0.000544315
931,224.47,1,10.1855,10.5967,43.4458,54.1254,0.0974468,0.27515,1.05598,0.000569498
932,212.726,1,10.1679,9.70375,43.447,54.04,0.0971001,0.269971,1.05768,0.000525197
933,215,1,10.132,9.20465,43.4464,53.8051,0.0969192,0.267051,1.06648,0.000514297
934,214.341,1,10.1003,9.0469,43.4477,54.7515,0.0966406,0.26591,1.05829,0.000512685
935,212.6,1,10.1277,9.13276,43.447,55.0958,0.0978024,0.260683,1.0442,0.000478864
936,209.698,1,10.1301,9.26603,43.4474,55.1826,0.0970662,0.259241,1.04535,0.000472219
937,213.656,1,10.1502,9.85122,43.4476,54.7459,0.0971033,0.256963,1.03154,0.000499612
938,214.035,1,10.1769,9.86588,43.449,52.8585,0.0976068,0.252198,1.03298,0.000507349
939,204.974,1,10.1746,10.3013,43.4506,52.6079,0.09572,0.255237,1,0.000500299
940,201.487,1,10.2062,10.3063,43.4495,54.1608,0.094261,0.260599,0.978714,0.000497253
941,208.835,1,10.2072,10.0546,43.4484,55.1128,0.0943236,0.25985,0.997442,0.000521907
942,207.722,1,10.2367,10.3948,43.4489,54.5674,0.0937625,0.256002,1.00364,0.000560876
943,208.235,1,10.2394,10.5262,43.4459,54.9529,0.0938515,0.26016,1.02077,0.000550165
944,217.075,1,10.2224,10.3492,43.4477,54.6491,0.0959876,0.257198,1.0139,0.000562554
945,211.803,1,10.2394,10.1672,43.4509,54.217,0.0973405,0.251717,0.967555,0.00054728
946,205.909,1,10.2156,10.1681,43.4497,54.1742,0.0961523,0.255935,0.973285,0.000510308
947,203.473,1,10.2065,10.2027,43.4507,52.6822,0.0951815,0.259086,0.987158,0.000477502
948,207.442,1,10.2205,10.5777,43.4487,51.2954,0.0953001,0.256857,1.00514,0.000476606
949,200.204,1,10.2521,10.7644,43.4475,52.1168,0.0944437,0.257485,1.01952,0.00045595
950,206.474,1,10.2243,10.8021,43.4465,53.3336,0.0948103,0.258682,1.02461,0.000454427
951,204.949,1,10.1949,10.6868,43.4475,52.8699,0.0944374,0.258173,1.0177,0.000463757
952,208.073,1,10.2105,10.8208,43.4446,54.2259,0.0942678,0.264856,1.00502,0.000499057
953,207.915,1,10.1596,10.4336,43.4452,53.0614,0.0940787,0.268761,1.00068,0.000496709
954,214.113,1,10.1736,10.1823,43.444,53.6634,0.0954926,0.271528,0.96284,0.00053495
955,207.766,1,10.1955,9.73245,43.4447,54.9982,0.0955332,0.273611,0.951676,0.000523017
956,206.492,1,10.2315,10.1683,43.4453,54.2138,0.0951262,0.2702,0.995966,0.000498706
957,206.573,1,10.2255,10.1581,43.4474,53.3975,0.0939505,0.266597,0.996409,0.000534138
958,212.361,1,10.202,10.2146,43.4483,53.4395,0.0937007,0.268828,1.00394,0.000576011
959,208.615,1,10.1804,10.0536,43.4461,53.6492,0.0938221,0.270713,0.973622,0.000566873
960,205.381,1,10.1597,9.97156,43.4461,54.5281,0.0929509,0.26599,1.00574,0.000547616
961,205.46,1,10.1801,9.91655,43.4432,55.0402,0.0933636,0.258283,1.01985,0.00053149
962,204.584,1,10.1893,9.44009,43.4445,54.5622,0.0945576,0.251298,1.00003,0.000502589
963,199.27,1,10.2039,9.47706,43.4449,54.8616,0.0940063,0.252278,0.970524,0.00048432
964,209.259,1,10.1989,9.73625,43.4455,56.0562,0.0953423,0.258647,1.01749,0.000466184
965,213.195,1,10.1749,10.0622,43.4447,56.2322,0.0964241,0.259941,1.04027,0.000470279
966,214.351,1,10.1355,9.93493,43.4443,55.9664,0.0964617,0.263539,1.06185,0.000484564
967,214.706,1,10.0478,9.27532,43.4448,58.3357,0.0954529,0.261711,1.1473,0.000487802
968,209.38,1,10.0918,9.20498,43.4455,57.6905,0.0950872,0.259376,1.11188,0.000500771
969,209.172,1,10.1206,9.60621,43.4485,57.5998,0.094913,0.256782,1.06182,0.000520155
970,209.331,1,10.1203,9.38389,43.4487,58.2746,0.0946839,0.258296,1.01219,0.00054195
971,207.85,1,10.1147,9.20217,43.448,59.2507,0.0946838,0.262533,1.02504,0.000513354
972,212.27,1,10.1337,9.64311,43.4483,57.6948,0.0965261,0.262294,1.03246,0.000478349
973,215.363,1,10.1477,10.1019,43.4476,56.2264,0.0970184,0.260765,1.06895,0.000488592
974,209.221,1,10.1537,10.0365,43.4472,55.7163,0.0958693,0.260749,1.03259,0.000515173
975,206.271,1,10.1768,10.0984,43.4476,55.3653,0.0947,0.260964,1.00071,0.000531619
976,210.624,1,10.1651,9.96139,43.4482,55.7982,0.0945713,0.265743,0.980543,0.000552773
977,208.824,1,10.186,10.2065,43.4469,55.9732,0.0944136,0.267686,0.988376,0.000543853
978,213.444,1,10.2117,10.3366,43.4484,54.9535,0.0954656,0.264838,1.04286,0.000526491
979,216.505,1,10.2035,10.2166,43.4482,54.3899,0.0953274,0.26602,1.12628,0.000537472
980,218.913,1,10.1567,9.9137,43.4523,55.195,0.0963566,0.258062,1.12316,0.000553835
981,216.418,1,10.1905,10.0496,43.4528,55.9906,0.0971827,0.257424,1.05436,0.00057008
982,218.879,1,10.186,9.81911,43.4525,55.0157,0.0970591,0.259663,1.06178,0.000592522
983,223.463,1,10.1619,10.1652,43.4531,54.5606,0.0983761,0.257948,1.08102,0.000572372
984,213.466,1,10.1443,9.69699,43.4538,55.7881,0.0968208,0.260027,1.03422,0.000580709
985,211.182,1,10.1045,9.63741,43.4559,55.9629,0.096055,0.256162,0.977543,0.00058002
986,213.698,1,10.1179,9.60046,43.4594,54.8099,0.0956624,0.255901,0.990128,0.0005931
987,218.887,1,10.13,9.8086,43.459,53.9435,0.097309,0.257304,0.969537,0.000580365
988,210.812,1,10.1382,10.0155,43.4621,53.8588,0.0974122,0.253765,0.965895,0.000533239
989,217.021,1,10.1511,10.4569,43.4606,55.3172,0.0983758,0.25912,0.98953,0.000510346
990,205.126,1,10.1973,10.4246,43.4601,53.8227,0.0961637,0.260172,0.987617,0.000511556
991,199.998,1,10.2058,10.3697,43.4613,54.7431,0.0946431,0.260485,0.969407,0.000486311
992,205.454,1,10.1814,10.3902,43.4601,53.9217,0.0941587,0.258399,0.990339,0.000492667
993,208.352,1,10.1854,10.436,43.4594,54.2587,0.094833,0.262875,1.00981,0.000483934
994,199.976,1,10.2026,10.3558,43.459,54.8087,0.0947721,0.25926,0.94936,0.000467636
995,195.059,1,10.1994,10.312,43.4589,54.8087,0.0944464,0.257906,0.943764,0.000415828
996,203.001,1,10.1833,10.379,43.46,54.7657,0.0950562,0.2604,0.920896,0.000424938
997,206.685,1,10.1983,10.2466,43.4636,53.7044,0.0964247,0.256969,0.954681,0.00042102
998,203.628,1,10.2026,10.1433,43.4643,52.5348,0.0964148,0.259532,0.940378,0.000420459
999,202.21,1,10.2186,10.3935,43.4642,52.1424,0.0957637,0.257461,0.939761,0.000432295
1000,206.192,1,10.2247,10.404,43.4623,52.0198,0.0969884,0.261959,0.935478,0.000415594
1001,202.94,1,10.2424,11.1197,43.463,52.9084,0.096578,0.265918,0.917559,0.00041523
1002,201.714,1,10.2354,11.48,43.4634,52.2414,0.0966939,0.269738,0.961956,0.000374102
1003,205.007,1,10.2319,11.2278,43.4638,52.2414,0.0978993,0.271072,0.994981,0.000346399
1004,200.624,1,10.2594,10.6844,43.4642,50.9997,0.0969054,0.263649,1.02542,0.000356537
1005,191.634,1,10.2459,10.2657,43.4635,51.5951,0.0956258,0.264993,1.0044,0.000328494
1006,195.199,1,10.1985,10.0779,43.4626,51.3928,0.0951991,0.259177,1.00902,0.000324894
1007,197.954,1,10.1965,10.2455,43.462,50.6433,0.0948177,0.258987,1.02722,0.000338006
1008,193.582,1,10.2463,10.8464,43.4624,50.6433,0.0950194,0.26091,1.02237,0.000320041
1009,195.838,1,10.2448,10.9287,43.4616,49.8444,0.0968495,0.260136,0.957578,0.000299698
1010,198.771,1,10.239,10.9088,43.4623,50.5031,0.0969704,0.259507,0.943919,0.000318976
1011,192.945,1,10.2543,10.7312,43.4649,50.8182,0.097076,0.258397,0.943449,0.000298936
1012,194.108,1,10.2113,10.0641,43.4654,51.4306,0.0979261,0.256501,0.950645,0.000274961
1013,195.345,1,10.2092,9.86924,43.4654,53.1713,0.0975736,0.25842,0.973913,0.000280204
1014,183.58,1,10.2045,9.92071,43.4647,53.9146,0.0970093,0.257124,0.945664,0.000246465
1015,185.684,1,10.2475,10.0351,43.4632,51.939,0.0970606,0.25099,0.953176,0.000236972
1016,187.497,1,10.2221,9.68994,43.4624,51.1616,0.0972897,0.253369,0.937289,0.000232
1017,185.819,1,10.1846,9.46423,43.4617,50.6389,0.0979782,0.252055,0.910106,0.000218028
1018,185.118,1,10.1724,9.28447,43.4606,52.6002,0.0975781,0.251648,0.885533,0.000224304
1019,189.73,1,10.1574,8.9917,43.4605,52.8668,0.0978708,0.251157,0.896589,0.000233227
1020,180.669,1,10.1643,9.31992,43.4615,53.585,0.0960078,0.255268,0.931402,0.0002223
1021,181.045,1,10.1938,9.71578,43.4618,53.2911,0.0963153,0.257958,0.92787,0.000205106
1022,186.117,1,10.1796,10.0931,43.4611,52.831,0.0967935,0.262716,0.92061,0.000203099
1023,178.716,1,10.1552,10.3268,43.4617,54.4573,0.0959405,0.26735,0.926019,0.000187433
1024,178.204,1,10.1948,10.2167,43.4617,52.8157,0.0960693,0.266551,0.936059,0.000178444
1025,181.46,1,10.2082,10.2154,43.4614,51.33,0.0972998,0.266686,0.967717,0.000163448
1026,174.493,1,10.2155,9.92547,43.4606,50.4809,0.0978782,0.263156,0.934803,0.000148407
1027,177.218,1,10.2274,10.0355,43.4605,50.5597,0.0980498,0.260425,0.958088,0.000143477
1028,179.317,1,10.2245,10.1548,43.4608,51.2266,0.098575,0.266448,0.942086,0.000143579
1029,173.821,1,10.2225,10.2355,43.4606,51.8232,0.0983688,0.263321,0.939201,0.000135383
1030,174.888,1,10.2688,10.3171,43.4598,52.7258,0.097731,0.264415,0.934165,0.000142928
1031,176.533,1,10.2645,10.7016,43.4599,52.2087,0.0981978,0.263153,0.937803,0.000139966
1032,182.92,1,10.2951,10.9972,43.4601,52.5945,0.100517,0.264635,0.963657,0.000134276
1033,180.131,1,10.3061,10.9403,43.4597,52.9015,0.10028,0.262958,0.963468,0.000140112
1034,175.213,1,10.2199,10.3437,43.4593,53.1076,0.0980421,0.260374,0.943011,0.000147825
1035,175.271,1,10.2264,10.1805,43.4584,52.9415,0.0985062,0.259238,0.938772,0.000139846
1036,169.643,1,10.2238,10.0674,43.4581,53.0241,0.09768,0.257198,0.923837,0.000134532
1037,164.444,1,10.2379,10.4419,43.4582,51.5555,0.0959896,0.253231,0.979654,0.000124575
1038,173.288,1,10.2858,10.5589,43.4579,51.6359,0.0970077,0.251182,1.01324,0.000125806
1039,175.739,1,10.2554,10.8092,43.4578,51.9572,0.0965556,0.256947,1.00896,0.000135228
1040,168.144,1,10.2122,10.7069,43.4577,52.0787,0.0952892,0.264174,1.02315,0.000127163
1041,170.682,1,10.1851,10.5544,43.458,54.052,0.0953116,0.270709,0.970794,0.000128462
1042,165.766,1,10.1668,9.97182,43.4579,54.052,0.0944577,0.271551,0.97561,0.000124308
1043,162.088,1,10.2072,10.2747,43.4579,53.565,0.0948067,0.266999,0.965166,0.00011379
1044,165.628,1,10.227,10.6071,43.4579,53.2298,0.0952059,0.264932,0.977032,0.000111483
1045,165.408,1,10.2394,10.6986,43.4576,54.3592,0.0958142,0.263109,0.920087,0.000113823
1046,162.49,1,10.2359,10.5531,43.4575,54.2743,0.0958149,0.26136,0.920854,0.00010945
1047,161.366,1,10.2688,10.578,43.4571,53.206,0.0959001,0.257888,0.905565,0.000108919
1048,157.309,1,10.248,10.309,43.4571,53.123,0.0963684,0.252501,0.853913,0.000102248
1049,167.012,1,10.2025,10.2031,43.4571,52.0352,0.0972646,0.253245,0.887053,0.000101457
1050,162.372,1,10.1981,10.1442,43.4566,53.2181,0.0966079,0.258107,0.90277,0.000101354
1051,161.858,1,10.1995,10.4943,43.4565,53.5282,0.0958947,0.254937,0.877757,0.000106712
1052,162.171,1,10.1752,10.2701,43.456,52.941,0.0955107,0.254608,0.914,0.000104162
1053,159.608,1,10.2158,10.2747,43.4561,52.6722,0.0955931,0.253288,0.91963,0.000101319
1054,167.55,1,10.2153,10.3019,43.4559,51.2157,0.0972095,0.256633,0.926561,9.96732e-05
1055,163.74,1,10.2253,10.3363,43.4559,51.2955,0.0970988,0.254904,0.941396,9.84424e-05
