iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,a1,a2,f_pop,omega_Cl,omega_Q,omega_V1,omega_V2,omega_f
1332,497.541,1,10.0343,14.1369,46.4508,37.9451,1.99994,2.46844,0.91615,0.277837,2.0012e-07,0.207254,1.2119,0.20487
1333,490.612,1,9.95111,14.1369,45.8265,39.1657,1.97606,2.4529,0.917378,0.260818,2.12094e-07,0.21106,1.08396,0.199595
1334,495.05,1,10.0683,14.1369,46.7775,43.0912,1.97316,2.50715,0.916904,0.265319,1.902e-07,0.225274,0.988479,0.215868
1335,485.404,1,10.047,14.1369,46.8066,43.1806,1.93828,2.48088,0.918517,0.259529,1.7012e-07,0.236568,1.03183,0.20718
1336,485.721,1,9.99628,14.1369,46.5362,40.7656,1.9344,2.45392,0.905464,0.264887,1.61303e-07,0.235989,1.04397,0.219202
1337,485.325,1,9.91854,14.1369,47.0026,38.6769,2.01074,2.44061,0.905427,0.257971,1.60696e-07,0.215222,0.940097,0.215913
1338,478.876,1,10.0708,14.1369,46.2268,40.7202,1.9384,2.48578,0.912741,0.266446,1.4616e-07,0.218181,0.896924,0.213984
1339,486.316,1,10.0594,14.1369,46.6243,38.5935,1.9817,2.46901,0.920773,0.268659,1.50255e-07,0.222679,0.963013,0.221216
1340,482.877,1,10.0413,14.1369,46.0931,35.8614,1.98234,2.45146,0.914466,0.269444,1.45926e-07,0.227342,0.933825,0.212592
1341,477.506,1,10.0445,14.1369,45.952,35.3543,1.94008,2.45955,0.916373,0.279196,1.46696e-07,0.204672,0.973235,0.203491
1342,483.936,1,10.0668,14.1369,46.3884,33.8604,1.93246,2.56173,0.910189,0.273805,1.47167e-07,0.222405,0.891548,0.203164
1343,490.97,1,10.0217,14.1369,46.2725,36.4798,2.02979,2.48387,0.895023,0.265063,1.58074e-07,0.22496,0.94447,0.206805
1344,487.488,1,10.0171,14.1369,45.4608,35.0547,2.02115,2.47285,0.895463,0.263454,1.61588e-07,0.206851,0.940379,0.208415
1345,489.123,1,10.1252,14.1369,45.5581,37.9843,2.06259,2.42017,0.911788,0.275634,1.51791e-07,0.218721,0.976497,0.206498
1346,482.617,1,10.06,14.1369,47.0997,41.5784,2.11126,2.36108,0.920048,0.278623,1.41411e-07,0.208472,0.873405,0.206488
1347,481.234,1,10.0757,14.1369,47.1111,39.785,2.06158,2.32583,0.919841,0.274113,1.64016e-07,0.205119,0.955815,0.208143
1348,482.459,1,9.95029,14.1369,46.6345,39.9609,2.08885,2.3683,0.902191,0.272768,1.64987e-07,0.188238,0.891773,0.204809
1349,483.921,1,10.0112,14.1369,46.7191,40.3021,2.08778,2.42422,0.917498,0.26979,1.62659e-07,0.180808,0.828888,0.211946
1350,492.56,1,9.97847,14.1369,45.8296,37.2329,2.1402,2.41506,0.910611,0.268985,1.76883e-07,0.188097,0.877475,0.209232
1351,486.167,1,10.0255,14.1369,45.2341,38.1409,2.05918,2.41722,0.901924,0.264466,1.72225e-07,0.194023,0.935426,0.204845
1352,484.366,1,10.0621,14.1369,45.1818,34.9242,1.95362,2.47651,0.902716,0.270589,1.81147e-07,0.195065,0.963302,0.209454
1353,483.897,1,9.99076,14.1369,45.8844,35.0704,1.96883,2.43527,0.912411,0.276253,1.90428e-07,0.199792,0.911173,0.210767
1354,487.556,1,10.0455,14.1369,45.9243,38.4193,1.93553,2.44616,0.915652,0.283203,1.9339e-07,0.218166,0.999098,0.210069
1355,489.628,1,10.1613,14.1369,46.993,40.4842,1.95764,2.49005,0.927783,0.287107,1.95599e-07,0.209544,0.905615,0.2075
1356,488.787,1,10.1236,14.1369,46.2718,41.7424,1.94984,2.48886,0.929136,0.287464,2.01981e-07,0.207389,0.940753,0.19532
1357,491.394,1,10.0828,14.1369,46.1924,42.8666,1.93436,2.58378,0.919883,0.279739,1.90514e-07,0.19392,0.914917,0.209862
1358,488.437,1,10.0665,14.1369,45.9156,40.4545,1.94259,2.56367,0.918808,0.270872,1.70401e-07,0.208495,1.02423,0.195965
1359,486.104,1,10.1001,14.1369,45.6854,38.7284,1.86837,2.558,0.92583,0.282437,1.93358e-07,0.198901,0.977409,0.210281
1360,481.414,1,10.1258,14.1369,45.7525,35.7497,1.8471,2.569,0.911214,0.272003,1.86564e-07,0.205026,0.904224,0.210808
1361,487.527,1,10.0715,14.1369,45.6492,39.0791,1.88855,2.55011,0.910709,0.258132,1.95389e-07,0.227787,0.892301,0.217422
1362,488.427,1,10.0791,14.1369,46.3335,38.1473,1.89788,2.5035,0.915257,0.267721,2.25563e-07,0.222181,0.869229,0.216523
1363,502.145,1,10.0017,14.1369,46.1651,36.1947,1.98464,2.55128,0.910068,0.256736,2.45869e-07,0.2192,0.88167,0.218429
1364,500.494,1,10.093,14.1369,46.1122,37.17,2.02487,2.50363,0.91143,0.262457,2.35147e-07,0.228461,0.818212,0.215945
1365,493.969,1,10.1283,14.1369,45.5213,35.8646,2.00799,2.50162,0.918885,0.256732,2.29469e-07,0.209682,0.802633,0.211955
1366,500.191,1,10.1936,14.1369,46.0304,36.6342,1.97466,2.5376,0.928572,0.253389,2.50226e-07,0.226595,0.898845,0.206682
1367,500.971,1,10.1575,14.1369,46.429,36.6264,2.00802,2.54657,0.915206,0.257678,2.23809e-07,0.246714,0.896024,0.206548
1368,505.368,1,10.1775,14.1369,46.3711,35.9609,2.06365,2.50015,0.910259,0.254773,2.216e-07,0.261768,0.865336,0.205517
1369,493.153,1,10.0742,14.1369,45.3808,35.6986,2.01251,2.43288,0.907173,0.260317,2.29079e-07,0.234133,0.854441,0.209053
1370,493.56,1,10.1846,14.1369,45.3904,39.2416,1.95739,2.49828,0.909771,0.266783,2.27382e-07,0.214783,0.905923,0.210952
1371,499.666,1,10.186,14.1369,45.5557,37.8294,2.0008,2.51556,0.915076,0.269753,2.21089e-07,0.219952,0.889231,0.217856
1372,489.002,1,10.2988,14.1369,46.5728,33.5202,2.01942,2.42402,0.930184,0.27741,2.12377e-07,0.200608,0.855014,0.207913
1373,493.335,1,10.1525,14.1369,46.3698,36.5957,2.0031,2.43455,0.921658,0.276756,2.29527e-07,0.211415,0.908646,0.206264
1374,497.024,1,10.0983,14.1369,46.5107,37.5284,1.9746,2.51789,0.916089,0.27419,2.21904e-07,0.194273,1.0461,0.2034
1375,502.908,1,9.9771,14.1369,46.4524,38.2157,2.01978,2.49306,0.913932,0.271362,2.14893e-07,0.198327,1.16783,0.210589
1376,501.474,1,9.94339,14.1369,47.1157,47.2748,2.03965,2.4483,0.915558,0.265309,2.09607e-07,0.200908,1.20048,0.213302
1377,496.251,1,9.98513,14.1369,47.4637,43.499,2.02035,2.44426,0.912309,0.268972,2.01429e-07,0.209073,1.07374,0.21159
1378,487.297,1,9.9794,14.1369,46.56,38.9612,1.97892,2.43755,0.914115,0.267895,1.80164e-07,0.215981,0.991158,0.211944
1379,479.446,1,10.0817,14.1369,45.7796,37.3203,1.92634,2.38121,0.912152,0.271813,1.98015e-07,0.208705,0.991215,0.20948
1380,482.516,1,10.0072,14.1369,46.4136,41.3398,2.00187,2.32039,0.918045,0.27477,2.05106e-07,0.198937,1.01926,0.208932
1381,487.356,1,10.1074,14.1369,46.3309,37.0156,2.01255,2.42235,0.913205,0.266457,1.83453e-07,0.214454,0.936248,0.21377
1382,472.931,1,10.0552,14.1369,46.5813,37.6784,1.90066,2.41592,0.924202,0.269609,1.64085e-07,0.220111,0.913832,0.214709
1383,476.177,1,9.94971,14.1369,46.2909,37.9079,1.95336,2.39517,0.916721,0.265552,1.58169e-07,0.216099,0.973927,0.205003
1384,473.751,1,9.98095,14.1369,46.4237,37.0911,1.92268,2.40381,0.911273,0.268214,1.53485e-07,0.214341,1.01172,0.20244
1385,478.804,1,10.0154,14.1369,46.3287,36.2653,1.97619,2.46749,0.911652,0.264474,1.37281e-07,0.207346,0.956908,0.210473
1386,480.304,1,9.96228,14.1369,46.5171,39.8599,2.0035,2.42471,0.904728,0.265365,1.25773e-07,0.214402,1.00148,0.226431
1387,475.256,1,10.0295,14.1369,46.1755,40.8374,2.04227,2.37433,0.908184,0.267296,1.23479e-07,0.211998,0.905877,0.216478
1388,472.678,1,10.0695,14.1369,46.9529,41.8652,2.04969,2.37565,0.913324,0.267853,1.12142e-07,0.216769,0.857786,0.217725
1389,485.41,1,10.0651,14.1369,46.8032,39.168,2.03947,2.47183,0.912551,0.2653,1.19414e-07,0.225573,0.965458,0.218938
1390,479.245,1,10.0471,14.1369,46.5641,41.526,1.99923,2.47952,0.908266,0.262205,1.30633e-07,0.207357,0.882678,0.21697
1391,471.93,1,10.0682,14.1369,46.7548,39.2381,1.99021,2.44596,0.911978,0.262469,1.16841e-07,0.21597,0.892583,0.226501
1392,474.998,1,10.0145,14.1369,47.1643,43.3325,2.00566,2.45971,0.911772,0.265404,1.05535e-07,0.213153,0.935434,0.216295
1393,481.565,1,9.92336,14.1369,47.0044,46.0428,2.00579,2.52774,0.910243,0.267493,1.04775e-07,0.204557,1.01083,0.218484
1394,472.184,1,9.93402,14.1369,47.2238,48.7297,1.96162,2.45703,0.912188,0.265298,9.86555e-08,0.223552,1.00896,0.217105
1395,468.791,1,10.0756,14.1369,46.2035,46.27,1.99166,2.44672,0.916853,0.267251,8.8907e-08,0.215027,0.990644,0.208042
1396,475.43,1,10.0924,14.1369,46.7777,46.3526,2.01544,2.47051,0.920294,0.269317,8.72438e-08,0.210429,1.11373,0.209095
1397,471.929,1,10.0701,14.1369,46.496,43.2674,2.0241,2.38233,0.916482,0.263654,9.60299e-08,0.219448,1.04253,0.218547
1398,472.118,1,9.99764,14.1369,46.3477,41.5866,2.04906,2.45601,0.915209,0.261876,8.58917e-08,0.220783,1.08294,0.207149
1399,477.973,1,10.0247,14.1369,46.9449,41.3726,2.07878,2.41476,0.926786,0.264259,8.76291e-08,0.225216,1.06006,0.215713
1400,479.239,1,9.99299,14.1369,46.5472,41.8462,2.04804,2.48655,0.923442,0.252493,8.89745e-08,0.222953,1.04357,0.216271
1401,478.599,1,9.97613,14.1369,46.7341,47.5616,2.02346,2.47766,0.914692,0.262573,9.85095e-08,0.199415,1.12134,0.214466
1402,480.844,1,10.009,14.1369,46.2803,45.8325,2.04137,2.46356,0.911408,0.267599,1.05405e-07,0.218229,1.00365,0.211198
1403,472.393,1,9.77073,14.1369,46.9898,49.161,2.05115,2.41446,0.909422,0.265902,9.42767e-08,0.230687,0.997611,0.208429
1404,477.799,1,9.8419,14.1369,47.1686,52.0503,2.03759,2.41818,0.909365,0.277291,1.12556e-07,0.216343,0.963024,0.207058
1405,475.88,1,9.78063,14.1369,46.5404,51.0981,1.93303,2.45709,0.918416,0.270372,1.32438e-07,0.221201,0.992016,0.205814
1406,475.01,1,9.95868,14.1369,46.3437,45.3414,1.90404,2.44657,0.92152,0.2748,1.3108e-07,0.221627,1.07641,0.208393
1407,485.628,1,9.96336,14.1369,46.6388,44.4909,1.95095,2.49428,0.91661,0.267532,1.355e-07,0.233885,1.05381,0.217098
1408,483.293,1,10.0168,14.1369,46.5628,44.2318,1.91245,2.53782,0.927189,0.269637,1.35248e-07,0.24632,0.967427,0.20908
1409,489.447,1,10.0637,14.1369,46.7604,45.6717,1.92131,2.60421,0.921689,0.258677,1.37582e-07,0.233848,1.05334,0.209553
1410,485.272,1,9.97391,14.1369,46.4262,48.9253,1.96769,2.55108,0.910078,0.263108,1.39318e-07,0.229826,0.942138,0.202159
1411,480.754,1,9.98309,14.1369,45.7089,44.6793,1.88858,2.59127,0.914467,0.253675,1.57272e-07,0.219485,0.92316,0.193944
1412,485.82,1,10.0505,14.1369,45.6966,41.4791,1.92344,2.55573,0.909098,0.255904,1.80146e-07,0.224851,0.873372,0.201245
1413,484.34,1,10.0993,14.1369,45.6627,39.5717,1.9425,2.4802,0.917599,0.260092,1.69451e-07,0.235137,0.927804,0.206349
1414,497.55,1,10.057,14.1369,46.0568,34.2792,1.90655,2.54269,0.916395,0.262241,2.10589e-07,0.24939,0.993186,0.222798
1415,501.908,1,10.1635,14.1369,45.7435,36.8808,1.89878,2.58461,0.9182,0.26519,2.41835e-07,0.231748,1.03624,0.212549
1416,502.456,1,10.1483,14.1369,45.0697,40.8197,1.96474,2.55345,0.923033,0.273178,2.35013e-07,0.227423,0.92782,0.211898
1417,500.752,1,10.0369,14.1369,46.3612,45.7003,1.91247,2.50808,0.920609,0.278931,2.39267e-07,0.224018,1.07885,0.227817
1418,503.306,1,10.0669,14.1369,46.4086,45.206,1.88903,2.54237,0.919471,0.279257,2.54394e-07,0.227695,1.15424,0.213773
1419,496.683,1,9.93402,14.1369,47.1121,46.9926,1.91454,2.52389,0.928799,0.268523,2.28037e-07,0.209233,1.07834,0.218668
1420,494.401,1,10.0134,14.1369,46.0994,42.6707,1.83948,2.61449,0.925526,0.275885,2.07207e-07,0.217521,1.06043,0.218139
1421,489.067,1,9.89105,14.1369,46.9018,44.814,1.85208,2.56465,0.912199,0.256593,1.8815e-07,0.21839,1.0762,0.228147
1422,486.92,1,9.95857,14.1369,46.9051,47.9598,1.93355,2.4828,0.903335,0.252723,1.75585e-07,0.223091,1.03533,0.217513
1423,492.027,1,9.91373,14.1369,46.0956,42.017,1.94701,2.52353,0.903356,0.261047,1.65843e-07,0.232619,1.04718,0.216369
1424,488.135,1,9.9461,14.1369,46.2556,44.7541,1.9565,2.45733,0.917637,0.265263,1.86055e-07,0.214262,1.08216,0.201398
1425,492.929,1,9.9,14.1369,46.8496,44.2632,2.0334,2.40084,0.918376,0.26874,1.95218e-07,0.217722,1.05683,0.204013
1426,490.13,1,9.91363,14.1369,47.299,45.9962,1.98286,2.42343,0.919045,0.267805,1.86603e-07,0.209722,1.11127,0.213236
1427,494.632,1,9.86255,14.1369,46.4996,49.9402,2.02141,2.41768,0.922268,0.272021,2.05854e-07,0.21452,1.0446,0.207033
1428,495.401,1,9.904,14.1369,46.1227,48.955,1.97973,2.47159,0.904507,0.276797,1.94417e-07,0.21973,1.04698,0.213902
1429,490.442,1,9.89409,14.1369,46.8608,48.1118,2.01452,2.41332,0.928015,0.259661,1.79432e-07,0.218397,1.14446,0.199074
1430,493.965,1,9.9424,14.1369,47.0648,43.6491,2.04788,2.47957,0.927133,0.26273,1.60489e-07,0.226834,1.12759,0.189791
1431,496.084,1,9.97286,14.1369,46.7629,48.7063,2.02821,2.45362,0.921874,0.264834,1.7923e-07,0.227787,1.11165,0.201054
1432,494.604,1,9.87858,14.1369,47.3436,48.3278,1.99648,2.47392,0.915508,0.261148,1.76936e-07,0.227831,1.12068,0.204584
1433,495.492,1,10.0059,14.1369,47.2338,44.1973,2.02274,2.51381,0.916984,0.267426,1.58257e-07,0.223153,1.06257,0.207226
1434,486.363,1,9.94527,14.1369,46.9801,41.5719,2.00184,2.43951,0.913041,0.272436,1.62677e-07,0.202991,1.04983,0.205774
1435,480.081,1,9.88596,14.1369,46.1576,44.6733,1.98045,2.40282,0.919807,0.268874,1.69704e-07,0.201977,0.987086,0.203869
1436,479.661,1,10.0749,14.1369,46.3786,41.2476,2.03349,2.4176,0.91776,0.263009,1.51788e-07,0.198932,0.920992,0.210426
1437,480.495,1,10.1208,14.1369,46.2894,36.116,1.98878,2.46534,0.916198,0.271245,1.35764e-07,0.21218,1.05747,0.200855
1438,476.431,1,10.0658,14.1369,45.9684,38.1553,2.00045,2.51266,0.91131,0.267722,1.21431e-07,0.204102,0.945833,0.204263
1439,481.636,1,10.1212,14.1369,46.999,37.0369,2.0165,2.51063,0.92589,0.264445,1.08975e-07,0.205765,1.03901,0.208114
1440,475.233,1,10.1167,14.1369,45.7873,36.4916,1.95553,2.52881,0.919908,0.269724,1.11349e-07,0.188688,0.984895,0.214698
1441,475.426,1,10.0846,14.1369,45.7239,35.1205,1.94113,2.51933,0.901462,0.265776,1.11341e-07,0.202638,0.996056,0.218065
1442,477.516,1,10.1125,14.1369,45.8797,33.5992,1.91016,2.5454,0.902241,0.269471,1.35153e-07,0.197092,0.982149,0.207129
1443,481.496,1,10.1352,14.1369,45.4653,33.2954,1.89912,2.56523,0.903312,0.276752,1.4742e-07,0.213748,0.917671,0.207526
1444,478.573,1,10.1202,14.1369,46.0791,33.4321,1.94324,2.51714,0.907151,0.274954,1.3977e-07,0.217321,0.834485,0.208804
1445,476.111,1,10.0343,14.1369,46.2573,34.5933,1.92268,2.4858,0.900549,0.271818,1.31145e-07,0.221479,0.913387,0.216619
1446,479.839,1,10.0785,14.1369,46.0869,38.4231,1.93181,2.50575,0.914194,0.27609,1.3686e-07,0.216158,0.936603,0.213788
1447,482.366,1,9.89389,14.1369,46.5038,40.641,1.92912,2.48017,0.906602,0.275144,1.3838e-07,0.240362,0.977669,0.216702
1448,486.991,1,10.0358,14.1369,46.0425,40.451,1.93833,2.47699,0.909357,0.281636,1.6104e-07,0.229764,0.966813,0.22165
1449,484.341,1,10.0022,14.1369,46.5273,40.2715,1.93969,2.48856,0.917836,0.28038,1.65339e-07,0.20902,0.95107,0.212487
1450,475.366,1,9.95728,14.1369,46.1164,41.9429,1.84451,2.4947,0.920493,0.283274,1.47883e-07,0.221622,1.00212,0.216602
1451,474.355,1,10.0487,14.1369,45.8394,39.7363,1.85583,2.48905,0.919227,0.288213,1.46998e-07,0.228081,0.925762,0.207191
1452,476.805,1,10.0648,14.1369,45.4878,41.5455,1.91166,2.50277,0.925484,0.286523,1.38091e-07,0.218832,0.869382,0.211209
1453,483.508,1,10.0583,14.1369,46.4884,41.0209,1.9556,2.50064,0.915936,0.274523,1.34114e-07,0.238648,0.905618,0.21849
1454,486.419,1,10.0792,14.1369,45.9719,38.0383,1.93994,2.58191,0.915374,0.287164,1.48526e-07,0.21803,0.844754,0.208379
1455,479.612,1,9.99109,14.1369,45.3673,41.7231,1.92076,2.48698,0.911066,0.276099,1.60338e-07,0.214206,0.893442,0.209702
1456,487.722,1,10.0421,14.1369,45.509,41.5923,1.9483,2.5446,0.913053,0.275321,1.7185e-07,0.210471,0.909755,0.203083
1457,493.243,1,10.046,14.1369,45.8838,38.9876,2.04395,2.51647,0.909196,0.26424,1.61683e-07,0.210447,0.870966,0.222323
1458,483.945,1,10.1674,14.1369,46.2606,33.8584,1.97123,2.49166,0.917424,0.266711,1.60499e-07,0.204677,0.90126,0.21703
1459,491.106,1,10.0986,14.1369,45.9544,38.2213,2.038,2.44181,0.912058,0.266624,1.87001e-07,0.216799,0.894796,0.20917
1460,488.544,1,10.0914,14.1369,46.9765,36.3656,2.01317,2.46201,0.91406,0.259522,1.69514e-07,0.228366,0.9022,0.209382
1461,486.787,1,10.076,14.1369,46.2365,36.6132,1.96387,2.49246,0.906839,0.260545,1.74287e-07,0.208206,0.954374,0.215211
1462,483.506,1,9.98301,14.1369,46.4796,37.7662,1.97209,2.42949,0.913219,0.266416,1.55887e-07,0.210342,1.13656,0.209467
1463,481.378,1,9.96805,14.1369,47.0914,39.9219,2.07374,2.34409,0.91,0.25993,1.3943e-07,0.207881,1.09878,0.209813
1464,480.468,1,10.0036,14.1369,47.2534,36.4092,2.1067,2.33834,0.91107,0.257474,1.36231e-07,0.206807,1.0121,0.20203
1465,479.402,1,10.1982,14.1369,46.1846,36.6212,2.06792,2.38702,0.910962,0.265094,1.3745e-07,0.202324,0.90525,0.213381
1466,477.904,1,10.0728,14.1369,45.5285,39.1425,2.09653,2.43277,0.902398,0.268541,1.37257e-07,0.198477,0.80968,0.205406
1467,482.519,1,10.0567,14.1369,45.2582,41.668,2.11942,2.43031,0.909315,0.264185,1.23453e-07,0.211494,0.787296,0.216462
1468,484.638,1,10.0929,14.1369,45.5318,41.7959,2.10202,2.47975,0.906048,0.270725,1.20781e-07,0.207524,0.822628,0.20935
1469,467.993,1,10.0397,14.1369,45.8976,38.3105,2.00129,2.47966,0.90642,0.267647,1.0803e-07,0.197059,0.905336,0.195137
1470,479.036,1,10.1432,14.1369,45.9903,35.8536,2.05625,2.5379,0.918464,0.275932,9.94242e-08,0.195125,0.846508,0.209447
1471,468.532,1,10.1469,14.1369,45.4557,35.1528,2.06725,2.46002,0.914279,0.273468,8.89277e-08,0.17974,0.887231,0.204682
1472,463.994,1,10.0639,14.1369,45.8958,36.8862,2.0503,2.44209,0.911878,0.27035,8.68665e-08,0.18033,0.851298,0.204315
1473,471.283,1,9.97172,14.1369,46.8774,35.2814,2.11965,2.44525,0.906183,0.265969,7.97946e-08,0.180064,0.918338,0.214854
1474,476.584,1,10.007,14.1369,46.4998,35.7702,2.13463,2.4297,0.905369,0.271637,7.98464e-08,0.205174,0.964061,0.211421
1475,468.218,1,9.99805,14.1369,46.1914,40.7999,2.06372,2.48247,0.913746,0.268085,7.5172e-08,0.209249,0.868178,0.199929
1476,464.263,1,10.1182,14.1369,45.4689,44.2423,1.99005,2.50399,0.919857,0.267963,8.049e-08,0.193205,0.887821,0.207745
1477,464.594,1,10.1381,14.1369,45.9408,39.8771,2.06132,2.44365,0.918102,0.269061,8.43805e-08,0.180163,0.896486,0.196956
1478,463.286,1,10.0939,14.1369,46.1571,38.5506,2.01766,2.46023,0.90539,0.262168,8.89323e-08,0.187597,0.900455,0.193491
1479,465.595,1,10.0716,14.1369,46.1557,39.7303,1.99476,2.50204,0.902256,0.262344,8.18242e-08,0.205177,0.861217,0.210196
1480,466.051,1,10.1165,14.1369,45.6825,35.783,1.96507,2.46287,0.898724,0.268555,9.04573e-08,0.215385,0.872444,0.219237
1481,470.589,1,10.1313,14.1369,45.1739,35.3296,1.976,2.46757,0.891842,0.262684,9.77969e-08,0.231477,0.840414,0.223761
1482,473.251,1,10.1108,14.1369,45.2271,33.8106,1.96843,2.50032,0.902809,0.270424,1.02658e-07,0.218025,0.958022,0.200138
1483,472.578,1,10.0202,14.1369,44.1188,33.789,1.94148,2.55614,0.898536,0.262529,1.01749e-07,0.215708,0.941362,0.196121
1484,473.514,1,10.051,14.1369,45.2805,36.2965,2.00683,2.48374,0.910259,0.256278,1.0425e-07,0.211822,0.93978,0.20071
1485,478.281,1,9.99681,14.1369,46.0062,37.8504,2.02635,2.48361,0.909337,0.260187,1.10592e-07,0.221696,0.889132,0.208875
1486,471.93,1,10.082,14.1369,45.2602,36.5055,2.0658,2.46621,0.90606,0.256309,9.89165e-08,0.212696,0.795264,0.206832
1487,460.985,1,10.1839,14.1369,44.4502,36.5235,2.0078,2.48538,0.916138,0.259271,8.84736e-08,0.214982,0.73457,0.201767
1488,464.679,1,10.1244,14.1369,45.0528,36.4466,2.06605,2.44031,0.907449,0.264475,7.93505e-08,0.212267,0.775062,0.20849
1489,481.681,1,10.1213,14.1369,45.4312,29.17,2.16008,2.52872,0.907601,0.26698,8.30056e-08,0.213434,0.778111,0.207275
1490,468.334,1,10.0522,14.1369,45.8908,35.6248,2.11217,2.45179,0.902637,0.25454,7.64099e-08,0.211765,0.785798,0.210926
1491,466.153,1,10.085,14.1369,46.184,36.137,2.08927,2.41806,0.901287,0.258178,7.19638e-08,0.219213,0.872039,0.210702
1492,463.78,1,9.94593,14.1369,45.9071,40.6284,2.01812,2.44339,0.905292,0.258332,7.58314e-08,0.218607,0.904068,0.209675
1493,475.115,1,10.0352,14.1369,46.862,39.9971,2.05823,2.53051,0.90448,0.270579,7.76127e-08,0.205697,0.967907,0.200002
1494,470.186,1,10.1176,14.1369,45.5865,38.2544,2.04426,2.47767,0.916166,0.273432,8.16561e-08,0.208415,0.900059,0.202749
1495,468.751,1,9.97149,14.1369,45.5499,40.0654,2.04342,2.48448,0.905103,0.266106,8.47682e-08,0.193534,0.901698,0.201682
1496,475.848,1,9.96612,14.1369,46.0369,40.1178,2.13364,2.42724,0.903155,0.275536,8.49492e-08,0.199247,0.930538,0.205658
1497,467.85,1,9.86388,14.1369,46.2023,44.3909,2.12118,2.35511,0.904387,0.269201,8.45723e-08,0.193291,0.939786,0.207629
1498,462.991,1,9.91626,14.1369,46.6728,45.9554,2.07846,2.36734,0.909387,0.274794,7.56438e-08,0.199026,0.977212,0.212452
1499,452.149,1,9.96108,14.1369,45.6994,40.3166,2.01408,2.36092,0.908851,0.27993,6.90011e-08,0.186417,0.963342,0.198196
1500,460.518,1,9.91822,14.1369,46.2551,39.906,2.00944,2.45992,0.906604,0.270296,6.39739e-08,0.204916,1.02528,0.195593
1501,456.255,1,10.0373,14.1369,46.0378,42.5112,1.98765,2.46296,0.911905,0.272635,5.96153e-08,0.204071,1.01428,0.19382
1502,466.11,1,10.0383,14.1369,45.9093,42.4745,1.98078,2.51156,0.91264,0.280427,6.74588e-08,0.212279,0.985073,0.209903
1503,472.649,1,9.86364,14.1369,46.3511,42.359,1.97477,2.58733,0.902922,0.269225,6.7271e-08,0.217725,1.09151,0.202919
1504,462.329,1,9.88836,14.1369,46.0215,46.675,1.93704,2.47295,0.898796,0.27226,6.74654e-08,0.218172,1.13578,0.206575
1505,462.199,1,9.7978,14.1369,46.6879,42.4084,1.92913,2.45831,0.910032,0.269543,6.63303e-08,0.227395,1.17317,0.21019
1506,462.551,1,9.76972,14.1369,46.0481,46.3769,1.955,2.47376,0.897641,0.268055,6.55193e-08,0.218471,1.15647,0.20003
1507,458.714,1,9.8201,14.1369,46.2166,45.6708,1.90605,2.53004,0.903612,0.263752,6.22772e-08,0.201493,1.19871,0.198944
1508,461.565,1,9.9462,14.1369,46.6881,40.4465,1.88356,2.54218,0.924048,0.266443,6.43289e-08,0.216424,1.24048,0.199358
1509,456.85,1,10.068,14.1369,46.3794,36.2997,1.87303,2.59788,0.903072,0.272955,5.75375e-08,0.20692,1.10952,0.199705
1510,457.063,1,9.97647,14.1369,45.4665,40.6376,1.91406,2.54621,0.913543,0.27417,6.54292e-08,0.203846,0.992387,0.198144
1511,449.298,1,10.0864,14.1369,45.7502,41.9876,1.89604,2.48989,0.913545,0.268543,5.85216e-08,0.210938,1.00753,0.209781
1512,448.91,1,9.87861,14.1369,46.0324,42.3621,1.98132,2.39826,0.916287,0.265561,5.23433e-08,0.208097,1.02176,0.209201
1513,453.077,1,9.81143,14.1369,46.8628,46.3617,2.03988,2.46292,0.902733,0.260151,4.68173e-08,0.208902,1.03504,0.202693
1514,438.066,1,9.85371,14.1369,46.5139,47.9059,1.85471,2.52168,0.911336,0.26009,4.18747e-08,0.212428,1.03129,0.206305
1515,442.228,1,9.90138,14.1369,46.4339,46.049,1.9106,2.52335,0.902372,0.263876,3.82983e-08,0.207653,0.99139,0.210933
1516,443.861,1,9.83818,14.1369,46.2067,46.3288,1.94588,2.52793,0.896378,0.264627,3.42551e-08,0.214329,1.04841,0.204488
1517,444.09,1,9.86747,14.1369,46.4001,47.3258,1.904,2.5383,0.916559,0.271274,3.38292e-08,0.19986,1.18914,0.211466
1518,443.379,1,9.8924,14.1369,46.6484,41.2165,1.99686,2.50003,0.905396,0.269714,3.02578e-08,0.182005,1.23386,0.200614
1519,437.94,1,9.82629,14.1369,45.9433,39.1173,2.02351,2.45763,0.901463,0.264566,2.77901e-08,0.185875,1.10769,0.201065
1520,440.439,1,9.77079,14.1369,46.0674,38.4898,2.04868,2.39451,0.89351,0.261441,2.78014e-08,0.199796,1.22901,0.204762
1521,439.273,1,9.81455,14.1369,46.4128,38.1324,1.9332,2.44655,0.902781,0.269021,2.88222e-08,0.216684,1.30786,0.204927
1522,434.195,1,9.86735,14.1369,46.276,41.9291,1.97444,2.3904,0.903847,0.263341,2.73249e-08,0.201738,1.2529,0.20953
1523,453.425,1,9.87925,14.1369,46.8016,42.7179,2.02361,2.52884,0.898664,0.262747,3.16028e-08,0.20239,1.19055,0.217364
1524,451.146,1,9.89001,14.1369,46.3101,37.1443,2.02058,2.49812,0.899388,0.265241,3.08758e-08,0.199752,1.27292,0.21151
1525,453.901,1,9.74531,14.1369,46.1753,48.605,1.9937,2.54406,0.898183,0.264497,3.7421e-08,0.193973,1.19641,0.204675
