iteration,convergenceIndicator,phase,Cl_pop,beta_Cl_centeredCLCR,V1_pop,Q_pop,V2_pop,omega_Cl,omega_V1,omega_Q,b
260,298.847,1,2.72186,0.603792,21.2004,5.14492,24.8463,0.228139,0.234156,0.692285,0.0257305
261,294.887,1,2.77364,0.585057,21.1225,5.54452,26.0303,0.227149,0.228227,0.773594,0.0252348
262,294.406,1,2.74016,0.590944,20.832,5.41299,26.01,0.225029,0.222448,0.774049,0.0251003
263,301.29,1,2.80527,0.574707,20.8321,5.38801,25.8678,0.219331,0.216816,0.78204,0.0261968
264,297.334,1,2.82028,0.576729,20.9185,5.4581,26.2113,0.226111,0.213321,0.762238,0.0256391
265,291.913,1,2.73779,0.604253,21.2779,5.50725,25.9553,0.22464,0.20792,0.742938,0.0252084
266,292.997,1,2.74813,0.600998,21.0129,5.44146,26.3812,0.227353,0.202655,0.743542,0.0255403
267,295.278,1,2.75438,0.5967,20.9969,5.46587,26.1338,0.227946,0.20068,0.746952,0.0255685
268,298.626,1,2.73029,0.602465,21.1313,5.28873,26.583,0.228107,0.209886,0.754728,0.0258079
269,294.146,1,2.84367,0.564346,20.8638,5.49555,26.8322,0.222331,0.226467,0.750499,0.0250716
270,295.023,1,2.82128,0.572212,21.1601,5.32694,26.8742,0.226487,0.220733,0.735166,0.0253518
271,294.741,1,2.80911,0.574833,21.3953,5.30689,25.541,0.224837,0.234429,0.736198,0.0249938
272,300.367,1,2.86433,0.55959,21.4841,5.24921,25.6707,0.219144,0.232992,0.721958,0.0259572
273,303.548,1,2.84799,0.562722,20.8043,5.57047,25.9715,0.213595,0.227093,0.733853,0.0268163
274,308.563,1,2.88029,0.555256,21.0959,5.50226,26.1338,0.210458,0.221343,0.737874,0.0275938
275,306.267,1,2.83862,0.56326,20.7697,5.52614,25.7459,0.219531,0.215738,0.796225,0.0268542
276,297.751,1,2.81597,0.574212,20.6863,5.49322,26.6309,0.223425,0.225617,0.80611,0.0255115
277,299.63,1,2.82551,0.568999,20.7149,5.40539,27.0574,0.228724,0.226968,0.785699,0.0257466
278,293.815,1,2.75095,0.589114,20.8485,5.27945,26.5078,0.228688,0.221599,0.765804,0.0248713
279,294.932,1,2.69404,0.60695,20.7062,5.23073,27.4604,0.224437,0.220002,0.75109,0.0251507
280,293.243,1,2.77588,0.582681,20.8692,5.21305,27.9968,0.22127,0.229441,0.732072,0.0250165
281,293.155,1,2.71125,0.600208,21.0708,4.85361,29.7903,0.223012,0.223631,0.713536,0.0256015
282,294.597,1,2.69385,0.605994,21.0977,4.88286,28.4986,0.223473,0.217969,0.695468,0.0254942
283,297.612,1,2.68303,0.609755,21.1566,5.0883,29.2556,0.228044,0.21245,0.713318,0.0260155
284,299.774,1,2.69654,0.607045,21.357,5.09859,29.0499,0.229534,0.217676,0.69834,0.0260364
285,295.431,1,2.76416,0.59061,21.0915,5.11717,27.7676,0.224313,0.236334,0.680658,0.0254102
286,297.252,1,2.82776,0.569733,21.2375,5.06646,27.2687,0.220035,0.232726,0.68053,0.0257479
287,288.265,1,2.70175,0.607063,21.7365,4.78941,28.2486,0.225202,0.226833,0.663299,0.0250827
288,284.921,1,2.774,0.580526,21.5043,4.6673,26.5272,0.226068,0.22109,0.646504,0.0248121
289,301.003,1,2.79491,0.572713,21.1332,5.11474,26.7138,0.228616,0.215492,0.661711,0.0266099
290,299.382,1,2.86553,0.549025,20.9342,5.25131,26.2337,0.222827,0.210035,0.735238,0.0261016
291,302.856,1,2.75109,0.587793,21.158,5.07413,26.7666,0.225781,0.237876,0.741988,0.0259387
292,292.596,1,2.83566,0.565879,21.2717,5.15914,26.8503,0.223519,0.231853,0.7232,0.0249689
293,291.812,1,2.91593,0.544802,20.8385,5.49242,27.7103,0.218608,0.231116,0.727818,0.0248792
294,294.685,1,2.90316,0.54639,21.4055,5.22532,27.2124,0.217097,0.225264,0.70939,0.0258843
295,287.953,1,2.79867,0.579733,21.5248,5.12553,27.5738,0.216611,0.21956,0.691428,0.0250942
296,279.753,1,2.82477,0.567528,21.3187,4.99379,28.3062,0.222951,0.216435,0.67392,0.0238801
297,279.519,1,2.89606,0.546253,21.6407,4.85737,27.9524,0.217306,0.215238,0.656856,0.0241987
298,275.774,1,2.88052,0.55035,21.6534,4.8321,28.2145,0.214923,0.215279,0.640224,0.0237184
299,277.704,1,2.81637,0.566563,21.9941,4.70324,28.4349,0.225479,0.222593,0.624013,0.0236466
300,281.348,1,2.90152,0.540832,21.9136,4.75943,27.0131,0.21977,0.224165,0.608931,0.0242014
301,273.976,1,2.85663,0.556773,21.7787,4.67956,27.9839,0.222222,0.218489,0.611589,0.023518
302,278.765,1,2.8733,0.549726,21.4978,4.74572,27.2843,0.217651,0.217814,0.596103,0.0241523
303,283.102,1,2.80764,0.571797,21.7361,4.64813,27.0285,0.217341,0.240781,0.581009,0.0244418
304,287.991,1,2.78357,0.576349,21.7707,4.60135,27.4509,0.223698,0.249495,0.616905,0.0245584
305,284.507,1,2.81354,0.571652,21.472,4.96152,27.9656,0.223207,0.243178,0.601285,0.0244248
306,285.869,1,2.77833,0.578907,21.6361,4.80707,28.0311,0.225689,0.23702,0.58606,0.0247867
307,281.764,1,2.79516,0.575659,21.5114,4.96554,29.1699,0.224061,0.231019,0.571221,0.0245889
308,284.259,1,2.81824,0.571056,21.8224,4.9444,28.8508,0.225979,0.226711,0.585423,0.0246037
309,287.238,1,2.77466,0.58092,21.9263,4.95418,28.9861,0.227587,0.22097,0.598809,0.0250168
310,280.303,1,2.73143,0.598353,21.8096,4.91665,29.4843,0.221824,0.215805,0.642484,0.0240136
311,282.994,1,2.79835,0.571269,21.726,4.94148,29.5764,0.218987,0.226335,0.626216,0.0243356
312,286.453,1,2.86179,0.550117,21.3935,4.87564,27.7394,0.215298,0.224115,0.639956,0.0247104
313,283.264,1,2.85697,0.55641,21.4204,4.85121,28.5846,0.219762,0.227472,0.655327,0.0241526
314,287.117,1,2.7611,0.580659,21.144,4.81039,29.0982,0.230217,0.234652,0.638734,0.0244156
315,286.978,1,2.72372,0.593629,21.3997,4.83253,29.8257,0.227982,0.237835,0.667312,0.0242372
316,283.573,1,2.70835,0.597905,21.1943,4.90932,30.5014,0.228139,0.231813,0.699616,0.0238459
317,281.834,1,2.82786,0.563511,21.1546,5.1272,30.3704,0.222363,0.225943,0.681901,0.0240157
318,282.37,1,2.78682,0.57922,21.1254,5.14591,30.2755,0.219439,0.220222,0.684979,0.0242429
319,296.417,1,2.71817,0.60134,21.2384,5.11289,29.7906,0.219703,0.214646,0.735154,0.02562
320,291.879,1,2.79984,0.576162,21.8374,4.88296,28.6734,0.221923,0.213754,0.71654,0.0252321
321,292.292,1,2.85767,0.557107,21.5734,4.99513,29.4127,0.216304,0.208342,0.698397,0.0254441
322,291.696,1,2.80597,0.569543,21.428,4.91161,30.6306,0.228507,0.209575,0.680713,0.0253229
323,284.218,1,2.79272,0.571923,21.5315,4.8166,31.3963,0.230776,0.204269,0.7358,0.0240867
324,282.284,1,2.82347,0.564976,21.6604,4.77993,30.8567,0.227774,0.206505,0.724684,0.0238936
325,287.741,1,2.75167,0.584737,21.6471,4.8183,31.1219,0.233156,0.201276,0.706335,0.0248862
326,282.49,1,2.78155,0.581717,21.3665,4.85195,32.3376,0.227975,0.196179,0.68845,0.0246139
327,282.18,1,2.76708,0.583986,21.3124,4.86562,30.2912,0.226287,0.191212,0.698123,0.0243565
328,281.303,1,2.79015,0.576185,21.253,4.85062,30.3859,0.22757,0.186643,0.698666,0.0242704
329,290.826,1,2.72454,0.590298,20.9836,4.91506,30.1129,0.224347,0.206262,0.715348,0.0250257
330,285.607,1,2.76149,0.577423,21.2972,4.7374,29.5953,0.230402,0.20289,0.710116,0.0243436
331,294.265,1,2.85572,0.551878,21.2017,4.86614,29.2022,0.224568,0.228984,0.707843,0.0251857
332,294.277,1,2.86088,0.550753,21.3269,4.84611,28.5178,0.219402,0.223217,0.707573,0.0253189
333,297.392,1,2.79062,0.574041,21.4083,4.88035,30.3002,0.225998,0.223902,0.739937,0.025457
334,292.97,1,2.8013,0.571291,21.2244,5.03859,29.9924,0.222412,0.22682,0.743941,0.0248797
335,286.879,1,2.82739,0.566848,21.374,5.1065,30.2736,0.22771,0.221076,0.725104,0.0247978
336,290.631,1,2.85788,0.560512,21.3682,5.12492,28.2396,0.221944,0.215479,0.706744,0.0256208
337,287.124,1,2.75083,0.592142,21.8739,4.81824,29.3427,0.216488,0.210023,0.701536,0.0250637
338,286.575,1,2.75286,0.594512,21.9299,4.92076,29.3656,0.218212,0.204705,0.683772,0.0251862
339,296.521,1,2.72346,0.601973,22.1211,4.88639,29.8474,0.227216,0.199521,0.666459,0.0263721
340,296.808,1,2.76994,0.590883,22.3574,4.75087,28.355,0.221462,0.194469,0.649584,0.0269301
341,284.862,1,2.74765,0.594173,22.1313,4.56408,27.7126,0.219086,0.192731,0.633136,0.0255836
342,292.952,1,2.71614,0.59974,22.2632,4.43272,29.3581,0.224878,0.206299,0.617105,0.0260501
343,287.801,1,2.69829,0.609313,22.3595,4.60523,28.9452,0.223328,0.207745,0.640966,0.0250766
344,289.933,1,2.71095,0.599607,22.141,4.56272,28.4025,0.226015,0.205684,0.633763,0.0253588
345,286.139,1,2.71946,0.59581,21.7719,4.52349,30.5993,0.22293,0.201713,0.684498,0.0247334
346,289.384,1,2.75447,0.585298,21.8017,4.59094,28.6151,0.217286,0.215282,0.706085,0.024903
347,286.972,1,2.69741,0.600858,21.6874,4.61423,32.1025,0.220026,0.218333,0.688207,0.0247331
348,289.89,1,2.73909,0.589629,21.7009,4.71971,32.1527,0.214454,0.217534,0.678353,0.0251427
349,282.909,1,2.62027,0.625391,21.9553,4.51376,31.8513,0.215553,0.212026,0.663612,0.0244792
350,285.501,1,2.65703,0.611021,21.5561,4.41205,30.6071,0.219382,0.206657,0.646809,0.0250422
351,282.757,1,2.73291,0.595735,21.7183,4.78176,29.7463,0.215863,0.209406,0.676872,0.0243213
352,285.022,1,2.7691,0.58015,21.2814,4.76253,29.328,0.226597,0.223297,0.696822,0.0240992
353,293.685,1,2.79225,0.577337,21.3746,4.8781,31.1839,0.226033,0.217643,0.825879,0.0247728
354,296.726,1,2.76763,0.57873,21.9001,4.68929,30.5017,0.228323,0.214227,0.811187,0.025156
355,294.835,1,2.83211,0.559838,21.7839,4.5776,31.0736,0.226201,0.212442,0.790647,0.0254174
356,285.064,1,2.7921,0.57449,21.8395,4.58595,29.0587,0.220473,0.207063,0.770628,0.0246427
357,283.092,1,2.87557,0.550993,21.6955,4.80717,28.9452,0.224872,0.213076,0.751115,0.0241052
358,290.077,1,2.82627,0.56637,21.5445,5.07182,28.9904,0.222493,0.226339,0.749777,0.0245099
359,294.186,1,2.8389,0.560775,21.6884,5.2726,27.8806,0.224137,0.220608,0.730792,0.0254621
360,296.217,1,2.85784,0.559726,21.7559,5.11367,28.2291,0.226389,0.215022,0.715628,0.0259861
361,305.216,1,2.81212,0.5709,21.7351,5.06926,28.6702,0.229522,0.217084,0.703311,0.0268007
362,309.001,1,2.83817,0.561296,21.7978,4.82105,28.3566,0.223762,0.226562,0.685503,0.0273914
363,312.48,1,2.8026,0.571318,21.6715,4.8563,27.8249,0.227148,0.239133,0.673521,0.0276653
364,309.506,1,2.84398,0.56081,21.5248,4.78867,27.6945,0.221397,0.236998,0.656467,0.0276233
365,308.759,1,2.80111,0.571643,21.243,5.04727,28.6898,0.230153,0.230997,0.700807,0.027114
366,305.846,1,2.817,0.564536,21.5242,5.26641,29.2053,0.225002,0.241781,0.707421,0.0264724
367,305.374,1,2.72709,0.590401,21.3483,4.83004,27.8591,0.22689,0.241573,0.689509,0.0265207
368,296.673,1,2.77177,0.57533,21.6478,4.7335,28.0332,0.221145,0.235456,0.677783,0.025668
369,296.435,1,2.68429,0.599486,21.6099,4.41981,29.3035,0.227165,0.229494,0.665452,0.0257914
370,300.175,1,2.75247,0.583902,21.8024,4.38403,28.1817,0.222608,0.23818,0.692534,0.0259144
371,298.493,1,2.81166,0.56458,21.6347,4.72551,28.534,0.223004,0.232149,0.725523,0.02573
372,291.683,1,2.79315,0.572605,21.9868,4.37802,29.1582,0.218639,0.226271,0.707152,0.0256189
373,291.964,1,2.75164,0.58918,22.3792,4.53737,29.4999,0.223758,0.220542,0.689246,0.0256983
374,296.522,1,2.73027,0.596846,22.0491,4.73975,29.9608,0.218092,0.218443,0.671794,0.0263716
375,289.569,1,2.7735,0.581157,21.5502,4.84447,28.9309,0.218844,0.23236,0.654784,0.025143
376,290.365,1,2.70204,0.603377,21.7445,4.84149,28.9083,0.23072,0.226477,0.638205,0.025123
377,292.148,1,2.71506,0.603834,21.9719,4.88791,29.1116,0.22871,0.220902,0.63835,0.02536
378,290.612,1,2.67976,0.612649,21.5972,4.83938,30.5671,0.223995,0.221074,0.622187,0.0255091
379,295.888,1,2.66215,0.617711,21.4063,4.73961,29.2298,0.221803,0.224231,0.688454,0.0255953
380,292.054,1,2.71594,0.603073,20.8349,4.96341,27.8939,0.226317,0.232987,0.7074,0.0248252
381,291.635,1,2.70023,0.606792,21.1064,4.99984,26.5864,0.220586,0.227088,0.693829,0.0251437
382,289.107,1,2.72776,0.594508,21.5987,5.00805,26.3787,0.216631,0.226722,0.699658,0.0246624
383,287.657,1,2.71704,0.599011,21.0825,4.88387,27.1618,0.220625,0.23543,0.69033,0.0243686
384,293.958,1,2.66152,0.617089,20.8138,4.84711,28.3926,0.223592,0.259966,0.698521,0.0247249
385,288.757,1,2.78865,0.579673,21.4266,5.16855,29.546,0.219237,0.253384,0.683179,0.0246818
386,289.536,1,2.73817,0.58995,21.3207,4.86241,29.3614,0.230771,0.246968,0.682936,0.0245455
387,297.423,1,2.78395,0.572095,21.3718,4.77187,30.8753,0.236562,0.241375,0.702607,0.0252133
388,291.172,1,2.79986,0.573315,21.7483,4.78909,29.6572,0.230572,0.23663,0.727833,0.0244905
389,291.527,1,2.82618,0.565472,21.5855,4.67995,28.4524,0.224734,0.230638,0.736251,0.024731
390,297.794,1,2.82916,0.562442,21.6036,4.82071,27.5632,0.225537,0.248259,0.757472,0.0250742
391,295.098,1,2.75605,0.583502,21.6716,4.46753,27.5202,0.227933,0.241973,0.738292,0.0252251
392,305.339,1,2.69445,0.605935,21.5774,4.57546,28.6382,0.234028,0.241696,0.737706,0.0261395
393,291.177,1,2.7335,0.592896,21.2588,4.87944,29.3541,0.228102,0.235576,0.72014,0.0250643
394,296.477,1,2.76027,0.588585,20.9445,5.06789,29.2395,0.222327,0.229612,0.701905,0.0259966
395,292.243,1,2.80276,0.573838,21.5531,5.14276,28.1887,0.219845,0.223798,0.726048,0.0254646
396,295.498,1,2.78841,0.578776,21.5848,5.01766,27.2307,0.223742,0.218131,0.721124,0.0257772
397,302.028,2,2.7191,0.599983,21.6593,4.72045,27.1456,0.221558,0.217627,0.712345,0.0264402
398,292.585,2,2.73238,0.597982,21.2675,4.99799,27.697,0.221926,0.214406,0.727648,0.0251662
399,288.41,2,2.77395,0.584358,21.1666,5.20914,28.2163,0.214998,0.211375,0.766668,0.0245796
400,298.217,2,2.76204,0.588891,21.525,5.05543,28.6054,0.219211,0.212441,0.752136,0.0258492
401,295.479,2,2.67794,0.614647,21.1933,5.11075,29.5863,0.220252,0.225477,0.684918,0.025605
402,290.207,2,2.75136,0.589919,21.4548,5.04041,28.7298,0.218876,0.216045,0.699317,0.0250334
403,296.216,2,2.80751,0.57328,20.9103,5.23518,27.8458,0.216846,0.226385,0.742202,0.0253632
404,296.289,2,2.75998,0.589812,21.2921,5.27224,27.2177,0.222087,0.230272,0.729117,0.0253498
405,288.316,2,2.73283,0.598482,21.3503,5.13298,27.2704,0.220218,0.226408,0.692505,0.0247617
406,290.872,2,2.70446,0.60833,21.1332,5.04962,27.6074,0.221724,0.227755,0.685597,0.0248976
407,289.507,2,2.68783,0.612323,21.3245,4.9659,28.3158,0.221787,0.21893,0.683643,0.0249185
408,292.292,2,2.74705,0.593681,21.6456,4.97801,27.8658,0.219556,0.215602,0.699513,0.0251754
409,288.295,2,2.7497,0.591955,21.1586,5.13293,27.8507,0.221728,0.218329,0.7147,0.0247066
410,286.594,2,2.70915,0.602013,21.0744,5.23547,28.3074,0.228128,0.217599,0.732915,0.0242675
411,291.141,2,2.74624,0.592228,21.2118,5.26858,28.4182,0.227611,0.219837,0.747647,0.024476
412,292.202,2,2.79271,0.579471,20.8854,5.30221,28.0059,0.219713,0.219806,0.759747,0.0247624
413,296.117,2,2.74785,0.594549,20.9215,5.28737,28.4982,0.221141,0.212125,0.76453,0.0252062
414,294.298,2,2.73967,0.595504,20.9246,5.19477,28.1131,0.221993,0.210078,0.763095,0.0252381
415,294.37,2,2.73985,0.595107,20.8526,5.09696,28.1578,0.220831,0.206434,0.768178,0.0253129
416,298.233,2,2.72499,0.600187,20.6615,5.06874,28.3956,0.220348,0.215004,0.768279,0.0254342
417,289.162,2,2.75996,0.589005,20.8177,5.13331,27.9609,0.217378,0.213692,0.746544,0.0251843
418,287.942,2,2.75812,0.590126,20.8649,5.25193,27.9797,0.220216,0.204545,0.746933,0.0250195
419,293.985,2,2.76937,0.583821,20.8368,5.14503,27.9395,0.220933,0.206852,0.722077,0.0252415
420,296.827,2,2.77401,0.583501,20.9931,5.10936,27.6336,0.220528,0.210049,0.712514,0.0254922
421,297.718,2,2.78074,0.579437,20.9751,5.08061,27.4834,0.220373,0.211668,0.701726,0.0256913
422,297.464,2,2.76552,0.582301,21.0061,5.0083,27.2603,0.220322,0.220335,0.686647,0.0256998
423,303.07,2,2.74925,0.58833,20.9027,5.07963,27.1772,0.218553,0.218124,0.709681,0.0259572
424,292.7,2,2.7359,0.594022,20.9263,5.10993,27.3062,0.218862,0.216261,0.722287,0.0256994
425,293.438,2,2.71927,0.600442,20.9695,5.16211,27.1392,0.219819,0.219293,0.721745,0.0255086
426,288.706,2,2.72957,0.598001,21.1044,5.15564,27.4558,0.221179,0.216091,0.716771,0.0253248
427,294.32,2,2.74483,0.59487,21.1512,5.2385,27.6799,0.220672,0.210795,0.718895,0.0254473
428,295.04,2,2.75094,0.593894,21.1833,5.29193,27.6696,0.222952,0.211982,0.730983,0.0253766
429,287.305,2,2.77008,0.58714,21.2442,5.19912,28.0872,0.222779,0.214443,0.716471,0.0252097
430,285.435,2,2.77293,0.584605,21.3735,5.11631,28.2252,0.224563,0.21498,0.708939,0.0249976
431,281.055,2,2.77341,0.582237,21.3655,5.04007,28.5842,0.225009,0.216045,0.695686,0.0247668
432,282.74,2,2.78605,0.577047,21.4077,4.98816,29.1433,0.224568,0.216588,0.691443,0.0246276
433,283.828,2,2.79717,0.573302,21.3342,4.99592,29.3319,0.224598,0.215347,0.693808,0.0245524
434,284.963,2,2.80462,0.57026,21.2621,4.99982,29.2751,0.225278,0.216389,0.691262,0.0244898
435,282.423,2,2.8039,0.570562,21.3222,4.9746,29.4926,0.225741,0.218219,0.691079,0.0243689
436,277.407,2,2.79795,0.57197,21.3348,4.93075,29.5882,0.225897,0.218166,0.690283,0.024209
437,291.085,2,2.79335,0.573229,21.3315,4.91435,29.6902,0.225491,0.216917,0.687842,0.0243524
438,294.608,2,2.78466,0.575551,21.3771,4.87992,29.9024,0.225383,0.215487,0.687601,0.0245146
439,293.245,2,2.785,0.575386,21.4342,4.86322,29.8551,0.224327,0.217827,0.683029,0.0246129
440,286.794,2,2.77748,0.577557,21.487,4.83795,29.9269,0.22417,0.219531,0.675544,0.0246141
441,280.916,2,2.77361,0.578656,21.4888,4.83813,30.0369,0.224323,0.219138,0.672821,0.024541
442,282.06,2,2.76784,0.580777,21.5173,4.82836,30.1268,0.224225,0.219751,0.671571,0.0244807
443,287.842,2,2.77029,0.579828,21.5564,4.8209,30.2112,0.224436,0.219811,0.665919,0.0245223
444,294.499,2,2.77485,0.578423,21.5785,4.80626,30.181,0.223968,0.221534,0.662869,0.0246072
445,289.915,2,2.77638,0.57754,21.5609,4.79898,30.1471,0.224033,0.222122,0.660892,0.0246327
446,298.732,2,2.78217,0.575568,21.5627,4.80286,30.049,0.223552,0.222037,0.662713,0.0247364
447,288.008,2,2.78842,0.573736,21.5609,4.79291,30.0441,0.2235,0.221578,0.662905,0.0247455
448,285.529,2,2.7879,0.573886,21.5682,4.78976,30.0284,0.223648,0.221476,0.662742,0.0247385
449,282.802,2,2.78763,0.574038,21.5754,4.78687,29.9836,0.223693,0.22132,0.6623,0.02473
450,290.286,2,2.78667,0.574415,21.5786,4.78706,29.9611,0.223745,0.221024,0.662693,0.0247375
451,285.248,2,2.78623,0.574592,21.5771,4.78663,29.9504,0.223762,0.22101,0.662326,0.0247326
452,283.867,2,2.78512,0.574981,21.5807,4.78451,29.9368,0.223797,0.221047,0.66154,0.0247259
453,283.244,2,2.7841,0.575283,21.5869,4.77423,29.9273,0.22375,0.221197,0.661145,0.0247155
454,286.492,2,2.78388,0.575314,21.5923,4.7653,29.9269,0.223734,0.22135,0.661319,0.0247096
455,284.392,2,2.78259,0.575732,21.5967,4.76158,29.9482,0.223613,0.221404,0.661001,0.0247045
456,285.285,2,2.78163,0.576082,21.601,4.75805,29.9454,0.22354,0.22171,0.660961,0.0246957
457,282.44,2,2.78057,0.576473,21.6093,4.75638,29.9422,0.223551,0.221497,0.660291,0.0246912
458,292.702,2,2.77899,0.577031,21.6153,4.75518,29.9375,0.223774,0.221496,0.659757,0.0247015
459,289.159,2,2.77818,0.577338,21.6248,4.7501,29.9429,0.223832,0.221352,0.659358,0.0247084
460,292.359,2,2.77725,0.577649,21.6296,4.74642,29.9364,0.223921,0.221309,0.659112,0.0247184
461,285.98,2,2.77705,0.577749,21.6351,4.74356,29.9182,0.223965,0.221426,0.658842,0.0247141
462,291.99,2,2.77651,0.577916,21.6452,4.73868,29.9164,0.223945,0.22155,0.657936,0.0247257
463,286.658,2,2.77633,0.577948,21.6524,4.73637,29.9182,0.223992,0.221506,0.657401,0.0247261
464,293.359,2,2.77672,0.577828,21.648,4.7339,29.9096,0.223922,0.221514,0.656814,0.0247412
465,291.389,2,2.77612,0.578044,21.643,4.73441,29.8915,0.22386,0.221343,0.657215,0.0247493
466,296.042,2,2.77637,0.578084,21.6434,4.7391,29.8832,0.223827,0.221047,0.657974,0.0247658
467,292.565,2,2.77581,0.578366,21.6412,4.74263,29.9004,0.223845,0.220841,0.658947,0.0247725
468,289.994,2,2.77473,0.578758,21.6423,4.74521,29.9044,0.223931,0.220493,0.660111,0.0247738
469,286.678,2,2.77417,0.579017,21.6434,4.74598,29.9011,0.223991,0.220364,0.660597,0.0247702
470,286.757,2,2.77388,0.579125,21.643,4.74597,29.9155,0.224078,0.220302,0.660826,0.0247659
471,288.734,2,2.7743,0.579042,21.6403,4.74647,29.8948,0.224092,0.220111,0.66168,0.0247657
472,291.774,2,2.77419,0.579114,21.6394,4.7457,29.8951,0.224185,0.220154,0.661559,0.0247708
473,293.641,2,2.77524,0.578826,21.6332,4.74982,29.901,0.224166,0.220288,0.662164,0.0247751
474,295.703,2,2.77641,0.578547,21.6281,4.7527,29.8856,0.224072,0.220339,0.663473,0.0247817
475,289.997,2,2.77616,0.57863,21.6263,4.75475,29.8792,0.224152,0.220294,0.664593,0.0247776
476,290.371,2,2.77711,0.578331,21.6239,4.75465,29.8661,0.224166,0.220229,0.665112,0.024779
477,292.929,2,2.77683,0.578477,21.626,4.75514,29.8605,0.224251,0.220152,0.665846,0.0247828
478,292.895,2,2.77636,0.578662,21.6279,4.7573,29.8697,0.224338,0.220037,0.66722,0.0247832
479,291.195,2,2.77624,0.578718,21.6248,4.75747,29.8568,0.224331,0.22014,0.668353,0.0247798
480,296.379,2,2.77641,0.578765,21.625,4.7589,29.8519,0.224269,0.220316,0.669294,0.0247856
481,288.176,2,2.77593,0.578989,21.629,4.75944,29.8505,0.224322,0.220471,0.670182,0.024777
482,290.61,2,2.77655,0.578926,21.633,4.76259,29.8477,0.224383,0.22049,0.670876,0.024776
483,290.004,2,2.7768,0.578945,21.6316,4.76626,29.8461,0.224369,0.220468,0.671593,0.0247756
484,285.794,2,2.77788,0.578651,21.6317,4.76916,29.8541,0.224341,0.220452,0.672325,0.0247683
485,289.959,2,2.77758,0.578884,21.6367,4.77195,29.8514,0.224361,0.220413,0.672456,0.0247705
486,291.02,2,2.7775,0.579015,21.6389,4.77305,29.8434,0.22437,0.220401,0.672761,0.0247734
487,295.326,2,2.77769,0.579009,21.6384,4.77527,29.8481,0.224392,0.220249,0.673296,0.0247825
488,295.225,2,2.77811,0.578956,21.6392,4.77813,29.8491,0.224396,0.220193,0.673951,0.0247894
489,289.62,2,2.77813,0.578963,21.6351,4.78017,29.8493,0.224337,0.220309,0.674529,0.0247863
490,289.741,2,2.77883,0.578773,21.6294,4.78281,29.8335,0.224275,0.220443,0.675264,0.0247825
491,292.757,2,2.77822,0.578951,21.6257,4.7822,29.8355,0.224259,0.220576,0.675413,0.024785
492,287.313,2,2.77755,0.579162,21.6234,4.77919,29.8295,0.224228,0.220701,0.675321,0.024782
493,285.594,2,2.77738,0.57918,21.6222,4.77789,29.8273,0.224176,0.220657,0.675426,0.0247781
494,287.428,2,2.77749,0.579107,21.6233,4.77747,29.8406,0.224156,0.220376,0.675509,0.0247805
495,290.085,2,2.77712,0.579262,21.6283,4.77661,29.8384,0.224165,0.220217,0.67526,0.0247862
496,292.726,2,2.77722,0.579247,21.6289,4.77934,29.8375,0.224141,0.219998,0.675707,0.0247928
497,289.239,2,2.77722,0.579212,21.6306,4.77874,29.8524,0.224144,0.219869,0.675542,0.0247961
498,283.06,2,2.77692,0.579223,21.6304,4.77814,29.8531,0.22415,0.219587,0.675263,0.0247938
499,291.558,2,2.77769,0.578953,21.6284,4.77822,29.8563,0.224145,0.219491,0.675261,0.0247988
500,292.736,2,2.7776,0.578998,21.6323,4.77772,29.8554,0.224171,0.219232,0.675537,0.0248063
501,288.74,2,2.77768,0.578986,21.6334,4.77749,29.8529,0.224126,0.21909,0.67537,0.02481
502,286.161,2,2.77808,0.578866,21.6352,4.77666,29.8547,0.22408,0.218938,0.675474,0.0248096
503,281.414,2,2.77831,0.578817,21.6377,4.77707,29.8641,0.224022,0.218628,0.675445,0.0248069
504,285.509,2,2.77865,0.578739,21.6407,4.77868,29.868,0.223952,0.218408,0.675791,0.0248061
505,290.446,2,2.77812,0.578903,21.6373,4.7804,29.8726,0.223946,0.218294,0.676688,0.0248051
506,287.59,2,2.77771,0.579056,21.6353,4.78261,29.8777,0.223932,0.218156,0.677139,0.0248038
507,291.81,2,2.7767,0.57938,21.636,4.78373,29.8811,0.223962,0.218005,0.677293,0.0248085
508,286.811,2,2.77589,0.579668,21.6367,4.78329,29.876,0.223989,0.217966,0.677321,0.0248065
509,284.049,2,2.77545,0.579861,21.6398,4.7833,29.8791,0.224007,0.217833,0.676958,0.0248053
510,293.238,2,2.77589,0.579789,21.6382,4.78417,29.8662,0.223997,0.217603,0.677224,0.0248138
511,297.832,2,2.77707,0.579517,21.6399,4.78695,29.8807,0.224013,0.217592,0.67798,0.024821
512,296.183,2,2.77747,0.579467,21.6407,4.79059,29.8792,0.22402,0.217728,0.678876,0.0248227
513,287.315,2,2.77797,0.579363,21.6396,4.79342,29.8852,0.223996,0.217718,0.679162,0.0248203
514,282.687,2,2.77836,0.579294,21.6406,4.79564,29.8846,0.223978,0.217676,0.678904,0.0248159
515,289.578,2,2.77754,0.579598,21.6406,4.79661,29.8763,0.223975,0.217747,0.678332,0.0248188
516,293.996,2,2.77729,0.579714,21.6425,4.79711,29.8743,0.223978,0.217868,0.677532,0.0248265
517,293.685,2,2.77737,0.579659,21.6436,4.79542,29.8753,0.223966,0.217953,0.677341,0.0248313
