iteration,E_Cl,sd_Cl,E_V1,sd_V1,E_Q2,sd_Q2,E_V2,sd_V2,E_Q3,sd_Q3,E_V3,sd_V3
212,5.29181,0.0272451,21.1719,0.117559,7.30304,0.335679,26.4551,0.274304,1.18394e-06,6.49545,41981.1,6.61428
213,5.29167,0.0272522,21.174,0.117562,7.30046,0.335672,26.451,0.274175,1.18158e-06,6.49403,42212.9,6.61887
214,5.29169,0.0272739,21.1771,0.117548,7.29658,0.335755,26.448,0.274126,1.17924e-06,6.49244,42054.2,6.62129
215,5.29155,0.0272878,21.1806,0.117629,7.29216,0.335952,26.4542,0.274313,1.17379e-06,6.49182,43776.1,6.62298
216,5.2915,0.0272854,21.1839,0.117531,7.28697,0.335886,26.451,0.27424,1.1684e-06,6.49235,43574.6,6.62824
217,5.29142,0.0272713,21.1884,0.117516,7.28111,0.336002,26.4532,0.274179,1.16431e-06,6.49666,43375.5,6.63453
218,5.29141,0.0272867,21.1906,0.117504,7.27957,0.336101,26.455,0.274087,1.16038e-06,6.50157,43183,6.63804
219,5.2914,0.027298,21.1915,0.11745,7.27844,0.33599,26.4587,0.274239,1.1561e-06,6.50748,42987.9,6.63398
220,5.29128,0.0273242,21.1935,0.117471,7.2752,0.335864,26.4637,0.274222,2.43513e-06,6.50825,42793.4,6.62959
221,5.29136,0.0273487,21.1946,0.1174,7.27469,0.335738,26.4602,0.27406,2.42448e-06,6.50731,42602.9,6.63296
222,5.29133,0.0273431,21.1935,0.117486,7.27652,0.336053,26.4586,0.273934,2.41513e-06,6.50898,42439.4,6.62895
223,5.29127,0.0273323,21.1938,0.117625,7.27684,0.336345,26.4588,0.273885,2.40504e-06,6.50955,42251.9,6.62504
224,5.2912,0.0273468,21.1931,0.11774,7.27614,0.336769,26.4646,0.274107,2.397e-06,6.50931,42066.2,6.62474
225,5.29112,0.0273375,21.1922,0.117766,7.27547,0.337074,26.4633,0.274029,2.38761e-06,6.51168,41880.3,6.62211
226,5.29107,0.0273453,21.192,0.117764,7.27482,0.337499,26.4618,0.27393,2.37711e-06,6.51205,41695.8,6.61842
227,5.29107,0.0273619,21.1943,0.117767,7.27311,0.337643,26.4576,0.273863,2.36671e-06,6.51171,41513.1,6.61647
228,5.29089,0.0273718,21.1941,0.117757,7.27364,0.337952,26.4576,0.27368,2.35639e-06,6.50835,41335.5,6.61428
229,5.29061,0.0273813,21.1938,0.117731,7.27376,0.338311,26.4577,0.27358,2.34661e-06,6.50852,41156.3,6.61569
230,5.29044,0.0274136,21.1934,0.117683,7.27356,0.338349,26.4546,0.273601,2.34065e-06,6.51397,40993.8,6.61345
231,5.29044,0.0274135,21.1931,0.117619,7.27332,0.338212,26.4544,0.273421,2.33059e-06,6.51183,40823.6,6.61479
232,5.29041,0.0274505,21.1914,0.117669,7.27377,0.338238,26.4542,0.273342,2.3206e-06,6.5083,40722.7,6.61159
233,5.2904,0.027433,21.1888,0.117681,7.2756,0.33842,26.4449,0.273448,2.31092e-06,6.50729,40555.6,6.60907
234,5.2904,0.0274289,21.1857,0.117754,7.27823,0.338512,26.437,0.273468,2.30124e-06,6.50816,40385.9,6.60717
235,5.29041,0.0274305,21.1842,0.117803,7.2794,0.338465,26.4277,0.273382,2.29156e-06,6.50999,40215.9,6.60747
236,5.29049,0.0274406,21.184,0.117781,7.28012,0.338319,26.4231,0.273423,2.28246e-06,6.51566,40053.4,6.60396
237,5.29049,0.0274274,21.1829,0.117762,7.28044,0.338303,26.4192,0.273283,2.27442e-06,6.51887,39885.2,6.59961
238,5.29053,0.027411,21.184,0.11778,7.27823,0.338078,26.4161,0.273023,2.26513e-06,6.52269,39718.6,6.59941
239,5.29055,0.0274008,21.1843,0.117783,7.27648,0.338048,26.4183,0.272883,2.2557e-06,6.52496,39553.3,6.6001
240,5.29046,0.0273903,21.1839,0.117766,7.27728,0.338233,26.419,0.272937,2.24635e-06,6.52109,39391,6.60035
241,5.29048,0.0273916,21.185,0.117859,7.2768,0.338164,26.4169,0.272792,2.23732e-06,6.51986,39228.4,6.60174
242,5.29052,0.0273767,21.1841,0.117872,7.27944,0.338055,26.4163,0.272698,2.22825e-06,6.51911,39067.5,6.6002
243,5.29061,0.0273616,21.1828,0.117835,7.28109,0.338066,26.4212,0.272761,2.21921e-06,6.51916,38908.4,6.59972
244,5.29056,0.0273456,21.182,0.117869,7.28211,0.338074,26.4221,0.272606,2.21018e-06,6.51947,38795.3,6.60011
245,5.29046,0.0273476,21.1824,0.117894,7.28315,0.338276,26.4236,0.272368,2.20293e-06,6.52247,38640.4,6.60199
246,5.29043,0.0273361,21.1806,0.117883,7.28486,0.338134,26.4204,0.272275,2.19403e-06,6.52551,38486,6.60374
247,5.29049,0.0273395,21.1794,0.117841,7.28663,0.338055,26.4218,0.272209,2.18616e-06,6.5218,38331.4,6.6031
248,5.29045,0.0273452,21.1777,0.117765,7.28806,0.337962,26.418,0.272089,2.17742e-06,6.51717,38178.7,6.60192
249,5.29039,0.0273422,21.1768,0.117714,7.28823,0.337847,26.4167,0.271912,2.16872e-06,6.51399,38027.4,6.60333
250,5.2903,0.0273368,21.176,0.117679,7.29023,0.337848,26.4162,0.271823,2.16222e-06,6.51148,37876.3,6.60618
251,5.29033,0.0273323,21.1764,0.117584,7.28923,0.337624,26.4108,0.271715,2.15364e-06,6.5108,37726,6.60411
252,5.29037,0.0273295,21.1781,0.1175,7.28751,0.337517,26.4078,0.271541,2.14514e-06,6.51295,37576.9,6.60244
253,5.29037,0.027324,21.1804,0.11749,7.28479,0.33737,26.4061,0.27158,2.13675e-06,6.51346,37437.1,6.6015
254,5.29032,0.0273217,21.1816,0.117492,7.28305,0.337268,26.4043,0.271411,2.12881e-06,6.51675,37436,6.60401
255,5.29026,0.027308,21.1805,0.117403,7.28281,0.337126,26.4031,0.271511,2.12085e-06,6.51516,37290,6.6048
256,5.2902,0.0273156,21.1801,0.117286,7.28227,0.337048,26.4019,0.271523,2.11268e-06,6.51318,37230.5,6.60554
257,5.29013,0.0273281,21.1798,0.117251,7.28131,0.337237,26.4037,0.27137,2.10493e-06,6.51082,37166.9,6.60878
258,5.29003,0.0273222,21.1791,0.117256,7.28137,0.337311,26.4038,0.271402,2.09889e-06,6.51212,37052.4,6.60901
259,5.28988,0.0273177,21.1775,0.117255,7.28165,0.337316,26.4025,0.27135,2.10428e-06,6.51722,37157.4,6.61013
260,5.28984,0.0273168,21.1781,0.117274,7.28064,0.337251,26.4052,0.271366,2.09782e-06,6.52046,37059.2,6.61218
261,5.28989,0.0273151,21.1774,0.117304,7.28186,0.337085,26.4072,0.271369,2.08983e-06,6.51988,36917.8,6.61038
262,5.28984,0.0273085,21.1748,0.117329,7.28363,0.337105,26.3993,0.27132,2.08214e-06,6.5213,36785.4,6.61402
263,5.28976,0.0273021,21.1742,0.117361,7.2847,0.337186,26.3977,0.271227,2.07428e-06,6.52237,36671.6,6.61717
264,5.28977,0.0272964,21.1731,0.117413,7.28585,0.337146,26.3937,0.271252,2.06647e-06,6.52331,36650.4,6.62213
265,5.28987,0.0272921,21.1727,0.117423,7.28883,0.337119,26.3911,0.271324,2.05873e-06,6.52567,36512.7,6.62794
266,5.28975,0.0272984,21.1705,0.117482,7.29017,0.337244,26.3926,0.271489,2.05139e-06,6.52645,36377.7,6.63065
267,5.28965,0.0273063,21.171,0.117498,7.29125,0.337284,26.397,0.271466,2.04839e-06,6.52769,36257.2,6.63345
268,5.28963,0.0273178,21.1724,0.117511,7.29055,0.337171,26.4022,0.271431,2.04101e-06,6.52741,36169.5,6.63616
269,5.28965,0.0273341,21.1725,0.117457,7.29061,0.337008,26.403,0.271282,2.03354e-06,6.52587,36037.3,6.63755
270,5.28964,0.0273313,21.1715,0.117585,7.2905,0.336892,26.4049,0.271346,2.02605e-06,6.52644,35907.2,6.63829
271,5.28961,0.0273163,21.1701,0.117638,7.29411,0.337107,26.4065,0.271419,2.01861e-06,6.52443,35789.9,6.64081
272,5.28965,0.0273166,21.1681,0.117681,7.29863,0.337267,26.4042,0.271353,2.01137e-06,6.52527,35658.9,6.6404
273,5.28963,0.027328,21.168,0.117711,7.30108,0.337269,26.409,0.271319,2.00412e-06,6.52263,35530.4,6.64038
274,5.28949,0.0273445,21.167,0.117791,7.30143,0.337187,26.4182,0.271345,1.99684e-06,6.52037,35407.4,6.64346
275,5.28944,0.0273513,21.166,0.117845,7.30222,0.337133,26.4166,0.271285,2.28756e-06,6.5214,35280.4,6.64191
276,5.28938,0.0273416,21.1643,0.117786,7.30281,0.33699,26.4178,0.271306,2.2794e-06,6.52243,35273.6,6.64204
277,5.28936,0.0273276,21.1628,0.117885,7.30535,0.337095,26.4157,0.271193,2.27177e-06,6.52328,35147.9,6.64241
278,5.28934,0.0273262,21.1606,0.117954,7.30739,0.337308,26.415,0.271207,2.2654e-06,6.52349,35022.4,6.6429
279,5.28931,0.0273255,21.1583,0.118002,7.30857,0.337344,26.4184,0.271219,2.25908e-06,6.52449,34898.2,6.64055
280,5.28923,0.0273139,21.1556,0.117988,7.31051,0.337371,26.4209,0.271135,2.25109e-06,6.52325,34783.6,6.64043
281,5.28924,0.02731,21.1523,0.118074,7.31232,0.337301,26.4146,0.27105,2.24316e-06,6.51907,34664.9,6.6433
282,5.28926,0.0272915,21.1505,0.11813,7.3129,0.337264,26.4069,0.270882,2.24446e-06,6.51783,36251.7,6.64606
283,5.28924,0.0272908,21.1498,0.118103,7.31315,0.337213,26.4043,0.270891,2.23657e-06,6.5169,36124.1,6.6458
284,5.28919,0.0272889,21.1502,0.11809,7.31187,0.337078,26.3996,0.270806,2.22881e-06,6.51684,35997.4,6.64552
285,5.28917,0.0272847,21.1501,0.118009,7.31154,0.337019,26.4008,0.270696,2.22102e-06,6.51477,35873.2,6.6461
286,5.28921,0.0273094,21.1491,0.117939,7.3114,0.336752,26.4024,0.270591,2.21334e-06,6.5184,35761.2,6.64596
287,5.28919,0.0273092,21.1481,0.117943,7.31309,0.336695,26.4001,0.270454,2.38173e-06,6.52275,35637.1,6.6439
288,5.2892,0.027304,21.1443,0.118028,7.31621,0.336668,26.3984,0.270293,2.37378e-06,6.52615,35565.7,6.64701
289,5.28925,0.027305,21.141,0.118081,7.31997,0.33665,26.3968,0.270133,2.37073e-06,6.5278,35447,6.64564
290,5.28929,0.027307,21.1401,0.118125,7.3228,0.33674,26.3985,0.270128,2.36259e-06,6.52535,35411.5,6.64599
291,5.28936,0.0272902,21.1368,0.118245,7.3271,0.336924,26.3927,0.270069,2.3548e-06,6.52713,35376.1,6.64584
292,5.28936,0.0272881,21.1331,0.11836,7.33313,0.337132,26.3946,0.269961,2.34681e-06,6.5285,35255.6,6.64243
293,5.28936,0.0272785,21.1307,0.118495,7.33561,0.337136,26.3954,0.269803,2.33923e-06,6.53126,35137.9,6.64056
294,5.28947,0.0272695,21.1295,0.118655,7.33841,0.337144,26.3952,0.269669,2.33169e-06,6.53076,35018.8,6.6383
295,5.28958,0.027258,21.1283,0.118711,7.34241,0.337237,26.3966,0.269743,2.32387e-06,6.52833,34901.6,6.64037
296,5.28968,0.0272597,21.1281,0.118758,7.34343,0.337305,26.3982,0.269761,2.31605e-06,6.52493,34797.5,6.64035
297,5.28967,0.0272629,21.1273,0.118767,7.34195,0.337251,26.3997,0.269824,2.30833e-06,6.52521,34680.8,6.63779
298,5.28964,0.0272769,21.1273,0.118861,7.34087,0.337345,26.4057,0.269973,2.30075e-06,6.52809,34565,6.63752
299,5.28957,0.0272789,21.1273,0.118939,7.33928,0.337555,26.4063,0.270289,2.29312e-06,6.52675,42205,6.64142
300,5.2895,0.0272793,21.1282,0.119049,7.33811,0.337786,26.4078,0.270437,2.28556e-06,6.52501,42095.7,6.6391
301,5.28959,0.0272966,21.1302,0.119154,7.33618,0.338014,26.4067,0.270666,2.27799e-06,6.52105,41958.5,6.63726
302,5.28973,0.027306,21.1328,0.1192,7.33517,0.33814,26.4085,0.270783,2.2705e-06,6.52448,41820.2,6.63753
303,5.2897,0.0273119,21.1325,0.119223,7.33464,0.338312,26.4101,0.270789,2.26303e-06,6.52193,42457.6,6.64116
304,5.28972,0.0273002,21.1335,0.119227,7.3333,0.338662,26.4088,0.270905,2.25562e-06,6.51706,42318.9,6.63972
305,5.2897,0.0272856,21.134,0.119276,7.33243,0.339075,26.4071,0.270877,2.24967e-06,6.5191,42374.8,6.63863
306,5.28972,0.027278,21.1347,0.119359,7.33141,0.339429,26.4063,0.271029,2.24237e-06,6.51924,42250.8,6.639
307,5.28971,0.0272708,21.1339,0.119429,7.33072,0.339689,26.406,0.271018,2.23519e-06,6.51916,42113.8,6.63507
308,5.2897,0.0272774,21.1338,0.119441,7.32946,0.339928,26.408,0.271,2.228e-06,6.51753,41977.6,6.63306
309,5.28975,0.0272865,21.1335,0.119459,7.32916,0.340233,26.4069,0.270942,2.22082e-06,6.5155,41842.2,6.63057
310,5.28984,0.0272963,21.1339,0.119441,7.32934,0.340592,26.4094,0.270925,2.21373e-06,6.51695,41708,6.62714
311,5.28988,0.0273043,21.1336,0.119552,7.32818,0.341162,26.4125,0.271027,2.20682e-06,6.51647,41574.4,6.62813
312,5.28986,0.0273129,21.1335,0.119565,7.32759,0.341626,26.4071,0.271087,2.19978e-06,6.51567,41443.7,6.63021
313,5.28985,0.0273106,21.1323,0.119579,7.32741,0.341804,26.4019,0.271026,2.1928e-06,6.51606,41311.9,6.62914
314,5.28987,0.0273154,21.1314,0.119513,7.32678,0.341823,26.3995,0.271016,2.24279e-06,6.51531,41181,6.62816
315,5.28996,0.0273248,21.1319,0.119509,7.32487,0.341983,26.396,0.270994,2.23578e-06,6.5133,41052.7,6.62823
316,5.28997,0.0273324,21.134,0.11952,7.3234,0.342103,26.3968,0.271015,2.22874e-06,6.51122,40935.7,6.63249
317,5.28994,0.0273479,21.1349,0.11953,7.32208,0.34228,26.391,0.270991,2.22177e-06,6.51316,40811.3,6.63254
318,5.29002,0.0273475,21.1355,0.119549,7.32171,0.342313,26.3878,0.27101,2.21482e-06,6.51605,40683.9,6.63276
319,5.29012,0.0273522,21.1365,0.119571,7.32192,0.342409,26.3824,0.271065,2.20792e-06,6.5152,40557.3,6.63139
320,5.29023,0.0273701,21.1358,0.119582,7.32194,0.342661,26.3776,0.271059,2.20115e-06,6.51451,40432.5,6.63061
321,5.29021,0.0273663,21.1346,0.119612,7.32154,0.342759,26.3743,0.271093,2.19433e-06,6.51587,40323.3,6.62931
322,5.29029,0.0273704,21.1348,0.119604,7.32468,0.342872,26.3806,0.271253,2.25559e-06,6.51885,40198.5,6.62632
323,5.29034,0.0273635,21.1327,0.119658,7.32922,0.343043,26.3838,0.271284,2.24868e-06,6.52283,40176.9,6.62716
324,5.29027,0.0273549,21.1306,0.119704,7.33288,0.343286,26.3849,0.271269,2.24176e-06,6.52085,40060.3,6.62638
325,5.29021,0.0273418,21.1293,0.119703,7.33345,0.34332,26.3832,0.271052,2.2349e-06,6.51757,39938.6,6.62717
326,5.29024,0.0273335,21.1278,0.119748,7.33476,0.343342,26.3832,0.270861,2.22884e-06,6.51913,39817.6,6.62344
327,5.29024,0.0273307,21.1267,0.119799,7.33694,0.343404,26.3802,0.270835,2.23177e-06,6.52134,39698.2,6.62122
328,5.29022,0.0273257,21.1264,0.119781,7.33652,0.343246,26.381,0.270807,2.37751e-06,6.52791,40481.3,6.62171
329,5.29025,0.0273526,21.1273,0.119749,7.33565,0.343195,26.3791,0.270901,2.37034e-06,6.52999,40376.3,6.62076
330,5.29022,0.0273571,21.1284,0.119716,7.33494,0.3431,26.3758,0.270927,2.3749e-06,6.5304,40298.7,6.62098
331,5.29022,0.0273455,21.1295,0.119663,7.33424,0.342922,26.3723,0.271033,2.36778e-06,6.5282,40194.5,6.62071
332,5.29012,0.0273485,21.1295,0.119601,7.33301,0.342854,26.3708,0.271179,2.36078e-06,6.5273,40074.4,6.61834
333,5.29011,0.0273509,21.1291,0.119542,7.33268,0.342769,26.37,0.271217,2.35373e-06,6.52782,39954.5,6.61512
334,5.2901,0.0273528,21.1296,0.119519,7.33211,0.342775,26.3678,0.271244,2.34707e-06,6.53067,39835.8,6.61345
335,5.29007,0.0273495,21.1287,0.119576,7.33251,0.342822,26.3647,0.271198,2.34036e-06,6.53084,39717.5,6.61335
336,5.29008,0.0273533,21.127,0.119597,7.33326,0.342817,26.368,0.271296,2.33342e-06,6.53266,39601,6.61204
337,5.2901,0.0273454,21.1254,0.119659,7.33467,0.342861,26.3644,0.271293,2.32656e-06,6.53349,39617.1,6.61146
338,5.29013,0.027347,21.1238,0.119653,7.33692,0.343055,26.3586,0.271205,2.31971e-06,6.53178,39500.9,6.61199
339,5.29021,0.0273481,21.1231,0.119697,7.34017,0.34326,26.3599,0.271208,2.31311e-06,6.52994,39384.8,6.61022
340,5.29019,0.027359,21.1213,0.119696,7.34151,0.343333,26.3567,0.271148,2.30635e-06,6.52796,39269.9,6.61167
341,5.2902,0.027345,21.1195,0.119813,7.3435,0.343383,26.3578,0.271118,2.29965e-06,6.52823,39190.7,6.61287
342,5.29032,0.0273457,21.1181,0.120004,7.34569,0.343636,26.3545,0.271128,2.29297e-06,6.52862,39078.6,6.61163
343,5.29036,0.0273356,21.1174,0.120159,7.34796,0.343873,26.3502,0.271118,2.2931e-06,6.52892,38971.6,6.6108
344,5.2904,0.0273293,21.1165,0.120303,7.35098,0.344132,26.3457,0.271204,2.29644e-06,6.53245,39016.8,6.60916
345,5.29032,0.0273438,21.1161,0.12038,7.35054,0.344365,26.3442,0.271259,2.29016e-06,6.53283,38905.5,6.60882
346,5.29029,0.0273548,21.1164,0.120391,7.35025,0.344351,26.3447,0.271365,2.28356e-06,6.53291,38815,6.60891
347,5.29028,0.0273534,21.1165,0.120368,7.35026,0.344344,26.3427,0.271312,2.277e-06,6.53141,38703.6,6.60732
348,5.29021,0.0273514,21.1161,0.120362,7.34888,0.344351,26.3429,0.271304,2.27092e-06,6.53204,38593.1,6.60844
349,5.29016,0.0273392,21.116,0.120326,7.34827,0.344313,26.3419,0.271269,2.26453e-06,6.53232,38503.4,6.61062
350,5.29014,0.0273621,21.1167,0.120245,7.34638,0.344254,26.3451,0.271325,2.25809e-06,6.5306,38393.9,6.60969
351,5.29011,0.0273637,21.1179,0.120245,7.34654,0.344323,26.3446,0.271368,2.25171e-06,6.52954,38286.8,6.6089
352,5.2901,0.0273717,21.118,0.120213,7.34504,0.34437,26.3447,0.271305,2.24625e-06,6.52928,38181.2,6.608
353,5.29016,0.0273645,21.1191,0.120173,7.34259,0.344372,26.3502,0.271396,2.23995e-06,6.52983,38074.2,6.60584
354,5.29013,0.0273738,21.12,0.120198,7.3403,0.344422,26.3541,0.271489,2.23375e-06,6.53364,37967,6.60333
355,5.29017,0.0273765,21.1209,0.120223,7.34041,0.344575,26.3531,0.271549,2.22989e-06,6.53792,37905.1,6.6041
356,5.29028,0.0273736,21.1197,0.120321,7.34211,0.344728,26.3491,0.271507,2.22577e-06,6.5373,37799.1,6.60331
357,5.29026,0.027371,21.117,0.120406,7.34376,0.344761,26.3414,0.271526,2.21975e-06,6.53626,37697.1,6.6018
358,5.29025,0.0273699,21.1166,0.120405,7.3444,0.344799,26.3382,0.271606,2.21358e-06,6.53419,37623.6,6.60323
359,5.29021,0.027361,21.116,0.120435,7.34426,0.344851,26.3395,0.271699,2.20743e-06,6.53144,37540.1,6.6068
360,5.29011,0.0273678,21.1156,0.120432,7.34412,0.344933,26.3391,0.271915,2.20132e-06,6.52981,37436.1,6.60623
361,5.29009,0.0273711,21.1156,0.120394,7.34385,0.344947,26.3356,0.27184,2.19532e-06,6.53125,37996.6,6.60785
362,5.2902,0.0273738,21.1163,0.12036,7.34314,0.344964,26.3311,0.27183,2.18929e-06,6.53299,38037.8,6.60816
363,5.29021,0.0273734,21.1163,0.120322,7.34267,0.344899,26.3315,0.271786,2.1835e-06,6.53191,37933.6,6.60779
364,5.2903,0.027379,21.1169,0.120279,7.34167,0.34483,26.3313,0.27181,2.17789e-06,6.53181,37829.8,6.60571
365,5.29026,0.0273711,21.1156,0.120233,7.34162,0.344771,26.3287,0.2718,2.19275e-06,6.53526,37726.5,6.604
366,5.29034,0.0273751,21.1141,0.120234,7.34159,0.344803,26.3236,0.271853,2.18694e-06,6.5354,37623.7,6.60128
367,5.29027,0.0273741,21.1139,0.120205,7.34095,0.344823,26.3245,0.271806,2.181e-06,6.5353,37521.7,6.60212
368,5.29021,0.0273808,21.1141,0.120237,7.33948,0.344952,26.3246,0.271847,2.17509e-06,6.53295,37429.1,6.60443
369,5.29022,0.0273839,21.1149,0.120233,7.33757,0.344997,26.3264,0.271948,2.16923e-06,6.53097,37336.9,6.60835
370,5.29014,0.0273943,21.1172,0.120228,7.33517,0.345127,26.3241,0.271957,2.16428e-06,6.53001,37238.5,6.60991
371,5.29005,0.0273992,21.1188,0.120254,7.33279,0.345234,26.3218,0.272032,2.15864e-06,6.53004,37143.9,6.61272
372,5.29002,0.0274044,21.1192,0.12024,7.33137,0.345211,26.3224,0.272062,2.15298e-06,6.52925,37044.6,6.61513
373,5.29003,0.0273959,21.1194,0.120231,7.33061,0.345207,26.3208,0.27216,2.14732e-06,6.52859,37006.5,6.61653
374,5.29007,0.0273874,21.1201,0.120185,7.32925,0.345112,26.3195,0.272132,2.14162e-06,6.52812,36908.7,6.61497
375,5.29014,0.0274008,21.1202,0.12018,7.32906,0.34507,26.3191,0.272122,2.13595e-06,6.52648,36814.6,6.61358
376,5.29016,0.0274033,21.1195,0.120161,7.3297,0.344962,26.3178,0.272148,2.13707e-06,6.52668,36717,6.61218
377,5.2902,0.027388,21.1205,0.120126,7.32805,0.344886,26.3171,0.272063,2.13231e-06,6.52722,36875.2,6.615
378,5.29016,0.0273758,21.1208,0.120118,7.3276,0.344786,26.319,0.272263,2.12683e-06,6.52906,36827.3,6.61863
379,5.29006,0.0273733,21.1202,0.120118,7.32699,0.34479,26.3226,0.272419,2.12133e-06,6.53152,36759.5,6.62118
380,5.29009,0.0273624,21.12,0.120115,7.32693,0.344726,26.3232,0.272442,2.1165e-06,6.533,36667.4,6.62157
381,5.29015,0.0273601,21.1203,0.120059,7.32628,0.344682,26.3206,0.272374,2.11097e-06,6.53195,36572.6,6.62145
382,5.29023,0.0273549,21.1199,0.120027,7.32671,0.344643,26.3181,0.272322,2.10547e-06,6.53185,36477.2,6.61815
383,5.29019,0.0273449,21.1188,0.120036,7.32583,0.344505,26.3168,0.272272,2.10004e-06,6.53088,36677.7,6.61818
384,5.29012,0.0273396,21.1186,0.120024,7.32519,0.344401,26.3174,0.272214,2.09462e-06,6.52928,36877.2,6.61783
385,5.29009,0.0273535,21.1197,0.120044,7.32356,0.344372,26.3163,0.272383,2.08926e-06,6.52672,36823.7,6.6193
386,5.29006,0.027351,21.1206,0.120034,7.32272,0.344353,26.3135,0.272508,2.08387e-06,6.52515,36938.8,6.62144
387,5.29015,0.0273474,21.1221,0.12004,7.32238,0.344345,26.312,0.272582,2.0785e-06,6.52435,36844.2,6.6212
388,5.29018,0.0273525,21.1218,0.120034,7.32282,0.344391,26.3131,0.272632,2.07318e-06,6.52481,36752.5,6.62146
389,5.29027,0.0273609,21.1225,0.120043,7.32197,0.344419,26.3176,0.272751,2.06788e-06,6.52396,36659.3,6.61957
390,5.29026,0.0273685,21.1228,0.120041,7.3214,0.344492,26.3172,0.272831,2.0626e-06,6.52229,36565.5,6.61693
391,5.29032,0.0273695,21.1233,0.12004,7.32131,0.344413,26.3212,0.272888,2.05734e-06,6.52018,36472.6,6.61865
392,5.29033,0.0273641,21.1246,0.120047,7.32007,0.344386,26.3226,0.272854,2.05213e-06,6.51929,36478.5,6.62091
393,5.29035,0.0273608,21.1253,0.119979,7.31866,0.344305,26.3228,0.272849,2.04693e-06,6.52152,474537,6.62435
394,5.29033,0.0273502,21.1262,0.119917,7.31697,0.344221,26.3247,0.272866,2.04439e-06,6.52563,1.12878e+06,6.62735
395,5.29035,0.0273423,21.1273,0.11986,7.31478,0.344127,26.3258,0.272866,2.03974e-06,6.52864,1.12593e+06,6.62723
396,5.2903,0.0273436,21.1285,0.119847,7.31326,0.344121,26.3267,0.272915,2.03777e-06,6.53092,1.1231e+06,6.62596
397,5.29027,0.0273464,21.1293,0.119823,7.31105,0.344122,26.3248,0.272945,2.03265e-06,6.52925,1.12028e+06,6.62404
398,5.29028,0.0273501,21.13,0.119837,7.31023,0.344035,26.3248,0.27292,2.02989e-06,6.5303,1.11747e+06,6.62294
399,5.29021,0.027348,21.1303,0.119826,7.30937,0.343928,26.3261,0.272935,2.02488e-06,6.53125,1.11468e+06,6.62229
400,5.29016,0.027355,21.1297,0.119885,7.30939,0.343829,26.327,0.27299,2.02076e-06,6.53304,1.1119e+06,6.61986
401,5.29014,0.0273544,21.1287,0.11991,7.3111,0.343848,26.3318,0.27316,2.01724e-06,6.53554,1.10913e+06,6.61865
402,5.29021,0.0273692,21.1286,0.119864,7.31195,0.34378,26.3357,0.273258,2.01844e-06,6.53722,1.10638e+06,6.61842
403,5.29012,0.0273715,21.1282,0.119833,7.31187,0.343739,26.339,0.273345,2.01345e-06,6.53911,1.10365e+06,6.61861
404,5.29011,0.0273707,21.1291,0.119801,7.31142,0.343647,26.345,0.273476,2.00849e-06,6.54031,1.10092e+06,6.61805
405,5.2901,0.0273812,21.1285,0.119754,7.31032,0.343547,26.3495,0.273485,2.00374e-06,6.54009,1.09822e+06,6.62044
406,5.29005,0.0273766,21.1272,0.119717,7.31145,0.343502,26.347,0.273428,1.99887e-06,6.54051,1.09552e+06,6.62268
407,5.29002,0.0273791,21.1261,0.119682,7.31176,0.343386,26.3481,0.273396,1.994e-06,6.54053,1.09289e+06,6.62383
408,5.29,0.0273694,21.1257,0.119641,7.31264,0.343308,26.3469,0.273329,1.98913e-06,6.53844,1.09022e+06,6.62113
409,5.28991,0.0273585,21.1249,0.119663,7.31226,0.343191,26.3413,0.273311,1.98431e-06,6.53747,1.08831e+06,6.621
410,5.28985,0.0273509,21.1243,0.11966,7.31215,0.34314,26.3374,0.273385,1.97955e-06,6.53843,1.08568e+06,6.62139
411,5.28987,0.0273415,21.1245,0.119668,7.31231,0.34308,26.3311,0.273473,1.97512e-06,6.53865,1.08307e+06,6.62114
412,5.2899,0.0273373,21.1234,0.119731,7.31331,0.343176,26.3265,0.273564,1.98078e-06,6.54053,1.08045e+06,6.6226
413,5.28999,0.0273401,21.1237,0.119731,7.31354,0.343179,26.3257,0.27353,1.97663e-06,6.54219,1.07784e+06,6.62195
414,5.29007,0.0273348,21.1235,0.119706,7.31386,0.343102,26.3219,0.273562,1.97187e-06,6.54075,1.07525e+06,6.62114
415,5.2901,0.027327,21.1234,0.119689,7.31392,0.343133,26.3224,0.273575,1.96715e-06,6.53894,1.07267e+06,6.62009
416,5.29007,0.0273175,21.1227,0.119689,7.31416,0.343191,26.3195,0.273536,1.96295e-06,6.53998,1.07009e+06,6.62079
417,5.29011,0.0273251,21.1217,0.119727,7.31549,0.34316,26.3149,0.273466,1.95884e-06,6.54228,1.06754e+06,6.62159
418,5.29015,0.0273275,21.1205,0.119773,7.31835,0.343275,26.3162,0.273408,1.95424e-06,6.5414,1.06499e+06,6.62186
419,5.29014,0.0273304,21.1194,0.119841,7.32042,0.343374,26.3177,0.273367,1.94959e-06,6.53989,1.06245e+06,6.62117
420,5.29015,0.0273309,21.1188,0.119872,7.32153,0.343474,26.3166,0.27332,1.94497e-06,6.53892,1.05993e+06,6.62174
421,5.29023,0.0273313,21.1182,0.119905,7.32285,0.343478,26.3158,0.273259,1.94052e-06,6.53963,1.05742e+06,6.62357
422,5.29032,0.0273275,21.1184,0.119928,7.32344,0.343481,26.3117,0.27322,1.93599e-06,6.53967,1.05495e+06,6.62215
