iteration,convergenceIndicator,phase,Cl_pop,Q2_pop,Q3_pop,V1_pop,V2_pop,V3_pop,a1,a2,f_pop,omega_Cl,omega_Q2,omega_Q3,omega_V1,omega_V2,omega_V3,omega_f
157,856.403,1,10.0936,15.1579,4.56188,43.99,35.9421,1.58753,1.92723,2.53418,0.915534,0.255938,0.196068,0.380939,0.248731,1.06235,0.0569898,0.21684
158,844.03,1,10.0932,15.1265,4.2418,43.9731,38.824,1.60678,1.99797,2.49078,0.900568,0.261984,0.176034,0.340722,0.222472,0.950198,0.0558114,0.217655
159,842.243,1,10.1629,14.9569,4.19933,44.3853,37.6717,1.60015,1.96699,2.5042,0.912341,0.268427,0.175794,0.332326,0.221784,0.906686,0.0523963,0.214912
160,836.021,1,10.1372,14.9492,4.19044,44.305,34.9647,1.60241,1.97744,2.49783,0.907855,0.25654,0.183791,0.323793,0.210251,0.903976,0.0468646,0.21072
161,836,1,10.1189,15.204,4.44111,43.6025,34.9039,1.59683,1.92068,2.58818,0.899461,0.263968,0.164388,0.289609,0.235582,0.844995,0.0518779,0.211811
162,822.378,1,10.0592,14.9858,4.69677,44.8678,34.5726,1.57301,1.96303,2.48265,0.909573,0.258712,0.166119,0.26885,0.210711,0.870315,0.046401,0.204717
163,820.952,1,10.2429,15.2804,4.83042,43.7484,34.5747,1.58026,1.9413,2.42646,0.915131,0.259404,0.166281,0.296938,0.213568,0.878797,0.0445703,0.210477
164,829.702,1,10.2041,14.8654,4.64696,43.4595,35.6875,1.58679,2.0064,2.40449,0.917232,0.256393,0.160842,0.274821,0.221572,0.903472,0.0538571,0.214153
165,839.297,1,10.2511,14.4606,4.42331,43.7264,32.7577,1.58339,1.9914,2.40912,0.922964,0.263428,0.190434,0.34803,0.217884,0.93216,0.0529543,0.203959
166,850.49,1,9.99567,14.6654,4.34316,43.9657,34.4271,1.591,2.09977,2.36477,0.912668,0.268007,0.213378,0.353889,0.206392,1.08524,0.0503968,0.197491
167,839.211,1,9.90291,14.1239,4.4648,45.3348,36.8383,1.60321,2.13232,2.31635,0.900239,0.253745,0.200068,0.33576,0.20143,1.00738,0.0450763,0.20832
168,824.418,1,10.0033,13.7008,4.07033,45.4754,37.6213,1.59007,2.15088,2.27989,0.907023,0.251551,0.178946,0.300313,0.201563,0.960608,0.0408154,0.21519
169,818.758,1,9.9707,14.2171,4.14887,45.2266,36.4614,1.57733,2.06877,2.34237,0.903238,0.248464,0.160054,0.294082,0.194764,0.963216,0.0394872,0.20255
170,821.694,1,10.0039,14.0438,4.21908,45.2473,35.7751,1.57394,2.00834,2.37434,0.896512,0.254171,0.147074,0.305251,0.229254,1.01593,0.0388646,0.206151
171,814.012,1,10.0468,14.03,4.28455,45.0486,35.4036,1.57835,1.96584,2.44395,0.903623,0.253831,0.142032,0.273025,0.237155,0.963575,0.035851,0.199069
172,815.841,1,10.0566,13.9958,4.23108,45.0506,35.0337,1.58178,1.92589,2.52201,0.911164,0.264299,0.12854,0.294386,0.229233,0.959657,0.0330051,0.209697
173,827.747,1,10.219,14.4763,4.30295,44.5523,37.3973,1.57481,1.97813,2.58389,0.926978,0.256848,0.132299,0.308903,0.227223,0.97075,0.0311884,0.22739
174,827.533,1,10.1034,14.4444,4.51739,43.6671,38.9654,1.5838,1.98165,2.61019,0.913245,0.254365,0.120271,0.312482,0.211553,0.999013,0.0334718,0.22208
175,829.919,1,10.1149,14.6615,4.58065,44.2006,35.9495,1.58201,1.95336,2.52729,0.911177,0.260758,0.115892,0.37709,0.222533,1.00707,0.0380516,0.231732
176,825.958,1,10.1248,15.0013,4.89811,43.7022,36.0843,1.58042,1.91178,2.48212,0.910486,0.267798,0.122641,0.408946,0.216462,1.03754,0.0366269,0.232065
177,822.491,1,10.0335,15.3134,4.61534,43.9266,36.8609,1.59134,1.92298,2.44281,0.907641,0.263781,0.132325,0.365772,0.21787,0.94857,0.0423841,0.218941
178,827.586,1,10.065,14.8663,4.07388,43.9128,38.6702,1.59066,1.9969,2.41708,0.904283,0.259466,0.139301,0.395439,0.217806,1.05355,0.0379095,0.211953
179,819.471,1,10.0515,14.965,3.97449,43.8615,37.5272,1.60441,2.06103,2.35894,0.912853,0.26752,0.124594,0.353691,0.23482,0.999006,0.0339073,0.206276
180,808.072,1,10.0736,14.8568,3.89257,44.8481,36.8135,1.60406,1.95815,2.37521,0.919088,0.262745,0.114901,0.347441,0.231946,1.04351,0.0303276,0.210047
181,804.192,1,9.90902,14.6338,3.91348,44.911,39.2965,1.60858,1.9685,2.37607,0.913895,0.263027,0.111721,0.310761,0.217512,1.16069,0.0271258,0.215445
182,810.82,1,9.96531,14.468,3.89131,44.5753,35.9543,1.60635,1.99151,2.48005,0.917483,0.258503,0.1017,0.2885,0.213975,1.17329,0.0280619,0.212373
183,808.145,1,10.0378,14.4729,3.77683,44.8662,40.2077,1.61551,2.07055,2.39096,0.921713,0.265722,0.0909629,0.289875,0.213909,1.07303,0.0317303,0.208881
184,810.236,1,10.0789,14.5312,3.89195,44.7314,41.9047,1.61576,2.08933,2.48198,0.919141,0.256583,0.0875752,0.262559,0.220809,0.996264,0.0285576,0.214688
185,810.388,1,10.0505,14.3577,3.73873,45.2435,41.6014,1.6149,2.10126,2.44955,0.914997,0.257371,0.0783296,0.290929,0.216121,1.04037,0.0321608,0.207169
186,805.311,1,10.0232,14.4703,3.75119,45.1792,37.7709,1.61493,2.07157,2.42467,0.916529,0.253473,0.0768677,0.312815,0.212825,1.00783,0.0340298,0.186685
187,805.145,1,10.0046,14.4897,3.84485,44.6909,40.1823,1.6193,2.02037,2.41742,0.920793,0.263998,0.0687525,0.33197,0.229974,1.08233,0.0320341,0.208591
188,802.733,1,9.99243,14.7907,3.95092,44.743,41.9302,1.61382,1.96146,2.42711,0.922725,0.268243,0.0741938,0.342607,0.223299,1.03053,0.0337604,0.206522
189,797.172,1,9.99155,14.799,3.71275,44.4422,41.4147,1.61997,1.97922,2.41506,0.918339,0.2682,0.0663609,0.320863,0.199725,0.975897,0.0400369,0.213714
190,805.517,1,9.99692,14.8567,3.54805,44.8591,42.3327,1.62637,2.03109,2.3994,0.92213,0.274017,0.063764,0.352794,0.202322,0.940924,0.0427685,0.20508
191,811.72,1,9.84118,14.8739,3.34757,45.2279,42.6645,1.63832,2.07158,2.45683,0.914469,0.274299,0.0593361,0.325988,0.212495,1.06138,0.038817,0.205358
192,813.917,1,10.0518,15.0149,3.4985,45.6753,45.4943,1.64267,2.10199,2.4033,0.923547,0.270441,0.0588937,0.321967,0.220365,1.04419,0.0419559,0.21934
193,798.657,1,9.97113,15.1168,3.69921,44.7035,47.7696,1.63806,1.98068,2.42791,0.908679,0.267383,0.0527572,0.289877,0.248955,0.965698,0.0416003,0.215818
194,794.36,1,9.98075,15.1086,4.03556,44.2875,45.0245,1.6385,2,2.42858,0.912271,0.256651,0.0499344,0.267219,0.235737,1.02248,0.0396564,0.215969
195,791.033,1,10.0186,15.1001,3.81346,43.3096,35.9754,1.64044,2.02094,2.46048,0.903763,0.256669,0.0446627,0.258872,0.230793,1.01537,0.0376981,0.209774
196,790.294,1,10.0658,15.1705,3.84462,44.2241,35.8513,1.65509,1.96527,2.57733,0.89805,0.256086,0.044481,0.23529,0.243652,0.98587,0.0354987,0.200679
197,784.594,1,9.99207,15.1843,3.79498,44.525,41.205,1.66265,2.01302,2.4221,0.919162,0.257819,0.0478542,0.238279,0.240572,0.906865,0.0375291,0.201877
198,781.211,1,9.98074,15.0809,3.63552,44.0515,42.1921,1.66014,2.01205,2.43034,0.91421,0.258106,0.0481625,0.214947,0.226052,1.002,0.0343913,0.202793
199,784.463,1,10.0908,15.0117,3.70832,43.6733,38.1789,1.65719,1.9354,2.56124,0.907355,0.263373,0.045848,0.196679,0.238654,0.991071,0.0347201,0.221399
200,777.136,1,10.0808,14.9375,3.60427,43.9897,33.6002,1.65236,1.97121,2.525,0.896132,0.255755,0.0410077,0.175915,0.244438,1.01257,0.036271,0.221023
201,782.602,1,10.1927,15.0132,3.52306,43.5317,31.1976,1.64077,1.93564,2.56544,0.902876,0.261292,0.0457932,0.171554,0.239769,0.993495,0.0357684,0.228235
202,770.58,1,10.0697,15.0301,3.48827,43.4988,33.2562,1.64575,1.94502,2.5148,0.907895,0.248438,0.0409587,0.161245,0.214456,0.931002,0.0397863,0.227694
203,782.522,1,10.0825,15.03,3.49478,43.7658,32.9794,1.64224,1.90306,2.60732,0.904637,0.253094,0.0482956,0.146806,0.232292,0.997511,0.0434893,0.221309
204,781.229,1,10.0662,15.0016,3.54736,43.8057,31.4569,1.63537,1.91986,2.63972,0.907691,0.260781,0.0466969,0.131307,0.234824,0.892201,0.0512518,0.217149
205,777.802,1,10.3108,14.9127,3.63998,43.2371,33.9784,1.64576,1.94163,2.56898,0.912064,0.269231,0.0486844,0.125686,0.244236,0.815217,0.0469058,0.211977
206,774.909,1,10.3042,14.9364,3.65823,43.4176,31.5071,1.64212,1.94612,2.56401,0.918875,0.266811,0.0522108,0.114646,0.234529,0.822197,0.0438336,0.217326
207,775.075,1,10.1178,14.9819,3.73277,44.0036,33.2961,1.64098,1.99299,2.47136,0.921789,0.263066,0.0560731,0.119158,0.258378,0.768293,0.0416425,0.222061
208,770.959,1,10.2222,14.9869,3.78614,43.2379,35.3497,1.64836,1.91509,2.53221,0.916726,0.261509,0.0516525,0.121761,0.256405,0.836868,0.0401294,0.218809
209,762.664,1,10.1823,15.0048,3.7793,43.2141,34.0253,1.62184,1.93889,2.57854,0.919819,0.257946,0.0461994,0.116751,0.235835,0.799374,0.0402096,0.205066
210,766.474,1,10.1995,14.884,3.74646,44.4311,30.9715,1.62237,2.03504,2.53642,0.919924,0.26218,0.0443728,0.104426,0.210937,0.930051,0.0359646,0.211115
211,755.804,1,10.1947,14.8975,3.65771,43.179,33.6424,1.62312,1.95029,2.49522,0.905997,0.270062,0.04282,0.108718,0.218666,0.888206,0.0337934,0.213396
212,755.246,1,10.1304,14.957,3.72904,44.0373,35.3594,1.61394,1.97934,2.48637,0.907217,0.262431,0.0408596,0.0986251,0.229996,0.925287,0.0328966,0.21586
213,761.309,1,10.03,14.9769,3.74329,43.613,39.3197,1.62101,2.02369,2.54776,0.9097,0.273899,0.0402063,0.0904473,0.221035,0.91152,0.0330671,0.217332
214,763.027,1,9.91516,14.879,3.71869,43.4157,43.0866,1.6162,2.09867,2.55642,0.911314,0.279248,0.0400332,0.0832578,0.231516,0.899904,0.0295761,0.206886
215,756.074,1,9.88023,14.8574,3.67527,44.2817,43.8993,1.60993,2.12158,2.48017,0.903843,0.266573,0.0406013,0.0798896,0.224276,0.857256,0.0292834,0.213722
216,745.971,1,9.88461,14.8553,3.63762,44.2458,43.0677,1.60215,2.10447,2.49608,0.901403,0.269884,0.0401015,0.0714554,0.208447,0.882236,0.0284038,0.215785
217,732.102,1,10.0611,14.7847,3.55686,43.7352,41.8992,1.59442,2.03383,2.44144,0.901767,0.274596,0.0358679,0.0639117,0.226527,0.866667,0.0303214,0.214881
218,727.461,1,10.0248,14.7517,3.54419,43.9325,43.5905,1.60905,2.02461,2.44403,0.907541,0.273473,0.0320812,0.0572866,0.228135,0.828379,0.0299327,0.208987
219,728.655,1,10.0301,14.8838,3.54223,44.5907,37.645,1.61101,1.99484,2.48762,0.910427,0.273352,0.0287169,0.0554581,0.227792,0.947095,0.0300958,0.206629
220,728.848,1,10.1305,14.9064,3.55137,44.02,37.4517,1.6172,1.94102,2.53249,0.908872,0.279344,0.0317906,0.0552125,0.237853,0.950914,0.0275158,0.205651
221,716.075,1,10.0925,14.9337,3.54636,43.8083,38.6475,1.61618,1.92544,2.45505,0.911982,0.271658,0.0321331,0.0498887,0.240504,0.910465,0.0266407,0.204699
222,709.741,1,10.0792,14.8973,3.54933,44.6509,40.7077,1.61854,1.95688,2.45041,0.903937,0.248503,0.0292442,0.0446218,0.233126,0.915443,0.0279262,0.202209
223,712.828,1,9.92588,14.8957,3.55957,45.0616,38.0043,1.6268,2.00847,2.40053,0.89991,0.265213,0.0263216,0.0427725,0.254064,0.954197,0.0267039,0.209213
224,712.397,1,9.90732,14.9155,3.57939,44.5327,36.6892,1.63094,2.01115,2.44287,0.8957,0.260733,0.0240878,0.0453311,0.247991,0.984877,0.024952,0.20173
225,713.52,1,9.98887,14.944,3.54524,43.6828,40.0356,1.63433,1.98208,2.44022,0.904631,0.275243,0.024297,0.0481461,0.239673,0.991017,0.0256836,0.206499
226,705.906,1,10.0539,14.9371,3.56577,44.0697,37.1676,1.6336,1.9119,2.4463,0.915924,0.273195,0.0236387,0.0478288,0.225648,0.992146,0.0269703,0.20857
227,716.783,1,10.0583,14.8587,3.55157,44.4502,37.7913,1.6367,1.94318,2.50167,0.907122,0.272865,0.0225068,0.0526892,0.223343,0.911472,0.0314749,0.21233
228,714.748,1,9.94672,14.7973,3.53147,44.0123,37.4707,1.64413,1.89142,2.54627,0.897062,0.267407,0.0201307,0.0514681,0.238781,0.951642,0.0361861,0.204767
229,713.799,1,9.99639,14.7922,3.50042,43.4185,37.4079,1.64807,1.9008,2.58581,0.901246,0.267876,0.0187657,0.0492162,0.223321,0.870455,0.0391736,0.194743
230,723.5,1,9.96528,14.7367,3.4884,44.0508,37.1525,1.63313,1.93344,2.59419,0.905995,0.268772,0.0179955,0.0508472,0.222708,0.877066,0.0472912,0.19875
231,723.397,1,10.0802,14.74,3.48405,44.0632,40.0578,1.64411,1.85064,2.64695,0.902628,0.266751,0.0181469,0.0589298,0.225746,0.821895,0.0485441,0.205891
232,733.517,1,9.98764,14.7017,3.49489,44.9931,41.6651,1.65166,2.00246,2.5028,0.908307,0.268637,0.0178719,0.0609886,0.226191,0.900911,0.0505139,0.215393
233,732.787,1,9.99875,14.748,3.52666,45.6713,41.4782,1.6383,2.01853,2.47075,0.91921,0.273817,0.0168805,0.0632323,0.225702,0.934138,0.0507408,0.209195
234,725.655,1,10.064,14.7528,3.51765,45.8031,41.1604,1.65452,2.03021,2.3712,0.920992,0.267166,0.0176151,0.0687833,0.232068,0.979818,0.045384,0.205468
235,738.783,1,10.0814,14.7465,3.4913,45.3658,45.3686,1.66534,2.10617,2.41959,0.921431,0.277602,0.017631,0.069884,0.214878,1.00192,0.0458033,0.207194
236,735.022,1,10.0682,14.7398,3.45109,45.0095,44.9739,1.65732,2.08122,2.40236,0.922891,0.270579,0.0194477,0.0650134,0.235229,0.984381,0.042839,0.205189
237,729.139,1,9.9901,14.75,3.42312,45.4452,40.8591,1.65458,2.09249,2.43656,0.927208,0.262553,0.0173946,0.0631865,0.210396,0.993645,0.0426663,0.207069
238,716.078,1,9.96067,14.7224,3.38281,45.573,44.1628,1.6551,1.98166,2.38671,0.911056,0.281652,0.0180844,0.0614347,0.215293,1.00006,0.0381619,0.210671
239,726.091,1,9.95631,14.7649,3.32319,45.2774,47.5021,1.66362,1.89753,2.49378,0.920463,0.281305,0.0201958,0.0609736,0.229197,0.973658,0.0461338,0.20703
240,729.034,1,10.0057,14.7972,3.28401,44.545,43.7058,1.66003,1.95541,2.47837,0.921827,0.272034,0.019603,0.0595178,0.228457,1.07543,0.0416227,0.214568
241,721.803,1,10.0614,14.835,3.32069,44.462,43.9563,1.66082,1.85025,2.55449,0.923848,0.278344,0.0187012,0.0592954,0.224378,1.01654,0.0420389,0.215778
242,727.744,1,10.039,14.8162,3.35254,44.6342,40.7612,1.66409,1.8699,2.53816,0.928233,0.28355,0.0181794,0.0622207,0.224279,1.05,0.045786,0.221907
243,732.339,1,9.94986,14.8474,3.35345,44.3323,40.5837,1.66322,1.92427,2.5624,0.907785,0.267377,0.0176408,0.0595532,0.210554,1.07413,0.0512749,0.213681
244,723.086,1,10.0654,14.8597,3.3318,44.0982,36.1087,1.67388,1.83046,2.59459,0.913225,0.272057,0.0183925,0.0535418,0.235294,1.07861,0.0458616,0.214343
245,713.726,1,10.1188,14.9128,3.32064,44.1777,37.1158,1.67494,1.81291,2.58259,0.925209,0.271249,0.0166528,0.052809,0.235322,1.11669,0.0410199,0.209997
246,711.767,1,10.1342,14.8127,3.35606,44.3001,39.8844,1.67925,1.95595,2.44667,0.923361,0.274016,0.0171305,0.0472338,0.230634,0.998796,0.0412732,0.221285
247,707.296,1,10.165,14.8915,3.3487,44.5582,37.289,1.6857,1.88544,2.46478,0.922364,0.282606,0.0178562,0.0527851,0.221201,0.911518,0.0369158,0.224179
248,718.566,1,10.1099,14.8736,3.36855,43.8583,38.2354,1.68496,1.96356,2.53769,0.912564,0.2802,0.0163053,0.0562811,0.207757,0.852944,0.0399768,0.217381
249,730.782,1,10.0294,14.8606,3.42144,44.4331,35.4915,1.68131,2.05971,2.48593,0.921762,0.281441,0.0199023,0.0564769,0.221115,0.888438,0.0404834,0.202056
250,724.065,1,10.0687,14.8442,3.45322,43.8196,36.5029,1.66927,2.04131,2.46249,0.905312,0.278351,0.0230297,0.0526356,0.20596,0.807592,0.0391344,0.206642
251,722.481,1,10.0371,14.8796,3.45635,43.6053,34.8922,1.66166,1.98444,2.51802,0.898905,0.264954,0.0240476,0.0473611,0.200715,0.818962,0.0423966,0.212441
252,720.544,1,10.0303,14.8453,3.46316,44.5794,35.9363,1.66286,2.0013,2.45463,0.899167,0.268565,0.0225305,0.0423611,0.223947,0.849137,0.0457671,0.213767
253,715.167,1,10.0796,14.8274,3.46462,44.5281,33.442,1.68138,2.02433,2.41325,0.908017,0.26973,0.0214976,0.0378889,0.225044,0.905649,0.0425168,0.213317
254,709.351,1,10.0537,14.8846,3.46118,44.324,35.2368,1.67997,2.03766,2.42705,0.910381,0.270522,0.0211674,0.0375295,0.204547,0.834888,0.0387984,0.210723
255,709.985,1,10.0822,14.8034,3.46435,43.3053,35.4666,1.67974,2.01371,2.4728,0.905726,0.274413,0.02188,0.0378783,0.214707,0.77505,0.0377733,0.204842
256,702.183,1,10.1344,14.8706,3.48529,43.3667,36.1554,1.68832,2.03265,2.44474,0.911474,0.273424,0.0214485,0.0354056,0.208203,0.804342,0.0337855,0.203918
257,708.352,1,10.1576,14.8426,3.47217,44.0568,35.6398,1.69962,2.01669,2.4698,0.916922,0.276814,0.0218041,0.035639,0.210455,0.875476,0.0313619,0.221849
258,710.081,1,10.2352,14.8933,3.48206,44.1802,35.6353,1.70928,1.97948,2.52101,0.917642,0.286446,0.022269,0.03811,0.203767,0.815412,0.0332613,0.215494
259,704.236,1,10.1555,14.931,3.4724,44.0587,35.2017,1.70628,1.9445,2.47126,0.915741,0.268626,0.0213126,0.0371357,0.227938,0.830962,0.0348749,0.216757
260,719.785,1,10.0058,14.9402,3.46954,44.5141,34.0431,1.69573,2.05348,2.5312,0.898441,0.263925,0.0211465,0.036413,0.225755,0.876955,0.0375728,0.204829
261,715.792,1,10.2001,14.9101,3.46589,43.8763,33.1048,1.69476,1.98329,2.54144,0.913037,0.267391,0.0202188,0.041633,0.229282,0.822318,0.0370466,0.210858
262,713.166,1,10.1388,14.9611,3.47641,43.6692,33.2023,1.70049,2.04359,2.53789,0.912756,0.261182,0.0198486,0.0379706,0.213654,0.858039,0.0334287,0.205714
263,708.994,1,10.0357,14.9593,3.45817,44.2264,36.9532,1.69812,2.03733,2.53455,0.907434,0.262733,0.0181289,0.0383749,0.213732,0.888091,0.0310923,0.204241
264,699.529,1,10.0466,14.9383,3.44175,44.6626,36.2891,1.69684,2.0066,2.4048,0.907716,0.261725,0.0179342,0.0382466,0.227197,0.952764,0.0300772,0.213934
265,688.583,1,10.1245,14.8828,3.42585,44.7901,36.7452,1.705,1.99302,2.3707,0.915627,0.26673,0.0191676,0.0406803,0.208952,0.873454,0.0269019,0.210971
266,687.564,1,10.066,14.9156,3.4478,44.577,38.4176,1.70881,2.02908,2.38141,0.915016,0.259526,0.0199034,0.0363855,0.210071,0.838537,0.0243571,0.214427
267,696.968,1,10.0781,14.9686,3.44248,44.4049,43.1536,1.71634,2.00416,2.46374,0.922619,0.260986,0.0191882,0.0363419,0.23742,0.847929,0.0248481,0.214078
268,694.81,1,10.1191,14.9076,3.46478,44.188,40.5813,1.72221,1.9863,2.44217,0.916149,0.269179,0.0174231,0.0396911,0.224741,0.85703,0.0267168,0.21274
269,702.392,1,10.0394,14.8599,3.45255,44.5721,39.5697,1.72938,2.00824,2.44781,0.918329,0.273672,0.0204967,0.0407768,0.22857,0.970338,0.024003,0.200285
270,705.172,1,10.0819,14.8107,3.45382,44.636,36.4159,1.72463,1.99396,2.44824,0.908424,0.270888,0.0219034,0.0400519,0.2308,0.895179,0.0267989,0.214712
271,703.619,1,10.0911,14.8143,3.45249,44.1655,35.8447,1.72867,1.92974,2.41984,0.910239,0.266283,0.0233659,0.0448492,0.223838,0.886834,0.0306892,0.213183
272,710.202,1,10.1433,14.8237,3.46918,44.1419,38.0139,1.71616,1.95169,2.46374,0.916059,0.272577,0.0215874,0.0464508,0.228883,0.882399,0.0321475,0.211336
273,715.394,1,10.1433,14.8267,3.45972,44.4986,36.6755,1.71666,1.94465,2.5019,0.915679,0.271569,0.0266908,0.0517356,0.219483,0.824195,0.0310163,0.197941
274,712.523,1,10.074,14.7664,3.48162,44.2316,36.647,1.72032,1.91975,2.5214,0.916234,0.266041,0.0289678,0.0462737,0.219682,0.948295,0.0277418,0.207493
275,723.126,1,10.1341,14.8515,3.51787,43.9702,37.7653,1.72393,1.90997,2.52573,0.910437,0.267702,0.0315741,0.0445634,0.221308,0.9751,0.0330736,0.216469
276,722.691,1,10.162,14.9096,3.52111,43.7844,39.1785,1.7356,1.903,2.57166,0.905941,0.268303,0.0295965,0.0414598,0.240484,0.945963,0.0320996,0.21597
277,707.718,1,10.1377,14.8543,3.52443,43.7045,40.6602,1.72532,1.9184,2.54236,0.901865,0.267865,0.0264719,0.0370828,0.241958,0.866719,0.0287108,0.218925
278,719.605,1,10.1175,14.8494,3.52971,43.9693,38.6657,1.72147,1.93202,2.55734,0.909139,0.274164,0.0282823,0.0407303,0.231009,0.898246,0.030908,0.21503
279,719.775,1,9.99822,14.8174,3.53235,43.3684,40.6658,1.7232,1.89243,2.57175,0.904953,0.273655,0.0329816,0.0438716,0.216567,0.911375,0.0309582,0.200859
280,725.201,1,10.079,14.9675,3.55648,43.6642,42.5645,1.72424,1.91714,2.57717,0.910871,0.273089,0.0349624,0.045635,0.219609,0.952454,0.0283646,0.205777
281,712.244,1,9.92893,15.0188,3.56697,43.6659,45.0168,1.71335,1.88791,2.50347,0.91472,0.266653,0.0312714,0.0431323,0.224048,0.998708,0.0287218,0.207277
282,720.795,1,9.99925,15.1235,3.62044,44.2651,44.3914,1.72265,1.94342,2.51228,0.911752,0.275806,0.0306927,0.0400676,0.229001,1.03258,0.0301262,0.204075
283,716.132,1,9.95287,15.1624,3.61248,44.0491,40.8735,1.72359,1.99565,2.46012,0.916604,0.264876,0.0322826,0.0393758,0.242038,0.955916,0.0269457,0.205127
284,717.577,1,10.0801,15.1609,3.61583,44.0529,34.6258,1.71796,1.9854,2.47924,0.909503,0.257079,0.0364849,0.0369834,0.246613,0.96534,0.0250956,0.200588
285,709.353,1,9.97733,15.2914,3.63701,44.6617,37.7395,1.71343,1.98643,2.43205,0.910815,0.265248,0.0326331,0.033079,0.233991,1.11641,0.0240576,0.204904
286,712.355,1,9.99353,15.1841,3.61544,44.7777,42.417,1.714,1.99711,2.48401,0.920928,0.273542,0.0292287,0.0331971,0.235718,1.13048,0.0226732,0.203917
287,712.438,1,9.97338,15.2365,3.6175,44.1733,42.4804,1.72093,2.0154,2.4917,0.921591,0.271389,0.0313351,0.0333922,0.237495,1.08026,0.0203267,0.20369
288,704.507,1,10.0191,15.1856,3.61101,44.6085,38.6357,1.72104,1.95317,2.41835,0.904694,0.264744,0.0312359,0.0367234,0.233877,1.09017,0.0212483,0.210202
289,712.714,1,10.0536,15.1719,3.59469,44.5061,35.798,1.73218,2.00225,2.46605,0.919424,0.258728,0.0329303,0.0338285,0.222148,1.08709,0.0230874,0.212852
290,714.56,1,9.99817,15.1943,3.6098,44.7503,38.8176,1.73426,1.98721,2.5083,0.916101,0.257008,0.0321788,0.0359362,0.232502,1.03816,0.0227012,0.210277
291,715.052,1,10.0626,15.251,3.6149,45.2415,33.2185,1.73392,1.99972,2.51754,0.906964,0.266872,0.0323288,0.0368116,0.225938,1.01488,0.0214903,0.207994
292,709.312,1,9.8938,15.2423,3.62372,44.3991,39.4503,1.73497,2.08028,2.43968,0.894978,0.265157,0.0315052,0.0329253,0.223513,0.985058,0.0197507,0.210373
293,691.754,1,9.98801,15.2215,3.62713,44.1491,42.0287,1.73992,1.96711,2.4696,0.902161,0.261885,0.0281791,0.0294492,0.240606,0.994322,0.0187996,0.204341
294,706.843,1,9.96039,15.2519,3.6367,44.2561,36.8375,1.73829,2.0037,2.51103,0.893515,0.266042,0.0311022,0.0321404,0.218547,1.0381,0.0192263,0.210163
295,709.686,1,9.92685,15.3045,3.65816,44.6399,37.0172,1.73989,2.08299,2.5278,0.910317,0.253438,0.0278187,0.0339515,0.195475,1.09206,0.0194793,0.218311
296,701.297,1,9.95062,15.4046,3.67421,44.585,39.0617,1.74077,2.07935,2.46117,0.900078,0.26257,0.0262703,0.0356111,0.190152,0.976766,0.0181784,0.215172
297,703.216,1,10.0118,15.44,3.66214,44.0167,42.1537,1.7454,2.0373,2.47994,0.904259,0.262009,0.0267611,0.0386292,0.191794,0.903679,0.0201896,0.219609
298,702.981,1,10.0752,15.3605,3.64501,43.1048,39.796,1.75047,1.96565,2.53022,0.90351,0.26183,0.0253185,0.0370286,0.234159,0.918042,0.0199057,0.218885
299,700.46,1,10.0971,15.3856,3.63956,43.6082,41.9273,1.75032,1.94484,2.50578,0.911167,0.275414,0.024406,0.0354176,0.244991,0.919988,0.0199402,0.225784
300,702.844,1,10.0734,15.3423,3.62625,44.6693,44.1308,1.74472,1.98754,2.4978,0.919334,0.276324,0.0264726,0.0361021,0.2331,0.933547,0.0182606,0.22076
301,703.697,1,10.1097,15.465,3.60557,44.4276,41.3534,1.74988,2.03588,2.49183,0.927011,0.288999,0.0268876,0.0322907,0.228363,0.909104,0.0186012,0.218231
302,714.105,1,10.1263,15.5432,3.59674,44.0111,36.5544,1.74316,2.02391,2.58952,0.925983,0.287484,0.024049,0.0354081,0.22462,0.914765,0.0223149,0.227645
303,707.064,1,10.0847,15.5665,3.59532,44.0673,37.1353,1.74841,1.99192,2.56144,0.915365,0.268516,0.022762,0.0412512,0.232332,0.92939,0.0199591,0.221133
