standEta_Cl_abscissa,standEta_Cl_cdf,standEta_Q_abscissa,standEta_Q_cdf,split
-0.215186,0.240714,-0.588701,0.240714,All
-0.215186,0.240857,-0.588701,0.240857,All
-0.215042,0.241,-0.588149,0.241,All
-0.214619,0.241143,-0.588098,0.241143,All
-0.214059,0.241286,-0.588098,0.241286,All
-0.214059,0.241429,-0.588098,0.241429,All
-0.214059,0.241571,-0.58741,0.241571,All
-0.213673,0.241714,-0.586962,0.241714,All
-0.213591,0.241857,-0.586369,0.241857,All
-0.213591,0.242,-0.586369,0.242,All
-0.212829,0.242143,-0.586369,0.242143,All
-0.212768,0.242286,-0.586133,0.242286,All
-0.212525,0.242429,-0.586133,0.242429,All
-0.212497,0.242571,-0.586133,0.242571,All
-0.212338,0.242714,-0.586109,0.242714,All
-0.212338,0.242857,-0.585822,0.242857,All
-0.21232,0.243,-0.585142,0.243,All
-0.212246,0.243143,-0.585142,0.243143,All
-0.211153,0.243286,-0.582982,0.243286,All
-0.21105,0.243429,-0.582568,0.243429,All
-0.210264,0.243571,-0.582568,0.243571,All
-0.210264,0.243714,-0.581383,0.243714,All
-0.210248,0.243857,-0.581383,0.243857,All
-0.209391,0.244,-0.581383,0.244,All
-0.209391,0.244143,-0.581135,0.244143,All
-0.20896,0.244286,-0.581135,0.244286,All
-0.207858,0.244429,-0.581084,0.244429,All
-0.207691,0.244571,-0.581084,0.244571,All
-0.207196,0.244714,-0.579197,0.244714,All
-0.207196,0.244857,-0.579197,0.244857,All
-0.207137,0.245,-0.578155,0.245,All
-0.206994,0.245143,-0.578155,0.245143,All
-0.206207,0.245286,-0.577147,0.245286,All
-0.206207,0.245429,-0.577147,0.245429,All
-0.205838,0.245571,-0.576552,0.245571,All
-0.205107,0.245714,-0.576552,0.245714,All
-0.204879,0.245857,-0.576552,0.245857,All
-0.204841,0.246,-0.576012,0.246,All
-0.204729,0.246143,-0.576012,0.246143,All
-0.20419,0.246286,-0.573281,0.246286,All
-0.201552,0.246429,-0.573281,0.246429,All
-0.201552,0.246571,-0.572353,0.246571,All
-0.200603,0.246714,-0.571316,0.246714,All
-0.200544,0.246857,-0.568142,0.246857,All
-0.200544,0.247,-0.568063,0.247,All
-0.200284,0.247143,-0.567911,0.247143,All
-0.200035,0.247286,-0.567911,0.247286,All
-0.199398,0.247429,-0.567095,0.247429,All
-0.199254,0.247571,-0.566185,0.247571,All
-0.199254,0.247714,-0.565893,0.247714,All
-0.199254,0.247857,-0.565701,0.247857,All
-0.198543,0.248,-0.565701,0.248,All
-0.198214,0.248143,-0.565076,0.248143,All
-0.198164,0.248286,-0.565075,0.248286,All
-0.198164,0.248429,-0.564822,0.248429,All
-0.19789,0.248571,-0.564636,0.248571,All
-0.196914,0.248714,-0.563966,0.248714,All
-0.196491,0.248857,-0.563787,0.248857,All
-0.195169,0.249,-0.5635,0.249,All
-0.195169,0.249143,-0.562063,0.249143,All
-0.194161,0.249286,-0.561275,0.249286,All
-0.19289,0.249429,-0.561112,0.249429,All
-0.192758,0.249571,-0.559885,0.249571,All
-0.192758,0.249714,-0.559838,0.249714,All
-0.192523,0.249857,-0.559269,0.249857,All
-0.192123,0.25,-0.55829,0.25,All
-0.191882,0.250143,-0.55829,0.250143,All
-0.191733,0.250286,-0.558126,0.250286,All
-0.191733,0.250429,-0.557854,0.250429,All
-0.191727,0.250571,-0.557854,0.250571,All
-0.190883,0.250714,-0.557392,0.250714,All
-0.190496,0.250857,-0.555743,0.250857,All
-0.190496,0.251,-0.554401,0.251,All
-0.190496,0.251143,-0.554069,0.251143,All
-0.190465,0.251286,-0.553299,0.251286,All
-0.190279,0.251429,-0.552178,0.251429,All
-0.190279,0.251571,-0.552122,0.251571,All
-0.189127,0.251714,-0.552122,0.251714,All
-0.188741,0.251857,-0.551308,0.251857,All
-0.188642,0.252,-0.550942,0.252,All
-0.188584,0.252143,-0.550942,0.252143,All
-0.188358,0.252286,-0.550877,0.252286,All
-0.188044,0.252429,-0.5501,0.252429,All
-0.187189,0.252571,-0.548532,0.252571,All
-0.187189,0.252714,-0.548008,0.252714,All
-0.186301,0.252857,-0.546559,0.252857,All
-0.185271,0.253,-0.543191,0.253,All
-0.185109,0.253143,-0.543191,0.253143,All
-0.184612,0.253286,-0.543191,0.253286,All
-0.184178,0.253429,-0.543001,0.253429,All
-0.184108,0.253571,-0.541782,0.253571,All
-0.184072,0.253714,-0.539776,0.253714,All
-0.184072,0.253857,-0.538633,0.253857,All
-0.18406,0.254,-0.538423,0.254,All
-0.183851,0.254143,-0.538199,0.254143,All
-0.183661,0.254286,-0.537643,0.254286,All
-0.183297,0.254429,-0.536139,0.254429,All
-0.183297,0.254571,-0.535558,0.254571,All
-0.183288,0.254714,-0.533936,0.254714,All
-0.183219,0.254857,-0.533515,0.254857,All
-0.182611,0.255,-0.53297,0.255,All
-0.18254,0.255143,-0.531711,0.255143,All
-0.18254,0.255286,-0.531469,0.255286,All
-0.180906,0.255429,-0.528983,0.255429,All
-0.18087,0.255571,-0.528726,0.255571,All
-0.180746,0.255714,-0.528266,0.255714,All
-0.18021,0.255857,-0.527445,0.255857,All
-0.179778,0.256,-0.526719,0.256,All
-0.179664,0.256143,-0.526719,0.256143,All
-0.179307,0.256286,-0.524658,0.256286,All
-0.17928,0.256429,-0.523014,0.256429,All
-0.179182,0.256571,-0.522124,0.256571,All
-0.179182,0.256714,-0.516109,0.256714,All
-0.179071,0.256857,-0.515156,0.256857,All
-0.178974,0.257,-0.514278,0.257,All
-0.178924,0.257143,-0.513628,0.257143,All
-0.178839,0.257286,-0.510677,0.257286,All
-0.178272,0.257429,-0.510646,0.257429,All
-0.178272,0.257571,-0.509881,0.257571,All
-0.178209,0.257714,-0.509881,0.257714,All
-0.177835,0.257857,-0.509173,0.257857,All
-0.177793,0.258,-0.508475,0.258,All
-0.177793,0.258143,-0.508401,0.258143,All
-0.177693,0.258286,-0.50801,0.258286,All
-0.177476,0.258429,-0.507477,0.258429,All
-0.177476,0.258571,-0.507423,0.258571,All
-0.177201,0.258714,-0.507026,0.258714,All
-0.17601,0.258857,-0.506187,0.258857,All
-0.17574,0.259,-0.506187,0.259,All
-0.17574,0.259143,-0.504855,0.259143,All
-0.175011,0.259286,-0.504664,0.259286,All
-0.174454,0.259429,-0.504664,0.259429,All
-0.174454,0.259571,-0.504638,0.259571,All
-0.173559,0.259714,-0.503701,0.259714,All
-0.17338,0.259857,-0.503701,0.259857,All
-0.172368,0.26,-0.502528,0.26,All
-0.172206,0.260143,-0.502407,0.260143,All
-0.172206,0.260286,-0.502093,0.260286,All
-0.172206,0.260429,-0.502093,0.260429,All
-0.171975,0.260571,-0.500646,0.260571,All
-0.171665,0.260714,-0.500646,0.260714,All
-0.171665,0.260857,-0.499705,0.260857,All
-0.171369,0.261,-0.499464,0.261,All
-0.17131,0.261143,-0.496072,0.261143,All
-0.17131,0.261286,-0.495479,0.261286,All
-0.17131,0.261429,-0.495362,0.261429,All
-0.171112,0.261571,-0.495268,0.261571,All
-0.171084,0.261714,-0.495158,0.261714,All
-0.170771,0.261857,-0.494707,0.261857,All
-0.170771,0.262,-0.494659,0.262,All
-0.170771,0.262143,-0.494659,0.262143,All
-0.170417,0.262286,-0.494539,0.262286,All
-0.170304,0.262429,-0.494379,0.262429,All
-0.169856,0.262571,-0.493981,0.262571,All
-0.169856,0.262714,-0.492444,0.262714,All
-0.169615,0.262857,-0.492108,0.262857,All
-0.169607,0.263,-0.492042,0.263,All
-0.169596,0.263143,-0.491795,0.263143,All
-0.169596,0.263286,-0.491455,0.263286,All
-0.16898,0.263429,-0.490735,0.263429,All
-0.168411,0.263571,-0.490249,0.263571,All
-0.168368,0.263714,-0.488062,0.263714,All
-0.168317,0.263857,-0.488062,0.263857,All
-0.167482,0.264,-0.488062,0.264,All
-0.166858,0.264143,-0.487955,0.264143,All
-0.166636,0.264286,-0.48747,0.264286,All
-0.166508,0.264429,-0.48687,0.264429,All
-0.166508,0.264571,-0.48687,0.264571,All
-0.166283,0.264714,-0.48687,0.264714,All
-0.166212,0.264857,-0.486597,0.264857,All
-0.165941,0.265,-0.486597,0.265,All
-0.165028,0.265143,-0.485116,0.265143,All
-0.16419,0.265286,-0.485116,0.265286,All
-0.163375,0.265429,-0.484483,0.265429,All
-0.163146,0.265571,-0.484254,0.265571,All
-0.16299,0.265714,-0.4838,0.265714,All
-0.16287,0.265857,-0.48328,0.265857,All
-0.162716,0.266,-0.483176,0.266,All
-0.162208,0.266143,-0.482815,0.266143,All
-0.162208,0.266286,-0.482815,0.266286,All
-0.162131,0.266429,-0.482674,0.266429,All
-0.162002,0.266571,-0.482491,0.266571,All
-0.161831,0.266714,-0.482476,0.266714,All
-0.161831,0.266857,-0.482472,0.266857,All
-0.161831,0.267,-0.48238,0.267,All
-0.161831,0.267143,-0.481712,0.267143,All
-0.161559,0.267286,-0.479642,0.267286,All
-0.161341,0.267429,-0.479642,0.267429,All
-0.160465,0.267571,-0.478726,0.267571,All
-0.160398,0.267714,-0.478225,0.267714,All
-0.160219,0.267857,-0.477307,0.267857,All
-0.160122,0.268,-0.475188,0.268,All
-0.15949,0.268143,-0.474989,0.268143,All
-0.159011,0.268286,-0.474747,0.268286,All
-0.158755,0.268429,-0.474605,0.268429,All
-0.158375,0.268571,-0.474358,0.268571,All
-0.158375,0.268714,-0.473886,0.268714,All
-0.157677,0.268857,-0.472874,0.268857,All
-0.156352,0.269,-0.472683,0.269,All
-0.156048,0.269143,-0.471991,0.269143,All
-0.156048,0.269286,-0.471972,0.269286,All
-0.155821,0.269429,-0.471972,0.269429,All
-0.155821,0.269571,-0.470765,0.269571,All
-0.155786,0.269714,-0.470215,0.269714,All
-0.155723,0.269857,-0.470106,0.269857,All
-0.155723,0.27,-0.469274,0.27,All
-0.155723,0.270143,-0.467472,0.270143,All
-0.155636,0.270286,-0.467472,0.270286,All
-0.155464,0.270429,-0.467472,0.270429,All
-0.155342,0.270571,-0.467472,0.270571,All
-0.155342,0.270714,-0.466923,0.270714,All
-0.155304,0.270857,-0.466923,0.270857,All
-0.155304,0.271,-0.466923,0.271,All
-0.155074,0.271143,-0.466842,0.271143,All
-0.154654,0.271286,-0.466607,0.271286,All
-0.153972,0.271429,-0.465837,0.271429,All
-0.153895,0.271571,-0.465728,0.271571,All
-0.153868,0.271714,-0.465728,0.271714,All
-0.153843,0.271857,-0.464167,0.271857,All
-0.153569,0.272,-0.462665,0.272,All
-0.152496,0.272143,-0.46186,0.272143,All
-0.152264,0.272286,-0.461289,0.272286,All
-0.152139,0.272429,-0.460782,0.272429,All
-0.151987,0.272571,-0.460582,0.272571,All
-0.151942,0.272714,-0.460501,0.272714,All
-0.151895,0.272857,-0.4599,0.272857,All
-0.151328,0.273,-0.4599,0.273,All
-0.150893,0.273143,-0.4599,0.273143,All
-0.150686,0.273286,-0.458322,0.273286,All
-0.150607,0.273429,-0.458322,0.273429,All
-0.150607,0.273571,-0.456838,0.273571,All
-0.150014,0.273714,-0.456838,0.273714,All
-0.149633,0.273857,-0.454837,0.273857,All
-0.148511,0.274,-0.454702,0.274,All
-0.148289,0.274143,-0.453579,0.274143,All
-0.14825,0.274286,-0.452627,0.274286,All
-0.148118,0.274429,-0.452201,0.274429,All
-0.147912,0.274571,-0.450888,0.274571,All
-0.147791,0.274714,-0.450888,0.274714,All
-0.147791,0.274857,-0.449986,0.274857,All
-0.147787,0.275,-0.449807,0.275,All
-0.147784,0.275143,-0.449447,0.275143,All
-0.147628,0.275286,-0.449447,0.275286,All
-0.147385,0.275429,-0.44883,0.275429,All
-0.147078,0.275571,-0.447947,0.275571,All
-0.147051,0.275714,-0.447433,0.275714,All
-0.147051,0.275857,-0.444337,0.275857,All
-0.146941,0.276,-0.443018,0.276,All
-0.146941,0.276143,-0.442946,0.276143,All
-0.14621,0.276286,-0.442623,0.276286,All
-0.146037,0.276429,-0.442127,0.276429,All
-0.145884,0.276571,-0.442127,0.276571,All
-0.145884,0.276714,-0.440683,0.276714,All
-0.145843,0.276857,-0.440114,0.276857,All
-0.145496,0.277,-0.439393,0.277,All
-0.145036,0.277143,-0.43906,0.277143,All
-0.144663,0.277286,-0.438488,0.277286,All
-0.1445,0.277429,-0.437603,0.277429,All
-0.143964,0.277571,-0.437565,0.277571,All
-0.143093,0.277714,-0.436139,0.277714,All
-0.142946,0.277857,-0.436139,0.277857,All
-0.142885,0.278,-0.435459,0.278,All
-0.142785,0.278143,-0.435459,0.278143,All
-0.142785,0.278286,-0.435459,0.278286,All
-0.142754,0.278429,-0.435253,0.278429,All
-0.141865,0.278571,-0.434886,0.278571,All
-0.141764,0.278714,-0.434027,0.278714,All
-0.141764,0.278857,-0.433872,0.278857,All
-0.1414,0.279,-0.433872,0.279,All
-0.141083,0.279143,-0.432546,0.279143,All
-0.140943,0.279286,-0.431,0.279286,All
-0.140884,0.279429,-0.430548,0.279429,All
-0.140884,0.279571,-0.429963,0.279571,All
-0.140832,0.279714,-0.429922,0.279714,All
-0.140769,0.279857,-0.42976,0.279857,All
-0.140526,0.28,-0.429549,0.28,All
-0.140075,0.280143,-0.429549,0.280143,All
-0.139829,0.280286,-0.429543,0.280286,All
-0.139736,0.280429,-0.429401,0.280429,All
-0.139573,0.280571,-0.42822,0.280571,All
-0.139573,0.280714,-0.427695,0.280714,All
-0.139472,0.280857,-0.427153,0.280857,All
-0.139472,0.281,-0.426974,0.281,All
-0.139405,0.281143,-0.426777,0.281143,All
-0.139245,0.281286,-0.425666,0.281286,All
-0.139115,0.281429,-0.425666,0.281429,All
-0.139067,0.281571,-0.425666,0.281571,All
-0.139061,0.281714,-0.425539,0.281714,All
-0.139025,0.281857,-0.423129,0.281857,All
-0.138909,0.282,-0.423072,0.282,All
-0.138401,0.282143,-0.420813,0.282143,All
-0.138371,0.282286,-0.42055,0.282286,All
-0.137733,0.282429,-0.420542,0.282429,All
-0.137614,0.282571,-0.420515,0.282571,All
-0.137614,0.282714,-0.418908,0.282714,All
-0.136981,0.282857,-0.416686,0.282857,All
-0.136981,0.283,-0.416686,0.283,All
-0.136981,0.283143,-0.415376,0.283143,All
-0.136981,0.283286,-0.414115,0.283286,All
-0.136981,0.283429,-0.414115,0.283429,All
-0.136981,0.283571,-0.414115,0.283571,All
-0.136928,0.283714,-0.414115,0.283714,All
-0.136563,0.283857,-0.41369,0.283857,All
-0.136563,0.284,-0.41369,0.284,All
-0.13655,0.284143,-0.41369,0.284143,All
-0.136313,0.284286,-0.41115,0.284286,All
-0.135933,0.284429,-0.41115,0.284429,All
-0.135933,0.284571,-0.410591,0.284571,All
-0.135933,0.284714,-0.410591,0.284714,All
-0.135933,0.284857,-0.409823,0.284857,All
-0.135933,0.285,-0.409587,0.285,All
-0.135848,0.285143,-0.408677,0.285143,All
-0.135768,0.285286,-0.408568,0.285286,All
-0.134836,0.285429,-0.408526,0.285429,All
-0.134671,0.285571,-0.407048,0.285571,All
-0.133117,0.285714,-0.405428,0.285714,All
-0.133056,0.285857,-0.405428,0.285857,All
-0.132956,0.286,-0.405368,0.286,All
-0.132443,0.286143,-0.405368,0.286143,All
-0.132443,0.286286,-0.40479,0.286286,All
-0.132443,0.286429,-0.403219,0.286429,All
-0.132355,0.286571,-0.4014,0.286571,All
-0.132147,0.286714,-0.399593,0.286714,All
-0.131913,0.286857,-0.399398,0.286857,All
-0.131779,0.287,-0.397654,0.287,All
-0.131779,0.287143,-0.394985,0.287143,All
-0.131779,0.287286,-0.394897,0.287286,All
-0.130818,0.287429,-0.394621,0.287429,All
-0.130818,0.287571,-0.394621,0.287571,All
-0.130648,0.287714,-0.392436,0.287714,All
-0.130392,0.287857,-0.392094,0.287857,All
-0.130392,0.288,-0.391653,0.288,All
-0.129617,0.288143,-0.391571,0.288143,All
-0.12936,0.288286,-0.391187,0.288286,All
-0.12936,0.288429,-0.389805,0.288429,All
-0.12885,0.288571,-0.388415,0.288571,All
-0.128674,0.288714,-0.38805,0.288714,All
-0.12864,0.288857,-0.388044,0.288857,All
-0.12827,0.289,-0.388044,0.289,All
-0.128223,0.289143,-0.387912,0.289143,All
-0.12817,0.289286,-0.387352,0.289286,All
-0.126918,0.289429,-0.387352,0.289429,All
-0.126918,0.289571,-0.387122,0.289571,All
-0.125884,0.289714,-0.386782,0.289714,All
-0.125047,0.289857,-0.385837,0.289857,All
-0.124797,0.29,-0.382868,0.29,All
-0.124255,0.290143,-0.38266,0.290143,All
-0.124092,0.290286,-0.38266,0.290286,All
-0.123925,0.290429,-0.38139,0.290429,All
-0.123925,0.290571,-0.381061,0.290571,All
-0.123851,0.290714,-0.381061,0.290714,All
-0.123567,0.290857,-0.379636,0.290857,All
-0.123488,0.291,-0.379471,0.291,All
-0.123488,0.291143,-0.379471,0.291143,All
-0.123402,0.291286,-0.379421,0.291286,All
-0.123398,0.291429,-0.379415,0.291429,All
-0.123049,0.291571,-0.379177,0.291571,All
-0.12287,0.291714,-0.379169,0.291714,All
-0.122104,0.291857,-0.379114,0.291857,All
-0.122104,0.292,-0.379114,0.292,All
-0.122104,0.292143,-0.379114,0.292143,All
-0.122104,0.292286,-0.377,0.292286,All
-0.122051,0.292429,-0.376897,0.292429,All
-0.121464,0.292571,-0.376897,0.292571,All
-0.121394,0.292714,-0.376575,0.292714,All
-0.121394,0.292857,-0.376575,0.292857,All
-0.120957,0.293,-0.37393,0.293,All
-0.120758,0.293143,-0.371701,0.293143,All
-0.120211,0.293286,-0.371701,0.293286,All
-0.120211,0.293429,-0.371339,0.293429,All
-0.120211,0.293571,-0.371285,0.293571,All
-0.120178,0.293714,-0.370598,0.293714,All
-0.120177,0.293857,-0.370277,0.293857,All
-0.119609,0.294,-0.370149,0.294,All
-0.119609,0.294143,-0.369459,0.294143,All
-0.119546,0.294286,-0.369305,0.294286,All
-0.119546,0.294429,-0.36709,0.294429,All
-0.119546,0.294571,-0.366835,0.294571,All
-0.119463,0.294714,-0.365601,0.294714,All
-0.119463,0.294857,-0.364561,0.294857,All
-0.119276,0.295,-0.364561,0.295,All
-0.119136,0.295143,-0.362769,0.295143,All
-0.119136,0.295286,-0.362769,0.295286,All
-0.118833,0.295429,-0.362424,0.295429,All
-0.118789,0.295571,-0.362111,0.295571,All
-0.118708,0.295714,-0.35998,0.295714,All
-0.118708,0.295857,-0.359801,0.295857,All
-0.118708,0.296,-0.359332,0.296,All
-0.118708,0.296143,-0.359332,0.296143,All
-0.118708,0.296286,-0.358866,0.296286,All
-0.118392,0.296429,-0.357823,0.296429,All
-0.118366,0.296571,-0.357327,0.296571,All
-0.117609,0.296714,-0.357327,0.296714,All
-0.117106,0.296857,-0.357327,0.296857,All
-0.116953,0.297,-0.357017,0.297,All
-0.11691,0.297143,-0.356861,0.297143,All
-0.116895,0.297286,-0.356379,0.297286,All
-0.116345,0.297429,-0.356379,0.297429,All
-0.116249,0.297571,-0.355697,0.297571,All
-0.116249,0.297714,-0.355017,0.297714,All
-0.116249,0.297857,-0.354625,0.297857,All
-0.116162,0.298,-0.354589,0.298,All
-0.116162,0.298143,-0.354058,0.298143,All
-0.116162,0.298286,-0.353697,0.298286,All
-0.116044,0.298429,-0.352893,0.298429,All
-0.115838,0.298571,-0.352178,0.298571,All
-0.115043,0.298714,-0.351927,0.298714,All
-0.114698,0.298857,-0.351468,0.298857,All
-0.114341,0.299,-0.347155,0.299,All
-0.113918,0.299143,-0.347155,0.299143,All
-0.113918,0.299286,-0.346839,0.299286,All
-0.113918,0.299429,-0.346547,0.299429,All
-0.11388,0.299571,-0.344985,0.299571,All
-0.11388,0.299714,-0.344749,0.299714,All
-0.11388,0.299857,-0.344478,0.299857,All
-0.113709,0.3,-0.344478,0.3,All
-0.113262,0.300143,-0.344127,0.300143,All
-0.113069,0.300286,-0.342059,0.300286,All
-0.112616,0.300429,-0.341696,0.300429,All
-0.112594,0.300571,-0.339619,0.300571,All
-0.112309,0.300714,-0.339528,0.300714,All
-0.112309,0.300857,-0.338612,0.300857,All
-0.112099,0.301,-0.337368,0.301,All
-0.112032,0.301143,-0.33649,0.301143,All
-0.111997,0.301286,-0.336417,0.301286,All
-0.110089,0.301429,-0.335761,0.301429,All
-0.109585,0.301571,-0.335139,0.301571,All
-0.109568,0.301714,-0.33495,0.301714,All
-0.108708,0.301857,-0.334237,0.301857,All
-0.108708,0.302,-0.333978,0.302,All
-0.108708,0.302143,-0.331779,0.302143,All
-0.108708,0.302286,-0.331521,0.302286,All
-0.108608,0.302429,-0.331313,0.302429,All
-0.108607,0.302571,-0.330726,0.302571,All
-0.108527,0.302714,-0.32994,0.302714,All
-0.1084,0.302857,-0.329735,0.302857,All
-0.1084,0.303,-0.329629,0.303,All
-0.107109,0.303143,-0.328598,0.303143,All
-0.106902,0.303286,-0.327709,0.303286,All
-0.106589,0.303429,-0.327709,0.303429,All
-0.106589,0.303571,-0.326287,0.303571,All
-0.106303,0.303714,-0.326287,0.303714,All
-0.105525,0.303857,-0.326287,0.303857,All
-0.105411,0.304,-0.325183,0.304,All
-0.104898,0.304143,-0.324922,0.304143,All
-0.104898,0.304286,-0.32335,0.304286,All
-0.104398,0.304429,-0.323309,0.304429,All
-0.103969,0.304571,-0.322881,0.304571,All
-0.103969,0.304714,-0.32239,0.304714,All
-0.103969,0.304857,-0.322028,0.304857,All
-0.103969,0.305,-0.322028,0.305,All
-0.103969,0.305143,-0.322028,0.305143,All
-0.10379,0.305286,-0.322028,0.305286,All
-0.103583,0.305429,-0.32129,0.305429,All
-0.10347,0.305571,-0.31986,0.305571,All
-0.103376,0.305714,-0.31986,0.305714,All
-0.103169,0.305857,-0.318692,0.305857,All
-0.103169,0.306,-0.31857,0.306,All
-0.102671,0.306143,-0.318116,0.306143,All
-0.102574,0.306286,-0.317121,0.306286,All
-0.102574,0.306429,-0.316267,0.306429,All
-0.101965,0.306571,-0.315635,0.306571,All
-0.10191,0.306714,-0.315635,0.306714,All
-0.101417,0.306857,-0.315073,0.306857,All
-0.101273,0.307,-0.314745,0.307,All
-0.101077,0.307143,-0.313816,0.307143,All
-0.101077,0.307286,-0.312365,0.307286,All
-0.100878,0.307429,-0.312149,0.307429,All
-0.10048,0.307571,-0.311807,0.307571,All
-0.0999352,0.307714,-0.311426,0.307714,All
-0.0999352,0.307857,-0.311405,0.307857,All
-0.0993949,0.308,-0.311405,0.308,All
-0.0992951,0.308143,-0.311405,0.308143,All
-0.0989689,0.308286,-0.311405,0.308286,All
-0.0989561,0.308429,-0.309941,0.308429,All
-0.0989007,0.308571,-0.309941,0.308571,All
-0.0986096,0.308714,-0.309941,0.308714,All
-0.0981256,0.308857,-0.309788,0.308857,All
-0.0977377,0.309,-0.309445,0.309,All
-0.0977377,0.309143,-0.309022,0.309143,All
-0.0967176,0.309286,-0.309022,0.309286,All
-0.0965902,0.309429,-0.308166,0.309429,All
-0.096401,0.309571,-0.307607,0.309571,All
-0.0957645,0.309714,-0.305772,0.309714,All
-0.0950767,0.309857,-0.305648,0.309857,All
-0.0950767,0.31,-0.303983,0.31,All
-0.0947256,0.310143,-0.303854,0.310143,All
-0.0946323,0.310286,-0.303854,0.310286,All
-0.0944944,0.310429,-0.303854,0.310429,All
-0.0942528,0.310571,-0.303802,0.310571,All
-0.0942528,0.310714,-0.303399,0.310714,All
-0.0941835,0.310857,-0.302521,0.310857,All
-0.0941835,0.311,-0.302462,0.311,All
-0.0940259,0.311143,-0.299564,0.311143,All
-0.0939769,0.311286,-0.299564,0.311286,All
-0.0938898,0.311429,-0.299483,0.311429,All
-0.0938898,0.311571,-0.298989,0.311571,All
-0.0937555,0.311714,-0.298989,0.311714,All
-0.0937551,0.311857,-0.298989,0.311857,All
-0.0933272,0.312,-0.298527,0.312,All
-0.0932207,0.312143,-0.298187,0.312143,All
-0.0928157,0.312286,-0.29742,0.312286,All
-0.0926793,0.312429,-0.29742,0.312429,All
-0.0926202,0.312571,-0.297268,0.312571,All
-0.0920687,0.312714,-0.297268,0.312714,All
-0.0918525,0.312857,-0.296554,0.312857,All
-0.0914054,0.313,-0.294257,0.313,All
-0.0912565,0.313143,-0.294257,0.313143,All
-0.0908975,0.313286,-0.293002,0.313286,All
-0.0908975,0.313429,-0.29269,0.313429,All
-0.0908065,0.313571,-0.292663,0.313571,All
-0.0904515,0.313714,-0.292062,0.313714,All
-0.0896315,0.313857,-0.291315,0.313857,All
-0.0893361,0.314,-0.290489,0.314,All
-0.0893115,0.314143,-0.290244,0.314143,All
-0.0892855,0.314286,-0.290085,0.314286,All
-0.0892855,0.314429,-0.289068,0.314429,All
-0.0886827,0.314571,-0.287995,0.314571,All
-0.0885565,0.314714,-0.287891,0.314714,All
-0.0883788,0.314857,-0.287891,0.314857,All
-0.0883788,0.315,-0.287737,0.315,All
-0.0883788,0.315143,-0.28745,0.315143,All
-0.0881688,0.315286,-0.286948,0.315286,All
-0.0872391,0.315429,-0.286879,0.315429,All
-0.0869446,0.315571,-0.286228,0.315571,All
-0.0865417,0.315714,-0.285407,0.315714,All
-0.0862504,0.315857,-0.285407,0.315857,All
-0.085929,0.316,-0.285054,0.316,All
-0.085796,0.316143,-0.284375,0.316143,All
-0.0857108,0.316286,-0.284375,0.316286,All
-0.0856628,0.316429,-0.284246,0.316429,All
-0.0855893,0.316571,-0.283148,0.316571,All
-0.0855884,0.316714,-0.283,0.316714,All
-0.085227,0.316857,-0.282391,0.316857,All
-0.085227,0.317,-0.282391,0.317,All
-0.085227,0.317143,-0.2818,0.317143,All
-0.0846965,0.317286,-0.2818,0.317286,All
-0.0846965,0.317429,-0.280747,0.317429,All
-0.0846933,0.317571,-0.280747,0.317571,All
-0.084587,0.317714,-0.279783,0.317714,All
-0.084587,0.317857,-0.279048,0.317857,All
-0.0844172,0.318,-0.278819,0.318,All
-0.0838484,0.318143,-0.278819,0.318143,All
-0.0835841,0.318286,-0.278157,0.318286,All
-0.0831459,0.318429,-0.277993,0.318429,All
-0.0831459,0.318571,-0.277993,0.318571,All
-0.0831459,0.318714,-0.27771,0.318714,All
-0.0831459,0.318857,-0.277414,0.318857,All
-0.0831459,0.319,-0.277382,0.319,All
-0.0829036,0.319143,-0.277382,0.319143,All
-0.0829036,0.319286,-0.277382,0.319286,All
-0.0827636,0.319429,-0.276994,0.319429,All
-0.0827636,0.319571,-0.276383,0.319571,All
-0.0814337,0.319714,-0.276295,0.319714,All
-0.081194,0.319857,-0.275797,0.319857,All
-0.0810444,0.32,-0.275763,0.32,All
-0.0805853,0.320143,-0.275763,0.320143,All
-0.0804743,0.320286,-0.275309,0.320286,All
-0.0802303,0.320429,-0.275039,0.320429,All
-0.0802303,0.320571,-0.274803,0.320571,All
-0.0798832,0.320714,-0.27393,0.320714,All
-0.0798832,0.320857,-0.273399,0.320857,All
-0.0792763,0.321,-0.273218,0.321,All
-0.0792763,0.321143,-0.273143,0.321143,All
-0.0792763,0.321286,-0.272903,0.321286,All
-0.0792763,0.321429,-0.272713,0.321429,All
-0.0791403,0.321571,-0.272713,0.321571,All
-0.0789842,0.321714,-0.272663,0.321714,All
-0.0786445,0.321857,-0.27248,0.321857,All
-0.0786445,0.322,-0.272475,0.322,All
-0.0783563,0.322143,-0.27186,0.322143,All
-0.0783563,0.322286,-0.270179,0.322286,All
-0.0782783,0.322429,-0.269716,0.322429,All
-0.0782391,0.322571,-0.269716,0.322571,All
-0.077811,0.322714,-0.269642,0.322714,All
-0.07686,0.322857,-0.269642,0.322857,All
-0.07686,0.323,-0.269642,0.323,All
-0.07686,0.323143,-0.269642,0.323143,All
-0.0767314,0.323286,-0.269164,0.323286,All
-0.0754776,0.323429,-0.269106,0.323429,All
-0.0752377,0.323571,-0.268519,0.323571,All
-0.0749927,0.323714,-0.266968,0.323714,All
-0.0749289,0.323857,-0.266968,0.323857,All
-0.0749256,0.324,-0.266829,0.324,All
