standEta_Cl_abscissa,standEta_Cl_cdf,standEta_Q_abscissa,standEta_Q_cdf,split
-1.67727,0.0781429,-1.57287,0.0781429,All
-1.67727,0.0782857,-1.57173,0.0782857,All
-1.67716,0.0784286,-1.56995,0.0784286,All
-1.67639,0.0785714,-1.56899,0.0785714,All
-1.67639,0.0787143,-1.56427,0.0787143,All
-1.67553,0.0788571,-1.56427,0.0788571,All
-1.67444,0.079,-1.56374,0.079,All
-1.67444,0.0791429,-1.55037,0.0791429,All
-1.67391,0.0792857,-1.54912,0.0792857,All
-1.67081,0.0794286,-1.5482,0.0794286,All
-1.66901,0.0795714,-1.54539,0.0795714,All
-1.66901,0.0797143,-1.54291,0.0797143,All
-1.66894,0.0798571,-1.5416,0.0798571,All
-1.66874,0.08,-1.54135,0.08,All
-1.66564,0.0801429,-1.54035,0.0801429,All
-1.66509,0.0802857,-1.53386,0.0802857,All
-1.66306,0.0804286,-1.5309,0.0804286,All
-1.66243,0.0805714,-1.5309,0.0805714,All
-1.65498,0.0807143,-1.5309,0.0807143,All
-1.65455,0.0808571,-1.5309,0.0808571,All
-1.65131,0.081,-1.53084,0.081,All
-1.6509,0.0811429,-1.53084,0.0811429,All
-1.65012,0.0812857,-1.53046,0.0812857,All
-1.64158,0.0814286,-1.53046,0.0814286,All
-1.63993,0.0815714,-1.5282,0.0815714,All
-1.63993,0.0817143,-1.52786,0.0817143,All
-1.63993,0.0818571,-1.52582,0.0818571,All
-1.63724,0.082,-1.5235,0.082,All
-1.63657,0.0821429,-1.52222,0.0821429,All
-1.63467,0.0822857,-1.51893,0.0822857,All
-1.63467,0.0824286,-1.51893,0.0824286,All
-1.63403,0.0825714,-1.51643,0.0825714,All
-1.63175,0.0827143,-1.51639,0.0827143,All
-1.63175,0.0828571,-1.51554,0.0828571,All
-1.63112,0.083,-1.51511,0.083,All
-1.62617,0.0831429,-1.51294,0.0831429,All
-1.62617,0.0832857,-1.5124,0.0832857,All
-1.62617,0.0834286,-1.50988,0.0834286,All
-1.62559,0.0835714,-1.50954,0.0835714,All
-1.62487,0.0837143,-1.50946,0.0837143,All
-1.6227,0.0838571,-1.50899,0.0838571,All
-1.62009,0.084,-1.5065,0.084,All
-1.61988,0.0841429,-1.5065,0.0841429,All
-1.61865,0.0842857,-1.50065,0.0842857,All
-1.61865,0.0844286,-1.4971,0.0844286,All
-1.61865,0.0845714,-1.493,0.0845714,All
-1.61595,0.0847143,-1.493,0.0847143,All
-1.61469,0.0848571,-1.48808,0.0848571,All
-1.61448,0.085,-1.487,0.085,All
-1.61295,0.0851429,-1.48537,0.0851429,All
-1.61136,0.0852857,-1.48374,0.0852857,All
-1.60933,0.0854286,-1.48152,0.0854286,All
-1.60744,0.0855714,-1.47954,0.0855714,All
-1.60695,0.0857143,-1.47774,0.0857143,All
-1.60526,0.0858571,-1.47632,0.0858571,All
-1.60503,0.086,-1.47626,0.086,All
-1.60479,0.0861429,-1.47331,0.0861429,All
-1.60479,0.0862857,-1.47331,0.0862857,All
-1.60165,0.0864286,-1.47318,0.0864286,All
-1.60141,0.0865714,-1.47064,0.0865714,All
-1.60134,0.0867143,-1.47064,0.0867143,All
-1.60134,0.0868571,-1.46826,0.0868571,All
-1.60014,0.087,-1.46797,0.087,All
-1.5996,0.0871429,-1.46797,0.0871429,All
-1.59888,0.0872857,-1.46797,0.0872857,All
-1.59888,0.0874286,-1.46782,0.0874286,All
-1.59842,0.0875714,-1.46284,0.0875714,All
-1.59653,0.0877143,-1.46284,0.0877143,All
-1.59642,0.0878571,-1.46183,0.0878571,All
-1.59593,0.088,-1.45859,0.088,All
-1.59593,0.0881429,-1.45841,0.0881429,All
-1.59478,0.0882857,-1.45618,0.0882857,All
-1.59478,0.0884286,-1.45618,0.0884286,All
-1.59435,0.0885714,-1.45091,0.0885714,All
-1.59435,0.0887143,-1.44909,0.0887143,All
-1.59259,0.0888571,-1.44856,0.0888571,All
-1.59254,0.089,-1.44769,0.089,All
-1.59254,0.0891429,-1.44734,0.0891429,All
-1.59178,0.0892857,-1.44596,0.0892857,All
-1.59053,0.0894286,-1.44571,0.0894286,All
-1.59053,0.0895714,-1.44533,0.0895714,All
-1.59053,0.0897143,-1.44119,0.0897143,All
-1.59053,0.0898571,-1.44119,0.0898571,All
-1.58875,0.09,-1.43683,0.09,All
-1.58838,0.0901429,-1.43616,0.0901429,All
-1.58668,0.0902857,-1.43524,0.0902857,All
-1.58586,0.0904286,-1.43513,0.0904286,All
-1.58412,0.0905714,-1.43072,0.0905714,All
-1.58268,0.0907143,-1.42825,0.0907143,All
-1.5806,0.0908571,-1.42825,0.0908571,All
-1.58029,0.091,-1.42746,0.091,All
-1.58012,0.0911429,-1.42129,0.0911429,All
-1.57928,0.0912857,-1.42015,0.0912857,All
-1.57707,0.0914286,-1.41933,0.0914286,All
-1.57705,0.0915714,-1.41933,0.0915714,All
-1.57609,0.0917143,-1.41933,0.0917143,All
-1.57609,0.0918571,-1.41671,0.0918571,All
-1.57609,0.092,-1.40752,0.092,All
-1.57609,0.0921429,-1.40652,0.0921429,All
-1.57609,0.0922857,-1.40652,0.0922857,All
-1.57609,0.0924286,-1.40576,0.0924286,All
-1.57596,0.0925714,-1.40576,0.0925714,All
-1.57437,0.0927143,-1.40576,0.0927143,All
-1.57437,0.0928571,-1.39979,0.0928571,All
-1.57374,0.093,-1.39896,0.093,All
-1.56987,0.0931429,-1.39585,0.0931429,All
-1.56653,0.0932857,-1.39529,0.0932857,All
-1.56462,0.0934286,-1.3907,0.0934286,All
-1.56462,0.0935714,-1.38997,0.0935714,All
-1.56439,0.0937143,-1.3887,0.0937143,All
-1.56233,0.0938571,-1.38687,0.0938571,All
-1.56101,0.094,-1.38687,0.094,All
-1.56101,0.0941429,-1.38687,0.0941429,All
-1.55833,0.0942857,-1.38687,0.0942857,All
-1.55833,0.0944286,-1.38516,0.0944286,All
-1.55833,0.0945714,-1.38461,0.0945714,All
-1.55723,0.0947143,-1.38316,0.0947143,All
-1.55645,0.0948571,-1.38314,0.0948571,All
-1.55283,0.095,-1.38276,0.095,All
-1.5525,0.0951429,-1.38276,0.0951429,All
-1.55177,0.0952857,-1.38276,0.0952857,All
-1.55177,0.0954286,-1.38276,0.0954286,All
-1.54854,0.0955714,-1.38145,0.0955714,All
-1.54811,0.0957143,-1.37843,0.0957143,All
-1.54668,0.0958571,-1.37673,0.0958571,All
-1.54524,0.096,-1.3767,0.096,All
-1.54432,0.0961429,-1.37508,0.0961429,All
-1.54357,0.0962857,-1.37263,0.0962857,All
-1.54197,0.0964286,-1.37255,0.0964286,All
-1.54065,0.0965714,-1.37214,0.0965714,All
-1.53725,0.0967143,-1.37025,0.0967143,All
-1.53471,0.0968571,-1.37025,0.0968571,All
-1.53471,0.097,-1.36642,0.097,All
-1.53189,0.0971429,-1.36497,0.0971429,All
-1.53157,0.0972857,-1.36133,0.0972857,All
-1.52897,0.0974286,-1.36118,0.0974286,All
-1.52836,0.0975714,-1.35764,0.0975714,All
-1.5281,0.0977143,-1.35764,0.0977143,All
-1.52715,0.0978571,-1.35764,0.0978571,All
-1.52651,0.098,-1.35265,0.098,All
-1.52553,0.0981429,-1.35191,0.0981429,All
-1.52349,0.0982857,-1.35191,0.0982857,All
-1.52212,0.0984286,-1.3519,0.0984286,All
-1.52081,0.0985714,-1.35173,0.0985714,All
-1.52081,0.0987143,-1.35088,0.0987143,All
-1.52081,0.0988571,-1.35088,0.0988571,All
-1.52066,0.099,-1.34964,0.099,All
-1.52021,0.0991429,-1.34806,0.0991429,All
-1.52021,0.0992857,-1.34281,0.0992857,All
-1.51958,0.0994286,-1.34281,0.0994286,All
-1.51958,0.0995714,-1.34163,0.0995714,All
-1.51958,0.0997143,-1.34118,0.0997143,All
-1.51815,0.0998571,-1.34118,0.0998571,All
-1.51815,0.1,-1.33856,0.1,All
-1.51786,0.100143,-1.33814,0.100143,All
-1.51732,0.100286,-1.33693,0.100286,All
-1.51672,0.100429,-1.3368,0.100429,All
-1.51626,0.100571,-1.33657,0.100571,All
-1.51419,0.100714,-1.33649,0.100714,All
-1.51218,0.100857,-1.33552,0.100857,All
-1.51081,0.101,-1.33552,0.101,All
-1.51063,0.101143,-1.33552,0.101143,All
-1.51063,0.101286,-1.33552,0.101286,All
-1.50994,0.101429,-1.3348,0.101429,All
-1.50994,0.101571,-1.33452,0.101571,All
-1.50809,0.101714,-1.33452,0.101714,All
-1.50809,0.101857,-1.33407,0.101857,All
-1.50809,0.102,-1.3316,0.102,All
-1.50757,0.102143,-1.3261,0.102143,All
-1.50757,0.102286,-1.32442,0.102286,All
-1.50738,0.102429,-1.3227,0.102429,All
-1.50687,0.102571,-1.32201,0.102571,All
-1.50615,0.102714,-1.32118,0.102714,All
-1.50615,0.102857,-1.32101,0.102857,All
-1.50536,0.103,-1.31988,0.103,All
-1.50486,0.103143,-1.31988,0.103143,All
-1.50482,0.103286,-1.31624,0.103286,All
-1.50482,0.103429,-1.31624,0.103429,All
-1.50482,0.103571,-1.3139,0.103571,All
-1.50482,0.103714,-1.30922,0.103714,All
-1.50456,0.103857,-1.3089,0.103857,All
-1.50412,0.104,-1.30874,0.104,All
-1.50412,0.104143,-1.30874,0.104143,All
-1.50097,0.104286,-1.30874,0.104286,All
-1.50033,0.104429,-1.30763,0.104429,All
-1.49916,0.104571,-1.30584,0.104571,All
-1.49916,0.104714,-1.30424,0.104714,All
-1.49824,0.104857,-1.29971,0.104857,All
-1.49497,0.105,-1.29846,0.105,All
-1.49497,0.105143,-1.29846,0.105143,All
-1.49336,0.105286,-1.29846,0.105286,All
-1.49305,0.105429,-1.29653,0.105429,All
-1.49305,0.105571,-1.29408,0.105571,All
-1.49171,0.105714,-1.29363,0.105714,All
-1.49057,0.105857,-1.29302,0.105857,All
-1.49057,0.106,-1.29251,0.106,All
-1.48899,0.106143,-1.29251,0.106143,All
-1.48596,0.106286,-1.2922,0.106286,All
-1.48485,0.106429,-1.292,0.106429,All
-1.48483,0.106571,-1.29136,0.106571,All
-1.48313,0.106714,-1.29018,0.106714,All
-1.48313,0.106857,-1.28801,0.106857,All
-1.48214,0.107,-1.28769,0.107,All
-1.48214,0.107143,-1.28717,0.107143,All
-1.4811,0.107286,-1.28214,0.107286,All
-1.4799,0.107429,-1.28081,0.107429,All
-1.47914,0.107571,-1.28081,0.107571,All
-1.47737,0.107714,-1.28025,0.107714,All
-1.47737,0.107857,-1.27845,0.107857,All
-1.47694,0.108,-1.27833,0.108,All
-1.47584,0.108143,-1.27418,0.108143,All
-1.47463,0.108286,-1.27409,0.108286,All
-1.47452,0.108429,-1.2735,0.108429,All
-1.47396,0.108571,-1.27298,0.108571,All
-1.47396,0.108714,-1.26946,0.108714,All
-1.47202,0.108857,-1.26863,0.108857,All
-1.47193,0.109,-1.2612,0.109,All
-1.47193,0.109143,-1.26101,0.109143,All
-1.46942,0.109286,-1.26101,0.109286,All
-1.46712,0.109429,-1.26097,0.109429,All
-1.46419,0.109571,-1.25863,0.109571,All
-1.46214,0.109714,-1.25755,0.109714,All
-1.46028,0.109857,-1.25732,0.109857,All
-1.45844,0.11,-1.25732,0.11,All
-1.45844,0.110143,-1.25732,0.110143,All
-1.45753,0.110286,-1.25732,0.110286,All
-1.45753,0.110429,-1.25485,0.110429,All
-1.4557,0.110571,-1.25396,0.110571,All
-1.4557,0.110714,-1.25396,0.110714,All
-1.45515,0.110857,-1.24848,0.110857,All
-1.45515,0.111,-1.24728,0.111,All
-1.45265,0.111143,-1.24533,0.111143,All
-1.45201,0.111286,-1.24523,0.111286,All
-1.45074,0.111429,-1.24523,0.111429,All
-1.44862,0.111571,-1.2402,0.111571,All
-1.44635,0.111714,-1.2402,0.111714,All
-1.44498,0.111857,-1.2402,0.111857,All
-1.44473,0.112,-1.23979,0.112,All
-1.44262,0.112143,-1.23612,0.112143,All
-1.44021,0.112286,-1.23568,0.112286,All
-1.4395,0.112429,-1.23375,0.112429,All
-1.43945,0.112571,-1.22873,0.112571,All
-1.43942,0.112714,-1.22686,0.112714,All
-1.43909,0.112857,-1.22686,0.112857,All
-1.43814,0.113,-1.22686,0.113,All
-1.43603,0.113143,-1.22549,0.113143,All
-1.43531,0.113286,-1.22497,0.113286,All
-1.43531,0.113429,-1.22497,0.113429,All
-1.43531,0.113571,-1.22497,0.113571,All
-1.43513,0.113714,-1.22251,0.113714,All
-1.43467,0.113857,-1.21687,0.113857,All
-1.43454,0.114,-1.21668,0.114,All
-1.43411,0.114143,-1.21305,0.114143,All
-1.43308,0.114286,-1.21305,0.114286,All
-1.43308,0.114429,-1.21131,0.114429,All
-1.43243,0.114571,-1.20974,0.114571,All
-1.43234,0.114714,-1.20768,0.114714,All
-1.43234,0.114857,-1.20574,0.114857,All
-1.43204,0.115,-1.20503,0.115,All
-1.43044,0.115143,-1.20474,0.115143,All
-1.42993,0.115286,-1.20474,0.115286,All
-1.42952,0.115429,-1.20363,0.115429,All
-1.42913,0.115571,-1.20363,0.115571,All
-1.42805,0.115714,-1.203,0.115714,All
-1.42688,0.115857,-1.20271,0.115857,All
-1.42688,0.116,-1.20077,0.116,All
-1.42626,0.116143,-1.20072,0.116143,All
-1.42626,0.116286,-1.20072,0.116286,All
-1.42626,0.116429,-1.19812,0.116429,All
-1.42492,0.116571,-1.19811,0.116571,All
-1.42492,0.116714,-1.19695,0.116714,All
-1.42492,0.116857,-1.19632,0.116857,All
-1.42439,0.117,-1.19491,0.117,All
-1.4243,0.117143,-1.19369,0.117143,All
-1.4239,0.117286,-1.19214,0.117286,All
-1.42327,0.117429,-1.19175,0.117429,All
-1.42327,0.117571,-1.19175,0.117571,All
-1.42327,0.117714,-1.19175,0.117714,All
-1.4217,0.117857,-1.18567,0.117857,All
-1.4217,0.118,-1.18354,0.118,All
-1.42158,0.118143,-1.18232,0.118143,All
-1.42033,0.118286,-1.18232,0.118286,All
-1.41918,0.118429,-1.18147,0.118429,All
-1.41918,0.118571,-1.1812,0.118571,All
-1.41891,0.118714,-1.18082,0.118714,All
-1.41803,0.118857,-1.18056,0.118857,All
-1.4156,0.119,-1.1799,0.119,All
-1.41536,0.119143,-1.17891,0.119143,All
-1.41501,0.119286,-1.17877,0.119286,All
-1.41274,0.119429,-1.17867,0.119429,All
-1.41261,0.119571,-1.17487,0.119571,All
-1.41141,0.119714,-1.17446,0.119714,All
-1.41141,0.119857,-1.17352,0.119857,All
-1.41141,0.12,-1.1726,0.12,All
-1.4098,0.120143,-1.16966,0.120143,All
-1.40826,0.120286,-1.16679,0.120286,All
-1.40826,0.120429,-1.16671,0.120429,All
-1.40795,0.120571,-1.16659,0.120571,All
-1.406,0.120714,-1.16569,0.120714,All
-1.406,0.120857,-1.16355,0.120857,All
-1.40546,0.121,-1.16058,0.121,All
-1.40475,0.121143,-1.16051,0.121143,All
-1.40135,0.121286,-1.15741,0.121286,All
-1.40066,0.121429,-1.15741,0.121429,All
-1.39922,0.121571,-1.15741,0.121571,All
-1.39896,0.121714,-1.15701,0.121714,All
-1.39754,0.121857,-1.1544,0.121857,All
-1.39679,0.122,-1.1544,0.122,All
-1.39633,0.122143,-1.1544,0.122143,All
-1.39597,0.122286,-1.15399,0.122286,All
-1.39597,0.122429,-1.15363,0.122429,All
-1.39597,0.122571,-1.15355,0.122571,All
-1.39453,0.122714,-1.15167,0.122714,All
-1.39425,0.122857,-1.15167,0.122857,All
-1.39393,0.123,-1.15093,0.123,All
-1.39393,0.123143,-1.14817,0.123143,All
-1.39134,0.123286,-1.14146,0.123286,All
-1.39123,0.123429,-1.14003,0.123429,All
-1.39108,0.123571,-1.14003,0.123571,All
-1.39027,0.123714,-1.13718,0.123714,All
-1.38899,0.123857,-1.13718,0.123857,All
-1.38893,0.124,-1.13525,0.124,All
-1.38893,0.124143,-1.13456,0.124143,All
-1.38893,0.124286,-1.13253,0.124286,All
-1.3879,0.124429,-1.13253,0.124429,All
-1.38773,0.124571,-1.13253,0.124571,All
-1.38414,0.124714,-1.13253,0.124714,All
-1.38414,0.124857,-1.13141,0.124857,All
-1.38351,0.125,-1.13141,0.125,All
-1.38319,0.125143,-1.13141,0.125143,All
-1.38319,0.125286,-1.13036,0.125286,All
-1.38115,0.125429,-1.13036,0.125429,All
-1.38031,0.125571,-1.12953,0.125571,All
-1.3729,0.125714,-1.12734,0.125714,All
-1.3729,0.125857,-1.12734,0.125857,All
-1.3711,0.126,-1.12634,0.126,All
-1.37025,0.126143,-1.12632,0.126143,All
-1.36939,0.126286,-1.12565,0.126286,All
-1.36939,0.126429,-1.12444,0.126429,All
-1.36939,0.126571,-1.12307,0.126571,All
-1.36867,0.126714,-1.12239,0.126714,All
-1.36867,0.126857,-1.12222,0.126857,All
-1.36551,0.127,-1.11883,0.127,All
-1.36481,0.127143,-1.11472,0.127143,All
-1.36481,0.127286,-1.11375,0.127286,All
-1.36123,0.127429,-1.11375,0.127429,All
-1.3594,0.127571,-1.11193,0.127571,All
-1.35928,0.127714,-1.11191,0.127714,All
-1.35923,0.127857,-1.11179,0.127857,All
-1.35923,0.128,-1.11116,0.128,All
-1.35923,0.128143,-1.11116,0.128143,All
-1.35493,0.128286,-1.11099,0.128286,All
-1.35415,0.128429,-1.11015,0.128429,All
-1.35415,0.128571,-1.10948,0.128571,All
-1.35118,0.128714,-1.10948,0.128714,All
-1.3505,0.128857,-1.10843,0.128857,All
-1.35012,0.129,-1.10843,0.129,All
-1.34974,0.129143,-1.10735,0.129143,All
-1.34969,0.129286,-1.10735,0.129286,All
-1.34538,0.129429,-1.10735,0.129429,All
-1.34538,0.129571,-1.10735,0.129571,All
-1.34504,0.129714,-1.10731,0.129714,All
-1.34404,0.129857,-1.10692,0.129857,All
-1.34404,0.13,-1.10692,0.13,All
-1.34404,0.130143,-1.10223,0.130143,All
-1.34379,0.130286,-1.10195,0.130286,All
-1.34379,0.130429,-1.10126,0.130429,All
-1.34343,0.130571,-1.10056,0.130571,All
-1.33836,0.130714,-1.10008,0.130714,All
-1.33744,0.130857,-1.10008,0.130857,All
-1.3361,0.131,-1.10008,0.131,All
-1.3361,0.131143,-1.09939,0.131143,All
-1.33319,0.131286,-1.09939,0.131286,All
-1.33251,0.131429,-1.09865,0.131429,All
-1.33197,0.131571,-1.09865,0.131571,All
-1.3308,0.131714,-1.09832,0.131714,All
-1.32976,0.131857,-1.09824,0.131857,All
-1.32963,0.132,-1.09824,0.132,All
-1.32963,0.132143,-1.0982,0.132143,All
-1.32821,0.132286,-1.09763,0.132286,All
-1.32795,0.132429,-1.09624,0.132429,All
-1.32774,0.132571,-1.0961,0.132571,All
-1.3269,0.132714,-1.0961,0.132714,All
-1.3259,0.132857,-1.09536,0.132857,All
-1.32579,0.133,-1.09525,0.133,All
-1.32366,0.133143,-1.09381,0.133143,All
-1.32341,0.133286,-1.09209,0.133286,All
-1.32341,0.133429,-1.09201,0.133429,All
-1.32299,0.133571,-1.09201,0.133571,All
-1.32284,0.133714,-1.09201,0.133714,All
-1.32093,0.133857,-1.09177,0.133857,All
-1.31956,0.134,-1.09177,0.134,All
-1.31753,0.134143,-1.09177,0.134143,All
-1.31753,0.134286,-1.09177,0.134286,All
-1.31391,0.134429,-1.08882,0.134429,All
-1.30738,0.134571,-1.08875,0.134571,All
-1.30587,0.134714,-1.08875,0.134714,All
-1.30587,0.134857,-1.08875,0.134857,All
-1.30402,0.135,-1.08875,0.135,All
-1.30378,0.135143,-1.08681,0.135143,All
-1.29812,0.135286,-1.08636,0.135286,All
-1.29457,0.135429,-1.08573,0.135429,All
-1.2944,0.135571,-1.08478,0.135571,All
-1.29351,0.135714,-1.08471,0.135714,All
-1.29004,0.135857,-1.08124,0.135857,All
-1.28985,0.136,-1.08104,0.136,All
-1.28849,0.136143,-1.08104,0.136143,All
-1.28849,0.136286,-1.08051,0.136286,All
-1.2882,0.136429,-1.08035,0.136429,All
-1.28685,0.136571,-1.07649,0.136571,All
-1.28544,0.136714,-1.07408,0.136714,All
-1.28533,0.136857,-1.07297,0.136857,All
-1.28186,0.137,-1.07251,0.137,All
-1.28156,0.137143,-1.07225,0.137143,All
-1.27806,0.137286,-1.07209,0.137286,All
-1.27471,0.137429,-1.07209,0.137429,All
-1.27336,0.137571,-1.07209,0.137571,All
-1.26824,0.137714,-1.07191,0.137714,All
-1.26356,0.137857,-1.07035,0.137857,All
-1.26317,0.138,-1.06961,0.138,All
-1.26208,0.138143,-1.06961,0.138143,All
-1.26133,0.138286,-1.06909,0.138286,All
-1.25957,0.138429,-1.06708,0.138429,All
-1.25836,0.138571,-1.06692,0.138571,All
-1.25555,0.138714,-1.06619,0.138714,All
-1.25448,0.138857,-1.06537,0.138857,All
-1.25221,0.139,-1.06459,0.139,All
-1.25129,0.139143,-1.06324,0.139143,All
-1.25052,0.139286,-1.06297,0.139286,All
-1.25051,0.139429,-1.06001,0.139429,All
-1.23937,0.139571,-1.05872,0.139571,All
-1.2266,0.139714,-1.05823,0.139714,All
-1.22655,0.139857,-1.05711,0.139857,All
-1.22655,0.14,-1.05711,0.14,All
-1.22478,0.140143,-1.05627,0.140143,All
-1.22478,0.140286,-1.05376,0.140286,All
-1.21949,0.140429,-1.05294,0.140429,All
-1.21549,0.140571,-1.05268,0.140571,All
-1.20585,0.140714,-1.05164,0.140714,All
-1.20556,0.140857,-1.05078,0.140857,All
-1.1992,0.141,-1.05078,0.141,All
-1.19472,0.141143,-1.04963,0.141143,All
-1.19472,0.141286,-1.04912,0.141286,All
-1.19469,0.141429,-1.04606,0.141429,All
-1.19128,0.141571,-1.04606,0.141571,All
-1.1905,0.141714,-1.04493,0.141714,All
-1.19048,0.141857,-1.04493,0.141857,All
-1.17994,0.142,-1.04377,0.142,All
-1.1627,0.142143,-1.04377,0.142143,All
-1.16054,0.142286,-1.04377,0.142286,All
-1.15704,0.142429,-1.04335,0.142429,All
-1.15139,0.142571,-1.04228,0.142571,All
-1.14688,0.142714,-1.04225,0.142714,All
-1.14184,0.142857,-1.0416,0.142857,All
-0.857465,0.143,-1.04021,0.143,All
-0.855378,0.143143,-1.03992,0.143143,All
-0.828144,0.143286,-1.03839,0.143286,All
-0.827222,0.143429,-1.03709,0.143429,All
-0.822373,0.143571,-1.03555,0.143571,All
-0.814746,0.143714,-1.03555,0.143714,All
-0.800622,0.143857,-1.03529,0.143857,All
-0.787395,0.144,-1.03457,0.144,All
-0.786594,0.144143,-1.0329,0.144143,All
-0.782954,0.144286,-1.0326,0.144286,All
-0.782954,0.144429,-1.0326,0.144429,All
-0.779569,0.144571,-1.0316,0.144571,All
-0.779187,0.144714,-1.03143,0.144714,All
-0.779187,0.144857,-1.0309,0.144857,All
-0.773125,0.145,-1.03047,0.145,All
-0.770279,0.145143,-1.03047,0.145143,All
-0.770279,0.145286,-1.03043,0.145286,All
-0.758549,0.145429,-1.02861,0.145429,All
-0.740933,0.145571,-1.02542,0.145571,All
-0.737253,0.145714,-1.02324,0.145714,All
-0.733509,0.145857,-1.02324,0.145857,All
-0.732659,0.146,-1.01961,0.146,All
-0.732363,0.146143,-1.01961,0.146143,All
-0.732363,0.146286,-1.01882,0.146286,All
-0.730056,0.146429,-1.01778,0.146429,All
-0.729118,0.146571,-1.01778,0.146571,All
-0.724882,0.146714,-1.01443,0.146714,All
-0.724132,0.146857,-1.01279,0.146857,All
-0.719926,0.147,-1.01039,0.147,All
-0.719736,0.147143,-1.00944,0.147143,All
-0.719053,0.147286,-1.00944,0.147286,All
-0.716247,0.147429,-1.0091,0.147429,All
-0.714056,0.147571,-1.00906,0.147571,All
-0.710985,0.147714,-1.00817,0.147714,All
-0.706536,0.147857,-1.00723,0.147857,All
-0.704514,0.148,-1.00717,0.148,All
-0.70281,0.148143,-1.00574,0.148143,All
-0.69957,0.148286,-1.00574,0.148286,All
-0.699009,0.148429,-1.00483,0.148429,All
-0.681305,0.148571,-1.00453,0.148571,All
-0.681305,0.148714,-1.00385,0.148714,All
-0.672655,0.148857,-1.00377,0.148857,All
-0.672053,0.149,-1.00223,0.149,All
-0.66933,0.149143,-0.999343,0.149143,All
-0.669077,0.149286,-0.998341,0.149286,All
-0.665944,0.149429,-0.997173,0.149429,All
-0.662666,0.149571,-0.99693,0.149571,All
-0.662304,0.149714,-0.99693,0.149714,All
-0.659195,0.149857,-0.996661,0.149857,All
-0.659195,0.15,-0.996526,0.15,All
-0.658648,0.150143,-0.995654,0.150143,All
-0.658335,0.150286,-0.995564,0.150286,All
-0.652796,0.150429,-0.995138,0.150429,All
-0.652796,0.150571,-0.995036,0.150571,All
-0.651108,0.150714,-0.99407,0.150714,All
-0.650063,0.150857,-0.99332,0.150857,All
-0.649349,0.151,-0.993056,0.151,All
-0.649349,0.151143,-0.990148,0.151143,All
-0.647874,0.151286,-0.988937,0.151286,All
-0.644767,0.151429,-0.988937,0.151429,All
-0.63912,0.151571,-0.988256,0.151571,All
-0.632699,0.151714,-0.987987,0.151714,All
-0.632474,0.151857,-0.987791,0.151857,All
-0.632427,0.152,-0.987351,0.152,All
-0.632427,0.152143,-0.986334,0.152143,All
-0.632309,0.152286,-0.985013,0.152286,All
-0.62738,0.152429,-0.985013,0.152429,All
-0.626089,0.152571,-0.984669,0.152571,All
-0.624664,0.152714,-0.984669,0.152714,All
-0.622075,0.152857,-0.982748,0.152857,All
-0.619569,0.153,-0.981697,0.153,All
-0.619356,0.153143,-0.980904,0.153143,All
-0.619356,0.153286,-0.980312,0.153286,All
-0.619356,0.153429,-0.980182,0.153429,All
-0.617962,0.153571,-0.979332,0.153571,All
-0.616014,0.153714,-0.979028,0.153714,All
-0.61549,0.153857,-0.979028,0.153857,All
-0.615403,0.154,-0.976962,0.154,All
-0.614227,0.154143,-0.976121,0.154143,All
-0.613478,0.154286,-0.975902,0.154286,All
-0.613478,0.154429,-0.972277,0.154429,All
-0.613478,0.154571,-0.971668,0.154571,All
-0.61148,0.154714,-0.970958,0.154714,All
-0.611039,0.154857,-0.970958,0.154857,All
-0.606332,0.155,-0.969696,0.155,All
-0.606332,0.155143,-0.968662,0.155143,All
-0.605237,0.155286,-0.968626,0.155286,All
-0.604671,0.155429,-0.968389,0.155429,All
-0.603031,0.155571,-0.968389,0.155571,All
-0.602553,0.155714,-0.967815,0.155714,All
-0.602173,0.155857,-0.967557,0.155857,All
-0.599846,0.156,-0.966564,0.156,All
-0.599846,0.156143,-0.965896,0.156143,All
-0.597562,0.156286,-0.964888,0.156286,All
-0.595534,0.156429,-0.964533,0.156429,All
-0.595534,0.156571,-0.964198,0.156571,All
-0.595534,0.156714,-0.963778,0.156714,All
-0.595534,0.156857,-0.962225,0.156857,All
-0.593851,0.157,-0.961743,0.157,All
-0.593534,0.157143,-0.961743,0.157143,All
-0.586355,0.157286,-0.961152,0.157286,All
-0.585901,0.157429,-0.961152,0.157429,All
-0.585707,0.157571,-0.959552,0.157571,All
-0.585162,0.157714,-0.95771,0.157714,All
-0.584214,0.157857,-0.95674,0.157857,All
-0.583812,0.158,-0.95674,0.158,All
-0.583382,0.158143,-0.953734,0.158143,All
-0.583331,0.158286,-0.950595,0.158286,All
-0.582986,0.158429,-0.950595,0.158429,All
-0.579917,0.158571,-0.950595,0.158571,All
-0.575752,0.158714,-0.950347,0.158714,All
-0.575752,0.158857,-0.950022,0.158857,All
-0.575351,0.159,-0.949424,0.159,All
-0.572217,0.159143,-0.948277,0.159143,All
-0.568295,0.159286,-0.947965,0.159286,All
