iteration,convergenceIndicator,phase,Cl_pop,beta_Cl_logtCLCRMLMIN,V1_pop,Q_pop,V2_pop,bias_pop,omega_Cl,omega_V1,omega_Q,omega_V2,corr_V2_V1,a1,a2
390,369.019,1,6.61212,0.636847,25.0636,7.81062,29.6746,0.268,0.212898,0.305664,0.757635,0.28882,0.999,0.35856,0.0580463
391,370.763,1,6.62293,0.64298,24.8143,8.38242,29.4019,0.268,0.209349,0.299266,0.772988,0.285699,0.999,0.360567,0.0587543
392,372.6,1,6.6592,0.637687,24.9917,8.29817,29.5686,0.268,0.204495,0.301901,0.753416,0.288772,0.999,0.360148,0.0591517
393,374.062,1,6.60391,0.649312,24.989,8.14293,29.6088,0.268,0.20979,0.29966,0.734339,0.28736,0.999,0.354276,0.0611299
394,367.991,1,6.6295,0.636215,24.7349,8.38695,29.2817,0.268,0.21085,0.308057,0.715745,0.297245,0.999,0.355492,0.0599151
395,366.635,1,6.64743,0.669858,24.7398,8.70187,29.3305,0.268,0.211648,0.304126,0.700172,0.294947,0.999,0.361235,0.0594706
396,356.334,1,6.66852,0.641217,24.8374,8.96764,29.4529,0.268,0.210498,0.306935,0.682443,0.293622,0.999,0.358762,0.0579648
397,366.887,1,6.66563,0.619863,24.8589,8.77994,29.4579,0.268,0.209434,0.307389,0.665163,0.29212,0.999,0.355857,0.0594421
398,379.944,1,6.6259,0.658018,25.0563,8.51352,29.6365,0.268,0.206235,0.306839,0.657846,0.292155,0.999,0.353156,0.0617267
399,373.237,1,6.60076,0.646388,25.0315,7.83446,29.6566,0.268,0.208669,0.311868,0.694601,0.295052,0.999,0.35561,0.0619757
400,373.709,1,6.61346,0.62789,25.0184,8.10417,29.5083,0.268,0.203385,0.309015,0.717423,0.295043,0.999,0.356694,0.0608399
401,367.201,1,6.60399,0.630782,25.1134,7.89768,29.6465,0.268,0.205347,0.304116,0.730649,0.292124,0.999,0.354083,0.0602068
402,380.583,1,6.60772,0.616042,25.2688,7.51888,29.792,0.268,0.205415,0.302708,0.712148,0.289803,0.999,0.357864,0.0625264
403,370.908,1,6.58925,0.604632,25.4349,7.41404,30.0048,0.268,0.209277,0.295043,0.694116,0.282465,0.999,0.350233,0.0616323
404,372.127,1,6.62752,0.590962,25.3647,8.10006,29.9237,0.268,0.21149,0.287573,0.676541,0.275313,0.999,0.350939,0.0630125
405,373.844,1,6.62602,0.593579,25.3449,7.93986,29.8203,0.268,0.211248,0.283872,0.65941,0.270038,0.999,0.35061,0.0622064
406,365.517,1,6.61723,0.610166,25.239,7.81022,29.7894,0.268,0.206698,0.280884,0.650017,0.267321,0.999,0.352245,0.0621818
407,366.154,1,6.60883,0.611964,25.0893,7.85237,29.6291,0.268,0.210572,0.277918,0.633558,0.267525,0.999,0.357674,0.0606229
408,372.984,1,6.59481,0.585099,24.9696,7.92452,29.5323,0.268,0.207863,0.283387,0.693736,0.271682,0.999,0.352181,0.0620013
409,369.466,1,6.58947,0.620795,25.0151,7.80618,29.6169,0.268,0.21296,0.284447,0.685482,0.272752,0.999,0.352916,0.0616409
410,375.144,1,6.61483,0.629904,24.9418,7.92427,29.5402,0.268,0.213902,0.285691,0.66872,0.273649,0.999,0.354184,0.0626085
411,368.19,1,6.61774,0.607354,24.8853,8.03516,29.4512,0.268,0.21132,0.285069,0.708196,0.273217,0.999,0.35429,0.0610938
412,375.676,1,6.65083,0.613269,24.844,8.32936,29.372,0.268,0.206615,0.280674,0.690264,0.267781,0.999,0.355956,0.0613415
413,366.32,1,6.63389,0.631398,24.945,8.27881,29.4839,0.268,0.214321,0.284199,0.672786,0.268896,0.999,0.357814,0.060618
414,371.048,1,6.63566,0.637441,25.0113,8.00833,29.5731,0.268,0.216119,0.28112,0.684252,0.265397,0.999,0.357178,0.0622732
415,372.407,1,6.61729,0.607792,24.8484,8.52731,29.4017,0.268,0.210646,0.278802,0.676634,0.264429,0.999,0.352267,0.0632713
416,375.294,1,6.6102,0.597485,24.8104,8.52363,29.51,0.268,0.209503,0.276154,0.685986,0.261311,0.999,0.353082,0.0633216
417,371.884,1,6.63847,0.606841,24.6189,8.65551,29.3811,0.268,0.20512,0.275051,0.668617,0.259859,0.999,0.349638,0.0637997
418,370.061,1,6.64468,0.624989,24.6671,8.49002,29.4488,0.268,0.206787,0.273277,0.657186,0.26061,0.999,0.358122,0.0621843
419,374.11,1,6.64092,0.606391,24.8038,8.81539,29.5943,0.268,0.207328,0.27633,0.687454,0.260082,0.999,0.349054,0.0634098
420,372.441,1,6.61239,0.603079,24.8714,8.6125,29.5819,0.268,0.211584,0.279681,0.762755,0.261286,0.999,0.349306,0.0623194
421,372.47,1,6.60163,0.616665,24.9954,8.27372,29.6525,0.268,0.20897,0.277961,0.743442,0.261269,0.999,0.352928,0.062691
422,376.698,1,6.62258,0.636996,25.0147,7.99783,29.6755,0.268,0.217566,0.279021,0.724617,0.26152,0.999,0.360015,0.0611036
423,366.334,1,6.5777,0.622967,25.278,7.60304,29.9429,0.268,0.212487,0.279629,0.70627,0.261853,0.999,0.357825,0.0619938
424,365.305,1,6.62027,0.562745,25.3517,7.86111,30.0536,0.268,0.210725,0.282486,0.696375,0.267681,0.999,0.356416,0.0614697
425,368.833,1,6.58582,0.596351,25.2499,7.95275,29.9647,0.268,0.211575,0.284128,0.686467,0.267697,0.999,0.347391,0.06211
426,368.103,1,6.59092,0.621055,25.2582,7.69374,29.9691,0.268,0.206218,0.283403,0.762601,0.265249,0.999,0.348524,0.062811
427,368.029,1,6.57143,0.626266,25.3219,7.39234,30.0331,0.268,0.204292,0.27821,0.743292,0.260613,0.999,0.349574,0.0630908
428,368.283,1,6.53627,0.62251,25.3202,7.3615,30.0459,0.268,0.201408,0.2798,0.727859,0.260067,0.999,0.350347,0.0631662
429,365.516,1,6.57157,0.61415,25.2611,7.70554,30.0263,0.268,0.204701,0.282124,0.709429,0.261028,0.999,0.350974,0.061815
430,369.517,1,6.58828,0.625982,25.1497,8.12508,29.8995,0.268,0.210841,0.276654,0.7114,0.254881,0.999,0.351506,0.0615616
431,372.849,1,6.62489,0.628063,25.1607,8.42199,29.9057,0.268,0.215522,0.27867,0.715404,0.257968,0.999,0.361053,0.0605979
432,371.216,1,6.62142,0.612117,25.1532,8.08994,29.8644,0.268,0.210065,0.279044,0.697289,0.257662,0.999,0.352527,0.062731
433,373.424,1,6.58765,0.63381,25.1724,8.37285,29.9025,0.268,0.210737,0.281256,0.679634,0.262404,0.999,0.349749,0.0628897
434,376.009,1,6.64186,0.627133,25.2325,8.26463,29.9184,0.268,0.211053,0.280926,0.662425,0.261945,0.999,0.355439,0.0622295
435,365.495,1,6.63964,0.63097,25.1713,8.72667,29.8492,0.268,0.207424,0.280749,0.699804,0.264112,0.999,0.351495,0.062437
436,366.937,1,6.60881,0.624865,25.2628,8.29644,30.0315,0.268,0.208137,0.273641,0.682085,0.257425,0.999,0.346642,0.063065
437,369.658,1,6.63474,0.637934,25.5456,8.59605,30.2895,0.268,0.208943,0.271872,0.70978,0.254281,0.999,0.352198,0.0618945
438,363.052,1,6.6282,0.634533,25.4675,8.00911,30.1677,0.268,0.211346,0.272621,0.691808,0.25485,0.999,0.351015,0.0622457
439,370.215,1,6.65402,0.630898,25.4682,7.96278,30.1937,0.268,0.214679,0.273013,0.674291,0.254337,0.999,0.359686,0.0624147
440,369.505,1,6.5948,0.625022,25.5323,7.49046,30.2117,0.268,0.216649,0.275247,0.657218,0.258244,0.999,0.357301,0.0635787
441,368.722,1,6.62768,0.626885,25.4641,8.07306,30.1693,0.268,0.21604,0.274252,0.640773,0.257765,0.999,0.35866,0.0619689
442,361.416,1,6.63814,0.632415,25.3404,8.25139,30.0495,0.268,0.21218,0.272204,0.635181,0.255264,0.999,0.35478,0.0615353
443,360.816,1,6.62235,0.650114,25.5027,7.76371,30.1725,0.268,0.208451,0.270075,0.709289,0.250682,0.999,0.351967,0.0612628
444,367.753,1,6.66038,0.657303,25.7113,7.87723,30.3794,0.268,0.212544,0.269806,0.691329,0.250714,0.999,0.362305,0.0613604
445,361.87,1,6.62888,0.64424,25.6998,7.69507,30.3601,0.268,0.210564,0.272008,0.673824,0.253898,0.999,0.3587,0.060083
446,361.344,1,6.64601,0.631144,25.7891,7.58361,30.4539,0.268,0.209196,0.2743,0.656763,0.256122,0.999,0.358844,0.0590365
447,352.869,1,6.62782,0.628617,25.8966,7.67181,30.5586,0.268,0.20918,0.27396,0.657573,0.257451,0.999,0.350901,0.0585897
448,358.425,1,6.64729,0.634914,25.6403,7.71992,30.3314,0.268,0.213901,0.277228,0.669638,0.258792,0.999,0.360446,0.0586662
449,359.469,1,6.63603,0.644167,25.6112,7.85204,30.2675,0.268,0.216916,0.276118,0.682889,0.258747,0.999,0.358514,0.0586054
450,356.002,1,6.6091,0.634008,25.6986,7.54343,30.3006,0.268,0.211588,0.277558,0.669959,0.259238,0.999,0.357834,0.0586725
451,359.598,1,6.63592,0.636174,25.7342,7.53678,30.3117,0.268,0.206948,0.278304,0.652995,0.258665,0.999,0.358375,0.0610943
452,360.603,1,6.65901,0.617759,25.8168,7.45391,30.4938,0.268,0.202583,0.274757,0.636461,0.254124,0.999,0.355881,0.0610623
453,373.405,1,6.63393,0.632003,25.8491,7.55632,30.5884,0.268,0.205854,0.276127,0.620345,0.252851,0.999,0.355366,0.0611854
454,373.049,1,6.58448,0.636032,25.6264,7.35394,30.2496,0.268,0.214241,0.284073,0.604638,0.259733,0.999,0.353559,0.063734
455,372.335,1,6.602,0.61261,25.7184,7.39941,30.3551,0.268,0.208816,0.286381,0.645442,0.261934,0.999,0.351015,0.0628515
456,366.795,1,6.5709,0.618452,26.0255,7.05303,30.7132,0.268,0.214269,0.293776,0.640357,0.267572,0.999,0.352726,0.0625532
457,361.955,1,6.59377,0.622847,26.1398,6.9538,30.7998,0.268,0.215738,0.298449,0.624142,0.269939,0.999,0.355867,0.0609693
458,374.142,1,6.5902,0.623823,26.1249,6.77742,30.7957,0.268,0.211011,0.30157,0.608339,0.271334,0.999,0.356841,0.0628235
459,364.589,1,6.61772,0.597416,25.9637,7.14692,30.6523,0.268,0.208408,0.298783,0.592935,0.270754,0.999,0.355266,0.0621028
460,359.961,1,6.6396,0.613778,26.0911,7.13392,30.7881,0.268,0.21162,0.303051,0.577922,0.274406,0.999,0.359651,0.0605303
461,367.833,1,6.61844,0.617354,25.824,7.63858,30.5599,0.268,0.210355,0.304734,0.621982,0.273097,0.999,0.354573,0.0625972
462,379.334,1,6.59734,0.594835,25.8938,7.30376,30.6503,0.268,0.211517,0.304172,0.606233,0.272005,0.999,0.351255,0.0626962
463,365.716,1,6.60287,0.610155,25.792,7.31399,30.574,0.268,0.206161,0.305868,0.590883,0.276041,0.999,0.35012,0.0624303
464,365.205,1,6.63346,0.598805,26.0799,7.54307,30.8877,0.268,0.203497,0.310374,0.661975,0.28069,0.999,0.35218,0.0619232
465,362.559,1,6.63313,0.650698,26.1589,7.73932,30.9763,0.268,0.210795,0.312036,0.645213,0.281035,0.999,0.354301,0.0615512
466,369.105,1,6.61316,0.618803,25.9137,7.36111,30.7446,0.268,0.208743,0.304136,0.628876,0.275402,0.999,0.353195,0.0622313
467,363.091,1,6.59753,0.626386,25.6933,7.55111,30.5325,0.268,0.210214,0.298753,0.612952,0.271656,0.999,0.351419,0.0620916
468,372.027,1,6.61038,0.64543,25.8667,7.32111,30.6772,0.268,0.204892,0.300685,0.597432,0.274255,0.999,0.353232,0.062364
469,361.839,1,6.61182,0.63609,25.5889,7.48508,30.3514,0.268,0.206298,0.299788,0.624623,0.272367,0.999,0.356811,0.0607849
470,359.206,1,6.64299,0.630398,25.5551,7.74003,30.3615,0.268,0.201075,0.299309,0.608807,0.268486,0.999,0.352859,0.0619844
471,364.903,1,6.61133,0.649825,25.4362,7.74831,30.1618,0.268,0.21307,0.292737,0.619853,0.264041,0.999,0.354359,0.0617359
472,366.856,1,6.64274,0.644535,25.3749,7.87954,30.1009,0.268,0.207675,0.293845,0.644766,0.26506,0.999,0.351081,0.0613745
473,362.081,1,6.64865,0.653549,25.4249,8.05703,30.1948,0.268,0.20655,0.29837,0.649158,0.265833,0.999,0.357061,0.0598205
474,364.448,1,6.67438,0.636982,25.4197,8.08499,30.1595,0.268,0.203681,0.300628,0.666683,0.266725,0.999,0.355977,0.0602974
475,370.438,1,6.65248,0.613208,25.3848,7.79879,30.0268,0.268,0.199547,0.300803,0.649803,0.266754,0.999,0.352638,0.061284
476,366.804,1,6.64476,0.637429,25.4298,7.91785,30.1287,0.268,0.203055,0.304018,0.657692,0.269824,0.999,0.354757,0.0625402
477,365.778,1,6.62126,0.628338,25.3484,7.97464,30.0397,0.268,0.202695,0.303015,0.641039,0.268434,0.999,0.349773,0.062719
478,378.142,1,6.63548,0.633338,25.308,7.82657,29.9938,0.268,0.205567,0.304343,0.669222,0.268944,0.999,0.352153,0.0633232
479,375.724,1,6.67039,0.645769,25.2967,8.47003,29.956,0.268,0.201379,0.303897,0.664725,0.269706,0.999,0.356555,0.0620786
480,368.514,1,6.66481,0.640101,25.2345,8.48153,29.9373,0.268,0.202325,0.298333,0.647893,0.266542,0.999,0.359151,0.0612018
481,368.714,1,6.67037,0.646349,25.2216,8.43619,30.0125,0.268,0.203173,0.297235,0.661427,0.269715,0.999,0.3602,0.0616537
482,367.095,1,6.65121,0.659057,25.205,8.32855,30.0006,0.268,0.206767,0.289709,0.682729,0.263341,0.999,0.3614,0.060482
483,375.546,1,6.63106,0.644048,25.2261,8.30737,29.9768,0.268,0.207603,0.291647,0.710468,0.263794,0.999,0.357254,0.0623507
484,375.59,1,6.66067,0.640631,25.3205,8.13399,30.0752,0.268,0.208873,0.290359,0.724022,0.26356,0.999,0.354768,0.0618536
485,376.606,1,6.67212,0.635707,25.261,7.96365,30.0045,0.268,0.203584,0.291931,0.705689,0.262934,0.999,0.354968,0.0634907
486,369.386,1,6.62185,0.626824,25.3501,8.29263,30.1257,0.268,0.209057,0.294371,0.72004,0.26215,0.999,0.359748,0.0618831
487,371.319,1,6.64455,0.625602,25.26,8.22015,29.9866,0.268,0.208762,0.293683,0.701808,0.26464,0.999,0.354839,0.0612663
488,372.664,1,6.65876,0.624184,25.2485,8.20781,29.9467,0.268,0.206181,0.289394,0.694777,0.258861,0.999,0.354705,0.061591
489,366.321,1,6.67248,0.63911,25.2101,8.28025,29.8948,0.268,0.210366,0.290165,0.677185,0.259348,0.999,0.359659,0.0600315
490,370.613,1,6.66838,0.636417,25.1878,8.07483,29.8719,0.268,0.20706,0.287918,0.679609,0.256697,0.999,0.355969,0.0632009
491,365.268,1,6.65638,0.634652,25.3106,8.34008,29.9056,0.268,0.214699,0.285959,0.734614,0.256037,0.999,0.362852,0.0616006
492,366.33,1,6.64848,0.630336,25.2192,7.93106,29.867,0.268,0.209589,0.285741,0.724927,0.256737,0.999,0.357423,0.0600409
493,366.592,1,6.64075,0.618569,24.983,8.18658,29.7245,0.268,0.215922,0.281566,0.719037,0.253302,0.999,0.357636,0.0605344
494,356.592,1,6.65718,0.654465,24.7937,8.79183,29.4794,0.268,0.215906,0.284356,0.700831,0.255325,0.999,0.357062,0.0590406
495,359.084,1,6.66778,0.630756,24.6681,9.00908,29.3258,0.268,0.214945,0.282842,0.683085,0.256379,0.999,0.355441,0.0591529
496,361.697,1,6.66991,0.614307,24.8077,8.80798,29.4504,0.268,0.209503,0.278799,0.69631,0.252506,0.999,0.354041,0.0599793
497,366.374,1,6.63583,0.62531,24.7768,9.16314,29.4742,0.268,0.206737,0.279028,0.69944,0.252458,0.999,0.349615,0.0621193
498,366.924,1,6.65564,0.606987,24.8291,8.56976,29.537,0.268,0.205301,0.27551,0.681729,0.249672,0.999,0.352041,0.0619336
499,368.426,1,6.63083,0.622886,24.9963,8.27045,29.7123,0.268,0.20217,0.272366,0.700672,0.248082,0.999,0.352007,0.0627209
500,370.523,1,6.5959,0.603613,25.1221,8.50885,29.8156,0.268,0.206615,0.276239,0.732618,0.251625,0.999,0.348884,0.0637111
501,373.741,1,6.61668,0.594495,24.9754,8.25793,29.6948,0.268,0.208913,0.276125,0.714068,0.251095,0.999,0.351775,0.063744
502,367.132,1,6.62852,0.594132,25.0779,8.4246,29.8127,0.268,0.211301,0.280559,0.73301,0.258424,0.999,0.353928,0.06213
503,363.281,1,6.62211,0.621254,24.9865,8.23597,29.7995,0.268,0.212868,0.279188,0.786416,0.257948,0.999,0.356588,0.0605568
504,377.288,1,6.63463,0.623699,24.92,8.57996,29.6705,0.268,0.216446,0.275208,0.80969,0.253835,0.999,0.360964,0.060658
505,375.892,1,6.62178,0.618814,24.804,8.31136,29.5291,0.268,0.21667,0.272638,0.789188,0.251265,0.999,0.357547,0.0618311
506,374.94,1,6.6326,0.60293,24.8835,8.03827,29.5912,0.268,0.211184,0.273162,0.769205,0.253777,0.999,0.355889,0.0631423
507,353.975,1,6.59663,0.615477,25.0776,7.99584,29.7484,0.268,0.21001,0.27045,0.749728,0.251845,0.999,0.351717,0.0615435
508,364.878,1,6.61528,0.60144,24.871,8.00538,29.519,0.268,0.205264,0.271592,0.730745,0.250638,0.999,0.355752,0.0621625
509,357.031,1,6.61577,0.618986,24.9988,7.90098,29.687,0.268,0.213098,0.273229,0.746663,0.252951,0.999,0.356458,0.0605885
510,368.229,1,6.64238,0.620348,25.0474,7.97906,29.7648,0.268,0.212447,0.276636,0.729468,0.258401,0.999,0.35468,0.0613405
511,371.847,1,6.64742,0.612865,25.0066,7.89296,29.7177,0.268,0.210445,0.276421,0.720236,0.257641,0.999,0.353185,0.0622227
512,365.243,1,6.59659,0.657341,25.2275,7.9109,29.9654,0.268,0.212047,0.273019,0.709217,0.255399,0.999,0.355258,0.0615104
513,368.842,1,6.59755,0.649047,25.1677,7.75822,29.7873,0.268,0.213327,0.280111,0.705247,0.262532,0.999,0.354055,0.0622002
514,367.102,1,6.62084,0.630734,25.1709,7.82896,29.7479,0.268,0.212011,0.280643,0.717161,0.263138,0.999,0.353735,0.0606253
515,375.358,1,6.58436,0.628945,25.2979,7.79797,29.8779,0.268,0.214927,0.276195,0.79323,0.258376,0.999,0.357188,0.0623851
516,370.399,1,6.5987,0.614411,25.4024,7.85178,30.0237,0.268,0.214072,0.28043,0.773145,0.263376,0.999,0.354594,0.0618234
517,366.14,1,6.63805,0.610099,25.387,7.90734,29.9969,0.268,0.211408,0.273329,0.753569,0.256707,0.999,0.353424,0.0608533
518,364.138,1,6.63589,0.613904,25.3973,8.09678,30.0417,0.268,0.206426,0.275576,0.734488,0.259168,0.999,0.354918,0.060265
519,374.866,1,6.63704,0.62416,25.3778,7.97253,30.0193,0.268,0.206375,0.277906,0.71589,0.26413,0.999,0.356829,0.0611916
520,361.926,1,6.67094,0.630707,25.3406,8.60247,30.0976,0.268,0.209221,0.277715,0.7205,0.2625,0.999,0.352285,0.0596422
521,361.235,1,6.6663,0.619546,25.3443,8.29253,30.1122,0.268,0.20759,0.274444,0.702257,0.260247,0.999,0.353646,0.0590047
522,361.208,1,6.65555,0.645369,25.4795,8.13396,30.3051,0.268,0.209409,0.277834,0.701523,0.26368,0.999,0.358676,0.0586443
523,359.807,1,6.64118,0.629286,25.3665,8.59959,30.2341,0.268,0.213816,0.276844,0.693897,0.262898,0.999,0.355082,0.0604254
524,361.195,1,6.68357,0.653096,25.435,8.54049,30.3082,0.268,0.212373,0.276424,0.690926,0.26345,0.999,0.359227,0.059216
525,371.31,1,6.65295,0.657929,25.449,8.20242,30.2883,0.268,0.21354,0.275398,0.737453,0.264037,0.999,0.356775,0.0608389
526,364.069,1,6.65232,0.640576,25.3806,8.14795,30.2194,0.268,0.208917,0.276816,0.718781,0.262986,0.999,0.359197,0.0592984
527,368.439,1,6.666,0.61402,25.5675,7.95631,30.3687,0.268,0.20869,0.285087,0.700581,0.269085,0.999,0.355159,0.0617393
528,364.029,1,6.68435,0.613482,25.4759,8.61204,30.2717,0.268,0.210869,0.279293,0.687208,0.263766,0.999,0.357676,0.0607405
529,368.776,1,6.68365,0.63893,25.4492,8.44815,30.2972,0.268,0.214097,0.278805,0.699117,0.265419,0.999,0.360291,0.0613703
530,370.381,1,6.66834,0.62638,25.4042,8.12485,30.3009,0.268,0.208676,0.278346,0.681415,0.264141,0.999,0.355206,0.062361
531,362.234,1,6.65724,0.619344,25.337,8.24344,30.2454,0.268,0.209686,0.280042,0.667594,0.265077,0.999,0.356728,0.060782
532,364.337,1,6.61052,0.630256,25.127,7.95673,30.0157,0.268,0.210787,0.281382,0.666546,0.267398,0.999,0.356666,0.0612154
533,363.408,1,6.60878,0.650196,25.1323,8.09613,29.9792,0.268,0.214256,0.280275,0.673358,0.265818,0.999,0.353463,0.0607441
534,370.409,1,6.6263,0.636078,25.1529,8.16036,29.9902,0.268,0.215414,0.282725,0.685986,0.268542,0.999,0.353084,0.061493
535,362.669,1,6.64156,0.620885,24.9481,7.94297,29.79,0.268,0.20996,0.282614,0.668617,0.267477,0.999,0.356121,0.0601263
536,361.678,1,6.56814,0.63881,25.1271,7.8687,30.0466,0.268,0.20565,0.293614,0.651687,0.276919,0.999,0.347104,0.0629873
537,363.407,1,6.618,0.639308,24.9898,8.02885,29.8569,0.268,0.205844,0.292207,0.699751,0.275386,0.999,0.355991,0.0613924
538,366.384,1,6.61341,0.618005,25.015,7.75679,29.8991,0.268,0.203544,0.292938,0.682033,0.277954,0.999,0.353607,0.0603931
539,370.6,1,6.58689,0.63013,24.8054,7.8876,29.6344,0.268,0.205537,0.288516,0.669133,0.274867,0.999,0.353782,0.0623928
540,371.873,1,6.58228,0.61531,24.9368,7.72336,29.7832,0.268,0.2131,0.286245,0.676477,0.273522,0.999,0.353595,0.060813
541,376.214,1,6.59947,0.629794,24.8789,7.861,29.7499,0.268,0.213118,0.290937,0.684389,0.275321,0.999,0.355741,0.0613626
542,371.322,1,6.614,0.621985,24.73,8.02643,29.5614,0.268,0.210648,0.290054,0.709955,0.276037,0.999,0.355324,0.060896
543,366.124,1,6.631,0.646622,24.4525,8.47763,29.3517,0.268,0.205314,0.287332,0.713102,0.271804,0.999,0.356868,0.0611805
544,371.089,1,6.6185,0.642593,24.3357,8.52751,29.1207,0.268,0.207019,0.293546,0.757328,0.278047,0.999,0.355652,0.0616307
545,375.084,1,6.62389,0.614069,24.6038,8.4509,29.4401,0.268,0.205117,0.293204,0.738152,0.276415,0.999,0.350847,0.0623678
546,368.939,1,6.59558,0.611367,24.4097,8.43951,29.2819,0.268,0.205079,0.29476,0.719462,0.275859,0.999,0.349108,0.0607886
547,368.828,1,6.61364,0.621692,24.3387,8.13472,29.182,0.268,0.212331,0.292493,0.721723,0.274782,0.999,0.356839,0.0592494
548,358.174,1,6.58981,0.624129,24.4837,8.0057,29.3627,0.268,0.214357,0.291279,0.703448,0.272637,0.999,0.354363,0.0577492
549,366.654,1,6.58775,0.627846,24.6332,8.1355,29.5192,0.268,0.213891,0.291718,0.700751,0.27351,0.999,0.35194,0.0595296
550,363.696,1,6.59442,0.636242,24.8502,7.9966,29.6604,0.268,0.209713,0.299587,0.703909,0.280992,0.999,0.353324,0.0583346
551,366.589,1,6.63084,0.641447,24.801,8.20728,29.51,0.268,0.207295,0.294224,0.699042,0.27636,0.999,0.357996,0.0598326
552,366.549,1,6.6007,0.609535,24.8976,8.00838,29.6204,0.268,0.208622,0.296913,0.685074,0.281643,0.999,0.352009,0.0615642
553,366.345,1,6.60965,0.619815,24.9362,8.03523,29.6837,0.268,0.21094,0.293856,0.667728,0.279093,0.999,0.354208,0.0611882
554,364.72,1,6.60513,0.64142,24.9716,7.96603,29.7031,0.268,0.211483,0.296386,0.652772,0.281861,0.999,0.360466,0.0596388
555,368.478,1,6.63052,0.646803,25.0675,8.02012,29.8079,0.268,0.211845,0.301984,0.662791,0.285096,0.999,0.359684,0.0602144
556,373.702,1,6.58741,0.659044,25.1516,7.91464,29.9048,0.268,0.211996,0.298898,0.659377,0.281405,0.999,0.352232,0.0602224
557,363.421,1,6.592,0.644158,25.1231,7.79926,29.8378,0.268,0.213143,0.296811,0.642681,0.281938,0.999,0.35506,0.060018
558,369.626,1,6.63819,0.609579,25.1985,8.18967,29.8968,0.268,0.212041,0.292004,0.627857,0.274799,0.999,0.355696,0.0606797
559,372.544,1,6.62065,0.625596,25.0047,8.1235,29.7098,0.268,0.211274,0.290799,0.720198,0.272437,0.999,0.358454,0.0592292
560,362.058,1,6.60651,0.624503,25.118,8.04713,29.88,0.268,0.208962,0.290658,0.701962,0.276345,0.999,0.350657,0.0606546
561,363.913,1,6.58303,0.62261,25.0955,7.65339,29.8698,0.268,0.210282,0.294395,0.684188,0.281263,0.999,0.349681,0.060644
562,361.094,1,6.60734,0.623777,25.0083,7.93325,29.7912,0.268,0.212467,0.293182,0.666864,0.280677,0.999,0.357045,0.0591085
563,360.385,1,6.60426,0.641042,24.9031,7.97247,29.6701,0.268,0.209405,0.290073,0.686383,0.280209,0.999,0.354288,0.0595696
564,359.785,1,6.57807,0.630985,24.9134,8.22072,29.6429,0.268,0.213283,0.290938,0.724216,0.282395,0.999,0.351391,0.0580612
565,359.847,1,6.58554,0.616915,24.8963,7.88023,29.6016,0.268,0.208126,0.290131,0.715586,0.283142,0.999,0.350477,0.0574896
566,372.089,1,6.59006,0.593379,25.0128,7.87539,29.7037,0.268,0.216897,0.293741,0.697467,0.288845,0.999,0.352817,0.0591081
567,360.437,1,6.57853,0.607144,24.8799,8.0249,29.5189,0.268,0.214156,0.291336,0.722616,0.28553,0.999,0.353827,0.0584844
568,368.528,1,6.6064,0.618301,24.9074,8.20057,29.5113,0.268,0.217472,0.291898,0.729321,0.287985,0.999,0.357279,0.0587222
569,357.396,1,6.61867,0.621669,24.8599,8.11208,29.4632,0.268,0.211966,0.285813,0.710854,0.281388,0.999,0.354253,0.0580171
570,370.932,1,6.59219,0.622745,24.6807,8.44259,29.2766,0.268,0.211872,0.28179,0.706508,0.277852,0.999,0.356566,0.0601597
571,365.611,1,6.57941,0.655221,25.0399,8.10095,29.6768,0.268,0.21754,0.285356,0.744609,0.282508,0.999,0.356702,0.0586364
572,370.481,1,6.62495,0.632797,24.8667,8.2583,29.4696,0.268,0.212984,0.280938,0.728792,0.278192,0.999,0.35614,0.0607813
573,366.052,1,6.60276,0.629346,24.9973,8.08301,29.6461,0.268,0.213143,0.279387,0.716941,0.278876,0.999,0.353334,0.059291
574,369.005,1,6.64739,0.614866,24.9357,8.35532,29.6037,0.268,0.208308,0.27963,0.749993,0.278326,0.999,0.357177,0.0581747
575,367.118,1,6.63011,0.614111,25.0296,8.03749,29.6956,0.268,0.208631,0.274816,0.740892,0.274354,0.999,0.359847,0.0593614
576,361.618,1,6.57825,0.618464,25.1819,7.72916,29.9598,0.268,0.21246,0.272655,0.758233,0.270773,0.999,0.354642,0.060532
577,367.236,1,6.60261,0.62545,25.1952,7.88034,29.936,0.268,0.209269,0.27871,0.78126,0.273689,0.999,0.355928,0.0604417
578,365.503,1,6.59971,0.636236,25.1045,8.00073,29.7686,0.268,0.218558,0.279855,0.761478,0.274757,0.999,0.357081,0.0598651
579,362.388,1,6.59825,0.615524,25.0262,7.83024,29.71,0.268,0.221071,0.279985,0.742197,0.274222,0.999,0.360699,0.0583492
580,366.892,1,6.59615,0.624735,24.9704,7.69805,29.6561,0.268,0.215473,0.285332,0.723404,0.277382,0.999,0.357415,0.0592944
581,371.513,1,6.58192,0.609068,24.8615,7.71663,29.5127,0.268,0.211439,0.280834,0.705087,0.273542,0.999,0.356992,0.0609007
582,370.86,1,6.60714,0.599922,25.012,8.25103,29.6623,0.268,0.218558,0.288516,0.687234,0.281988,0.999,0.351754,0.0625835
583,367.901,1,6.61389,0.617304,25.037,7.74893,29.7643,0.268,0.213024,0.292217,0.688668,0.283438,0.999,0.354711,0.0609988
