iteration,convergenceIndicator,phase,Cl_pop,beta_Cl_centeredCLCR,V1_pop,Q_pop,V2_pop,omega_Cl,omega_V1,omega_Q,corr_V1_Cl,b
241,337.645,1,3.13087,0.485643,17.3718,9.25969,22.78,0.217395,0.376769,0.913287,0.273849,0.0287511
242,336.887,1,2.94004,0.543495,18.2728,8.28709,22.4552,0.221526,0.367229,0.890162,0.317915,0.0292755
243,340.473,1,3.11896,0.492569,18.5304,8.39222,22.0517,0.218322,0.357931,0.867623,0.342357,0.0301942
244,334.815,1,3.02555,0.51709,18.3231,8.55548,21.4143,0.224968,0.348868,0.845654,0.332152,0.0290289
245,339.094,1,2.98444,0.529393,18.5748,8.33481,21.4603,0.219272,0.340034,0.830946,0.302699,0.0297332
246,332.086,1,3.07162,0.497537,18.1499,8.73247,21.2088,0.219952,0.337702,0.809906,0.31378,0.0288516
247,332.604,1,3.02953,0.512869,18.4669,7.70483,21.565,0.225979,0.329152,0.789399,0.323928,0.0295317
248,330.247,1,3.05445,0.505654,19.0384,7.73148,21.4976,0.222298,0.320817,0.769411,0.256914,0.0292704
249,330.198,1,2.96808,0.530098,19.039,7.62223,21.1029,0.217144,0.314113,0.749929,0.271605,0.0294788
250,322.657,1,2.88171,0.553653,19.0547,7.1516,21.0782,0.216256,0.306603,0.764041,0.409309,0.0281745
251,319.906,1,3.01739,0.51263,19.4387,6.67819,21.5146,0.21078,0.325554,0.744695,0.420298,0.0279828
252,322.102,1,3.13986,0.467404,19.2018,6.5115,21.8087,0.209228,0.345379,0.725839,0.420028,0.0279999
253,322.352,1,3.11918,0.477664,19.4581,6.61044,21.911,0.204086,0.336634,0.767165,0.437156,0.0280957
254,323.99,1,2.96002,0.522898,19.6083,6.3286,21.3033,0.212076,0.32811,0.769272,0.426611,0.0283127
255,327.244,1,2.96713,0.516287,19.392,5.84521,22.0522,0.218742,0.322913,0.749794,0.386585,0.0288937
256,329.686,1,2.91244,0.542478,19.6334,6.43796,22.862,0.213203,0.316827,0.774078,0.36413,0.029019
257,328.83,1,2.98225,0.517179,18.7626,6.60605,23.2638,0.219577,0.34493,0.807041,0.432056,0.0283193
258,325.291,1,2.83637,0.569166,19.6049,6.21132,23.5455,0.223723,0.336196,0.840655,0.381844,0.028041
259,324.214,1,2.88353,0.555,19.8317,6.28036,23.1409,0.223353,0.327683,0.884885,0.385642,0.0277912
260,322.101,1,2.83871,0.574399,20.003,6.15143,22.8064,0.222288,0.319386,0.862479,0.408293,0.0279316
261,317.524,1,2.83005,0.572938,20.2744,6.13505,21.9957,0.221276,0.311299,0.840641,0.347895,0.0273663
262,309.365,1,2.94705,0.538579,19.9017,6.48707,23.19,0.223941,0.320632,0.819355,0.367118,0.025998
263,314.85,1,2.96284,0.53266,19.8886,6.64205,22.9816,0.218271,0.312513,0.822583,0.359095,0.0266561
264,310.94,1,2.85289,0.565486,20.3915,6.2186,23.1971,0.218288,0.3046,0.801755,0.339635,0.0269859
265,309.616,1,2.83764,0.572789,20.8236,5.92612,23.1156,0.221432,0.296888,0.781454,0.343818,0.0270678
266,309.585,1,2.90406,0.546032,20.8609,5.73783,23.251,0.224964,0.28937,0.761667,0.395189,0.0268267
267,304.963,1,2.91836,0.537049,20.7215,5.53436,23.3146,0.219268,0.282043,0.742381,0.358503,0.026118
268,307.181,1,2.90188,0.542876,20.666,5.63092,23.861,0.224504,0.27709,0.723584,0.455464,0.0265487
269,305.871,1,2.93619,0.531863,20.4687,5.46121,24.355,0.228374,0.270074,0.705262,0.478568,0.0266863
270,315.447,1,2.68173,0.615581,20.5673,5.52653,23.8127,0.233034,0.263235,0.751205,0.418247,0.028054
271,315.593,1,2.78649,0.582296,20.7808,5.76372,24.0918,0.229521,0.258818,0.784498,0.423001,0.0275346
272,319.716,1,2.71015,0.60555,20.3149,5.66769,23.8659,0.224622,0.264402,0.764634,0.447978,0.0283392
273,313.951,1,2.73904,0.594157,20.284,5.76527,23.232,0.221562,0.257708,0.762664,0.438398,0.0275746
274,316.687,1,2.75868,0.581932,20.063,5.45599,23.595,0.227531,0.251182,0.761497,0.433788,0.0281464
275,317.38,1,2.86999,0.556437,20.5025,5.4347,23.3922,0.22177,0.253651,0.805854,0.438473,0.0280759
276,307.816,1,2.92284,0.534712,20.8088,5.31213,24.2694,0.225054,0.247488,0.823801,0.536949,0.0267762
277,296.617,1,2.9749,0.520599,20.7734,5.15583,24.952,0.219356,0.241221,0.802942,0.4805,0.0257122
278,297.088,1,2.70451,0.611733,21.2526,5.31106,25.2639,0.219663,0.235113,0.782611,0.33254,0.0259039
279,302.053,1,2.76557,0.587443,21.3315,5.09818,25.0665,0.216871,0.22916,0.762795,0.295493,0.0267136
280,307.31,1,2.77136,0.588312,20.4569,5.80396,24.5867,0.221813,0.224317,0.7789,0.410227,0.0270655
281,306.675,1,2.621,0.631735,20.6446,5.50809,23.7608,0.230324,0.218637,0.759178,0.469449,0.027547
282,300.675,1,2.60436,0.644331,20.7876,5.67135,23.3338,0.224492,0.226072,0.739955,0.42659,0.0264977
283,306.375,1,2.68972,0.613199,20.5799,5.62106,23.662,0.22292,0.228973,0.721219,0.441159,0.0274149
284,307.812,1,2.77519,0.588073,20.4873,5.51258,24.309,0.217949,0.244895,0.743152,0.441467,0.0271353
285,312.195,1,2.82666,0.56795,19.8806,5.65189,24.7553,0.222018,0.250414,0.778696,0.517162,0.0275814
286,309.247,1,2.80815,0.572237,20.1307,5.73951,25.0744,0.216396,0.244073,0.762267,0.456868,0.0272339
287,300.001,1,2.73864,0.596427,20.3574,5.84597,25.3682,0.223063,0.24569,0.755358,0.455357,0.0258722
288,291.876,1,2.89299,0.546591,20.3083,5.53599,25.4673,0.224708,0.26126,0.736232,0.57865,0.0251243
289,293.355,1,2.94281,0.52764,20.0048,5.56216,25.1092,0.228049,0.272384,0.743216,0.624342,0.0251022
290,293.608,1,2.97935,0.518955,20.3372,5.59716,25.4819,0.222275,0.265487,0.737319,0.614122,0.0255131
291,296.303,1,2.85048,0.552453,20.2475,5.17849,25.2032,0.231736,0.259539,0.725129,0.640504,0.0257405
292,301.163,1,2.90069,0.536019,20.3813,5.35329,25.3902,0.233648,0.268367,0.753745,0.587118,0.0258719
293,300.865,1,2.92933,0.535922,20.8558,5.42899,26.1638,0.227732,0.261572,0.737267,0.535053,0.0260232
294,305.429,1,2.90934,0.540154,20.8252,5.53211,24.406,0.226284,0.254949,0.783329,0.545661,0.0267207
295,311.167,1,2.96776,0.517627,20.8732,5.21498,24.3488,0.228066,0.276441,0.763495,0.527466,0.0272215
296,309.535,1,2.96206,0.517328,20.6381,5.01478,23.9398,0.224573,0.269441,0.744163,0.448469,0.0275086
297,306.452,1,2.899,0.541811,20.5217,5.1977,23.9211,0.230298,0.262619,0.72532,0.520465,0.0269938
298,306.024,1,2.88853,0.545452,20.524,5.58326,23.6221,0.231513,0.255969,0.706955,0.49243,0.0270547
299,313.895,1,3.06306,0.497763,20.1528,5.6396,24.0465,0.225651,0.249488,0.689054,0.453372,0.0284557
300,300.889,1,2.86934,0.561033,20.9763,5.6338,24.6852,0.219937,0.243171,0.671607,0.528484,0.027355
301,298.62,1,2.74965,0.599156,21.3613,5.45479,24.936,0.218701,0.237013,0.654602,0.397967,0.0268338
302,299.941,1,2.68891,0.619527,21.1448,5.19848,24.3126,0.22473,0.235759,0.652446,0.581014,0.0269857
303,289.443,1,2.63887,0.639231,21.0487,5.60621,24.7874,0.223651,0.235638,0.6894,0.599339,0.0256364
304,289.622,1,2.73435,0.602094,20.9345,5.46755,25.7073,0.217988,0.229672,0.671944,0.587744,0.0257507
305,293.729,1,2.62782,0.63975,21.2284,5.34661,26.6512,0.224777,0.223856,0.693642,0.606884,0.02618
306,295.118,1,2.75387,0.591097,20.7759,5.35394,27.4632,0.222987,0.232713,0.709993,0.554466,0.0259561
307,291.84,1,2.88878,0.551059,21.0052,5.40524,26.605,0.219768,0.226821,0.698968,0.602192,0.0259087
308,286.777,1,2.80195,0.578912,20.6683,5.51614,26.0854,0.220859,0.249493,0.729263,0.642701,0.024848
309,281.769,1,2.68975,0.618436,20.918,5.60415,25.6982,0.228341,0.243175,0.730656,0.654223,0.024432
310,285.019,1,2.65829,0.624301,20.8878,5.29574,25.8588,0.22592,0.250244,0.742513,0.640122,0.0244278
311,288.236,1,2.72327,0.60114,20.7288,5.22056,26.2628,0.2202,0.244571,0.723712,0.586067,0.0249591
312,280.753,1,2.75304,0.595344,20.9052,5.27041,27.1143,0.219169,0.238378,0.712413,0.614297,0.0245059
313,284.557,1,2.69085,0.620227,21.2302,5.41487,26.7754,0.221209,0.23369,0.708284,0.649451,0.0249401
314,289.402,1,2.77546,0.587631,20.68,5.6074,26.629,0.229931,0.242886,0.739328,0.661094,0.0251669
315,290.152,1,2.67858,0.613406,20.5772,5.6075,26.3793,0.23577,0.236736,0.733787,0.608704,0.0252168
316,289.848,1,2.7065,0.610623,20.5733,5.63968,26.9976,0.232682,0.237194,0.765618,0.678572,0.0252134
317,290.304,1,2.7873,0.583155,20.4333,5.54048,26.3332,0.22679,0.234075,0.747482,0.64659,0.0254562
318,284.934,1,2.57967,0.655382,20.7927,5.36113,27.691,0.22502,0.228148,0.728556,0.641483,0.0251396
319,278.838,1,2.54708,0.664837,20.9388,5.03224,27.3665,0.222521,0.222371,0.710108,0.684024,0.0247676
320,281.802,1,2.60799,0.644179,20.7087,5.16549,27.8368,0.216887,0.222024,0.721962,0.73401,0.025196
321,287.341,1,2.85017,0.563572,20.6891,5.24302,27.9673,0.220023,0.234823,0.703759,0.698123,0.0255944
322,283.433,1,2.78881,0.584115,20.9998,5.32814,26.7438,0.214452,0.238233,0.68594,0.680022,0.0251405
323,285.737,1,2.6092,0.643067,20.9517,5.31037,26.9109,0.222765,0.232201,0.668571,0.692948,0.0255159
324,279.303,1,2.69086,0.608864,20.8852,4.88289,26.1961,0.21744,0.239584,0.651643,0.691474,0.0246558
325,285.377,1,2.60365,0.646356,21.4024,5.04121,26.1347,0.220919,0.254487,0.684843,0.698721,0.0250541
326,284.365,1,2.82924,0.567353,21.0593,5.24334,26.5124,0.226704,0.24829,0.675311,0.670392,0.0248508
327,276.784,1,2.82313,0.568741,20.9296,5.18397,26.181,0.222344,0.261097,0.66761,0.722961,0.0240579
328,281.866,1,2.66043,0.630571,20.1876,5.60521,26.2526,0.216924,0.254486,0.777109,0.708525,0.0245001
329,278.639,1,2.72595,0.605406,20.3871,5.61403,26.068,0.224657,0.248043,0.778633,0.734542,0.0240518
330,287.861,1,2.54028,0.668821,20.4543,5.65619,26.0476,0.226593,0.258479,0.789475,0.711786,0.0247684
331,286.179,1,2.71054,0.605638,19.9076,5.82829,26.2918,0.224089,0.259156,0.80524,0.735628,0.0246473
332,290.422,1,2.6832,0.620222,19.8165,6.00538,26.5794,0.221622,0.252594,0.83738,0.737052,0.0253166
333,291.064,1,2.7001,0.609219,19.8835,5.97943,27.0362,0.225659,0.249149,0.842473,0.720819,0.025144
334,288.566,1,2.82021,0.565769,19.9893,5.64878,27.7755,0.223667,0.246095,0.821141,0.691849,0.0251283
335,280.948,1,2.67701,0.614798,20.4148,5.47138,28.1227,0.224829,0.239864,0.805989,0.73646,0.0242632
336,286.134,1,2.82553,0.560609,20.371,5.21946,27.7272,0.225886,0.260424,0.78558,0.750279,0.0250672
337,278.143,1,3.0212,0.498079,20.5633,5.20173,28.962,0.230255,0.255,0.765689,0.730595,0.0240215
338,279.04,1,2.82009,0.567694,20.5361,5.38974,28.1022,0.22911,0.248543,0.746301,0.725435,0.0243252
339,281.986,1,2.90143,0.541432,20.187,5.55747,27.7948,0.234569,0.259834,0.76902,0.808748,0.0246656
340,286.085,1,2.83419,0.569736,20.7938,5.5674,29.4885,0.23139,0.265106,0.793043,0.791038,0.0249437
341,277.924,1,2.75773,0.594779,20.5187,5.51742,28.2445,0.228106,0.258523,0.779922,0.765144,0.0239205
342,281.317,1,2.80201,0.577393,20.6026,5.65962,27.8914,0.22233,0.251977,0.817706,0.719523,0.0243967
343,279.526,1,2.72657,0.595527,20.5886,5.31053,29.6346,0.224136,0.245597,0.797002,0.677929,0.0240073
344,282.141,1,2.90578,0.54072,20.3786,5.45357,28.5696,0.218461,0.253134,0.776821,0.676745,0.0244148
345,277.187,1,2.78888,0.577069,20.6924,5.29873,29.1611,0.219818,0.246725,0.757152,0.710056,0.0240665
346,278.634,1,2.89821,0.53754,20.1722,5.37379,28.8877,0.218292,0.257918,0.741578,0.765867,0.0242553
347,275.938,1,2.7984,0.575437,20.635,5.30585,29.7002,0.222733,0.251387,0.740503,0.727486,0.0237725
348,278.232,1,2.84272,0.557823,20.9701,5.14831,29.5146,0.221053,0.245022,0.745256,0.706198,0.024056
349,281.722,1,2.97004,0.518471,20.9848,5.1032,28.5923,0.220351,0.257137,0.726386,0.681329,0.0246246
350,281.433,1,2.86915,0.547651,20.8391,5.05179,27.8328,0.22547,0.252338,0.707993,0.653014,0.0244308
351,282.824,1,2.877,0.550075,21.5632,5.07027,27.985,0.219761,0.245949,0.690066,0.575422,0.0247158
352,285.127,1,3.06791,0.488994,21.4338,4.8041,27.7882,0.220537,0.239721,0.672594,0.537869,0.0250982
353,277.894,1,2.7559,0.583894,21.9698,4.51725,28.0487,0.220049,0.233651,0.655563,0.49654,0.024174
354,284.712,1,2.88658,0.542781,21.7186,4.51978,27.3256,0.224871,0.249614,0.638964,0.563511,0.0250275
355,287.656,1,2.93337,0.530752,21.7477,4.71784,28.0087,0.225881,0.252734,0.636735,0.622517,0.0252641
356,287.788,1,2.83561,0.55629,21.3927,4.49213,28.14,0.224265,0.254228,0.666475,0.652356,0.0251988
357,281.459,1,2.83448,0.555045,21.7811,4.50439,28.8215,0.224293,0.260281,0.649599,0.635363,0.024433
358,281.978,1,2.91066,0.528809,21.6437,4.33148,29.3169,0.228091,0.26003,0.640617,0.654961,0.0244484
359,284.842,1,3.06964,0.484686,21.6563,4.50675,28.5382,0.222315,0.274832,0.652374,0.649735,0.0247025
360,276.898,1,2.93566,0.528682,21.5749,4.78027,29.3185,0.221583,0.26851,0.635856,0.603095,0.0238932
361,280.715,1,2.93398,0.527058,21.2471,4.9256,29.3643,0.223301,0.286478,0.619756,0.661202,0.0244061
362,286.572,1,2.89215,0.545638,21.4374,4.96534,28.1714,0.22284,0.279225,0.656408,0.651031,0.024877
363,281.659,1,2.7606,0.587472,21.2637,5.01864,27.5882,0.234216,0.272155,0.639787,0.683464,0.0244211
364,283.587,1,2.75699,0.588736,21.6698,4.63628,27.7606,0.228285,0.265263,0.623588,0.657026,0.0254077
365,284.885,1,2.73244,0.594377,21.7393,4.67297,28.498,0.229454,0.258547,0.607798,0.599124,0.0250806
366,283.31,1,2.87468,0.548343,21.7728,4.66434,28.7429,0.225379,0.252,0.592408,0.515551,0.0248114
367,287.749,1,2.77443,0.580484,21.8086,4.58143,27.5977,0.230677,0.245619,0.580591,0.457636,0.0252469
368,283.018,1,2.77174,0.581494,21.5958,4.6096,26.6706,0.229077,0.245029,0.596778,0.581689,0.0247792
369,287.854,1,2.78592,0.578094,21.2061,4.64369,27.7541,0.223277,0.265684,0.61495,0.618557,0.0252801
370,284.737,1,2.77555,0.583141,21.1482,4.92126,27.5806,0.221718,0.258957,0.626614,0.663917,0.0253072
371,281.633,1,2.94567,0.52906,21.0786,5.03236,27.9684,0.218763,0.2524,0.666516,0.638243,0.0247084
372,282.58,1,2.82171,0.568784,21.0624,5.00288,30.0442,0.220491,0.246009,0.685272,0.66493,0.0249847
373,279.363,1,2.90115,0.538241,21.3185,5.03467,29.7156,0.227574,0.23978,0.714037,0.618094,0.0242106
374,281.412,1,2.73035,0.602188,21.4362,5.11368,28.8334,0.226824,0.233709,0.721273,0.663784,0.0245893
375,277.803,1,2.63538,0.632829,21.3055,4.93785,28.2027,0.229263,0.227791,0.70301,0.680705,0.0243198
376,286.866,1,2.72804,0.602417,21.0517,5.26323,27.2442,0.224271,0.222023,0.713013,0.648011,0.0255703
377,293.604,1,2.85521,0.562467,21.1287,5.16286,28.5426,0.227427,0.221965,0.694959,0.606888,0.0264087
378,292.342,1,2.95269,0.526709,21.1395,5.22574,27.7398,0.221668,0.234999,0.700248,0.611059,0.0258178
379,285.749,1,2.97841,0.524147,20.9904,5.3107,27.5448,0.216056,0.229049,0.764305,0.614419,0.0249164
380,285.409,1,2.83164,0.562715,21.2135,5.01418,28.2334,0.225548,0.236567,0.754777,0.632803,0.0245871
381,281.976,1,2.78617,0.580353,21.2979,4.75774,27.6379,0.224993,0.235964,0.735665,0.644539,0.0244618
382,283.709,1,2.63775,0.633759,21.5994,4.86331,27.6811,0.23313,0.234433,0.738742,0.672645,0.0245836
383,283.162,1,2.72653,0.600625,21.6573,4.94064,29.2814,0.232218,0.251548,0.758627,0.677497,0.0241923
384,277.123,1,2.76689,0.584932,21.5137,4.71844,28.1719,0.226588,0.245544,0.739418,0.692748,0.0237474
385,280.231,1,2.90336,0.546376,21.6668,4.81583,28.0838,0.220851,0.260766,0.750563,0.651553,0.0238248
386,280.564,1,2.89202,0.550052,21.8727,4.85346,28.8956,0.227233,0.254164,0.732356,0.633773,0.023959
387,286.227,1,2.93655,0.535108,21.8637,5.00746,29.6858,0.228162,0.247728,0.756382,0.680464,0.0247965
388,288.676,1,2.71842,0.61006,21.7108,5.02371,29.2219,0.225337,0.241455,0.73723,0.673672,0.0253266
389,283.172,1,3.03015,0.504057,21.6507,4.86303,29.5644,0.219631,0.239505,0.718563,0.659282,0.0248921
390,278.935,1,2.9304,0.532956,21.7104,4.80752,29.6567,0.219267,0.23344,0.700368,0.66848,0.0245475
391,279.024,1,2.80197,0.571743,21.4815,4.65683,30.1433,0.224462,0.241219,0.7041,0.663401,0.0241484
392,279.297,1,2.83615,0.559465,21.069,5.06938,30.3317,0.22518,0.241041,0.686271,0.708508,0.0246126
393,281.354,1,2.91548,0.53353,20.8594,5.06323,30.1777,0.225066,0.234937,0.669062,0.703055,0.0248837
394,283.199,1,2.92289,0.529322,21.0046,5.04451,31.1915,0.219367,0.231592,0.742895,0.654886,0.0246359
395,286.733,1,3.07906,0.480941,20.7728,5.0413,29.3395,0.221844,0.250662,0.752059,0.680303,0.0248301
396,291.825,1,2.81214,0.56586,21.2641,4.80458,31.3336,0.220931,0.258832,0.733016,0.72773,0.0260296
397,288.803,1,2.83456,0.56092,21.4398,4.49169,29.3753,0.221365,0.252278,0.714456,0.69682,0.0258765
398,286.822,1,2.83515,0.555959,21.3634,4.62877,29.3064,0.21576,0.256128,0.696366,0.722102,0.0254768
399,280.066,1,2.79206,0.573745,21.6762,4.74598,30.6344,0.218059,0.249643,0.678733,0.685487,0.0248586
400,281.582,1,2.77478,0.580072,21.4779,4.74363,30.5147,0.223071,0.243322,0.661547,0.680115,0.0250531
401,285.715,1,2.75206,0.587088,21.537,4.89378,31.4683,0.218767,0.237161,0.723038,0.651332,0.025237
402,286.481,1,2.63054,0.623291,21.689,4.55601,31.8862,0.221652,0.231156,0.70473,0.564883,0.025233
403,285.209,1,2.63557,0.619718,21.7382,4.61951,30.8898,0.225364,0.225303,0.686886,0.640511,0.0253653
404,279.836,1,2.79231,0.571842,21.5044,4.55316,31.469,0.224776,0.219598,0.669493,0.691779,0.0250624
405,278.468,1,2.65979,0.618963,21.7319,4.55706,29.8464,0.22668,0.218993,0.686149,0.708242,0.0246798
406,276.437,1,2.82703,0.561522,21.193,4.69537,30.1262,0.221368,0.235908,0.687675,0.73243,0.0243555
407,277.905,1,2.90522,0.534153,21.2425,4.71218,29.7967,0.223488,0.242796,0.755986,0.72404,0.024016
408,268.25,1,2.82569,0.5585,21.4295,4.6976,30.914,0.224358,0.236649,0.736844,0.649117,0.0230701
409,267.759,1,2.91134,0.533835,21.4917,4.84852,30.6484,0.220479,0.230656,0.754929,0.587145,0.0227654
410,269.106,1,2.94334,0.51939,21.1878,4.88354,31.6301,0.222971,0.224816,0.795243,0.606982,0.0227108
411,271.483,1,2.92125,0.525701,21.0992,4.90346,32.1737,0.22588,0.219124,0.776918,0.568117,0.0229108
412,276.071,1,2.79915,0.569087,21.5662,4.8549,32.7518,0.227415,0.215092,0.757246,0.57782,0.0235678
413,275.854,1,2.75472,0.583769,21.6016,4.67909,31.8563,0.225871,0.22081,0.738072,0.570747,0.0236117
414,275.684,1,2.86751,0.548539,21.81,4.68429,32.6527,0.224724,0.222614,0.719383,0.612679,0.0239829
415,277.231,1,3.09482,0.480647,21.3842,4.78883,31.3517,0.224275,0.225451,0.710953,0.608426,0.023936
416,282.762,1,3.11334,0.476523,21.4571,4.94724,32.4294,0.229534,0.242717,0.764932,0.601781,0.0240245
417,280.95,1,3.10137,0.480612,21.3689,4.90115,29.8198,0.223722,0.245421,0.763455,0.673339,0.0241704
418,278.377,1,3.15982,0.461096,21.1583,5.10076,30.3557,0.224397,0.26161,0.744124,0.702228,0.0238583
419,277.592,1,3.10814,0.473725,21.2126,4.951,31.0908,0.224361,0.254986,0.725282,0.682047,0.0241346
420,279.946,1,2.7848,0.573855,21.535,4.85378,29.7306,0.223953,0.248529,0.706917,0.56109,0.02437
421,281.127,1,2.9502,0.520226,21.5603,4.9088,31.9604,0.225988,0.242236,0.689018,0.631241,0.0246312
422,281.717,1,2.7668,0.579965,21.5645,4.79773,30.2375,0.22666,0.236103,0.672971,0.616881,0.0244641
423,280.94,1,2.85933,0.555436,21.4831,4.96075,30.7573,0.221059,0.232687,0.655931,0.60268,0.024676
424,277.727,1,2.77175,0.578028,21.3279,4.84532,30.8053,0.2274,0.243271,0.643131,0.685385,0.0242736
425,275.311,1,2.65583,0.621243,21.0813,4.84693,30.8294,0.22472,0.237111,0.628074,0.699451,0.0243399
426,280.779,1,2.74502,0.588502,20.9839,5.0919,29.0952,0.223471,0.231107,0.641991,0.648413,0.024787
427,278.281,1,2.93775,0.52896,20.8828,5.03003,28.7543,0.225767,0.225256,0.640046,0.6753,0.0246922
428,279.548,1,2.84321,0.554077,20.6549,5.18385,28.7543,0.230923,0.226558,0.687066,0.727738,0.0246708
429,274.353,1,2.79549,0.572072,20.7858,4.94651,27.9006,0.229602,0.220822,0.669669,0.6746,0.0242157
430,277.748,1,2.78582,0.578052,20.854,5.0808,28.293,0.228914,0.224633,0.779361,0.688189,0.0238997
431,282.08,1,2.78449,0.579872,21.1807,5.14331,28.293,0.223117,0.227921,0.776671,0.656735,0.024351
432,279.36,1,2.9502,0.522649,21.0519,5.27576,29.0887,0.22357,0.235787,0.819063,0.613024,0.0235217
433,276,1,3.05021,0.495715,20.8624,5.04508,29.7137,0.217958,0.229817,0.798324,0.615637,0.0235784
434,281.336,1,3.13016,0.462637,20.0627,4.7515,29.3422,0.228258,0.272147,0.77811,0.688297,0.0239837
435,284.873,1,2.99251,0.502539,20.0849,5.10685,28.1273,0.232991,0.265256,0.758407,0.692707,0.0244029
436,276.725,1,2.98063,0.511579,20.3083,5.08867,27.5999,0.227091,0.25854,0.739204,0.644415,0.0238214
437,281.252,1,2.82915,0.562973,21.0994,4.90264,29.0446,0.233904,0.257157,0.720487,0.683285,0.0241466
438,276.068,1,2.93677,0.531892,21.4427,5.10627,28.9992,0.227981,0.250646,0.702244,0.627395,0.023792
439,277.054,1,2.8302,0.565579,21.0559,5.04419,28.5234,0.223092,0.248819,0.684463,0.616595,0.0238676
440,278.152,1,2.81114,0.571761,20.7457,5.10054,27.0973,0.222215,0.2557,0.667132,0.602999,0.0240744
441,278.555,1,2.76463,0.588127,21.2928,5.00052,26.9703,0.22473,0.253853,0.65024,0.593098,0.0240339
442,280.922,1,2.7739,0.58498,21.609,4.88719,27.5602,0.226698,0.247425,0.633775,0.546351,0.0245978
443,286.197,1,2.73007,0.601477,21.6301,5.08166,27.3234,0.222695,0.24116,0.633794,0.535085,0.0251925
444,288.092,1,2.74612,0.58872,21.9089,4.63735,26.3841,0.231097,0.235054,0.617746,0.585775,0.0257016
445,283.556,1,2.84972,0.556593,21.6078,4.73654,27.8682,0.225246,0.249532,0.602105,0.639147,0.0252286
446,287.769,1,2.9567,0.51858,21.2894,4.82181,27.3893,0.229267,0.264499,0.586859,0.645588,0.0254988
447,282.344,1,2.92892,0.53261,21.3241,4.82502,26.7901,0.223462,0.26719,0.571999,0.625692,0.0248626
448,281.042,1,2.95546,0.523633,20.9744,4.8456,26.7064,0.220324,0.260424,0.572232,0.615383,0.0248391
449,274.726,1,2.87289,0.549748,21.1915,4.87196,27.3741,0.220795,0.25383,0.600978,0.596795,0.0238142
450,276.774,1,2.88694,0.548111,21.4603,4.80241,27.9301,0.215205,0.247403,0.585903,0.576497,0.0244174
451,281.697,1,2.90457,0.533875,21.6186,4.69462,30.3303,0.228772,0.241139,0.571068,0.533088,0.024709
452,284.767,1,2.79005,0.574944,21.9657,4.63986,30.1408,0.222979,0.237641,0.584893,0.555464,0.0252501
453,281.584,1,2.6748,0.617158,22.0824,4.58742,29.5756,0.221384,0.231624,0.602782,0.59809,0.0250027
454,285.398,1,2.82056,0.560883,21.6016,4.77591,29.7605,0.232373,0.231097,0.591257,0.567511,0.0252144
455,276.169,1,2.86347,0.554276,21.6634,4.70039,29.5047,0.226489,0.228132,0.577186,0.631227,0.024593
456,274.008,1,2.86006,0.552803,21.5053,4.63703,28.5827,0.220755,0.239949,0.588636,0.647036,0.0241984
457,278.951,1,2.83803,0.558215,21.47,4.63396,27.8681,0.228224,0.23481,0.575258,0.630753,0.02474
458,284.684,1,2.92091,0.532243,21.3565,4.76817,29.697,0.224197,0.232359,0.628801,0.614541,0.0252037
459,286.758,1,2.91825,0.531971,21.4571,4.79701,29.697,0.225899,0.236893,0.61288,0.621489,0.0256042
460,283.837,1,2.93798,0.530389,22.0978,4.73168,29.929,0.220761,0.253524,0.600818,0.632203,0.0250798
461,284.59,1,2.68266,0.612227,21.961,4.56372,30.116,0.224031,0.247104,0.592507,0.63291,0.0253358
462,276.511,1,2.88027,0.543547,21.4693,4.67861,29.6925,0.225762,0.251816,0.622657,0.662314,0.024069
463,283.19,1,2.91766,0.533586,21.7502,4.67371,29.3214,0.220045,0.252715,0.646363,0.655865,0.0248333
464,278.115,1,2.88855,0.544631,21.626,4.71928,29.1839,0.222737,0.249389,0.629997,0.640035,0.0243098
465,279.889,1,2.7807,0.574329,21.3628,4.72608,29.8679,0.224944,0.243074,0.647081,0.646747,0.0246354
466,270.865,1,2.71257,0.598134,21.0998,4.76486,29.9846,0.221244,0.236919,0.630696,0.673742,0.0237772
467,272.961,1,2.77911,0.578106,21.2511,4.95397,29.7504,0.226317,0.238394,0.656038,0.711549,0.0238422
468,276.954,1,2.67544,0.610049,21.3227,4.74317,28.9601,0.227329,0.233277,0.639426,0.658609,0.0242962
469,278.717,1,2.62604,0.629473,21.478,4.61971,29.7067,0.227647,0.232753,0.623236,0.68184,0.0247959
470,282.305,1,2.77132,0.583474,21.3824,4.85495,29.4514,0.221883,0.235283,0.664839,0.692014,0.0250247
471,281.092,1,2.72496,0.598786,21.5158,4.78516,28.7152,0.2239,0.23701,0.661099,0.702627,0.0248451
472,274.297,1,2.80855,0.568292,21.5939,4.64277,29.7022,0.221976,0.231009,0.64436,0.654087,0.0240373
473,277.571,1,2.79023,0.569398,21.4072,4.77355,30.4216,0.225712,0.230933,0.695179,0.669103,0.0241105
474,277.924,1,2.78427,0.577069,21.5302,4.8283,30.1602,0.229823,0.236554,0.677577,0.67159,0.0241486
475,270.003,1,2.86792,0.5506,21.4457,4.78172,30.2544,0.224004,0.245207,0.66042,0.724,0.0235069
476,279.003,1,2.87243,0.542841,21.2024,4.68626,28.7181,0.223384,0.23958,0.649661,0.682916,0.0244804
477,275.365,1,2.92472,0.532528,21.5201,4.58334,30.0642,0.223752,0.233513,0.64802,0.656793,0.0242134
