trans_Cl_vs_CLCRMLMIN_abscissa,trans_Cl_vs_CLCRMLMIN_spline,trans_Cl_vs_CLCRMLMIN_regression,trans_Cl_vs_WTKG_abscissa,trans_Cl_vs_WTKG_spline,trans_Cl_vs_WTKG_regression,trans_Cl_vs_logtCLCRMLMIN_abscissa,trans_Cl_vs_logtCLCRMLMIN_spline,trans_Cl_vs_logtCLCRMLMIN_regression,trans_Cl_vs_tCLCRMLMIN_abscissa,trans_Cl_vs_tCLCRMLMIN_spline,trans_Cl_vs_tCLCRMLMIN_regression,trans_Q_vs_CLCRMLMIN_abscissa,trans_Q_vs_CLCRMLMIN_spline,trans_Q_vs_CLCRMLMIN_regression,trans_Q_vs_WTKG_abscissa,trans_Q_vs_WTKG_spline,trans_Q_vs_WTKG_regression,trans_Q_vs_logtCLCRMLMIN_abscissa,trans_Q_vs_logtCLCRMLMIN_spline,trans_Q_vs_logtCLCRMLMIN_regression,trans_Q_vs_tCLCRMLMIN_abscissa,trans_Q_vs_tCLCRMLMIN_spline,trans_Q_vs_tCLCRMLMIN_regression,trans_V1_vs_CLCRMLMIN_abscissa,trans_V1_vs_CLCRMLMIN_spline,trans_V1_vs_CLCRMLMIN_regression,trans_V1_vs_WTKG_abscissa,trans_V1_vs_WTKG_spline,trans_V1_vs_WTKG_regression,trans_V1_vs_logtCLCRMLMIN_abscissa,trans_V1_vs_logtCLCRMLMIN_spline,trans_V1_vs_logtCLCRMLMIN_regression,trans_V1_vs_tCLCRMLMIN_abscissa,trans_V1_vs_tCLCRMLMIN_spline,trans_V1_vs_tCLCRMLMIN_regression,trans_V2_vs_CLCRMLMIN_abscissa,trans_V2_vs_CLCRMLMIN_spline,trans_V2_vs_CLCRMLMIN_regression,trans_V2_vs_WTKG_abscissa,trans_V2_vs_WTKG_spline,trans_V2_vs_WTKG_regression,trans_V2_vs_logtCLCRMLMIN_abscissa,trans_V2_vs_logtCLCRMLMIN_spline,trans_V2_vs_logtCLCRMLMIN_regression,trans_V2_vs_tCLCRMLMIN_abscissa,trans_V2_vs_tCLCRMLMIN_spline,trans_V2_vs_tCLCRMLMIN_regression,split
146.324,1.75276,1.65386,67.5152,1.61764,1.70162,-0.0459977,1.67977,1.63204,1.01614,1.75276,1.65386,146.324,1.85116,1.79456,67.5152,1.98533,1.82466,-0.0459977,2.1261,1.79983,1.01614,1.85116,1.79456,146.324,3.12652,3.02745,67.5152,3.05294,3.04353,-0.0459977,3.10608,3.02743,1.01614,3.12652,3.02745,146.324,3.23866,3.14132,67.5152,3.16711,3.1568,-0.0459977,3.21999,3.14134,1.01614,3.23866,3.14132,All
147.341,1.74564,1.65806,67.8384,1.62334,1.70504,-0.0388318,1.69607,1.63654,1.0232,1.74564,1.65806,147.341,1.86404,1.79351,67.8384,1.98516,1.8263,-0.0388318,2.1766,1.79878,1.0232,1.86404,1.79351,147.341,3.12712,3.02733,67.8384,3.05335,3.04447,-0.0388318,3.18384,3.02753,1.0232,3.12712,3.02733,147.341,3.23936,3.1412,67.8384,3.16746,3.15771,-0.0388318,3.29687,3.14144,1.0232,3.23936,3.1412,All
148.359,1.73852,1.66226,68.1616,1.62903,1.70847,-0.0316658,1.71237,1.64104,1.03027,1.73852,1.66226,148.359,1.87693,1.79246,68.1616,1.985,1.82794,-0.0316658,2.2271,1.79773,1.03027,1.87693,1.79246,148.359,3.12772,3.02722,68.1616,3.05376,3.04541,-0.0316658,3.2616,3.02764,1.03027,3.12772,3.02722,148.359,3.24006,3.14108,68.1616,3.1678,3.15861,-0.0316658,3.37375,3.14154,1.03027,3.24006,3.14108,All
149.376,1.7314,1.66646,68.4848,1.63472,1.7119,-0.0244999,1.72831,1.64554,1.03733,1.7314,1.66646,149.376,1.88982,1.7914,68.4848,1.98484,1.82958,-0.0244999,2.22249,1.79668,1.03733,1.88982,1.7914,149.376,3.12832,3.02711,68.4848,3.05417,3.04635,-0.0244999,3.29821,3.02775,1.03733,3.12832,3.02711,149.376,3.24076,3.14096,68.4848,3.16815,3.15951,-0.0244999,3.40979,3.14163,1.03733,3.24076,3.14096,All
150.393,1.72428,1.67065,68.8081,1.64042,1.71532,-0.017334,1.74343,1.65004,1.0444,1.72428,1.67065,150.393,1.90271,1.79035,68.8081,1.98468,1.83122,-0.017334,2.09695,1.79563,1.0444,1.90271,1.79035,150.393,3.12892,3.027,68.8081,3.05458,3.04729,-0.017334,3.24456,3.02786,1.0444,3.12892,3.027,150.393,3.24146,3.14084,68.8081,3.16849,3.16041,-0.017334,3.35623,3.14173,1.0444,3.24146,3.14084,All
151.41,1.71716,1.67485,69.1313,1.64611,1.71875,-0.0101681,1.75855,1.65454,1.05146,1.71716,1.67485,151.41,1.91559,1.7893,69.1313,1.98452,1.83286,-0.0101681,1.97141,1.79458,1.05146,1.91559,1.7893,151.41,3.12952,3.02688,69.1313,3.05499,3.04823,-0.0101681,3.1909,3.02797,1.05146,3.12952,3.02688,151.41,3.24216,3.14072,69.1313,3.16883,3.16132,-0.0101681,3.30267,3.14183,1.05146,3.24216,3.14072,All
152.427,1.71004,1.67905,69.4545,1.65181,1.72217,-0.00300224,1.77367,1.65904,1.05852,1.71004,1.67905,152.427,1.92848,1.78825,69.4545,1.98436,1.8345,-0.00300224,1.84587,1.79352,1.05852,1.92848,1.78825,152.427,3.13012,3.02677,69.4545,3.0554,3.04917,-0.00300224,3.13725,3.02807,1.05852,3.13012,3.02677,152.427,3.24287,3.1406,69.4545,3.16918,3.16222,-0.00300224,3.24911,3.14193,1.05852,3.24287,3.1406,All
153.444,1.70292,1.68325,69.7778,1.6575,1.7256,0.00416366,1.77115,1.66354,1.06559,1.70292,1.68325,153.444,1.94137,1.78719,69.7778,1.98419,1.83614,0.00416366,1.82836,1.79247,1.06559,1.94137,1.78719,153.444,3.13072,3.02666,69.7778,3.05581,3.05011,0.00416366,3.12575,3.02818,1.06559,3.13072,3.02666,153.444,3.24357,3.14048,69.7778,3.16952,3.16312,0.00416366,3.23771,3.14202,1.06559,3.24357,3.14048,All
154.462,1.6958,1.68745,70.101,1.6632,1.72903,0.0113296,1.76351,1.66804,1.07265,1.6958,1.68745,154.462,1.95426,1.78614,70.101,1.98403,1.83777,0.0113296,1.84222,1.79142,1.07265,1.95426,1.78614,154.462,3.13132,3.02655,70.101,3.05622,3.05105,0.0113296,3.12648,3.02829,1.07265,3.13132,3.02655,154.462,3.24427,3.14036,70.101,3.16987,3.16403,0.0113296,3.23855,3.14212,1.07265,3.24427,3.14036,All
155.479,1.68868,1.69165,70.4242,1.66889,1.73245,0.0184955,1.75587,1.67253,1.07971,1.68868,1.69165,155.479,1.96714,1.78509,70.4242,1.98387,1.83941,0.0184955,1.85607,1.79037,1.07971,1.96714,1.78509,155.479,3.13192,3.02643,70.4242,3.05663,3.05199,0.0184955,3.12722,3.0284,1.07971,3.13192,3.02643,155.479,3.24497,3.14024,70.4242,3.17021,3.16493,0.0184955,3.23939,3.14222,1.07971,3.24497,3.14024,All
156.496,1.68157,1.69585,70.7475,1.67458,1.73588,0.0256614,1.74823,1.67703,1.08678,1.68157,1.69585,156.496,1.98003,1.78403,70.7475,1.98371,1.84105,0.0256614,1.86993,1.78932,1.08678,1.98003,1.78403,156.496,3.13252,3.02632,70.7475,3.05704,3.05292,0.0256614,3.12795,3.0285,1.08678,3.13252,3.02632,156.496,3.24567,3.14012,70.7475,3.17056,3.16583,0.0256614,3.24023,3.14232,1.08678,3.24567,3.14012,All
157.513,1.67445,1.70005,71.0707,1.68028,1.73931,0.0328273,1.74059,1.68153,1.09384,1.67445,1.70005,157.513,1.99292,1.78298,71.0707,1.98355,1.84269,0.0328273,1.88379,1.78827,1.09384,1.99292,1.78298,157.513,3.13312,3.02621,71.0707,3.05745,3.05386,0.0328273,3.12869,3.02861,1.09384,3.13312,3.02621,157.513,3.24637,3.14,71.0707,3.1709,3.16673,0.0328273,3.24108,3.14241,1.09384,3.24637,3.14,All
158.53,1.66733,1.70425,71.3939,1.68597,1.74273,0.0399932,1.73295,1.68603,1.1009,1.66733,1.70425,158.53,2.00581,1.78193,71.3939,1.98338,1.84433,0.0399932,1.89765,1.78722,1.1009,2.00581,1.78193,158.53,3.13372,3.0261,71.3939,3.05786,3.0548,0.0399932,3.12942,3.02872,1.1009,3.13372,3.0261,158.53,3.24707,3.13988,71.3939,3.17124,3.16764,0.0399932,3.24192,3.14251,1.1009,3.24707,3.13988,All
159.547,1.66021,1.70845,71.7172,1.69167,1.74616,0.0471591,1.72531,1.69053,1.10797,1.66021,1.70845,159.547,2.01869,1.78087,71.7172,1.98322,1.84597,0.0471591,1.9115,1.78617,1.10797,2.01869,1.78087,159.547,3.13432,3.02599,71.7172,3.05827,3.05574,0.0471591,3.13016,3.02883,1.10797,3.13432,3.02599,159.547,3.24777,3.13976,71.7172,3.17159,3.16854,0.0471591,3.24276,3.14261,1.10797,3.24777,3.13976,All
160.565,1.65309,1.71265,72.0404,1.69736,1.74959,0.054325,1.71767,1.69503,1.11503,1.65309,1.71265,160.565,2.03158,1.77982,72.0404,1.98306,1.84761,0.054325,1.92536,1.78512,1.11503,2.03158,1.77982,160.565,3.13492,3.02587,72.0404,3.05868,3.05668,0.054325,3.13089,3.02894,1.11503,3.13492,3.02587,160.565,3.24847,3.13964,72.0404,3.17193,3.16944,0.054325,3.2436,3.1427,1.11503,3.24847,3.13964,All
161.582,1.65286,1.71685,72.3636,1.70305,1.75301,0.0614909,1.71003,1.69953,1.1221,1.65286,1.71685,161.582,2.03334,1.77877,72.3636,1.9829,1.84925,0.0614909,1.93922,1.78406,1.1221,2.03334,1.77877,161.582,3.13497,3.02576,72.3636,3.05909,3.05762,0.0614909,3.13163,3.02904,1.1221,3.13497,3.02576,161.582,3.24853,3.13953,72.3636,3.17228,3.17034,0.0614909,3.24444,3.1428,1.1221,3.24853,3.13953,All
162.599,1.66029,1.72105,72.6869,1.70875,1.75644,0.0686568,1.70239,1.70403,1.12916,1.66029,1.72105,162.599,2.02272,1.77771,72.6869,1.98274,1.85089,0.0686568,1.95308,1.78301,1.12916,2.02272,1.77771,162.599,3.13441,3.02565,72.6869,3.0595,3.05856,0.0686568,3.13236,3.02915,1.12916,3.13441,3.02565,162.599,3.24787,3.13941,72.6869,3.17262,3.17125,0.0686568,3.24529,3.1429,1.12916,3.24787,3.13941,All
163.616,1.66772,1.72525,73.0101,1.71444,1.75987,0.0758227,1.69475,1.70853,1.13622,1.66772,1.72525,163.616,2.0121,1.77666,73.0101,1.98257,1.85253,0.0758227,1.96694,1.78196,1.13622,2.0121,1.77666,163.616,3.13386,3.02554,73.0101,3.05991,3.0595,0.0758227,3.1331,3.02926,1.13622,3.13386,3.02554,163.616,3.24721,3.13929,73.0101,3.17297,3.17215,0.0758227,3.24613,3.143,1.13622,3.24721,3.13929,All
164.633,1.67515,1.72945,73.3333,1.72014,1.76329,0.0829886,1.68711,1.71303,1.14329,1.67515,1.72945,164.633,2.00149,1.77561,73.3333,1.98241,1.85417,0.0829886,1.98079,1.78091,1.14329,2.00149,1.77561,164.633,3.1333,3.02542,73.3333,3.06032,3.06044,0.0829886,3.13383,3.02937,1.14329,3.1333,3.02542,164.633,3.24656,3.13917,73.3333,3.17331,3.17305,0.0829886,3.24697,3.14309,1.14329,3.24656,3.13917,All
165.651,1.68258,1.73365,73.6566,1.72583,1.76672,0.0901545,1.67947,1.71753,1.15035,1.68258,1.73365,165.651,1.99087,1.77455,73.6566,1.98225,1.8558,0.0901545,1.99465,1.77986,1.15035,1.99087,1.77455,165.651,3.13274,3.02531,73.6566,3.06073,3.06138,0.0901545,3.13457,3.02947,1.15035,3.13274,3.02531,165.651,3.2459,3.13905,73.6566,3.17365,3.17396,0.0901545,3.24781,3.14319,1.15035,3.2459,3.13905,All
166.668,1.69001,1.73785,73.9798,1.73152,1.77015,0.0973204,1.67183,1.72202,1.15741,1.69001,1.73785,166.668,1.98026,1.7735,73.9798,1.98209,1.85744,0.0973204,2.00851,1.77881,1.15741,1.98026,1.7735,166.668,3.13219,3.0252,73.9798,3.06114,3.06232,0.0973204,3.1353,3.02958,1.15741,3.13219,3.0252,166.668,3.24524,3.13893,73.9798,3.174,3.17486,0.0973204,3.24865,3.14329,1.15741,3.24524,3.13893,All
167.685,1.69744,1.74204,74.303,1.73722,1.77357,0.104486,1.66419,1.72652,1.16448,1.69744,1.74204,167.685,1.96964,1.77245,74.303,1.98193,1.85908,0.104486,2.02237,1.77776,1.16448,1.96964,1.77245,167.685,3.13163,3.02509,74.303,3.06155,3.06326,0.104486,3.13604,3.02969,1.16448,3.13163,3.02509,167.685,3.24459,3.13881,74.303,3.17434,3.17576,0.104486,3.2495,3.14338,1.16448,3.24459,3.13881,All
168.702,1.70487,1.74624,74.6263,1.74291,1.777,0.111652,1.65654,1.73102,1.17154,1.70487,1.74624,168.702,1.95903,1.7714,74.6263,1.98176,1.86072,0.111652,2.03622,1.77671,1.17154,1.95903,1.7714,168.702,3.13108,3.02497,74.6263,3.06196,3.0642,0.111652,3.13677,3.0298,1.17154,3.13108,3.02497,168.702,3.24393,3.13869,74.6263,3.17469,3.17666,0.111652,3.25034,3.14348,1.17154,3.24393,3.13869,All
169.719,1.71229,1.75044,74.9495,1.74861,1.78043,0.118818,1.66406,1.73552,1.17861,1.71229,1.75044,169.719,1.94841,1.77034,74.9495,1.9816,1.86236,0.118818,2.02548,1.77566,1.17861,1.94841,1.77034,169.719,3.13052,3.02486,74.9495,3.06237,3.06514,0.118818,3.1363,3.0299,1.17861,3.13052,3.02486,169.719,3.24327,3.13857,74.9495,3.17503,3.17757,0.118818,3.24976,3.14358,1.17861,3.24327,3.13857,All
170.736,1.71972,1.75464,75.2727,1.7543,1.78385,0.125984,1.67285,1.74002,1.18567,1.71972,1.75464,170.736,1.9378,1.76929,75.2727,1.98144,1.864,0.125984,2.01266,1.7746,1.18567,1.9378,1.76929,170.736,3.12996,3.02475,75.2727,3.06278,3.06608,0.125984,3.13572,3.03001,1.18567,3.12996,3.02475,170.736,3.24261,3.13845,75.2727,3.17538,3.17847,0.125984,3.24905,3.14368,1.18567,3.24261,3.13845,All
171.754,1.72715,1.75884,75.596,1.76,1.78728,0.13315,1.68165,1.74452,1.19273,1.72715,1.75884,171.754,1.92718,1.76824,75.596,1.98128,1.86564,0.13315,1.99983,1.77355,1.19273,1.92718,1.76824,171.754,3.12941,3.02464,75.596,3.06319,3.06702,0.13315,3.13514,3.03012,1.19273,3.12941,3.02464,171.754,3.24196,3.13833,75.596,3.17572,3.17937,0.13315,3.24835,3.14377,1.19273,3.24196,3.13833,All
172.771,1.73458,1.76304,75.9192,1.76569,1.79071,0.140316,1.69044,1.74902,1.1998,1.73458,1.76304,172.771,1.91657,1.76718,75.9192,1.98112,1.86728,0.140316,1.98701,1.7725,1.1998,1.91657,1.76718,172.771,3.12885,3.02453,75.9192,3.0636,3.06795,0.140316,3.13456,3.03023,1.1998,3.12885,3.02453,172.771,3.2413,3.13821,75.9192,3.17606,3.18027,0.140316,3.24765,3.14387,1.1998,3.2413,3.13821,All
173.788,1.74201,1.76724,76.2424,1.77138,1.79413,0.147482,1.69924,1.75352,1.20686,1.74201,1.76724,173.788,1.90595,1.76613,76.2424,1.98095,1.86892,0.147482,1.97418,1.77145,1.20686,1.90595,1.76613,173.788,3.12829,3.02441,76.2424,3.06401,3.06889,0.147482,3.13398,3.03034,1.20686,3.12829,3.02441,173.788,3.24064,3.13809,76.2424,3.17641,3.18118,0.147482,3.24694,3.14397,1.20686,3.24064,3.13809,All
174.805,1.74944,1.77144,76.5657,1.77708,1.79756,0.154648,1.70804,1.75802,1.21392,1.74944,1.77144,174.805,1.89534,1.76508,76.5657,1.98079,1.87056,0.154648,1.96136,1.7704,1.21392,1.89534,1.76508,174.805,3.12774,3.0243,76.5657,3.06442,3.06983,0.154648,3.1334,3.03044,1.21392,3.12774,3.0243,174.805,3.23999,3.13797,76.5657,3.17675,3.18208,0.154648,3.24624,3.14407,1.21392,3.23999,3.13797,All
175.822,1.75687,1.77564,76.8889,1.78277,1.80099,0.161813,1.71683,1.76252,1.22099,1.75687,1.77564,175.822,1.88472,1.76402,76.8889,1.98063,1.87219,0.161813,1.94853,1.76935,1.22099,1.88472,1.76402,175.822,3.12718,3.02419,76.8889,3.06483,3.07077,0.161813,3.13282,3.03055,1.22099,3.12718,3.02419,175.822,3.23933,3.13785,76.8889,3.1771,3.18298,0.161813,3.24554,3.14416,1.22099,3.23933,3.13785,All
176.839,1.7643,1.77984,77.2121,1.78847,1.80441,0.168979,1.72563,1.76701,1.22805,1.7643,1.77984,176.839,1.87411,1.76297,77.2121,1.98047,1.87383,0.168979,1.93571,1.7683,1.22805,1.87411,1.76297,176.839,3.12662,3.02408,77.2121,3.06524,3.07171,0.168979,3.13224,3.03066,1.22805,3.12662,3.02408,176.839,3.23867,3.13773,77.2121,3.17744,3.18389,0.168979,3.24484,3.14426,1.22805,3.23867,3.13773,All
177.857,1.77173,1.78404,77.5354,1.79416,1.80784,0.176145,1.73442,1.77151,1.23512,1.77173,1.78404,177.857,1.86349,1.76192,77.5354,1.98031,1.87547,0.176145,1.92288,1.76725,1.23512,1.86349,1.76192,177.857,3.12607,3.02396,77.5354,3.06565,3.07265,0.176145,3.13166,3.03077,1.23512,3.12607,3.02396,177.857,3.23801,3.13761,77.5354,3.17779,3.18479,0.176145,3.24413,3.14436,1.23512,3.23801,3.13761,All
178.874,1.77916,1.78824,77.8586,1.79985,1.81127,0.183311,1.74322,1.77601,1.24218,1.77916,1.78824,178.874,1.85287,1.76086,77.8586,1.98014,1.87711,0.183311,1.91006,1.7662,1.24218,1.85287,1.76086,178.874,3.12551,3.02385,77.8586,3.06606,3.07359,0.183311,3.13108,3.03087,1.24218,3.12551,3.02385,178.874,3.23736,3.1375,77.8586,3.17813,3.18569,0.183311,3.24343,3.14445,1.24218,3.23736,3.1375,All
179.891,1.78659,1.79244,78.1818,1.80555,1.81469,0.190477,1.75201,1.78051,1.24924,1.78659,1.79244,179.891,1.84226,1.75981,78.1818,1.97998,1.87875,0.190477,1.89723,1.76514,1.24924,1.84226,1.75981,179.891,3.12496,3.02374,78.1818,3.06647,3.07453,0.190477,3.1305,3.03098,1.24924,3.12496,3.02374,179.891,3.2367,3.13738,78.1818,3.17847,3.18659,0.190477,3.24273,3.14455,1.24924,3.2367,3.13738,All
180.908,1.79401,1.79664,78.5051,1.81124,1.81812,0.197643,1.76081,1.78501,1.25631,1.79401,1.79664,180.908,1.83164,1.75876,78.5051,1.97982,1.88039,0.197643,1.88441,1.76409,1.25631,1.83164,1.75876,180.908,3.1244,3.02363,78.5051,3.06688,3.07547,0.197643,3.12992,3.03109,1.25631,3.1244,3.02363,180.908,3.23604,3.13726,78.5051,3.17882,3.1875,0.197643,3.24203,3.14465,1.25631,3.23604,3.13726,All
181.925,1.80144,1.80084,78.8283,1.81694,1.82154,0.204809,1.76961,1.78951,1.26337,1.80144,1.80084,181.925,1.82103,1.75771,78.8283,1.97966,1.88203,0.204809,1.87158,1.76304,1.26337,1.82103,1.75771,181.925,3.12384,3.02351,78.8283,3.06729,3.07641,0.204809,3.12935,3.0312,1.26337,3.12384,3.02351,181.925,3.23539,3.13714,78.8283,3.17916,3.1884,0.204809,3.24132,3.14475,1.26337,3.23539,3.13714,All
182.942,1.80887,1.80504,79.1515,1.82263,1.82497,0.211975,1.7784,1.79401,1.27043,1.80887,1.80504,182.942,1.81041,1.75665,79.1515,1.9795,1.88367,0.211975,1.85876,1.76199,1.27043,1.81041,1.75665,182.942,3.12329,3.0234,79.1515,3.0677,3.07735,0.211975,3.12877,3.03131,1.27043,3.12329,3.0234,182.942,3.23473,3.13702,79.1515,3.17951,3.1893,0.211975,3.24062,3.14484,1.27043,3.23473,3.13702,All
183.96,1.8163,1.80923,79.4747,1.82832,1.8284,0.219141,1.7872,1.79851,1.2775,1.8163,1.80923,183.96,1.7998,1.7556,79.4747,1.97933,1.88531,0.219141,1.84593,1.76094,1.2775,1.7998,1.7556,183.96,3.12273,3.02329,79.4747,3.06811,3.07829,0.219141,3.12819,3.03141,1.2775,3.12273,3.02329,183.96,3.23407,3.1369,79.4747,3.17985,3.19021,0.219141,3.23992,3.14494,1.2775,3.23407,3.1369,All
184.977,1.81674,1.81343,79.798,1.83402,1.83182,0.226307,1.79599,1.80301,1.28456,1.81674,1.81343,184.977,1.7216,1.75455,79.798,1.97917,1.88695,0.226307,1.83311,1.75989,1.28456,1.7216,1.75455,184.977,3.05455,3.02318,79.798,3.06852,3.07923,0.226307,3.12761,3.03152,1.28456,3.05455,3.02318,184.977,3.16699,3.13678,79.798,3.1802,3.19111,0.226307,3.23922,3.14504,1.28456,3.16699,3.13678,All
185.994,1.77401,1.81763,80.1212,1.83971,1.83525,0.233473,1.80479,1.80751,1.29162,1.77401,1.81763,185.994,1.44868,1.75349,80.1212,1.97901,1.88858,0.233473,1.82028,1.75884,1.29162,1.44868,1.75349,185.994,2.73635,3.02307,80.1212,3.06893,3.08017,0.233473,3.12703,3.03163,1.29162,2.73635,3.02307,185.994,2.85466,3.13666,80.1212,3.18054,3.19201,0.233473,3.23851,3.14514,1.29162,2.85466,3.13666,All
187.011,1.76151,1.82183,80.4444,1.84541,1.83868,0.240638,1.81358,1.81201,1.29869,1.76151,1.82183,187.011,1.62694,1.75244,80.4444,1.97885,1.89022,0.240638,1.80746,1.75779,1.29869,1.62694,1.75244,187.011,2.83035,3.02295,80.4444,3.06934,3.08111,0.240638,3.12645,3.03174,1.29869,2.83035,3.02295,187.011,2.94744,3.13654,80.4444,3.18088,3.19291,0.240638,3.23781,3.14523,1.29869,2.94744,3.13654,All
188.028,1.749,1.82603,80.7677,1.8511,1.8421,0.247804,1.82238,1.8165,1.30575,1.749,1.82603,188.028,1.8052,1.75139,80.7677,1.97869,1.89186,0.247804,1.79463,1.75674,1.30575,1.8052,1.75139,188.028,2.92435,3.02284,80.7677,3.06975,3.08205,0.247804,3.12587,3.03184,1.30575,2.92435,3.02284,188.028,3.04022,3.13642,80.7677,3.18123,3.19382,0.247804,3.23711,3.14533,1.30575,3.04022,3.13642,All
189.045,1.7365,1.83023,81.0909,1.8568,1.84553,0.25497,1.77772,1.821,1.31282,1.7365,1.83023,189.045,1.98347,1.75033,81.0909,1.97852,1.8935,0.25497,1.41984,1.75568,1.31282,1.98347,1.75033,189.045,3.01835,3.02273,81.0909,3.07016,3.08298,0.25497,2.72426,3.03195,1.31282,3.01835,3.02273,189.045,3.133,3.1363,81.0909,3.18157,3.19472,0.25497,2.84273,3.14543,1.31282,3.133,3.1363,All
190.063,1.74884,1.83443,81.4141,1.86249,1.84896,0.262136,1.7608,1.8255,1.31988,1.74884,1.83443,190.063,1.97545,1.74928,81.4141,1.97836,1.89514,0.262136,1.65518,1.75463,1.31988,1.97545,1.74928,190.063,3.03491,3.02262,81.4141,3.07057,3.08392,0.262136,2.8484,3.03206,1.31988,3.03491,3.02262,190.063,3.14913,3.13618,81.4141,3.18192,3.19562,0.262136,2.96525,3.14552,1.31988,3.14913,3.13618,All
191.08,1.76563,1.83863,81.7374,1.86818,1.85238,0.269302,1.74389,1.83,1.32694,1.76563,1.83863,191.08,1.93406,1.74823,81.7374,1.9782,1.89678,0.269302,1.89053,1.75358,1.32694,1.93406,1.74823,191.08,3.0376,3.0225,81.7374,3.07098,3.08486,0.269302,2.97253,3.03217,1.32694,3.0376,3.0225,191.08,3.15153,3.13606,81.7374,3.18226,3.19652,0.269302,3.08777,3.14562,1.32694,3.15153,3.13606,All
192.097,1.78242,1.84283,82.0606,1.87322,1.85581,0.276468,1.74606,1.8345,1.33401,1.78242,1.84283,192.097,1.89267,1.74717,82.0606,1.96998,1.89842,0.276468,1.98438,1.75253,1.33401,1.89267,1.74717,192.097,3.04029,3.02239,82.0606,3.0717,3.0858,0.276468,3.03827,3.03227,1.33401,3.04029,3.02239,192.097,3.15393,3.13594,82.0606,3.18293,3.19743,0.276468,3.15249,3.14572,1.33401,3.15393,3.13594,All
193.114,1.79921,1.84703,82.3838,1.87544,1.85924,0.283634,1.76847,1.839,1.34107,1.79921,1.84703,193.114,1.85128,1.74612,82.3838,1.92687,1.90006,0.283634,1.92806,1.75148,1.34107,1.85128,1.74612,193.114,3.04298,3.02228,82.3838,3.07381,3.08674,0.283634,3.04204,3.03238,1.34107,3.04298,3.02228,193.114,3.15633,3.13582,82.3838,3.185,3.19833,0.283634,3.15587,3.14582,1.34107,3.15633,3.13582,All
194.131,1.816,1.85123,82.7071,1.87765,1.86266,0.2908,1.79089,1.8435,1.34813,1.816,1.85123,194.131,1.80989,1.74507,82.7071,1.88375,1.9017,0.2908,1.87174,1.75043,1.34813,1.80989,1.74507,194.131,3.04567,3.02217,82.7071,3.07591,3.08768,0.2908,3.04582,3.03249,1.34813,3.04567,3.02217,194.131,3.15873,3.1357,82.7071,3.18708,3.19923,0.2908,3.15924,3.14591,1.34813,3.15873,3.1357,All
195.148,1.83279,1.85543,83.0303,1.87986,1.86609,0.297966,1.8133,1.848,1.3552,1.83279,1.85543,195.148,1.7685,1.74401,83.0303,1.84064,1.90334,0.297966,1.81543,1.74938,1.3552,1.7685,1.74401,195.148,3.04836,3.02206,83.0303,3.07801,3.08862,0.297966,3.04959,3.0326,1.3552,3.04836,3.02206,195.148,3.16112,3.13558,83.0303,3.18915,3.20014,0.297966,3.16262,3.14601,1.3552,3.16112,3.13558,All
196.166,1.84958,1.85963,83.3535,1.88208,1.86952,0.305132,1.83572,1.8525,1.36226,1.84958,1.85963,196.166,1.72711,1.74296,83.3535,1.79752,1.90498,0.305132,1.75911,1.74833,1.36226,1.72711,1.74296,196.166,3.05105,3.02194,83.3535,3.08011,3.08956,0.305132,3.05336,3.03271,1.36226,3.05105,3.02194,196.166,3.16352,3.13547,83.3535,3.19122,3.20104,0.305132,3.166,3.14611,1.36226,3.16352,3.13547,All
197.183,1.86637,1.86383,83.6768,1.88429,1.87294,0.312297,1.85814,1.857,1.36933,1.86637,1.86383,197.183,1.68572,1.74191,83.6768,1.7544,1.90661,0.312297,1.70279,1.74728,1.36933,1.68572,1.74191,197.183,3.05374,3.02183,83.6768,3.08221,3.0905,0.312297,3.05714,3.03281,1.36933,3.05374,3.02183,197.183,3.16592,3.13535,83.6768,3.1933,3.20194,0.312297,3.16937,3.1462,1.36933,3.16592,3.13535,All
198.2,1.88316,1.86803,84,1.8865,1.87637,0.319463,1.88055,1.86149,1.37639,1.88316,1.86803,198.2,1.64433,1.74086,84,1.71129,1.90825,0.319463,1.64648,1.74623,1.37639,1.64433,1.74086,198.2,3.05643,3.02172,84,3.08432,3.09144,0.319463,3.06091,3.03292,1.37639,3.05643,3.02172,198.2,3.16832,3.13523,84,3.19537,3.20284,0.319463,3.17275,3.1463,1.37639,3.16832,3.13523,All
