iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,b,omega_Cl,omega_Q
936,383.97,1,10.2291,9.85556,44.4577,54.738,0.097221,0.258083,0.915219
937,380.6,1,10.211,9.86135,44.0488,56.0911,0.0968515,0.257692,0.909282
938,379.005,1,10.2044,9.72451,44.0563,55.889,0.0959212,0.259785,0.9299
939,379.372,1,10.1774,9.56312,44.116,55.894,0.0959165,0.258239,0.905355
940,383.196,1,10.2051,9.42848,44.3231,56.3903,0.096989,0.252077,0.938326
941,383.427,1,10.1871,9.57362,44.2582,56.4156,0.0964481,0.263484,0.96334
942,385.059,1,10.2465,10.107,44.1676,55.7421,0.0972049,0.264046,0.974806
943,381.877,1,10.2853,10.0557,44.0293,55.5754,0.0972904,0.262217,0.960168
944,381.273,1,10.2655,9.90126,44.1182,56.2944,0.0968399,0.25855,0.970301
945,385.215,1,10.2799,10.1259,44.1114,55.2479,0.0970316,0.258529,1.0179
946,378.822,1,10.2925,9.98501,44.3219,55.0032,0.0965814,0.25625,0.984698
947,374.864,1,10.2418,9.91834,44.1023,55.0788,0.0953778,0.255703,0.92782
948,375.715,1,10.1888,9.95003,43.7521,54.1463,0.0946053,0.254926,0.908471
949,376.065,1,10.1572,9.79022,43.8955,53.9769,0.0942917,0.256066,0.899881
950,380.466,1,10.128,9.33376,44.133,55.4508,0.0952831,0.253868,0.901927
951,378.092,1,10.1182,8.87602,44.3106,57.3491,0.0948576,0.254634,0.925097
952,374.13,1,10.1094,8.86881,44.3042,58.1265,0.0936002,0.259288,0.924673
953,375.683,1,10.0867,8.91088,44.0561,57.0421,0.0931149,0.258037,0.938146
954,379.774,1,10.1246,9.18764,44.2303,57.6606,0.0940407,0.262179,0.943902
955,385.605,1,10.1527,9.17529,44.3536,55.2972,0.0962876,0.259018,0.945667
956,383.237,1,10.1425,9.35172,43.8806,54.896,0.0962714,0.253655,0.974435
957,381.785,1,10.1254,9.76663,43.3356,51.6938,0.0961246,0.251677,0.955034
958,381.281,1,10.1435,9.87075,43.5288,53.936,0.0958106,0.256591,0.958068
959,383.599,1,10.1441,9.79536,43.3285,53.1769,0.0963744,0.256145,0.949157
960,379.816,1,10.1421,9.939,43.1252,53.9758,0.0958196,0.256764,0.936959
961,375.112,1,10.201,10.1245,43.4122,54.1168,0.0946984,0.255737,0.953621
962,376.496,1,10.238,10.3405,43.5746,55.0394,0.0943863,0.255761,0.972268
963,376.566,1,10.2234,10.4185,43.2697,54.7044,0.0941125,0.251341,0.977792
964,374.559,1,10.2031,10.1653,43.4162,56.493,0.0937994,0.254868,0.939898
965,372.041,1,10.1996,10.2482,43.5904,57.0969,0.0926867,0.261832,0.933239
966,374.649,1,10.2004,10.3302,43.6055,56.2646,0.0924774,0.263267,0.958049
967,373.829,1,10.1855,10.1543,43.6837,56.6385,0.0925922,0.261879,0.940705
968,377.239,1,10.1778,10.0508,43.6277,56.1238,0.0931915,0.258777,0.960263
969,380.222,1,10.1383,10.1458,43.4525,54.4613,0.093593,0.259038,0.980504
970,384.175,1,10.1391,10.2208,43.457,55.1732,0.0947602,0.258357,1.01243
971,380.641,1,10.1742,10.3428,43.4895,54.3378,0.09503,0.255256,1.01416
972,380.682,1,10.1749,10.2264,43.7984,55.4793,0.0948368,0.258312,1.02252
973,388.071,1,10.1728,10.1279,44.058,56.3915,0.0960825,0.262409,1.04698
974,385.206,1,10.1758,10.0219,43.8655,54.9359,0.0964806,0.257035,1.05154
975,385.23,1,10.1596,9.87551,43.7877,54.7744,0.0970384,0.252894,1.02668
976,380.372,1,10.1407,9.7327,43.8435,55.4303,0.0959173,0.255196,1.00729
977,377.155,1,10.1417,9.70725,43.8045,56.2432,0.0951418,0.255124,0.963507
978,381.587,1,10.1224,9.51237,43.6744,55.314,0.0952938,0.254608,0.970923
979,378.225,1,10.13,9.39322,43.8009,58.3752,0.0944192,0.258145,0.98733
980,376.821,1,10.1515,9.51472,43.7719,56.8861,0.0940121,0.253346,0.997297
981,374.823,1,10.1605,9.82424,43.4408,54.1476,0.0930155,0.252811,1.00547
982,378.038,1,10.1591,9.88093,43.4669,53.6949,0.0932095,0.256239,1.00044
983,380.429,1,10.1464,9.70737,43.6296,51.8915,0.0943588,0.255438,0.97102
984,383.022,1,10.1034,9.38817,43.615,52.5355,0.0948727,0.260811,0.967331
985,379.724,1,10.1043,9.64216,43.336,54.607,0.0950373,0.261963,0.928967
986,379.657,1,10.093,9.77398,43.165,54.4684,0.0947136,0.262725,0.926534
987,380.216,1,10.1322,9.87453,43.4476,53.4455,0.0951658,0.262758,0.921986
988,382.514,1,10.1469,9.89447,43.4661,52.7034,0.0965456,0.256359,0.90119
989,383.005,1,10.1665,9.87997,43.6052,53.2396,0.0965526,0.258898,0.931829
990,385.962,1,10.1927,9.8765,43.7066,53.5861,0.0977501,0.260339,0.924105
991,382.971,1,10.2088,9.89229,43.685,53.0475,0.0974176,0.257303,0.95146
992,380.172,1,10.2143,10.0651,43.8259,53.9455,0.0959312,0.261066,0.988357
993,381.357,1,10.1931,9.72446,43.8952,54.2776,0.0955757,0.261704,0.995142
994,384.411,1,10.1664,9.71991,43.7984,54.5356,0.0952128,0.26439,1.04708
995,377.32,1,10.1789,9.88841,43.7695,53.6355,0.0940181,0.263565,1.04319
996,380.405,1,10.1954,10.0541,43.5229,55.4203,0.0946548,0.259101,1.02001
997,383.835,1,10.2027,10.3171,43.2681,54.6693,0.0954707,0.263561,1.00441
998,383.456,1,10.2399,10.3594,43.5073,54.6357,0.0966185,0.261752,0.976132
999,377.025,1,10.1832,10.1069,43.3932,53.1204,0.095182,0.260438,0.949844
1000,378.343,1,10.1852,10.3762,43.1886,53.6588,0.0946109,0.259692,0.962212
1001,377,1,10.1561,10.0669,43.2447,54.4759,0.0935043,0.261064,0.988375
1002,375.468,1,10.1624,9.77963,43.6119,55.3369,0.0931398,0.261795,0.9799
1003,378.212,1,10.1776,9.90867,43.6115,54.8327,0.0933028,0.261677,0.997984
1004,381.455,1,10.1787,9.89722,43.5905,55.0617,0.0943054,0.259475,1.00385
1005,379.45,1,10.1595,9.58749,43.7515,54.0035,0.0937764,0.257142,1.04474
1006,385.641,1,10.1561,9.56976,43.6947,54.6447,0.0954036,0.254804,1.04214
1007,388.283,1,10.1553,9.74754,43.6695,54.3446,0.0962439,0.257654,1.07433
1008,394.443,1,10.1849,9.9359,43.7113,53.9442,0.098249,0.259884,1.10829
1009,388.665,1,10.1962,9.98831,43.9273,54.3353,0.0986484,0.259507,1.06467
1010,384.54,1,10.1923,10.0154,44.0398,54.022,0.0971494,0.263457,1.06512
1011,383.522,1,10.2116,9.94826,44.1304,54.967,0.0962943,0.261753,1.09111
1012,382.448,1,10.2089,10.4057,43.8038,54.5647,0.0959629,0.261764,1.04859
1013,379.887,1,10.2293,10.3199,43.718,54.4221,0.0957056,0.26107,1.01221
1014,375.004,1,10.2246,9.89726,43.9521,55.2981,0.0939974,0.261268,1.01714
1015,379.743,1,10.2351,10.1669,43.8687,54.3162,0.0946201,0.258603,1.0061
1016,380.294,1,10.2534,10.0509,44.0584,54.3987,0.0954783,0.258512,0.977384
1017,385.655,1,10.2967,10.1734,44.2332,53.1554,0.0974348,0.256631,0.975127
1018,389.971,1,10.2638,10.4462,43.9923,52.6607,0.0985837,0.2579,0.991719
1019,383.038,1,10.2628,10.4766,43.8822,54.2978,0.0983617,0.257762,0.951004
1020,386.879,1,10.2375,10.6003,43.8606,53.5478,0.0984436,0.259582,0.964352
1021,384.745,1,10.2333,10.7478,43.6759,54.2725,0.0977157,0.261472,0.987158
1022,378.546,1,10.2227,10.4821,43.6925,54.2962,0.0962375,0.259264,0.974407
1023,383.037,1,10.1558,9.92391,43.5989,53.2608,0.0964116,0.256339,0.957583
1024,383.688,1,10.1396,10.1196,43.5517,54.364,0.0963274,0.260423,0.963662
1025,387.145,1,10.1733,9.89566,43.7303,55.0614,0.0977033,0.261502,0.958246
1026,384.748,1,10.135,9.70726,43.6879,54.2403,0.0976421,0.261512,0.930679
1027,386.27,1,10.1693,9.73521,43.7227,54.0123,0.0984848,0.256976,0.930746
1028,378.874,1,10.1952,9.62655,43.8316,54.043,0.0970902,0.255908,0.930152
1029,382.778,1,10.1822,9.44349,44.0523,56.2363,0.0977131,0.254675,0.904502
1030,379.459,1,10.2007,9.42152,44.1976,56.4075,0.0967559,0.253263,0.937069
1031,379.754,1,10.1929,9.49059,44.4347,55.7648,0.0962506,0.252488,0.944186
1032,380.935,1,10.1982,9.67382,44.5776,56.0869,0.0957101,0.257203,0.975276
1033,376.192,1,10.2101,9.47884,44.5333,55.0872,0.0948054,0.253342,0.985389
1034,379.548,1,10.1876,9.17739,44.467,55.5101,0.0950089,0.252262,0.984842
1035,375.158,1,10.1783,9.26831,44.2317,55.9105,0.0941239,0.252597,0.97061
1036,374.919,1,10.1497,9.03947,44.3445,55.6052,0.0940526,0.258562,0.907836
1037,377.988,1,10.1733,9.39008,44.0508,56.1997,0.0948915,0.258727,0.888628
1038,378.39,1,10.1756,9.57262,43.8062,55.7797,0.0953966,0.257928,0.874982
1039,379.544,1,10.2161,9.88473,43.7908,55.6063,0.095267,0.258592,0.937381
1040,378.136,1,10.1811,9.91992,43.5886,54.4243,0.0938974,0.262637,0.986937
1041,381.063,1,10.156,9.93311,43.5823,56.2101,0.0947308,0.265424,0.948433
1042,381.015,1,10.1955,10.0433,43.6583,54.1389,0.0953163,0.262008,0.96265
1043,379.286,1,10.1913,10.2005,43.4961,52.6717,0.0942978,0.265569,0.991615
1044,384.94,1,10.2091,9.91012,43.7487,52.322,0.0953228,0.260071,1.03914
1045,385.056,1,10.2323,9.7006,43.8924,52.0972,0.0969805,0.256013,0.999016
1046,380.58,1,10.2344,10.031,43.7866,51.2086,0.0966167,0.257928,0.959767
1047,377.992,1,10.2308,10.093,43.7119,52.9796,0.0956908,0.25829,0.948852
1048,385.012,1,10.2192,10.2544,43.6517,53.5241,0.0968828,0.261034,0.934581
1049,376.809,1,10.2076,10.1893,43.4824,53.084,0.0951257,0.258458,0.965385
1050,381.146,1,10.1901,10.2772,43.482,52.4366,0.0948303,0.261475,0.990973
1051,377.287,1,10.2177,10.7596,43.3221,52.2851,0.0939528,0.263769,1.00401
1052,382.968,1,10.2135,11.0019,43.1807,53.8691,0.094821,0.266525,0.997033
1053,386.863,1,10.2005,10.7575,43.0218,53.1599,0.0958419,0.264651,1.02217
1054,384.343,1,10.2539,10.5571,43.3314,53.8114,0.0959888,0.264411,1.0616
1055,385.733,1,10.2188,10.5953,43.0278,52.7225,0.0958151,0.263263,1.08674
1056,389.118,1,10.2653,10.7466,43.4102,51.72,0.0963837,0.263571,1.16434
1057,384.618,1,10.2386,10.4059,43.5243,52.4084,0.0959677,0.261215,1.14934
1058,383.874,1,10.1963,10.6817,43.0103,51.5101,0.0956656,0.256291,1.11174
1059,381.337,1,10.1812,10.6048,42.7454,52.2319,0.0954662,0.257199,1.045
1060,393.969,1,10.1775,10.1756,43.1258,53.8838,0.0980254,0.257182,1.07161
1061,384.085,1,10.1483,9.98337,42.9444,54.3129,0.0967987,0.25777,1.06179
1062,381.055,1,10.118,9.75166,43.222,55.988,0.095472,0.264024,1.03241
1063,376.957,1,10.1392,9.99328,43.4035,55.4059,0.0946493,0.261139,0.98967
1064,379.699,1,10.1566,10.28,43.5514,55.2118,0.0952567,0.264931,0.927153
1065,377.591,1,10.1799,10.2601,43.6839,55.2456,0.0946282,0.265926,0.931305
1066,377.55,1,10.2075,10.1179,43.7827,56.1066,0.0947891,0.264593,0.924425
1067,377.881,1,10.2318,10.2293,43.8003,56.2156,0.0950592,0.26368,0.915156
1068,381.984,1,10.2321,10.3391,43.8193,56.4413,0.0963359,0.264582,0.887824
1069,387.517,1,10.2037,10.2388,43.913,56.4954,0.0979299,0.266771,0.890285
1070,379.542,1,10.216,10.2321,44.1056,56.2371,0.0965209,0.267513,0.918008
1071,382.056,1,10.2341,10.264,44.1631,54.5214,0.0964113,0.264833,0.951109
1072,382.854,1,10.2092,10.0887,44.0591,55.0738,0.0963483,0.266609,0.955223
1073,379.589,1,10.2283,9.89195,44.0709,54.6873,0.0966599,0.260781,0.920429
1074,379.615,1,10.1666,10.1001,43.5913,55.5479,0.0958363,0.259213,0.917744
1075,380.75,1,10.1565,10.0961,43.7054,55.0599,0.0953473,0.260834,0.950729
1076,376.355,1,10.1194,9.80829,43.6368,56.5988,0.0936946,0.262829,0.969687
1077,382.862,1,10.1579,9.36854,43.6247,55.1275,0.0946707,0.261683,1.00631
1078,384.892,1,10.1238,9.32694,43.3562,53.7077,0.0950851,0.261679,1.02519
1079,376.467,1,10.139,9.57586,43.3951,54.6515,0.0936677,0.265759,1.01202
1080,381.207,1,10.1632,9.46679,43.524,55.398,0.0949297,0.263502,0.977123
1081,379.909,1,10.1658,10.0038,42.9007,54.7647,0.0951156,0.262213,0.944235
1082,382.199,1,10.1734,10.2331,42.8709,53.8501,0.0954029,0.261031,0.965764
1083,379.535,1,10.1696,10.4168,42.86,52.0752,0.0948415,0.259117,0.976175
1084,380.703,1,10.2033,10.7256,42.9006,52.5602,0.0955083,0.258653,0.952938
1085,378.927,1,10.2238,11.1129,42.8336,53.3788,0.0950161,0.262314,0.955281
1086,385.726,1,10.225,10.9662,43.0397,52.1287,0.0961506,0.262397,0.982953
1087,381.446,1,10.2183,10.8248,43.2714,52.7648,0.0955014,0.265121,0.998557
1088,387.286,1,10.2133,10.9295,43.0693,53.0044,0.0964673,0.264998,1.01566
1089,381.849,1,10.2258,10.7516,43.3163,53.2896,0.0963713,0.261958,0.997422
1090,383.799,1,10.2325,10.6827,43.2246,53.2617,0.0964099,0.259147,1.01835
1091,387.001,1,10.1987,10.6392,43.1868,54.2684,0.0966278,0.265623,1.02779
1092,390.238,1,10.2458,10.7715,43.2584,53.5734,0.0979884,0.26426,1.04923
1093,383.304,1,10.2577,10.9651,43.3773,53.3953,0.0970635,0.265498,1.03388
1094,383.099,1,10.2647,11.1513,43.277,53.4157,0.0963665,0.267655,1.03706
1095,384.451,1,10.277,11.4577,43.2375,52.2988,0.0967891,0.261824,1.03172
1096,379.161,1,10.2686,11.4719,43.2572,51.899,0.0950222,0.260688,1.06578
1097,384.624,1,10.2622,11.2074,43.1527,51.1304,0.095213,0.258752,1.10612
1098,383.034,1,10.2516,11.0839,43.3801,50.7926,0.0953582,0.255843,1.1026
1099,380.583,1,10.2541,10.7746,43.5179,50.8936,0.0950137,0.253202,1.09679
1100,384.1,1,10.2407,10.7945,43.4444,52.1657,0.0958429,0.258946,1.04723
1101,382.927,1,10.2181,10.369,43.3157,51.6912,0.0962133,0.257276,1.01342
1102,378.89,1,10.1948,10.1997,43.3498,51.8713,0.0957864,0.25531,0.967065
1103,387.44,1,10.1641,9.77391,43.366,51.6876,0.0977861,0.253394,0.929641
1104,384.532,1,10.1714,9.63342,43.6643,52.2739,0.0974836,0.257013,0.952564
1105,381.061,1,10.1948,9.67613,43.8082,52.8282,0.0966761,0.261172,0.95223
1106,382.703,1,10.1761,9.59529,43.7174,53.5486,0.0960605,0.262361,0.985197
1107,380.803,1,10.1354,9.52795,43.4461,54.6806,0.0956607,0.257062,0.972947
1108,378.551,1,10.1791,9.70752,43.504,55.0149,0.0950796,0.255314,0.990953
1109,378.04,1,10.1646,9.80687,43.3069,53.0895,0.0947792,0.253137,0.967116
1110,378.353,1,10.1651,9.87574,43.2988,53.6006,0.0946534,0.252207,0.96826
1111,383.148,1,10.2084,9.88249,43.7246,55.6666,0.0957398,0.258702,0.977979
1112,379.225,1,10.204,9.92409,43.9104,55.6664,0.0949823,0.26218,0.98815
1113,384.255,1,10.1529,9.65768,44.1689,56.9198,0.0955973,0.264037,0.982125
1114,382.434,1,10.1455,9.61652,44.2587,57.2073,0.0953765,0.265789,0.989832
1115,381.711,1,10.1962,9.67257,44.5318,56.9934,0.0959934,0.263785,0.97706
1116,381.621,1,10.2184,9.38288,44.9103,57.0135,0.0961052,0.265866,0.978758
1117,378.714,1,10.2446,9.35011,45.0732,56.0584,0.0959662,0.263445,0.956676
1118,379.532,1,10.2802,9.75865,44.949,55.8516,0.0966592,0.26302,0.911982
1119,387.54,1,10.2618,9.71433,44.7733,55.1314,0.0987296,0.262966,0.890661
1120,387.1,1,10.2615,9.72333,44.7563,55.7927,0.099968,0.259776,0.877889
1121,382.955,1,10.2286,9.71614,44.7293,58.1804,0.0994552,0.264078,0.843939
1122,384.255,1,10.2179,9.50842,44.898,58.4456,0.0992749,0.265201,0.852017
1123,381.813,1,10.1893,9.36542,44.7733,57.3916,0.0981277,0.262731,0.875989
1124,382.982,1,10.1416,9.12488,44.8072,60.5033,0.0974367,0.265783,0.889575
1125,386.633,1,10.1429,9.23224,44.583,57.8192,0.0973174,0.264767,0.953432
1126,376.509,1,10.1388,9.5022,44.2895,57.0174,0.0951655,0.269221,0.931594
1127,375.301,1,10.1252,9.25796,44.3139,57.0708,0.0941458,0.268717,0.912623
1128,383.679,1,10.1426,9.21539,44.5453,55.8536,0.0951113,0.264853,0.971625
1129,381.084,1,10.1533,9.28511,44.4557,55.4086,0.0951552,0.26257,0.986058
1130,383.821,1,10.1734,9.28951,44.4132,55.4842,0.0958554,0.26252,0.997468
1131,382.81,1,10.1718,9.45961,44.2052,54.5357,0.0966378,0.258516,0.954264
1132,377.63,1,10.189,9.48703,44.1816,54.6251,0.0956217,0.257453,0.952594
1133,374.727,1,10.1453,9.28429,44.0326,55.4755,0.0939333,0.257352,0.960494
1134,383.594,1,10.153,9.11404,44.0713,56.7066,0.0953697,0.258245,0.972392
1135,386.459,1,10.1113,9.01966,44.1717,57.7049,0.0962391,0.261098,0.984136
1136,391.656,1,10.1078,9.04686,43.9267,56.2457,0.0974354,0.259071,1.04177
1137,384.389,1,10.1269,9.34878,43.605,54.6202,0.0974554,0.256029,0.997443
1138,381.187,1,10.1372,9.44797,43.6227,53.6486,0.0968883,0.255048,0.96249
1139,376.678,1,10.1902,9.63432,43.6906,53.4634,0.0958321,0.254066,0.948903
1140,380.835,1,10.189,9.60784,43.7495,53.083,0.0954482,0.253709,0.986759
1141,377.498,1,10.1836,9.68337,43.9204,54.885,0.0955177,0.257164,0.920115
1142,376.654,1,10.2028,9.82536,43.773,55.4766,0.0955503,0.258865,0.881595
1143,381.779,1,10.229,9.81062,44.27,54.9364,0.0965441,0.260412,0.895706
1144,382.175,1,10.2396,9.61093,44.6644,54.0616,0.0966347,0.263283,0.928279
1145,384.895,1,10.1856,9.4636,44.2513,53.5037,0.0965325,0.268252,0.946946
1146,386.314,1,10.1377,9.07096,43.7504,53.5939,0.0963933,0.267391,0.986515
1147,383.751,1,10.1707,9.66786,43.4062,53.1765,0.0956282,0.263736,1.05144
1148,381.31,1,10.1584,9.87379,42.9409,52.4212,0.0948344,0.260645,1.05547
1149,383.281,1,10.1793,10.2477,42.8941,53.7649,0.0951931,0.263491,1.03968
1150,383.609,1,10.1941,10.2544,43.1291,53.0129,0.0950294,0.265317,1.06991
1151,378.789,1,10.2154,10.342,43.4672,53.2283,0.0941748,0.265527,1.06693
1152,382.188,1,10.1787,10.2352,43.4531,53.1148,0.0943404,0.2623,1.06123
1153,380.981,1,10.1691,10.0008,43.3952,52.2767,0.094725,0.258298,1.02773
1154,379.816,1,10.1823,9.63162,43.6319,52.8649,0.0945102,0.260547,1.01969
1155,377.267,1,10.1816,9.77737,43.6286,52.6366,0.0938388,0.262951,0.999585
1156,380.601,1,10.1858,9.49469,43.7701,52.5146,0.0947748,0.26367,0.967479
1157,380.308,1,10.1863,9.3,43.9125,52.9776,0.0947956,0.265455,0.975788
1158,384.948,1,10.1781,9.16686,44.2231,55.0616,0.096168,0.266961,0.960484
1159,381.684,1,10.1888,9.24074,44.3239,55.8565,0.0961447,0.262437,0.976333
1160,382.089,1,10.1874,9.12216,44.4037,55.6657,0.0958783,0.260096,1.00538
1161,386.647,1,10.2044,9.3459,44.2417,55.3472,0.0971408,0.256358,1.01316
1162,382.29,1,10.1696,9.35652,43.9075,54.2523,0.0954483,0.261568,1.05778
1163,383.403,1,10.1551,9.44198,44.0415,54.5751,0.0951306,0.265163,1.06565
1164,380.781,1,10.1691,9.89081,43.9337,54.6626,0.0947552,0.262505,1.05617
1165,379.306,1,10.1642,9.84824,43.7305,55.0936,0.0943145,0.260617,1.041
1166,379.415,1,10.1386,10.1192,43.5253,54.4098,0.0937666,0.26135,1.04045
1167,383.519,1,10.1722,10.2765,43.5657,55.4953,0.0946697,0.262068,1.05323
1168,388.364,1,10.1955,10.4227,43.5547,55.2825,0.0966053,0.263097,1.03346
1169,382.692,1,10.1852,10.369,43.4069,53.7462,0.0960226,0.263739,1.01979
1170,378.228,1,10.1909,10.0216,43.6745,53.4238,0.095628,0.26216,0.964379
1171,375.749,1,10.1814,9.88907,43.7702,54.0845,0.0944562,0.262576,0.948736
1172,378.791,1,10.1831,9.6986,43.962,55.8558,0.0947109,0.263475,0.941839
1173,377.577,1,10.1476,9.36038,44.0956,56.279,0.0941802,0.263892,0.947765
1174,382.354,1,10.1276,9.33987,44.0746,56.1064,0.0944898,0.264872,0.980559
1175,383.579,1,10.1258,9.33412,44.1939,55.6701,0.0955371,0.266151,0.960181
1176,388.361,1,10.1298,9.03989,44.3606,56.9792,0.0974973,0.263648,0.954544
1177,381.083,1,10.1659,9.33555,44.4394,58.5322,0.0969073,0.263934,0.948633
1178,378.701,1,10.1888,9.5597,44.4382,58.3723,0.0956087,0.265545,0.963828
1179,379.766,1,10.2027,9.50286,44.3229,57.309,0.0953426,0.264668,0.969594
1180,380.811,1,10.189,9.37077,44.3888,57.3781,0.0952264,0.266856,0.974253
1181,378.257,1,10.1968,9.31854,44.3746,56.0658,0.0949359,0.263298,0.972341
1182,377.384,1,10.2036,9.33735,44.3608,54.4998,0.0939897,0.26247,1.01296
1183,384.455,1,10.1702,9.17137,43.897,54.5369,0.0956333,0.254749,0.999026
1184,384.303,1,10.1775,9.28453,43.9637,54.9885,0.0961078,0.257563,1.00764
1185,382.08,1,10.1291,9.27903,43.7747,52.9215,0.0955109,0.258366,1.00497
1186,378.079,1,10.1418,9.30363,43.8435,54.2351,0.0954446,0.258501,0.94227
1187,376.339,1,10.1351,9.62314,43.8899,54.9536,0.0944497,0.260418,0.931399
1188,380.159,1,10.1725,9.76721,44.0246,57.5069,0.0955053,0.258802,0.919344
1189,378.638,1,10.1711,9.89713,43.9387,57.7643,0.0953235,0.254975,0.928202
1190,376.471,1,10.1855,10.0341,44.1224,57.7136,0.0948328,0.256148,0.92185
1191,378.626,1,10.2056,10.1822,44.2586,56.092,0.0950244,0.261101,0.917316
1192,378.699,1,10.2069,10.0038,44.3219,56.9074,0.0955197,0.262747,0.8942
1193,379.86,1,10.2011,9.85999,44.2892,55.8675,0.0958577,0.259872,0.898985
1194,383.26,1,10.1617,9.95205,43.8416,55.493,0.0958845,0.262075,0.929257
1195,381.175,1,10.1853,9.88588,43.6169,55.9952,0.096195,0.259546,0.928186
1196,388.767,1,10.2082,9.94531,43.7487,55.1115,0.0978784,0.258892,0.955271
1197,380.622,1,10.1897,9.93752,43.7203,55.1075,0.0965254,0.258858,0.964972
1198,374.359,1,10.2383,10.0674,43.9883,55.8233,0.0953923,0.255235,0.948029
1199,374.213,1,10.2574,10.2695,44.0673,55.8694,0.0946597,0.255005,0.935295
1200,373.734,1,10.2226,9.97679,44.1243,56.6531,0.0939558,0.256582,0.91998
1201,375.397,1,10.1977,9.72983,44.2138,57.5842,0.093638,0.260118,0.923995
1202,374.692,1,10.2321,9.86089,44.359,56.4925,0.0939447,0.258554,0.914554
1203,379.146,1,10.241,9.8839,44.4067,54.58,0.0943849,0.260325,0.948217
1204,384.88,1,10.2121,9.69645,44.2273,53.6565,0.0956505,0.259581,0.976627
1205,386.945,1,10.1844,9.95792,43.9477,52.7861,0.0970393,0.255628,0.97975
1206,378.395,1,10.2005,9.93106,44.0262,53.2152,0.0965075,0.25253,0.941481
1207,380.333,1,10.1996,9.69114,44.1279,52.9746,0.0965594,0.250037,0.937084
1208,384.767,1,10.227,9.50742,44.573,52.1317,0.0968845,0.254432,0.990171
1209,381.452,1,10.2672,9.50353,44.5207,52.8281,0.0966817,0.253292,1.00566
1210,380.866,1,10.2412,9.3031,44.4387,52.3093,0.0961398,0.253705,1.00227
1211,385.259,1,10.2335,9.32931,44.4287,53.0862,0.0972969,0.255851,0.972936
1212,384.372,1,10.2331,9.56706,44.1037,53.3413,0.0968354,0.257575,1.01548
1213,379.019,1,10.2549,10.0251,43.8422,54.3318,0.0961997,0.260789,0.973534
1214,388.102,1,10.2394,10.0461,43.633,54.4493,0.0980214,0.261035,0.947132
1215,382.795,1,10.2309,10.3601,43.1594,54.1125,0.0979203,0.258856,0.915203
1216,376.992,1,10.2687,10.7407,43.1259,53.1708,0.0966316,0.256693,0.915734
1217,380.608,1,10.2522,10.9573,43.1474,52.4628,0.0965265,0.261189,0.898791
1218,388.831,1,10.24,11.0556,43.3452,52.1574,0.0977215,0.264295,0.945063
1219,392.719,1,10.2145,10.9514,42.8503,52.5221,0.0991473,0.2625,0.977728
1220,389.251,1,10.2335,10.9054,42.8027,50.3265,0.0997382,0.257831,0.972251
1221,386.443,1,10.2503,10.8752,42.7624,51.1462,0.099817,0.25225,0.959025
1222,389.338,1,10.2465,11.0065,42.6962,50.7268,0.0993825,0.260045,0.982262
1223,391.223,1,10.2295,10.9939,42.7418,51.2372,0.0989231,0.265655,1.03364
1224,387.408,1,10.2358,10.9214,42.8054,49.9375,0.0983208,0.264221,1.03661
1225,386.887,1,10.2453,10.808,42.9584,49.0888,0.0983161,0.258317,1.03401
1226,377.804,1,10.2307,10.3163,43.1331,50.7178,0.0964696,0.256188,0.995872
1227,381.997,1,10.2529,10.1043,43.4282,50.9249,0.096519,0.253893,1.00362
1228,381.346,1,10.2284,10.239,43.3573,51.3882,0.0960797,0.258396,0.98139
1229,379.162,1,10.2176,10.2236,43.2811,52.1338,0.0953017,0.260008,0.978813
1230,383.687,1,10.2207,10.0334,43.613,52.6728,0.0960524,0.262997,0.977441
1231,386.596,1,10.2246,10.1825,43.7125,52.7331,0.0972349,0.265136,0.965686
1232,389.199,1,10.2372,10.1026,43.6636,52.0219,0.0989163,0.260856,0.955002
1233,388.076,1,10.245,10.1335,43.6555,51.7206,0.0998401,0.255834,0.936397
1234,385.284,1,10.2215,9.95797,43.8601,53.5494,0.098146,0.260295,0.995099
1235,380.061,1,10.1813,9.8565,43.9647,54.6298,0.0964281,0.264696,0.973578
1236,387.816,1,10.1806,9.91155,44.265,55.3356,0.0982211,0.266968,0.924264
1237,383.352,1,10.1703,9.65291,44.4694,55.075,0.0979188,0.268098,0.901542
1238,378.97,1,10.1925,9.5471,44.6564,53.706,0.0969862,0.266721,0.891155
1239,378.934,1,10.1944,9.26312,44.7622,53.0576,0.0965971,0.266065,0.875324
1240,379.875,1,10.2084,9.42967,44.6968,53.1232,0.0958617,0.264468,0.923136
1241,377.715,1,10.2045,9.39815,44.8586,53.3648,0.095043,0.26591,0.933647
1242,379.17,1,10.1968,9.66354,44.6758,53.7455,0.0946359,0.265673,0.961431
1243,383.498,1,10.2056,9.37357,44.7875,53.7494,0.0962822,0.261833,0.946164
1244,380.69,1,10.2021,9.15453,45.0484,56.6674,0.095783,0.266915,0.959654
1245,381.625,1,10.2183,9.33398,44.9883,57.1206,0.0963989,0.264972,0.940983
1246,378.852,1,10.1966,9.48717,44.6912,58.6193,0.0956125,0.267022,0.931138
1247,376.693,1,10.2161,9.5936,44.7099,56.7074,0.0954758,0.264282,0.900384
1248,376.788,1,10.2123,9.70454,44.8941,56.7832,0.0950289,0.265318,0.90075
