iteration,convergenceIndicator,phase,Cl_pop,beta_Cl_logtCLCRMLMIN,V1_pop,Q_pop,V2_pop,bias_pop,omega_Cl,omega_V1,omega_Q,omega_V2,bias_sd,corr_V2_V1,a1,a2
533,684.751,1,5.35256,0.302677,21.31,5.6624,24.3536,0.589379,0.228484,0.18852,0.787796,0.16555,5.03219,0.999,0.14914,0.0630476
534,685.63,1,5.34725,0.271943,21.364,5.69024,24.399,0.52556,0.235265,0.191072,0.78865,0.167296,5.04509,0.999,0.148058,0.0614512
535,679.002,1,5.35414,0.251381,21.3382,5.66382,24.3615,0.562407,0.235937,0.188571,0.787589,0.165331,5.08678,0.999,0.149036,0.0612661
536,678.928,1,5.33424,0.28527,21.4321,5.43354,24.4917,0.527357,0.231983,0.191155,0.778365,0.16663,4.99817,0.999,0.149923,0.0606495
537,683.172,1,5.3207,0.269381,21.397,5.36831,24.4635,0.567341,0.234642,0.192658,0.820336,0.167185,5.09062,0.999,0.151923,0.0602788
538,681.491,1,5.34,0.251224,21.364,5.13081,24.4399,0.642696,0.235793,0.191025,0.808649,0.166503,5.04862,0.999,0.15035,0.0607982
539,685.299,1,5.35605,0.258789,21.3285,5.144,24.4249,0.678937,0.236438,0.187498,0.833706,0.163945,5.06511,0.999,0.15255,0.0617278
540,693.843,1,5.36314,0.240805,21.4015,5.13543,24.4838,0.723973,0.239715,0.18275,0.833381,0.160997,5.10184,0.999,0.152957,0.0609011
541,692.235,1,5.37144,0.250079,21.3908,5.24847,24.4594,0.68327,0.238882,0.18449,0.834198,0.161985,5.03204,0.999,0.15261,0.0612579
542,685.373,1,5.36682,0.260239,21.4217,5.31291,24.4463,0.67683,0.238388,0.186784,0.866102,0.163953,4.94356,0.999,0.153956,0.0604405
543,690.062,1,5.39067,0.235477,21.3908,5.37004,24.4226,0.710696,0.233842,0.187324,0.906472,0.164301,4.88019,0.999,0.156943,0.0600872
544,693.916,1,5.38189,0.262386,21.4045,5.57796,24.4182,0.648112,0.227921,0.189107,0.907752,0.165719,4.75662,0.999,0.15522,0.0625192
545,697.179,1,5.40141,0.24233,21.4011,5.63629,24.4092,0.727476,0.228973,0.190877,0.884767,0.167591,4.832,0.999,0.151452,0.0644569
546,695.36,1,5.38109,0.255598,21.3571,5.73868,24.385,0.720356,0.22818,0.192803,0.880275,0.168422,4.76536,0.999,0.153532,0.063371
547,697.806,1,5.41772,0.300611,21.2937,5.5963,24.3147,0.822756,0.230392,0.191831,0.873485,0.166914,4.88696,0.999,0.16068,0.0619346
548,686.152,1,5.35531,0.310483,21.359,5.35841,24.3867,0.680883,0.228321,0.190224,0.851368,0.164781,4.90513,0.999,0.156611,0.0609935
549,688.775,1,5.35947,0.298189,21.3719,5.4298,24.4138,0.66898,0.227206,0.190093,0.829811,0.165443,5.0075,0.999,0.154377,0.0629665
550,690.949,1,5.34731,0.332307,21.4433,5.50015,24.4445,0.6193,0.226806,0.191176,0.8088,0.167429,4.88071,0.999,0.151039,0.0632932
551,683.5,1,5.35073,0.321781,21.4412,5.30293,24.4478,0.600517,0.226888,0.188945,0.800919,0.166921,4.8345,0.999,0.15035,0.0616906
552,679.847,1,5.32884,0.274883,21.3493,5.12442,24.4133,0.564106,0.230623,0.191611,0.78991,0.170871,4.85416,0.999,0.150047,0.0617589
553,683.117,1,5.34269,0.278305,21.3706,5.23094,24.4615,0.640229,0.233502,0.189389,0.777399,0.169266,5.07911,0.999,0.149201,0.0615381
554,675.658,1,5.31747,0.255452,21.352,5.48509,24.4372,0.562939,0.227589,0.188599,0.763618,0.167801,4.96172,0.999,0.148013,0.0608681
555,679.785,1,5.35999,0.275837,21.2841,5.76834,24.3462,0.579033,0.226078,0.187138,0.767885,0.167456,4.96156,0.999,0.146935,0.0620777
556,678.509,1,5.36944,0.315581,21.2732,5.85121,24.3089,0.626375,0.225543,0.186695,0.748442,0.168648,4.91233,0.999,0.146295,0.0632765
557,677.479,1,5.38235,0.309651,21.2654,5.98211,24.292,0.640175,0.226934,0.185546,0.811224,0.169224,4.96954,0.999,0.147272,0.0616743
558,683.412,1,5.38882,0.272361,21.2787,5.62161,24.2992,0.700986,0.233515,0.184898,0.828195,0.166412,5.05835,0.999,0.150016,0.0625917
559,685.253,1,5.371,0.258163,21.271,5.54191,24.294,0.793114,0.230305,0.183108,0.856252,0.164472,5.00929,0.999,0.151223,0.0610069
560,680.449,1,5.39592,0.26209,21.2964,5.46347,24.3085,0.748119,0.225904,0.186096,0.834572,0.16921,4.91872,0.999,0.152516,0.0613566
561,680.5,1,5.39509,0.24622,21.2659,5.33967,24.2659,0.777944,0.230501,0.189173,0.81344,0.173348,5.04657,0.999,0.148775,0.0618018
562,680.85,1,5.38128,0.254491,21.2178,5.77986,24.2148,0.617482,0.227707,0.189449,0.844285,0.173427,5.01352,0.999,0.14647,0.0617308
563,681.947,1,5.34671,0.286148,21.1889,5.7599,24.2114,0.574027,0.230072,0.191349,0.842881,0.175298,5.09033,0.999,0.149374,0.0607412
564,677.541,1,5.34913,0.273492,21.1769,5.86165,24.1731,0.574192,0.232467,0.193815,0.840029,0.177369,5.03829,0.999,0.148007,0.0595753
565,692.553,1,5.31962,0.270308,21.1384,5.50853,24.1455,0.512867,0.230109,0.194591,0.818759,0.177787,5.02154,0.999,0.149198,0.0614451
566,695.456,1,5.3169,0.281434,21.1799,5.8363,24.2102,0.506601,0.232669,0.195496,0.798028,0.180868,4.91417,0.999,0.151212,0.0637392
567,697.897,1,5.29715,0.307069,21.1976,5.48082,24.2028,0.498422,0.228083,0.196174,0.850543,0.181213,4.86231,0.999,0.151497,0.0639895
568,693.744,1,5.33536,0.29362,21.1606,5.52033,24.1513,0.554894,0.233884,0.195422,0.829007,0.179856,4.87385,0.999,0.152627,0.0632057
569,694.49,1,5.33878,0.273406,20.9997,5.56912,23.9664,0.561099,0.237251,0.196378,0.808016,0.180862,4.81872,0.999,0.151703,0.0636881
570,709.292,1,5.34473,0.292199,20.9725,5.81129,23.9308,0.606457,0.235265,0.194977,0.811657,0.180579,5.03709,0.999,0.151911,0.0650822
571,692.281,1,5.32538,0.318431,21.0075,5.60797,23.9847,0.561526,0.234504,0.195748,0.873514,0.179609,4.90955,0.999,0.150162,0.0634342
572,693.98,1,5.38152,0.30547,21.0297,5.69525,24.0087,0.626626,0.23374,0.198778,0.852124,0.183022,4.86814,0.999,0.147701,0.0640586
573,692.18,1,5.38149,0.306566,20.9683,5.87965,23.9487,0.638705,0.231637,0.198843,0.864922,0.183455,4.95466,0.999,0.146412,0.0638825
574,695.09,1,5.44111,0.29134,20.9413,6.07168,23.9142,0.742559,0.232683,0.197125,0.913839,0.181962,4.87363,0.999,0.144799,0.064942
575,691.255,1,5.45858,0.289211,21.0497,5.84906,23.9997,0.881837,0.231738,0.192133,0.895693,0.179273,4.82249,0.999,0.146281,0.0638538
576,694.399,1,5.42761,0.285118,21.103,5.533,24.1277,0.895178,0.227973,0.189631,0.878592,0.175929,4.91568,0.999,0.149635,0.0634392
577,684.546,1,5.41065,0.283401,21.1327,5.5932,24.1434,0.819468,0.224157,0.194616,0.915113,0.180317,4.81846,0.999,0.148069,0.0625772
578,688.968,1,5.38517,0.298837,21.1299,5.63947,24.1359,0.742747,0.219009,0.193463,0.891942,0.180261,4.70872,0.999,0.146847,0.0645896
579,696.94,1,5.39607,0.268237,21.0568,5.36183,24.0704,0.866511,0.216218,0.193517,0.897826,0.17906,4.71689,0.999,0.151696,0.0647813
580,694.021,1,5.38343,0.257268,21.0339,5.4063,24.0669,0.826236,0.215918,0.195038,0.875093,0.180134,4.69932,0.999,0.148695,0.0657655
581,701.055,1,5.38408,0.280424,21.0865,5.64258,24.1133,0.71999,0.219316,0.193308,0.852935,0.17775,4.67941,0.999,0.148738,0.0688334
582,687.026,1,5.41966,0.285415,21.0919,5.89428,24.1277,0.81995,0.218807,0.196515,0.849532,0.181435,4.70743,0.999,0.147251,0.0670905
583,703.902,1,5.42094,0.274962,21.1023,5.53987,24.1838,0.852244,0.219406,0.196686,0.857039,0.182232,4.77388,0.999,0.151527,0.0656279
584,691.124,1,5.4194,0.288481,21.1483,5.60586,24.2432,0.801566,0.222023,0.201679,0.835338,0.18522,4.79552,0.999,0.148749,0.0639662
585,688.776,1,5.39729,0.297417,21.0571,5.83552,24.1375,0.837851,0.218472,0.198315,0.856673,0.182842,4.85332,0.999,0.150052,0.0623465
586,691.439,1,5.4287,0.250515,21.0502,5.9956,24.1502,0.925653,0.21294,0.196387,0.883888,0.181703,4.91079,0.999,0.149724,0.0631116
587,691.454,1,5.45945,0.268121,21.0487,5.86499,24.1546,0.971986,0.214455,0.199457,0.885159,0.184128,5.02757,0.999,0.149947,0.0626178
588,693.441,1,5.44595,0.275498,21.1088,5.99376,24.1716,0.927503,0.218503,0.201959,0.922172,0.186144,4.90027,0.999,0.146151,0.0649498
589,691.068,1,5.43062,0.244391,21.1356,5.52089,24.2019,0.949497,0.222877,0.202254,0.910368,0.184417,4.89985,0.999,0.145029,0.064779
590,691.649,1,5.41752,0.271009,21.107,5.7237,24.2048,0.858378,0.221552,0.201733,0.887317,0.184875,4.88317,0.999,0.146554,0.0643915
591,688.508,1,5.44432,0.278779,21.2291,5.62949,24.3529,0.797717,0.21958,0.198282,0.869814,0.182289,5.11127,0.999,0.147486,0.0627611
592,690.155,1,5.40695,0.25381,21.3078,5.80263,24.3847,0.746149,0.224012,0.198427,0.892548,0.182595,5.05658,0.999,0.145307,0.0629368
593,687.981,1,5.39002,0.262729,21.2782,5.74524,24.3512,0.721181,0.224291,0.194618,0.869948,0.180193,4.94824,0.999,0.145638,0.0641579
594,685.767,1,5.39366,0.239186,21.2638,5.67717,24.3744,0.702216,0.225396,0.196896,0.84792,0.180072,4.95638,0.999,0.145131,0.0640538
595,688.054,1,5.35409,0.275244,21.4604,5.65761,24.5832,0.576457,0.224171,0.199351,0.826451,0.181997,4.92685,0.999,0.14337,0.0646577
596,684.273,1,5.34527,0.30177,21.5196,5.67773,24.614,0.602022,0.224196,0.199997,0.859297,0.182526,5.01683,0.999,0.14391,0.0633216
597,686.37,1,5.38127,0.282274,21.5297,5.64032,24.6037,0.733966,0.226057,0.197542,0.837539,0.179014,5.23605,0.999,0.142731,0.0650332
598,690.269,1,5.37095,0.321684,21.5061,5.69247,24.5654,0.706698,0.228291,0.193863,0.835476,0.175039,5.23125,0.999,0.147683,0.0641087
599,691.368,1,5.38483,0.314446,21.5686,5.74626,24.6445,0.748413,0.228396,0.194404,0.870331,0.175974,5.25857,0.999,0.143943,0.0655561
600,694.566,1,5.35992,0.300525,21.4811,5.70856,24.5459,0.664289,0.230302,0.192532,0.90925,0.176437,5.12542,0.999,0.147725,0.0648804
601,680.726,1,5.3822,0.275996,21.4049,5.50506,24.4554,0.69735,0.228393,0.198028,0.886227,0.182055,5.13328,0.999,0.144205,0.0632376
602,685.071,1,5.41721,0.298172,21.4168,5.72169,24.4097,0.710647,0.226964,0.196769,0.863787,0.183331,5.06682,0.999,0.144396,0.0618992
603,690.448,1,5.3567,0.287405,21.3647,5.65023,24.3877,0.604601,0.230653,0.197682,0.841916,0.18278,4.93956,0.999,0.148052,0.062541
604,684.976,1,5.37985,0.27755,21.3634,5.51744,24.3896,0.62233,0.232147,0.202499,0.82918,0.188101,4.90139,0.999,0.149209,0.0609574
605,681.582,1,5.36363,0.303626,21.3236,5.6941,24.3289,0.608516,0.232003,0.204033,0.813253,0.189618,5.01309,0.999,0.148678,0.06014
606,682.454,1,5.3519,0.309968,21.3462,5.50003,24.3014,0.516414,0.230937,0.200382,0.834932,0.186676,4.88616,0.999,0.149703,0.0605206
607,686.357,1,5.34876,0.320056,21.3352,5.41587,24.3158,0.58343,0.2296,0.201511,0.833666,0.189254,4.76244,0.999,0.151444,0.0612023
608,694.982,1,5.32836,0.311151,21.3334,5.3515,24.3451,0.587974,0.225932,0.197053,0.880359,0.184462,4.81243,0.999,0.152506,0.0637146
609,689.596,1,5.35832,0.322923,21.3621,5.63276,24.3668,0.575898,0.230086,0.19702,0.858068,0.18502,4.79579,0.999,0.153205,0.0621013
610,693.804,1,5.33341,0.335737,21.4585,5.70657,24.4571,0.479054,0.232562,0.198371,0.863787,0.185544,4.89734,0.999,0.150728,0.0618817
611,694.501,1,5.34321,0.297776,21.4051,5.58563,24.4064,0.518834,0.226674,0.194571,0.923701,0.182589,4.77334,0.999,0.149375,0.0631924
612,686.179,1,5.37407,0.284558,21.5604,5.50095,24.5725,0.55942,0.231009,0.196265,0.900312,0.183315,4.82685,0.999,0.148655,0.0615924
613,693.755,1,5.38737,0.288033,21.6498,5.50515,24.6319,0.623434,0.23229,0.195003,0.877516,0.182713,4.79332,0.999,0.145755,0.0629849
614,677.209,1,5.35934,0.284695,21.7327,5.68791,24.7305,0.54989,0.227558,0.196596,0.855297,0.184349,4.85948,0.999,0.145164,0.0616272
615,677.812,1,5.33319,0.301813,21.6509,5.60552,24.6514,0.475786,0.228702,0.195572,0.83364,0.184987,4.88534,0.999,0.141869,0.0619678
616,685.612,1,5.35857,0.249648,21.6612,5.30085,24.6794,0.494614,0.236074,0.197902,0.815997,0.185656,4.97952,0.999,0.146491,0.0621849
617,679.77,1,5.35432,0.262099,21.6268,5.50591,24.6066,0.534783,0.235193,0.194703,0.84936,0.183887,5.04869,0.999,0.1439,0.0615769
618,684.244,1,5.36919,0.289692,21.6088,5.72289,24.5515,0.596346,0.231635,0.19772,0.854843,0.1871,5.04364,0.999,0.144789,0.0609731
619,687.393,1,5.3624,0.267154,21.6659,5.60676,24.627,0.599932,0.230557,0.197622,0.894888,0.187855,5.04278,0.999,0.14285,0.0615776
620,683.013,1,5.36733,0.248923,21.6988,5.70015,24.6831,0.595028,0.235871,0.196756,0.872229,0.187492,5.16826,0.999,0.143024,0.0624199
621,694.283,1,5.39318,0.243234,21.7645,5.70691,24.7427,0.630297,0.235569,0.197156,0.876778,0.188825,5.21553,0.999,0.144762,0.0642586
622,690.442,1,5.39159,0.230556,21.8004,5.5318,24.7858,0.66673,0.237706,0.196646,0.863839,0.188835,5.44711,0.999,0.145961,0.0627409
623,686.405,1,5.40918,0.241954,21.9585,5.45528,24.9652,0.805687,0.232515,0.20559,0.841967,0.196871,5.46303,0.999,0.145477,0.0622917
624,694.394,1,5.43805,0.255953,21.9309,5.37628,24.967,0.817159,0.234736,0.208776,0.833643,0.198855,5.36975,0.999,0.148265,0.0621381
625,689.463,1,5.40715,0.287553,21.9574,5.23793,24.9429,0.678158,0.229856,0.207298,0.812534,0.196208,5.23379,0.999,0.146723,0.0612141
626,685.633,1,5.39256,0.26425,21.9243,5.58481,24.9221,0.686915,0.231834,0.207918,0.833861,0.196783,5.156,0.999,0.144624,0.0605482
627,691.954,1,5.43873,0.283762,21.8616,5.63182,24.8908,0.730361,0.233289,0.21022,0.845462,0.198479,5.02544,0.999,0.149233,0.0630841
628,690.733,1,5.4049,0.29678,21.9461,5.27408,24.9634,0.791069,0.232694,0.207838,0.826445,0.195522,5.00519,0.999,0.148964,0.0614868
629,689.349,1,5.41935,0.272676,21.8775,5.43117,24.9607,0.823546,0.228647,0.207328,0.852517,0.197186,4.9693,0.999,0.150334,0.0607507
630,691.226,1,5.41364,0.269916,22.0102,5.29086,25.0609,0.703054,0.229198,0.214704,0.83093,0.202609,4.84347,0.999,0.149053,0.0616186
631,689.712,1,5.39026,0.283822,22.0244,5.18939,25.039,0.778932,0.226708,0.215998,0.809891,0.205125,4.90288,0.999,0.154395,0.0605664
632,695.988,1,5.35736,0.262411,21.9591,5.00978,24.9613,0.736096,0.226098,0.217811,0.807769,0.20611,4.94192,0.999,0.153454,0.0615456
633,692.139,1,5.3672,0.261586,21.9596,4.99325,24.9801,0.691524,0.220792,0.217487,0.816177,0.206104,4.98915,0.999,0.151603,0.061477
634,695.128,1,5.41264,0.233069,21.8884,5.45171,24.9249,0.778301,0.216587,0.222128,0.795511,0.211315,4.86283,0.999,0.149499,0.0638267
635,697.887,1,5.38339,0.261102,21.8773,5.33678,24.9453,0.699091,0.221719,0.218279,0.775368,0.209471,4.7397,0.999,0.151998,0.0637745
636,700.714,1,5.39546,0.230841,21.886,5.41771,24.9789,0.813329,0.225243,0.218833,0.755735,0.211624,4.95104,0.999,0.151708,0.0644179
637,698.031,1,5.42045,0.219412,21.8449,5.45082,24.9926,0.792705,0.224272,0.219766,0.80588,0.210097,4.87373,0.999,0.150223,0.0636925
638,700.647,1,5.42603,0.228176,21.7088,5.58503,24.809,0.810884,0.221155,0.215623,0.785474,0.207007,4.82272,0.999,0.148641,0.0637862
639,692.59,1,5.40462,0.258091,21.7043,5.58991,24.8254,0.774773,0.221176,0.213645,0.765586,0.207409,4.78382,0.999,0.146293,0.0641502
640,702.474,1,5.40318,0.221924,21.7867,5.33182,24.8734,0.850502,0.215963,0.214771,0.786711,0.208735,4.84104,0.999,0.144328,0.0671447
641,693.364,1,5.43225,0.226084,21.8068,5.51584,24.8597,0.838948,0.221637,0.210755,0.766791,0.204879,4.99526,0.999,0.142637,0.0657617
642,692.126,1,5.41106,0.25603,21.7984,5.61746,24.849,0.742562,0.226169,0.212528,0.747375,0.206738,4.89553,0.999,0.144287,0.0655178
643,690.445,1,5.403,0.222912,21.84,5.5961,24.89,0.808549,0.226894,0.211533,0.809666,0.207267,5.02318,0.999,0.142791,0.064968
644,689.106,1,5.39906,0.215924,21.7876,5.42255,24.8373,0.78272,0.227895,0.210872,0.798173,0.205684,5.10648,0.999,0.144447,0.0633229
645,689.422,1,5.39446,0.207615,21.7797,5.3123,24.8361,0.838865,0.230517,0.213509,0.786451,0.208005,5.12257,0.999,0.147219,0.0617196
646,691.957,1,5.40074,0.249711,21.8133,5.2181,24.8744,0.83204,0.2259,0.214664,0.783241,0.207797,4.99286,0.999,0.144343,0.0647296
647,694.608,1,5.38977,0.311204,21.8649,5.13518,24.9523,0.822953,0.223036,0.214539,0.76968,0.208818,4.87203,0.999,0.147157,0.0643348
648,697.408,1,5.40273,0.252485,22.0736,5.34694,25.1623,0.814683,0.22923,0.215161,0.821203,0.207378,4.90036,0.999,0.144829,0.065273
649,697.146,1,5.42831,0.245362,22.0255,5.47747,25.0975,0.859555,0.230293,0.212258,0.829638,0.203912,5.06035,0.999,0.147364,0.0645944
650,699.908,1,5.45639,0.262738,21.9887,5.28947,25.0537,0.941424,0.231879,0.216193,0.808631,0.207617,5.12487,0.999,0.151884,0.0632427
651,699.562,1,5.41437,0.262071,21.9965,5.23156,25.0487,0.782584,0.229496,0.216613,0.850504,0.20544,5.05628,0.999,0.149747,0.0638187
652,699.823,1,5.39375,0.243983,21.8721,5.31454,24.8954,0.780179,0.22853,0.211631,0.846794,0.200238,5.02939,0.999,0.148269,0.0637632
653,702.488,1,5.40937,0.241054,21.8288,5.19365,24.8456,0.76398,0.230606,0.214905,0.825353,0.20209,5.11727,0.999,0.151336,0.0646163
654,700.289,1,5.39472,0.249996,21.8064,5.5112,24.8485,0.748545,0.227356,0.214996,0.826657,0.202421,5.25882,0.999,0.149964,0.0630929
655,694.334,1,5.37972,0.28529,21.8012,5.55086,24.8571,0.702619,0.224355,0.214899,0.805725,0.204801,5.22053,0.999,0.148507,0.062891
656,697.722,1,5.36652,0.27036,21.9393,5.5679,24.9943,0.748667,0.229366,0.22011,0.785324,0.21099,5.29346,0.999,0.146115,0.0649648
657,695.829,1,5.40995,0.254542,21.8845,5.79051,24.9499,0.762203,0.227106,0.220356,0.765439,0.211548,5.358,0.999,0.143696,0.0651464
658,692.155,1,5.39919,0.263684,21.8325,5.77116,24.8743,0.739028,0.224805,0.217889,0.772589,0.210237,5.31428,0.999,0.144783,0.0634969
659,694.096,1,5.39061,0.210058,21.8673,5.61427,24.9013,0.753769,0.226487,0.219593,0.76245,0.211312,5.42977,0.999,0.144713,0.063617
660,684.439,1,5.40564,0.223225,21.8991,5.44094,24.9132,0.820006,0.226467,0.221127,0.754213,0.215291,5.30657,0.999,0.144269,0.0627932
661,693.433,1,5.41447,0.243587,21.9281,5.5072,24.9093,0.823337,0.227479,0.220468,0.773916,0.213991,5.31748,0.999,0.145108,0.0641308
662,697.466,1,5.40224,0.242704,21.9819,5.59015,24.9412,0.818643,0.229545,0.2196,0.806738,0.215686,5.32238,0.999,0.143241,0.0650493
663,701.393,1,5.45974,0.226877,21.9962,5.4071,24.959,0.874608,0.23225,0.220289,0.856372,0.218081,5.22273,0.999,0.146005,0.0634022
664,693.899,1,5.39666,0.277458,21.9196,5.26013,24.8999,0.820843,0.226369,0.218876,0.834688,0.217625,5.09048,0.999,0.144491,0.0628532
665,698.425,1,5.41307,0.251159,21.9507,5.24041,24.9666,0.799671,0.226466,0.221465,0.813554,0.220972,4.98864,0.999,0.147875,0.0632606
666,691.777,1,5.40063,0.27457,21.9844,5.42958,25.0172,0.782841,0.231495,0.219623,0.803755,0.220643,5.17326,0.999,0.146719,0.0622518
667,697.198,1,5.41216,0.277358,21.9629,5.37761,24.9573,0.688726,0.231417,0.219354,0.834311,0.219605,5.04227,0.999,0.146988,0.0627748
668,697.691,1,5.41127,0.316711,22.0144,5.34244,25.0047,0.693946,0.230441,0.223806,0.813185,0.22485,4.91459,0.999,0.150022,0.0635431
669,701.791,1,5.421,0.2952,22.0199,5.12808,25.0147,0.633885,0.234865,0.223339,0.792595,0.222628,4.79015,0.999,0.150731,0.0640404
670,698.554,1,5.37003,0.308701,21.8843,5.30311,24.8792,0.583529,0.228918,0.217848,0.799512,0.217017,4.66886,0.999,0.146915,0.0643283
671,696.579,1,5.35546,0.284838,21.9033,5.11882,24.9205,0.520955,0.223122,0.218437,0.779268,0.218118,4.55065,0.999,0.149821,0.0637608
672,698.435,1,5.35771,0.31139,21.8966,5.07306,24.9142,0.585731,0.223944,0.21717,0.811023,0.216946,4.43542,0.999,0.152752,0.0640713
673,699.053,1,5.35099,0.3479,21.8521,5.04425,24.8707,0.66827,0.218866,0.216121,0.814723,0.219408,4.50018,0.999,0.153831,0.062449
674,699.258,1,5.36705,0.32565,21.8917,5.13144,24.9195,0.701937,0.218037,0.216539,0.872762,0.220944,4.4378,0.999,0.154501,0.062502
675,702.667,1,5.40454,0.31966,21.8937,5.16704,24.9269,0.802609,0.221299,0.217366,0.883455,0.220358,4.52345,0.999,0.154552,0.0623867
676,702.018,1,5.39876,0.311966,21.8021,5.0948,24.784,0.830805,0.222913,0.219481,0.861086,0.220878,4.59272,0.999,0.157046,0.0612035
677,704.588,1,5.40032,0.337071,21.7859,5.03563,24.7394,0.824837,0.217797,0.218354,0.839283,0.219428,4.54008,0.999,0.158794,0.0627595
678,709.867,1,5.4243,0.332685,21.7538,5.07328,24.7196,0.903407,0.220052,0.21539,0.830502,0.216813,4.5303,0.999,0.159433,0.063381
679,709.029,1,5.44197,0.359884,21.7056,4.97352,24.6589,0.802751,0.220271,0.214244,0.824171,0.216019,4.58018,0.999,0.159196,0.0645411
680,703.469,1,5.40548,0.361526,21.6694,4.73221,24.5914,0.887805,0.221707,0.212449,0.815381,0.21573,4.74877,0.999,0.160721,0.0629069
681,703.809,1,5.40911,0.351479,21.6546,5.0232,24.5914,0.900653,0.218819,0.212542,0.825454,0.212707,4.83285,0.999,0.159924,0.0619241
682,708.002,1,5.43269,0.308462,21.6838,5.25784,24.6218,0.867858,0.224308,0.211075,0.84078,0.212597,4.76652,0.999,0.16022,0.062218
683,701.083,1,5.42698,0.30497,21.7065,5.03656,24.7003,0.915043,0.228771,0.210588,0.819491,0.212224,4.92317,0.999,0.156163,0.0609624
684,697.791,1,5.42413,0.289475,21.6413,5.07112,24.5823,0.886296,0.227934,0.214663,0.798741,0.216715,4.95095,0.999,0.155289,0.0618461
685,696.048,1,5.41615,0.272365,21.5955,5.31383,24.5094,0.860162,0.225374,0.216119,0.804032,0.219948,4.85712,0.999,0.155402,0.0602802
686,697.896,1,5.41689,0.246586,21.6444,5.27255,24.5509,0.858043,0.219667,0.217252,0.79552,0.222196,4.74384,0.999,0.156011,0.0619787
687,701.74,1,5.43517,0.235218,21.5754,5.4297,24.5137,0.9383,0.215168,0.2191,0.810666,0.224681,4.91324,0.999,0.152061,0.0633611
688,700.922,1,5.45985,0.248503,21.6879,5.57583,24.6782,0.901646,0.222424,0.213918,0.842921,0.221487,4.85367,0.999,0.151278,0.0638678
689,707.153,1,5.46417,0.251779,21.7241,5.65054,24.721,0.855235,0.221734,0.21297,0.84575,0.219295,4.77631,0.999,0.149678,0.0651018
690,710.884,1,5.43986,0.262208,21.7043,6.05112,24.6897,0.770272,0.223918,0.21125,0.898689,0.217999,4.82309,0.999,0.148464,0.0686254
691,714.393,1,5.47122,0.25365,21.8236,5.62813,24.8593,0.875891,0.222231,0.210065,0.891931,0.216758,4.77439,0.999,0.151067,0.0668878
692,708.555,1,5.4388,0.262735,21.7857,5.55871,24.8466,0.821042,0.226221,0.204746,0.931567,0.211984,4.71839,0.999,0.151171,0.0661827
693,715.939,1,5.44941,0.252101,21.8011,5.65752,24.8842,0.850418,0.22853,0.206153,0.907979,0.213218,4.68257,0.999,0.151216,0.0682171
694,706.975,1,5.45679,0.261677,21.7631,5.74789,24.8166,0.91805,0.227777,0.208005,0.884989,0.215294,4.93849,0.999,0.157687,0.0664898
695,705.967,1,5.44837,0.289042,21.6219,5.60155,24.6504,0.8976,0.223071,0.206558,0.86258,0.213315,4.8621,0.999,0.154362,0.0648062
696,704.588,1,5.42213,0.295232,21.6187,5.54218,24.6285,0.763979,0.223085,0.203522,0.840739,0.212795,4.82228,0.999,0.155124,0.0642896
697,703.494,1,5.45368,0.286869,21.8072,5.79027,24.8746,0.859105,0.22642,0.207451,0.875644,0.2175,4.98344,0.999,0.151196,0.065823
698,705.587,1,5.42223,0.258909,21.7647,5.22876,24.8102,0.835189,0.229145,0.208265,0.853472,0.220638,5.00522,0.999,0.150489,0.0661948
699,710.024,1,5.41901,0.263431,21.7615,5.23413,24.7964,0.82127,0.227549,0.209592,0.88096,0.222525,4.87849,0.999,0.15227,0.0660949
700,706.776,1,5.44946,0.253157,21.7458,5.2699,24.7692,0.869551,0.229079,0.210545,0.858654,0.221787,5.03793,0.999,0.152218,0.0656777
701,711.106,1,5.43853,0.243329,21.7039,5.03064,24.7286,0.886055,0.229145,0.211421,0.892675,0.222261,4.93085,0.999,0.150892,0.0658684
702,707.604,1,5.42221,0.265233,21.7456,5.25297,24.7727,0.779233,0.223343,0.209671,0.897711,0.221194,4.90602,0.999,0.15006,0.0645348
703,703.195,1,5.38453,0.275399,21.7112,5.68395,24.742,0.690951,0.225177,0.211015,0.885915,0.223412,4.88915,0.999,0.150008,0.0654532
704,710.568,1,5.36172,0.285032,21.6391,5.39841,24.6587,0.719492,0.225769,0.21048,0.863483,0.224069,5.09282,0.999,0.148714,0.0659098
705,704.531,1,5.39313,0.255893,21.6204,5.40083,24.5948,0.689114,0.225047,0.209058,0.841619,0.221088,5.07234,0.999,0.147834,0.0667327
706,693.787,1,5.35689,0.289978,21.7643,5.43318,24.7617,0.595395,0.224034,0.207524,0.820309,0.218692,4.94391,0.999,0.1482,0.065043
707,698.918,1,5.39185,0.289018,21.6898,5.47258,24.716,0.563293,0.230598,0.204752,0.807348,0.214247,5.00346,0.999,0.148329,0.0633961
708,697.206,1,5.38726,0.306194,21.6898,5.75935,24.6505,0.606482,0.230882,0.207045,0.818636,0.218431,4.94983,0.999,0.147217,0.064955
709,684.082,1,5.39676,0.275973,21.653,5.57045,24.6442,0.608747,0.230151,0.206779,0.82732,0.220981,4.94,0.999,0.148517,0.0633103
710,695.513,1,5.41714,0.301184,21.6074,5.52213,24.5648,0.784253,0.227051,0.207716,0.816846,0.220236,5.02958,0.999,0.150682,0.062301
