iteration,convergenceIndicator,phase,Cl_pop,beta_Cl_logtCLCRMLMIN,V1_pop,Q_pop,V2_pop,bias_pop,omega_Cl,omega_V1,omega_Q,omega_V2,corr_V2_V1,a1,a2
472,339.607,1,5.36257,0.632466,20.4896,6.06827,24.1079,0.268,0.208398,0.255835,0.723521,0.228789,0.999,0.298795,0.0623058
473,332.809,1,5.36062,0.646656,20.4589,6.15787,24.0863,0.268,0.206614,0.257956,0.747359,0.228673,0.999,0.304395,0.0615102
474,332.746,1,5.40895,0.622553,20.4269,6.42582,24.0303,0.268,0.20419,0.260511,0.750508,0.231361,0.999,0.301589,0.0616434
475,332.307,1,5.39367,0.625344,20.4087,6.36088,24.001,0.268,0.211131,0.265647,0.731505,0.235192,0.999,0.30165,0.061489
476,330.923,1,5.38699,0.655822,20.4316,6.23563,24.0425,0.268,0.212685,0.269768,0.712983,0.237908,0.999,0.303464,0.0615528
477,332.893,1,5.38039,0.635987,20.358,6.34991,23.9369,0.268,0.208457,0.26867,0.69493,0.235239,0.999,0.301926,0.0618615
478,335.097,1,5.36548,0.629656,20.2494,6.44737,23.8789,0.268,0.212376,0.266834,0.754484,0.232853,0.999,0.302248,0.061413
479,339.714,1,5.40819,0.638702,20.2164,6.75765,23.8358,0.268,0.207199,0.261792,0.751546,0.230636,0.999,0.301861,0.0627017
480,342.335,1,5.39234,0.626452,20.1053,6.79315,23.7303,0.268,0.212063,0.264927,0.732516,0.235187,0.999,0.30236,0.0622164
481,347.518,1,5.40395,0.619309,20.0197,6.79779,23.6802,0.268,0.211654,0.266344,0.713969,0.239927,0.999,0.302914,0.0645667
482,349.462,1,5.35608,0.643317,19.9932,6.68352,23.6951,0.268,0.209544,0.26335,0.755052,0.235734,0.999,0.302718,0.066304
483,361.355,1,5.38425,0.643703,20.1048,6.59845,23.8096,0.268,0.20978,0.263214,0.742459,0.235763,0.999,0.298146,0.0685011
484,350.74,1,5.37798,0.618439,20.1281,6.30401,23.8207,0.268,0.209433,0.261542,0.738571,0.235355,0.999,0.29892,0.0667666
485,348.746,1,5.37574,0.62379,20.0827,6.45102,23.7321,0.268,0.205845,0.263981,0.73505,0.236003,0.999,0.295255,0.0662017
486,341.395,1,5.3831,0.630817,20.1973,6.71453,23.8643,0.268,0.207555,0.27047,0.785716,0.238204,0.999,0.302365,0.0645254
487,348.89,1,5.37674,0.630713,20.115,6.59882,23.7258,0.268,0.214944,0.268858,0.765821,0.238506,0.999,0.301399,0.0644381
488,343.615,1,5.35756,0.639635,20.3204,6.057,23.9783,0.268,0.219072,0.26428,0.748284,0.233413,0.999,0.30341,0.0628065
489,332.262,1,5.39913,0.634625,20.2453,6.34957,23.9164,0.268,0.213525,0.267585,0.748823,0.235921,0.999,0.299949,0.0615495
490,347.038,1,5.37958,0.630601,20.1743,6.41595,23.8627,0.268,0.212121,0.267838,0.729862,0.235492,0.999,0.302587,0.0651679
491,340.742,1,5.37657,0.638236,20.2523,6.30241,23.893,0.268,0.21727,0.263443,0.78175,0.230434,0.999,0.305917,0.0638628
492,340.163,1,5.352,0.630314,20.3511,5.91019,23.9927,0.268,0.214649,0.270705,0.761956,0.236718,0.999,0.301156,0.0637532
493,330.818,1,5.35089,0.616327,20.315,5.93189,24.0223,0.268,0.217533,0.268387,0.742663,0.235536,0.999,0.307532,0.0621389
494,334.073,1,5.33801,0.627247,20.2756,6.17794,23.9366,0.268,0.218235,0.264192,0.723858,0.232799,0.999,0.300949,0.0616167
495,329.447,1,5.37358,0.627052,20.2198,6.34995,23.8602,0.268,0.22037,0.263109,0.70553,0.231887,0.999,0.303674,0.0607121
496,334.047,1,5.37024,0.60455,20.283,6.18902,23.9391,0.268,0.218543,0.268106,0.706202,0.235964,0.999,0.302458,0.0619016
497,342.98,1,5.35515,0.613072,20.2808,6.34807,23.986,0.268,0.217462,0.270263,0.704379,0.237955,0.999,0.299134,0.0637666
498,339.593,1,5.38134,0.607242,20.1951,6.32001,23.8782,0.268,0.211955,0.263419,0.722193,0.232372,0.999,0.298422,0.0641683
499,339.317,1,5.3589,0.619159,20.2338,6.09596,23.9602,0.268,0.206589,0.267895,0.703906,0.236957,0.999,0.302202,0.0628792
500,341.497,1,5.34837,0.611192,20.3122,6.52168,24.0142,0.268,0.211735,0.268623,0.75102,0.2365,0.999,0.299205,0.0632788
501,345.748,1,5.35912,0.606954,20.1982,6.48871,23.9353,0.268,0.212605,0.2693,0.732004,0.236448,0.999,0.30001,0.0639823
502,343.484,1,5.37031,0.605795,20.3883,6.43072,24.1469,0.268,0.216424,0.278177,0.775313,0.244667,0.999,0.299867,0.0640537
503,334.819,1,5.35609,0.615875,20.344,6.14689,24.1235,0.268,0.213321,0.27926,0.777724,0.246103,0.999,0.302854,0.0624319
504,342.926,1,5.34257,0.639029,20.356,6.26174,24.1345,0.268,0.215393,0.281304,0.808645,0.247224,0.999,0.306704,0.0609105
505,343.805,1,5.34094,0.643023,20.2026,5.81803,23.947,0.268,0.219952,0.277853,0.78817,0.244547,0.999,0.309854,0.0609913
506,342.059,1,5.33349,0.614239,20.1214,6.15584,23.8587,0.268,0.214383,0.277818,0.768213,0.245247,0.999,0.303264,0.0613459
507,333.378,1,5.3332,0.62126,20.1391,6.05653,23.8897,0.268,0.215505,0.274792,0.748761,0.243189,0.999,0.302499,0.0608356
508,341.799,1,5.33816,0.603187,19.9041,6.07312,23.678,0.268,0.212741,0.272688,0.75023,0.241662,0.999,0.304371,0.0630494
509,334.429,1,5.32727,0.626755,20.0173,5.91421,23.8248,0.268,0.215942,0.27774,0.778601,0.247164,0.999,0.301853,0.0614529
510,345.673,1,5.34863,0.621494,20.0718,6.16247,23.8518,0.268,0.214063,0.279237,0.78107,0.250071,0.999,0.299923,0.0644661
511,346.393,1,5.36543,0.626864,20.0514,6.0965,23.8369,0.268,0.210721,0.279394,0.771502,0.249748,0.999,0.299002,0.0647211
512,340.307,1,5.34618,0.644658,20.2703,6.05386,24.0934,0.268,0.213554,0.281101,0.751967,0.25072,0.999,0.302206,0.0631651
513,342.113,1,5.34183,0.633995,20.306,5.88439,24.0799,0.268,0.214431,0.285671,0.732927,0.256112,0.999,0.301032,0.0631596
514,338.074,1,5.35396,0.638621,20.3751,5.85352,24.123,0.268,0.214553,0.289609,0.755613,0.258119,0.999,0.304959,0.0615604
515,345.854,1,5.31075,0.645872,20.4607,5.65496,24.2033,0.268,0.217219,0.284596,0.814405,0.254085,0.999,0.310586,0.0605877
516,348.515,1,5.32132,0.633334,20.4039,5.79743,24.1129,0.268,0.216289,0.291089,0.793783,0.258771,0.999,0.308526,0.0617179
517,338.601,1,5.34517,0.625609,20.3041,6.01081,24.0231,0.268,0.216318,0.290644,0.773684,0.257864,0.999,0.302723,0.0603238
518,341.27,1,5.38941,0.619327,20.3176,6.30445,24.0707,0.268,0.212583,0.293322,0.754094,0.259685,0.999,0.299798,0.0625109
519,346.654,1,5.36724,0.614986,20.1844,6.25212,23.9082,0.268,0.211345,0.298409,0.735,0.264924,0.999,0.300679,0.0633959
520,341.958,1,5.38759,0.606686,20.2637,6.58129,24.0731,0.268,0.208791,0.301808,0.716389,0.267689,0.999,0.295685,0.0626141
521,343.392,1,5.38144,0.608595,20.2281,6.39499,24.105,0.268,0.209193,0.297814,0.69825,0.264173,0.999,0.299633,0.0628123
522,339.9,1,5.38429,0.619696,20.2881,6.13717,24.1368,0.268,0.209559,0.300604,0.734329,0.266707,0.999,0.3032,0.0620065
523,346.435,1,5.3466,0.625361,19.9471,6.52522,23.8135,0.268,0.208354,0.297859,0.783824,0.262577,0.999,0.300477,0.0631451
524,346.292,1,5.39652,0.6469,20.0069,6.67973,23.8793,0.268,0.21225,0.298796,0.786091,0.263482,0.999,0.304979,0.0615462
525,352.668,1,5.36911,0.65157,20.0381,6.6238,23.9204,0.268,0.21076,0.296011,0.789145,0.263444,0.999,0.304408,0.0626717
526,345.122,1,5.36373,0.639031,19.8492,6.48012,23.7555,0.268,0.210915,0.288516,0.769164,0.256773,0.999,0.306604,0.0613785
527,345.208,1,5.36995,0.614565,19.9691,6.25558,23.9125,0.268,0.208569,0.288659,0.749688,0.257697,0.999,0.299349,0.0644192
528,331.161,1,5.39412,0.632809,20.0259,6.58209,23.9855,0.268,0.212816,0.284196,0.7389,0.2523,0.999,0.304499,0.0627881
529,339.315,1,5.37917,0.636883,19.9431,6.69885,23.9569,0.268,0.216514,0.283121,0.757144,0.25403,0.999,0.303541,0.0615712
530,332.535,1,5.38993,0.634531,20.0423,6.41185,24.0877,0.268,0.213102,0.283759,0.737973,0.256608,0.999,0.301902,0.060496
531,335.993,1,5.36789,0.642816,19.9851,6.53452,23.9777,0.268,0.21043,0.277958,0.733653,0.251744,0.999,0.301746,0.0607156
532,341.776,1,5.37536,0.640935,19.8552,6.45808,23.7999,0.268,0.208283,0.277824,0.731069,0.253201,0.999,0.302719,0.0624301
533,335.372,1,5.35985,0.666412,19.8082,6.64656,23.7198,0.268,0.209001,0.277965,0.747336,0.254174,0.999,0.303958,0.060978
534,333.637,1,5.39976,0.648687,19.877,6.70884,23.8002,0.268,0.213206,0.281811,0.764397,0.256835,0.999,0.303038,0.0608485
535,331.383,1,5.39131,0.646061,19.751,6.38176,23.7108,0.268,0.20784,0.278732,0.745042,0.254185,0.999,0.303371,0.0601678
536,336.905,1,5.33794,0.655022,19.911,6.19916,23.9138,0.268,0.205702,0.288984,0.74282,0.261714,0.999,0.300295,0.0618526
537,344.052,1,5.33729,0.643089,19.7159,6.34942,23.7199,0.268,0.206415,0.288008,0.799763,0.258708,0.999,0.306611,0.0608502
538,325.801,1,5.32496,0.628816,19.7264,5.97882,23.7625,0.268,0.207204,0.291477,0.779512,0.263118,0.999,0.306498,0.0593095
539,342.845,1,5.31909,0.653408,19.6575,6.17192,23.7175,0.268,0.207698,0.28442,0.781019,0.256769,0.999,0.306959,0.0613666
540,347.513,1,5.31315,0.610251,19.7298,6.12725,23.7757,0.268,0.214572,0.280254,0.785323,0.254592,0.999,0.304477,0.0611556
541,342.954,1,5.32984,0.64272,19.6497,6.03138,23.6875,0.268,0.212569,0.283361,0.78696,0.255037,0.999,0.307633,0.059918
542,332.955,1,5.34843,0.639629,19.571,6.14567,23.5706,0.268,0.209686,0.282017,0.76873,0.253818,0.999,0.302846,0.0604841
543,338.875,1,5.36148,0.628786,19.5294,6.48659,23.5082,0.268,0.209136,0.280646,0.796362,0.253041,0.999,0.307622,0.0603673
544,332.321,1,5.37953,0.63792,19.6988,6.42466,23.6873,0.268,0.209234,0.287654,0.801095,0.259968,0.999,0.307866,0.0596863
545,330.4,1,5.36434,0.619045,19.8056,6.36001,23.7406,0.268,0.207111,0.290955,0.780811,0.261235,0.999,0.302556,0.0594359
546,338.844,1,5.36186,0.617303,19.7596,6.66452,23.7138,0.268,0.210367,0.292003,0.76104,0.260435,0.999,0.297915,0.060266
547,336.749,1,5.37396,0.630995,19.7226,6.34939,23.6546,0.268,0.211492,0.288484,0.773173,0.258158,0.999,0.305161,0.0592042
548,327.557,1,5.32692,0.628047,19.7969,6.25538,23.7239,0.268,0.215447,0.288052,0.753596,0.256754,0.999,0.30349,0.0580691
549,338.329,1,5.33656,0.637093,19.8095,6.23094,23.7468,0.268,0.216377,0.289234,0.734515,0.255993,0.999,0.309287,0.0586858
550,333.189,1,5.32616,0.636575,19.8791,6.00872,23.7666,0.268,0.216441,0.292954,0.736279,0.259468,0.999,0.307069,0.057903
551,333.825,1,5.34415,0.637988,19.8766,6.16231,23.7319,0.268,0.210961,0.286789,0.75036,0.255134,0.999,0.30502,0.0566253
552,331.156,1,5.33825,0.6219,19.9985,6.03423,23.8776,0.268,0.210407,0.295593,0.802965,0.263056,0.999,0.304879,0.0572128
553,328.506,1,5.35371,0.635204,20.0393,6.3966,23.9322,0.268,0.213633,0.292598,0.782633,0.26081,0.999,0.307513,0.0574203
554,326.953,1,5.34973,0.637694,19.908,6.46912,23.8092,0.268,0.21688,0.290025,0.762817,0.259606,0.999,0.310173,0.0565014
555,330.394,1,5.34851,0.637716,19.8567,6.10805,23.7136,0.268,0.215757,0.291107,0.75031,0.259433,0.999,0.306319,0.0580747
556,333.239,1,5.30782,0.664819,19.9059,6.35553,23.7884,0.268,0.213858,0.288936,0.755813,0.257025,0.999,0.307616,0.0582797
557,327.83,1,5.31287,0.651491,20.0623,5.86332,23.9578,0.268,0.21592,0.293024,0.745595,0.260487,0.999,0.304756,0.0572026
558,328.721,1,5.31968,0.632204,20.1456,5.8563,24.011,0.268,0.213849,0.292958,0.726716,0.258493,0.999,0.302,0.058426
559,336.13,1,5.31252,0.628169,20.1084,5.84315,23.893,0.268,0.217083,0.294661,0.769753,0.260557,0.999,0.308756,0.0575094
560,322.105,1,5.34683,0.628298,20.1858,6.11621,23.972,0.268,0.213546,0.294445,0.750262,0.262303,0.999,0.303238,0.0572406
561,331.308,1,5.34648,0.622822,20.2547,5.9226,24.0083,0.268,0.216031,0.296884,0.731265,0.265532,0.999,0.300355,0.0591507
562,337.723,1,5.35481,0.61935,20.2041,6.16391,23.9858,0.268,0.216008,0.301416,0.712749,0.270034,0.999,0.303142,0.0601552
563,333.611,1,5.32909,0.64123,20.1178,6.06502,23.8897,0.268,0.214222,0.298551,0.703744,0.266342,0.999,0.304891,0.0586321
564,334.904,1,5.31966,0.638888,20.1755,6.17078,23.9227,0.268,0.216852,0.300805,0.731374,0.26947,0.999,0.30393,0.0579187
565,337.789,1,5.31444,0.616458,20.1414,5.89066,23.9016,0.268,0.211362,0.298601,0.730793,0.269673,0.999,0.300633,0.0594082
566,348.251,1,5.32475,0.608341,20.2325,6.09511,24.0087,0.268,0.213532,0.29966,0.720031,0.27244,0.999,0.306176,0.0600094
567,332.678,1,5.30466,0.602858,20.2844,5.7355,24.022,0.268,0.214819,0.298023,0.736144,0.270994,0.999,0.305736,0.059187
568,344.941,1,5.32559,0.622941,20.3958,5.82651,24.1229,0.268,0.223179,0.302959,0.717504,0.275967,0.999,0.309364,0.0588892
569,342.471,1,5.33915,0.625305,20.4649,5.6055,24.1824,0.268,0.217528,0.306428,0.699337,0.278699,0.999,0.306114,0.0589552
570,338.75,1,5.32977,0.626203,20.3762,5.83872,24.1053,0.268,0.213699,0.303568,0.690275,0.274597,0.999,0.309302,0.0588302
571,338.779,1,5.30212,0.653389,20.5502,5.61242,24.237,0.268,0.216314,0.307209,0.707561,0.276756,0.999,0.310805,0.0586515
572,334.589,1,5.3203,0.622452,20.4093,5.80935,24.0605,0.268,0.215857,0.304923,0.697066,0.274025,0.999,0.304246,0.0596496
573,333.591,1,5.33311,0.631919,20.4708,5.8179,24.1677,0.268,0.213478,0.30323,0.690241,0.273041,0.999,0.306853,0.0581392
574,330.783,1,5.33749,0.627307,20.4151,5.7021,24.1919,0.268,0.212508,0.30126,0.698123,0.271083,0.999,0.307691,0.0566671
575,331.42,1,5.33392,0.629379,20.4612,5.61169,24.262,0.268,0.210837,0.297347,0.713936,0.267562,0.999,0.307666,0.0580405
576,336.645,1,5.30205,0.636263,20.5713,5.43364,24.4155,0.268,0.218692,0.296757,0.727766,0.265816,0.999,0.309306,0.0591095
577,330.351,1,5.3169,0.626998,20.5695,5.46677,24.4209,0.268,0.213155,0.301266,0.747906,0.267919,0.999,0.305554,0.0592224
578,341.116,1,5.33332,0.635332,20.3942,5.83555,24.2273,0.268,0.217776,0.302598,0.738059,0.268912,0.999,0.308481,0.0591515
579,331.609,1,5.32327,0.612316,20.2705,5.74419,24.0849,0.268,0.217859,0.302556,0.736561,0.26838,0.999,0.310043,0.0576537
580,344.513,1,5.3255,0.60496,20.2521,5.56733,24.0833,0.268,0.218328,0.302497,0.736269,0.268816,0.999,0.307961,0.0595732
581,344.869,1,5.31558,0.617172,20.2087,5.71262,24.0588,0.268,0.214675,0.298096,0.732214,0.2662,0.999,0.305318,0.0605057
582,341.008,1,5.30143,0.599265,20.1376,5.64967,24.0161,0.268,0.217513,0.299221,0.713674,0.267958,0.999,0.302494,0.0615639
583,341.287,1,5.32604,0.626693,20.1645,5.82871,24.1041,0.268001,0.212006,0.301011,0.742684,0.270937,0.999,0.304407,0.060005
584,334.44,1,5.33723,0.629098,20.2649,5.94486,24.2085,0.268001,0.216567,0.30435,0.723879,0.272311,0.999,0.304978,0.0587872
585,330.798,1,5.31433,0.634614,20.3,6.16131,24.2219,0.268001,0.214968,0.301654,0.70555,0.267922,0.999,0.303714,0.0595919
586,344.926,1,5.35069,0.612259,20.2842,6.07889,24.2201,0.268001,0.210234,0.298636,0.702299,0.265151,0.999,0.307271,0.0613581
587,340.65,1,5.35334,0.644254,20.2312,5.84858,24.2154,0.268001,0.212793,0.300843,0.716095,0.267198,0.999,0.307246,0.0598045
588,334.535,1,5.34499,0.630833,20.2011,6.19514,24.1806,0.268001,0.212704,0.299286,0.735302,0.267076,0.999,0.305497,0.05959
589,337.011,1,5.32895,0.607143,20.1969,5.74193,24.2021,0.268,0.21515,0.299263,0.716684,0.265063,0.999,0.302256,0.0615053
590,338.77,1,5.33055,0.621775,20.1742,6.21102,24.2361,0.268001,0.209702,0.301765,0.724153,0.267749,0.999,0.300306,0.0613139
591,327.037,1,5.3807,0.651147,20.1631,6.19847,24.2379,0.268,0.207102,0.300427,0.705817,0.265095,0.999,0.302055,0.0597614
592,332.777,1,5.36507,0.636975,20.2567,6.2323,24.2793,0.268,0.205016,0.300029,0.705687,0.265952,0.999,0.303453,0.0610172
593,342.297,1,5.34872,0.620276,20.1926,6.1828,24.2285,0.268,0.205442,0.303553,0.687818,0.269036,0.999,0.303417,0.0619257
594,340.639,1,5.31714,0.604618,20.1673,5.75381,24.1983,0.268,0.207935,0.304448,0.693028,0.270136,0.999,0.307644,0.0624437
595,346.792,1,5.30572,0.601303,20.2845,5.73486,24.3138,0.268,0.205391,0.297607,0.690275,0.265463,0.999,0.301574,0.0631337
596,340.65,1,5.30588,0.611755,20.2333,5.81684,24.2972,0.268,0.204924,0.305479,0.729289,0.270782,0.999,0.299549,0.0616677
597,342.057,1,5.32614,0.604355,20.2852,5.88112,24.3259,0.268,0.208877,0.302324,0.710823,0.26753,0.999,0.300895,0.0604887
598,352.144,1,5.31044,0.629123,20.176,5.77324,24.2322,0.268,0.211374,0.296425,0.700611,0.263022,0.999,0.304755,0.0625876
599,333.922,1,5.33074,0.624881,20.2157,5.99238,24.282,0.268,0.208944,0.300606,0.728662,0.265382,0.999,0.305737,0.0610029
600,341.408,1,5.3212,0.6175,20.1324,5.8954,24.2074,0.268,0.213894,0.296965,0.748222,0.262731,0.999,0.309124,0.0597288
601,329.687,1,5.33043,0.618818,20.1945,5.73815,24.2531,0.268,0.212317,0.295995,0.729276,0.264809,0.999,0.304133,0.060318
602,344.584,1,5.36104,0.62838,20.175,6.13766,24.1663,0.268,0.20837,0.29572,0.710811,0.265489,0.999,0.305036,0.0614917
603,339.835,1,5.29444,0.60216,20.2291,5.83296,24.2337,0.268,0.209943,0.296126,0.692812,0.263846,0.999,0.300903,0.0618177
604,341.252,1,5.35967,0.617104,20.2074,5.90156,24.2114,0.268,0.211146,0.303098,0.719322,0.271416,0.999,0.302021,0.0610068
605,343.845,1,5.33795,0.635305,20.035,6.08699,24.0002,0.268,0.206638,0.305206,0.702826,0.272213,0.999,0.303814,0.0614174
606,341.736,1,5.34627,0.612942,20.1142,5.85632,23.9855,0.268,0.209349,0.305779,0.68503,0.272125,0.999,0.30268,0.0605585
607,340.101,1,5.32882,0.635211,20.1004,5.86271,24.0209,0.268,0.210855,0.307207,0.750227,0.274001,0.999,0.308487,0.0606947
608,340.774,1,5.33336,0.617267,20.1597,5.74157,24.0478,0.268,0.205516,0.305525,0.78312,0.269504,0.999,0.30611,0.0591578
609,331.729,1,5.3303,0.638522,20.1902,5.87238,24.091,0.268,0.207444,0.308016,0.763291,0.272294,0.999,0.307039,0.0577155
610,337.43,1,5.30397,0.650162,20.2656,5.80947,24.1513,0.268,0.210072,0.300671,0.743964,0.267363,0.999,0.30635,0.0579222
611,340.19,1,5.35508,0.646706,20.2204,5.96203,24.0954,0.268,0.208033,0.305323,0.733345,0.272763,0.999,0.31088,0.0587574
612,339.582,1,5.35885,0.614258,20.4576,5.77467,24.3058,0.268,0.207074,0.307497,0.714777,0.274728,0.999,0.307324,0.0592672
613,338.443,1,5.34247,0.623449,20.535,5.82859,24.3848,0.268,0.207954,0.308594,0.719982,0.27598,0.999,0.303866,0.0596298
614,342.138,1,5.37107,0.627942,20.7635,6.01044,24.6438,0.268,0.209308,0.313217,0.753855,0.280144,0.999,0.310798,0.0597157
615,344.24,1,5.39516,0.64824,20.5551,6.33128,24.4134,0.268,0.212081,0.310938,0.734767,0.279861,0.999,0.308786,0.0611072
616,352.13,1,5.39123,0.621661,20.5026,5.81024,24.3614,0.268,0.206711,0.31211,0.716162,0.280182,0.999,0.306156,0.0626928
617,345.741,1,5.37068,0.622221,20.444,5.98566,24.237,0.268,0.202574,0.308496,0.698029,0.278664,0.999,0.303414,0.0642158
618,348.537,1,5.37039,0.642612,20.3747,6.05787,24.1229,0.268,0.204978,0.308544,0.689861,0.278955,0.999,0.30404,0.0625898
619,344.292,1,5.35664,0.612225,20.408,5.96284,24.1099,0.268,0.202085,0.30781,0.728104,0.2777,0.999,0.301414,0.0640943
620,340.547,1,5.33516,0.6108,20.428,5.79241,24.128,0.268,0.208043,0.302402,0.709668,0.273926,0.999,0.299977,0.0624714
621,347.722,1,5.38613,0.625833,20.4604,5.90846,24.1479,0.268,0.202776,0.302358,0.691699,0.274652,0.999,0.298758,0.0638617
622,348.38,1,5.38181,0.618601,20.4008,6.34744,24.0739,0.268,0.208226,0.295559,0.740313,0.267697,0.999,0.299494,0.0642565
623,340.151,1,5.3754,0.616213,20.3702,6.48572,24.0052,0.268,0.207424,0.295076,0.777849,0.268651,0.999,0.296807,0.0626295
624,350.666,1,5.38337,0.622481,20.4347,6.29304,24.1116,0.268,0.21214,0.29674,0.758154,0.271182,0.999,0.302494,0.0624422
625,343.028,1,5.35982,0.641572,20.3244,6.21037,23.9515,0.268,0.20961,0.294107,0.738957,0.269783,0.999,0.302798,0.0616549
626,333.325,1,5.37244,0.665527,20.0488,6.31292,23.6303,0.268,0.208747,0.290457,0.720246,0.266582,0.999,0.306017,0.0600937
627,327.481,1,5.38246,0.644706,19.9947,6.42585,23.5641,0.268,0.209608,0.291075,0.720778,0.266427,0.999,0.302663,0.0586459
628,336.082,1,5.33746,0.625638,20.0034,5.99472,23.6313,0.268,0.212197,0.295901,0.74271,0.268604,0.999,0.301153,0.0599135
629,337.851,1,5.35067,0.609648,19.8262,6.45087,23.5189,0.268,0.212222,0.289418,0.75583,0.264519,0.999,0.302676,0.0594153
630,332.749,1,5.33574,0.596205,19.8776,6.02932,23.5223,0.268,0.209954,0.295851,0.736692,0.268614,0.999,0.303108,0.0596618
631,337.503,1,5.3447,0.623674,19.9252,5.94267,23.5567,0.268,0.210437,0.297614,0.718039,0.270945,0.999,0.302664,0.0608777
632,334.776,1,5.32167,0.619861,19.9154,6.02074,23.5272,0.268,0.213437,0.296531,0.73929,0.269684,0.999,0.304138,0.0593467
633,341.195,1,5.33126,0.629541,19.8303,6.07236,23.469,0.268,0.210866,0.297552,0.772183,0.271027,0.999,0.306916,0.0596989
634,338.696,1,5.33475,0.605541,19.9871,5.89422,23.6273,0.268,0.212118,0.300262,0.752631,0.27449,0.999,0.299816,0.060882
635,339.524,1,5.32702,0.635051,20.0951,5.89186,23.8043,0.268,0.209512,0.295995,0.733574,0.271616,0.999,0.303689,0.0602423
636,354.407,1,5.34809,0.627045,20.0484,6.27047,23.7736,0.268001,0.214492,0.297044,0.747846,0.271385,0.999,0.304535,0.0623257
637,334.473,1,5.36884,0.624547,20.0124,6.00383,23.7361,0.268001,0.209375,0.297969,0.72891,0.270136,0.999,0.304735,0.0607476
638,344.357,1,5.3536,0.645295,19.9059,6.1638,23.6258,0.268001,0.212515,0.292699,0.710454,0.26544,0.999,0.303082,0.0619498
639,338.03,1,5.36275,0.64824,20.0435,6.07572,23.818,0.268001,0.215248,0.297111,0.705194,0.274231,0.999,0.304827,0.0610473
640,344.149,1,5.31887,0.62752,20.2348,5.89729,23.9574,0.268001,0.211633,0.298246,0.723117,0.274143,0.999,0.305124,0.0614896
641,346.87,1,5.33925,0.639586,20.1418,5.69729,23.8532,0.268001,0.211642,0.295063,0.718174,0.271149,0.999,0.308578,0.0606881
642,348.617,1,5.33142,0.64804,20.0647,6.01579,23.762,0.268001,0.21233,0.295539,0.69999,0.271322,0.999,0.308607,0.0607452
643,337.276,1,5.33384,0.630488,20.1386,6.11291,23.8426,0.268001,0.215722,0.296374,0.682266,0.274044,0.999,0.30577,0.0602245
644,330.856,1,5.35467,0.633561,20.1195,5.86326,23.8003,0.268001,0.214318,0.299273,0.677041,0.277117,0.999,0.305954,0.0586996
645,333.698,1,5.35298,0.625187,20.1197,5.99693,23.7538,0.268001,0.216058,0.300418,0.687077,0.278208,0.999,0.30563,0.0573216
646,342.218,1,5.34036,0.633134,20.1473,5.81922,23.8201,0.268001,0.216233,0.298685,0.672878,0.27789,0.999,0.304447,0.0590633
647,340.111,1,5.34638,0.65349,20.243,5.98564,23.8573,0.268001,0.218099,0.297658,0.696992,0.27782,0.999,0.308276,0.0589508
648,343.028,1,5.364,0.615351,20.4506,6.26867,23.9873,0.268001,0.218214,0.299478,0.700122,0.278046,0.999,0.305465,0.0612754
649,330.432,1,5.37457,0.626778,20.5936,6.21373,24.1995,0.268001,0.212809,0.303024,0.729038,0.28307,0.999,0.30019,0.0603939
650,345.128,1,5.37846,0.659913,20.5863,5.85041,24.1852,0.268001,0.213721,0.30137,0.710578,0.280691,0.999,0.305796,0.0607913
651,340.346,1,5.31368,0.640903,20.6162,5.66308,24.1922,0.268001,0.212417,0.305396,0.709216,0.281789,0.999,0.301584,0.0617171
652,343.26,1,5.33313,0.621515,20.3608,5.90483,23.8888,0.268001,0.216097,0.301102,0.691258,0.278134,0.999,0.303694,0.0608372
653,328.973,1,5.33744,0.615497,20.4773,5.70455,24.0067,0.268001,0.2165,0.305812,0.673755,0.280536,0.999,0.303159,0.0605048
654,336.053,1,5.35332,0.613601,20.455,5.99736,24.0268,0.268001,0.212275,0.308736,0.726739,0.284299,0.999,0.301262,0.0609591
655,338.034,1,5.33437,0.641491,20.4628,5.85242,24.039,0.268001,0.210416,0.310077,0.708337,0.287985,0.999,0.306021,0.0595725
656,341.187,1,5.32927,0.646868,20.5863,5.75082,24.172,0.268001,0.213907,0.312927,0.696871,0.292214,0.999,0.304069,0.0604051
657,343.558,1,5.37277,0.625882,20.6676,5.75712,24.2246,0.268001,0.208491,0.309398,0.694668,0.288769,0.999,0.301871,0.0600641
658,332.398,1,5.3577,0.651136,20.8412,5.8684,24.3742,0.268001,0.215915,0.306317,0.677387,0.288437,0.999,0.304669,0.0585433
659,327.911,1,5.36136,0.639287,20.8055,5.68021,24.3438,0.268001,0.21432,0.306359,0.660235,0.286841,0.999,0.302412,0.0590461
660,336.396,1,5.36641,0.636941,21.0015,5.55576,24.5268,0.268001,0.212598,0.301434,0.643517,0.283579,0.999,0.304931,0.0603221
661,344.694,1,5.38546,0.654981,21.0126,5.79752,24.5343,0.268001,0.207574,0.298641,0.627223,0.280196,0.999,0.304707,0.0626732
662,342.893,1,5.36259,0.657967,20.9985,5.69549,24.5086,0.268001,0.215851,0.297051,0.624968,0.279072,0.999,0.303322,0.0610863
663,340.313,1,5.37477,0.618315,20.926,5.77728,24.4107,0.268001,0.213914,0.29605,0.6285,0.28143,0.999,0.297959,0.0621263
664,340.537,1,5.33748,0.649635,20.8741,5.61406,24.4284,0.268001,0.217583,0.297597,0.615808,0.285651,0.999,0.304695,0.0622642
