iteration,convergenceIndicator,phase,Cl_pop,V1_pop,Q_pop,V2_pop,omega_Cl,omega_V1,omega_Q,omega_V2,a
1250,62.3799,1,10.2457,41.3619,10.7748,50.2478,0.262812,0.235072,0.651759,9.54988e-05,0.0608884
1251,63.0193,1,10.2762,41.5335,10.6476,50.2483,0.262225,0.225523,0.679659,0.000103629,0.0603837
1252,70.8647,1,10.2249,41.4485,10.5677,50.2478,0.267494,0.227182,0.665437,0.000111393,0.0621877
1253,67.8064,1,10.246,41.5557,10.8924,50.248,0.270518,0.226461,0.693949,0.000108768,0.0609719
1254,70.6133,1,10.2854,41.3606,10.9766,50.247,0.264685,0.241586,0.705259,9.72855e-05,0.0624272
1255,68.8039,1,10.2257,41.3632,10.979,50.2467,0.26347,0.246809,0.776263,9.7345e-05,0.0607486
1256,64.4694,1,10.221,42.2078,10.2216,50.2466,0.264507,0.242304,0.72503,9.53769e-05,0.0602932
1257,62.0422,1,10.2907,40.6912,11.1482,50.2467,0.258372,0.226433,0.713974,8.53465e-05,0.0614562
1258,67.5124,1,10.3684,41.5937,11.5979,50.2465,0.258332,0.243453,0.750113,9.07449e-05,0.0615668
1259,66.3433,1,10.3447,41.3886,11.5064,50.246,0.26268,0.253549,0.756934,8.81374e-05,0.0608618
1260,60.2366,1,10.272,41.9925,10.9577,50.2465,0.263346,0.244575,0.707802,8.46891e-05,0.0601772
1261,60.5486,1,10.2533,41.5509,11.4047,50.2463,0.263985,0.224424,0.724554,8.17812e-05,0.0611169
1262,68.6311,1,10.2748,41.3849,10.8512,50.2464,0.266703,0.23808,0.696081,8.9144e-05,0.0626806
1263,68.3489,1,10.3173,42.2069,10.9795,50.2455,0.266021,0.236382,0.714856,8.29216e-05,0.0630968
1264,70.8226,1,10.2742,42.1439,10.9503,50.2447,0.267592,0.247849,0.687808,7.84724e-05,0.0642932
1265,66.173,1,10.3027,41.4392,10.7963,50.2446,0.265863,0.23985,0.711208,7.99679e-05,0.0626357
1266,64.3706,1,10.2768,42.1823,11.1464,50.2435,0.263362,0.241218,0.701313,7.40703e-05,0.0629104
1267,68.9024,1,10.3254,42.156,10.7973,50.2437,0.263674,0.262117,0.720863,7.7356e-05,0.0629717
1268,60.092,1,10.3244,41.4569,11.4039,50.244,0.261537,0.245696,0.747787,7.21496e-05,0.061083
1269,59.6244,1,10.2606,41.4848,11.5994,50.2444,0.268025,0.242077,0.707993,7.33912e-05,0.0611834
1270,59.4253,1,10.3131,40.9404,11.4078,50.2451,0.266729,0.244259,0.694561,6.69283e-05,0.062083
1271,64.2789,1,10.3153,41.1567,11.5496,50.2455,0.267234,0.245655,0.709588,7.30372e-05,0.0626013
1272,60.5576,1,10.293,40.7459,11.6936,50.246,0.263083,0.256761,0.708297,7.07746e-05,0.061442
1273,66.7158,1,10.2795,40.8503,11.1543,50.2454,0.265072,0.262929,0.670483,6.65109e-05,0.0642428
1274,64.4718,1,10.2919,41.7156,10.7787,50.2454,0.26141,0.25879,0.618193,6.20505e-05,0.0651889
1275,53.5326,1,10.3,42.3575,10.4581,50.2454,0.255281,0.231469,0.646877,5.58444e-05,0.0636044
1276,48.4495,1,10.312,41.9357,11.0148,50.2452,0.255167,0.253284,0.664647,4.99488e-05,0.0616889
1277,49.2954,1,10.3361,40.8828,11.328,50.245,0.255344,0.254586,0.728897,4.99934e-05,0.0610408
1278,43.6018,1,10.2948,41.2854,10.5707,50.2448,0.266768,0.254312,0.728473,4.77086e-05,0.0592977
1279,49.1145,1,10.2186,41.088,10.9602,50.2446,0.269719,0.242164,0.743326,4.78202e-05,0.0611623
1280,51.5693,1,10.2397,41.4863,10.6312,50.2444,0.268981,0.237521,0.729503,5.00704e-05,0.0619031
1281,51.2695,1,10.3059,41.9234,10.9897,50.2442,0.268936,0.240304,0.736955,4.52688e-05,0.0625243
1282,55.5169,1,10.2807,42.3636,10.6415,50.2442,0.258206,0.246414,0.71448,4.53224e-05,0.0643475
1283,57.1753,1,10.3186,42.5819,10.9702,50.2441,0.264286,0.233023,0.725076,4.42826e-05,0.0652957
1284,55.1892,1,10.3211,41.7689,11.9038,50.2437,0.264769,0.231779,0.703002,4.60611e-05,0.0645773
1285,55.6598,1,10.2566,42.0503,11.0024,50.2432,0.269526,0.231814,0.70213,4.11983e-05,0.0657019
1286,56.3411,1,10.2665,41.7633,11.2353,50.2435,0.270178,0.227145,0.712343,4.13791e-05,0.0658623
1287,51.36,1,10.2807,41.5812,11.0818,50.2439,0.266536,0.219653,0.758094,3.70106e-05,0.0651504
1288,50.7042,1,10.2955,41.8149,11.0618,50.2439,0.265723,0.227488,0.761305,3.73625e-05,0.0644319
1289,41.9126,1,10.2561,41.5138,10.9899,50.2437,0.265206,0.230684,0.782888,3.3418e-05,0.0625604
1290,35.2619,1,10.2649,41.992,10.6039,50.2434,0.265276,0.239984,0.797343,2.989e-05,0.060898
1291,38.4761,1,10.3458,41.8156,10.8735,50.2433,0.258624,0.24946,0.759025,2.67344e-05,0.0631928
1292,33.2703,1,10.2713,42.1211,10.826,50.2434,0.269047,0.259575,0.743411,2.57801e-05,0.061028
1293,37.9279,1,10.2678,42.5062,10.3939,50.2429,0.262846,0.244207,0.753241,2.70364e-05,0.0627424
1294,40.4015,1,10.3084,41.6137,11.4435,50.243,0.264106,0.238387,0.7964,2.74749e-05,0.0630715
1295,35.0824,1,10.3226,41.4957,11.3987,50.243,0.265942,0.224464,0.784187,2.81679e-05,0.0617413
1296,41.2392,1,10.2834,40.7874,11.7286,50.2433,0.262153,0.225344,0.793236,3.15571e-05,0.0626962
1297,45.1924,1,10.2796,40.8194,11.9995,50.2434,0.261771,0.227291,0.801012,3.58562e-05,0.0626648
1298,45.8437,1,10.2802,40.3965,11.7669,50.2435,0.259818,0.255393,0.78662,3.69376e-05,0.0617809
1299,35.5274,1,10.2586,40.143,11.4991,50.2432,0.263838,0.251299,0.727628,3.3038e-05,0.0610492
1300,35.4584,1,10.2819,40.3731,11.5696,50.2434,0.261663,0.257828,0.770692,3.29639e-05,0.0595413
1301,35.6771,1,10.2588,40.6034,11.4798,50.2432,0.272765,0.254472,0.794158,2.98978e-05,0.0599507
1302,36.0551,1,10.2947,40.5985,12.0609,50.2431,0.264037,0.242973,0.810027,2.78777e-05,0.0612091
1303,39.931,1,10.2883,40.1442,11.5052,50.2433,0.264218,0.217321,0.751011,2.81799e-05,0.0643198
1304,37.3206,1,10.2584,40.0831,11.7425,50.2431,0.272676,0.225016,0.728186,2.87705e-05,0.0626976
1305,38.6567,1,10.3122,40.14,11.6175,50.2427,0.267154,0.23418,0.726392,2.77724e-05,0.0633043
1306,33.2797,1,10.2846,40.5672,11.8613,50.2428,0.262675,0.228298,0.724415,2.74954e-05,0.0620526
1307,28.2367,1,10.2872,40.7047,11.6406,50.243,0.262032,0.226647,0.678278,2.90119e-05,0.0606368
1308,37.5139,1,10.3148,41.1152,11.4462,50.2432,0.263415,0.239439,0.681684,2.93013e-05,0.0629454
1309,37.9045,1,10.2923,40.9657,11.0031,50.2431,0.263691,0.256594,0.726626,2.79327e-05,0.0622852
1310,38.8531,1,10.3271,41.0693,11.2488,50.243,0.258155,0.243357,0.744779,3.0417e-05,0.0622686
1311,38.9331,1,10.3507,40.451,12.2336,50.2427,0.264816,0.254843,0.754634,3.34952e-05,0.0606705
1312,37.8543,1,10.2837,40.1339,11.9176,50.2426,0.26727,0.248996,0.76959,3.13838e-05,0.0608561
1313,36.1503,1,10.2892,40.0407,11.9348,50.2423,0.26841,0.249217,0.744078,2.8422e-05,0.0614522
1314,44.5669,1,10.316,40.5268,12.0469,50.2423,0.257079,0.241383,0.786943,2.91969e-05,0.0641326
1315,37.7636,1,10.3566,41.968,11.5299,50.242,0.259353,0.241955,0.730816,3.13237e-05,0.0618323
1316,36.62,1,10.3369,41.9022,11.2052,50.242,0.260089,0.218337,0.712507,3.10397e-05,0.0626814
1317,40.6093,1,10.2511,40.8064,11.2272,50.2421,0.264526,0.241899,0.728407,3.46359e-05,0.0616963
1318,52.4079,1,10.2072,40.0064,11.4417,50.242,0.277636,0.2452,0.726533,3.2095e-05,0.0657679
1319,41.7584,1,10.2416,40.3918,11.9457,50.2421,0.272951,0.236459,0.760987,2.96952e-05,0.0629926
1320,50.582,1,10.2636,40.7818,11.5814,50.2421,0.271483,0.24299,0.76625,3.22429e-05,0.0648955
1321,50.2682,1,10.2606,40.365,12.1361,50.242,0.26588,0.249024,0.791169,3.48768e-05,0.0637194
1322,50.7522,1,10.2655,39.7257,12.1059,50.2426,0.264892,0.250681,0.820776,3.65558e-05,0.063078
1323,55.5732,1,10.3265,40.9478,11.8967,50.2424,0.265327,0.256451,0.749712,3.97111e-05,0.0645252
1324,49.5559,1,10.3315,42.0772,11.6915,50.2429,0.268595,0.243377,0.743976,3.55187e-05,0.0644577
1325,45.0998,1,10.3433,40.9063,11.5031,50.2428,0.26707,0.253682,0.712129,3.17689e-05,0.0641058
1326,41.6006,1,10.32,41.954,11.5354,50.2429,0.264809,0.235667,0.673615,3.38236e-05,0.0631747
1327,43.9858,1,10.3587,40.5508,11.8635,50.2426,0.266292,0.239317,0.649612,3.79151e-05,0.0630488
1328,43.614,1,10.2888,41.1246,11.448,50.2427,0.267863,0.246983,0.608641,3.39123e-05,0.0649246
1329,50.4458,1,10.3057,41.6434,10.9668,50.2432,0.263769,0.244889,0.602859,3.4747e-05,0.0666333
1330,58.0692,1,10.308,41.6723,10.6143,50.2436,0.264646,0.252968,0.646786,3.82813e-05,0.06731
1331,58.6774,1,10.2966,41.6267,11.1229,50.2437,0.260375,0.247404,0.671873,3.60209e-05,0.0681301
1332,51.2752,1,10.3057,41.5957,10.6492,50.2436,0.260272,0.234982,0.660358,3.66898e-05,0.0660408
1333,45.8966,1,10.246,41.371,10.8707,50.2435,0.261511,0.210174,0.664617,3.48212e-05,0.0659624
1334,46.2589,1,10.2607,41.622,10.4843,50.2433,0.264112,0.20655,0.684846,3.46579e-05,0.0656158
1335,45.8734,1,10.2914,41.8383,10.6819,50.2433,0.259799,0.231979,0.646057,3.62494e-05,0.0646659
1336,44.5897,1,10.2444,41.9674,10.6723,50.2431,0.260294,0.240112,0.665274,3.6322e-05,0.0636041
1337,46.8465,1,10.23,42.4739,10.7076,50.2433,0.263209,0.249677,0.63993,3.87952e-05,0.0636354
1338,43.4428,1,10.2995,41.8513,10.5588,50.2434,0.25951,0.24229,0.683574,3.92522e-05,0.0622125
1339,46.5377,1,10.249,41.2684,10.6988,50.2436,0.262299,0.226298,0.704092,3.75161e-05,0.0639025
1340,47.2957,1,10.2471,41.8957,10.4745,50.2433,0.262347,0.231185,0.73688,4.37321e-05,0.0621263
1341,49.9765,1,10.3108,41.7654,10.7909,50.2429,0.266408,0.2323,0.715312,4.80402e-05,0.0622289
1342,46.3393,1,10.3132,42.0837,10.5105,50.2429,0.261394,0.230358,0.661957,5.30989e-05,0.0611039
1343,44.9376,1,10.2475,42.0999,9.9318,50.2432,0.268981,0.238821,0.618266,5.32327e-05,0.0606689
1344,47.5072,1,10.259,42.8135,10.2533,50.2433,0.256211,0.248903,0.633566,5.573e-05,0.060924
1345,33.9501,1,10.2745,42.2503,10.5789,50.2436,0.258197,0.240779,0.651961,4.98594e-05,0.057673
1346,35.9165,1,10.2913,42.4498,10.3123,50.2432,0.25522,0.242297,0.601025,4.45956e-05,0.0601284
1347,32.5111,1,10.2276,43.2816,9.80559,50.2434,0.254844,0.255453,0.592559,3.98875e-05,0.0617669
1348,33.3795,1,10.2488,43.0268,9.8827,50.2438,0.26104,0.229666,0.595176,3.8031e-05,0.0609402
1349,32.9514,1,10.2867,43.5169,9.94599,50.2439,0.261386,0.237698,0.612912,3.67089e-05,0.0605419
1350,29.6015,1,10.2447,43.317,9.96907,50.244,0.262071,0.24685,0.624939,3.28334e-05,0.0600243
1351,28.9497,1,10.2529,42.9475,10.0299,50.2439,0.254459,0.24623,0.655695,2.95318e-05,0.0605308
1352,33.0047,1,10.2184,43.0002,9.8615,50.2439,0.258026,0.255966,0.689147,2.88954e-05,0.0610998
1353,33.5687,1,10.2814,42.0915,9.99747,50.2437,0.259081,0.245981,0.704596,3.15996e-05,0.0606048
1354,29.4279,1,10.1982,42.3826,10.2281,50.244,0.26395,0.225461,0.704979,2.82636e-05,0.0614302
1355,33.6767,1,10.2837,42.5488,10.0054,50.2442,0.259449,0.233647,0.630553,2.64752e-05,0.06394
1356,32.5765,1,10.2632,42.3427,10.4153,50.2443,0.25937,0.252639,0.663373,2.7106e-05,0.0619489
1357,25.8759,1,10.2783,41.9523,10.8417,50.2443,0.258189,0.225967,0.678394,2.46714e-05,0.0617216
1358,28.4702,1,10.312,41.9064,10.6932,50.2442,0.258451,0.230793,0.641453,2.64239e-05,0.062007
1359,32.1721,1,10.2629,42.0776,10.7685,50.2441,0.262552,0.249196,0.643041,2.52524e-05,0.0627587
1360,31.8617,1,10.3097,41.8407,10.8403,50.2443,0.26198,0.247905,0.643443,2.46212e-05,0.0629509
1361,35.415,1,10.2602,42.187,10.6686,50.2444,0.263939,0.236559,0.594063,2.92292e-05,0.0636394
1362,42.065,1,10.2827,42.8361,10.0981,50.2442,0.259932,0.240775,0.592328,3.15366e-05,0.0651616
1363,39.2057,1,10.2473,42.6403,10.0242,50.2437,0.257965,0.254759,0.570523,3.38464e-05,0.0634349
1364,46.0039,1,10.2638,42.8343,10.1864,50.2439,0.260576,0.248417,0.625327,3.25865e-05,0.0653518
1365,43.6122,1,10.2456,42.1891,10.2771,50.2442,0.260087,0.234749,0.659399,3.10662e-05,0.0650454
1366,42.214,1,10.2762,43.2641,10.2834,50.2445,0.265019,0.241266,0.667454,3.62626e-05,0.0625987
1367,39.4511,1,10.2427,43.4373,9.86572,50.2445,0.262135,0.26207,0.622482,3.62115e-05,0.0616989
1368,44.3516,1,10.2993,43.1303,10.0407,50.2443,0.260173,0.251554,0.685003,3.59475e-05,0.0629265
1369,55.2382,1,10.2301,41.9813,10.6745,50.2449,0.264722,0.245708,0.721574,3.99036e-05,0.0651543
1370,42.6797,1,10.2748,42.5463,10.5434,50.2453,0.267116,0.249642,0.726334,3.56909e-05,0.0625523
1371,36.2936,1,10.2781,42.3045,10.2675,50.2453,0.261784,0.265606,0.65294,3.32174e-05,0.0609273
1372,39.9144,1,10.2392,41.4797,10.7678,50.2455,0.264649,0.259107,0.704565,2.97106e-05,0.0631255
1373,41.89,1,10.2407,41.9924,10.8101,50.2455,0.264072,0.25895,0.676237,2.67063e-05,0.0645839
1374,32.8676,1,10.244,42.0447,10.448,50.2454,0.275119,0.251841,0.677681,2.50085e-05,0.0620739
1375,22.5045,1,10.3002,42.0197,11.0085,50.2454,0.266352,0.247621,0.702451,2.23682e-05,0.0610019
1376,26.2709,1,10.2961,42.3417,10.8801,50.2455,0.263731,0.238064,0.671168,2.00068e-05,0.0637747
1377,23.6839,1,10.2966,42.0215,10.8468,50.2455,0.270453,0.249097,0.707142,1.78946e-05,0.0626071
1378,16.6672,1,10.3025,41.863,10.8405,50.2456,0.263927,0.246469,0.703683,1.62742e-05,0.0609658
1379,24.2697,1,10.2301,42.0927,10.2817,50.2456,0.265699,0.249727,0.69858,1.81749e-05,0.0623006
1380,18.2994,1,10.2306,41.463,10.5253,50.2453,0.263802,0.245221,0.711208,1.69686e-05,0.0610674
1381,18.0323,1,10.207,41.9228,10.3636,50.2454,0.264624,0.249345,0.678957,1.55058e-05,0.0620299
1382,21.8483,1,10.1917,41.8273,10.5014,50.2453,0.265382,0.253041,0.646173,1.59881e-05,0.0632869
1383,17.019,1,10.2064,42.1197,10.5898,50.2453,0.2667,0.253206,0.608783,1.48088e-05,0.0629018
1384,25.9295,1,10.1963,41.9896,10.1604,50.2454,0.269031,0.2673,0.619271,1.58719e-05,0.0644709
1385,26.1725,1,10.2323,42.0586,9.82394,50.2454,0.267404,0.257931,0.62477,1.60196e-05,0.0647755
1386,25.469,1,10.2199,42.1609,9.93614,50.2455,0.25873,0.255061,0.629894,1.56111e-05,0.0651231
1387,23.2914,1,10.1518,42.5024,9.62694,50.2455,0.261167,0.249903,0.658227,1.5107e-05,0.0643876
1388,18.8291,1,10.176,42.2983,9.87903,50.2454,0.257277,0.23431,0.704915,1.55291e-05,0.0627558
1389,22.2814,1,10.2681,42.4727,10.2692,50.2453,0.258673,0.250124,0.72245,1.56488e-05,0.0629421
1390,29.7315,1,10.2896,41.692,10.8852,50.2453,0.255689,0.252887,0.718607,1.47389e-05,0.0660638
1391,22.6234,1,10.2209,42.1433,10.1209,50.2455,0.2598,0.226189,0.676642,1.52731e-05,0.064904
1392,17.7874,1,10.2667,43.2626,10.0709,50.2454,0.260771,0.24687,0.649851,1.46725e-05,0.0630785
1393,13.6883,1,10.2593,42.9262,10.3682,50.2454,0.26233,0.259047,0.642894,1.50134e-05,0.0611518
1394,12.8449,1,10.2701,43.1462,10.5178,50.2453,0.263487,0.260435,0.6431,1.44074e-05,0.0611608
1395,19.0492,1,10.2964,42.7295,10.317,50.2453,0.26345,0.257767,0.610341,1.57833e-05,0.0629076
1396,21.8842,1,10.2379,42.8794,9.95924,50.2453,0.263128,0.250987,0.650909,1.49455e-05,0.0640118
1397,16.8494,1,10.2684,42.3872,10.5226,50.2453,0.257765,0.253944,0.696555,1.34064e-05,0.0628093
1398,13.6262,1,10.2556,42.5527,9.98568,50.2452,0.257438,0.242794,0.700534,1.40161e-05,0.0617278
1399,19.79,1,10.2236,42.6097,10.4887,50.2455,0.257931,0.23175,0.723702,1.46036e-05,0.0634729
1400,12.0375,1,10.2176,42.1083,10.3477,50.2457,0.262515,0.232675,0.719413,1.30619e-05,0.0625189
1401,8.99287,1,10.2169,42.4437,10.4427,50.2458,0.266261,0.221348,0.709899,1.17997e-05,0.0621991
1402,7.98584,1,10.2052,41.4613,10.6954,50.2459,0.266333,0.235428,0.683576,1.24451e-05,0.0611791
1403,8.68846,1,10.2306,41.5525,10.8175,50.2459,0.272435,0.241489,0.705866,1.11312e-05,0.0624583
1404,11.3073,1,10.2289,42.0223,10.4304,50.2458,0.269866,0.23979,0.750374,1.08694e-05,0.062343
1405,13.7761,1,10.2079,41.655,10.6973,50.2458,0.270822,0.23644,0.723102,1.11667e-05,0.0633396
1406,8.57525,1,10.2106,41.5213,11.3439,50.2459,0.270854,0.249186,0.708675,1.04935e-05,0.0619145
1407,-1.31767,1,10.2702,40.6258,11.6464,50.246,0.262842,0.265378,0.69733,9.38563e-06,0.060075
1408,2.15056,1,10.2631,42.1129,10.8823,50.246,0.259326,0.258675,0.703033,1.04604e-05,0.060028
1409,-4.0804,1,10.2319,41.704,10.4113,50.246,0.257566,0.242709,0.689818,1.03574e-05,0.0589596
1410,-6.12266,1,10.2307,42.1124,10.4694,50.246,0.265239,0.229197,0.71897,1.03346e-05,0.0582401
1411,2.42723,1,10.2443,42.1023,10.5845,50.2461,0.261563,0.223078,0.677478,9.90643e-06,0.0621733
1412,4.08799,1,10.2151,42.0392,10.7099,50.2461,0.264401,0.242592,0.675382,1.0145e-05,0.0616673
1413,12.1122,1,10.2508,42.041,10.0645,50.2461,0.268254,0.252158,0.629827,1.14034e-05,0.063366
1414,10.8283,1,10.239,42.8554,9.52707,50.2461,0.261092,0.254412,0.568724,1.13617e-05,0.0640912
1415,7.74269,1,10.2021,43.2106,9.42937,50.2461,0.266665,0.251916,0.568,1.28772e-05,0.0618381
1416,7.09752,1,10.1875,42.7186,9.81318,50.2461,0.257569,0.245183,0.536626,1.22348e-05,0.0631757
1417,6.34058,1,10.2315,43.0245,9.91996,50.2461,0.262804,0.241957,0.540198,1.11546e-05,0.0636556
1418,5.05015,1,10.3123,43.2318,10.3858,50.246,0.265563,0.255486,0.537115,1.1182e-05,0.0626639
1419,1.07764,1,10.3464,43.5718,10.4663,50.246,0.259219,0.262147,0.591834,1.08332e-05,0.060785
1420,-1.80184,1,10.2857,43.3434,9.92463,50.246,0.262332,0.264515,0.565666,1.22477e-05,0.0590267
1421,2.31475,1,10.3018,42.7806,9.66719,50.246,0.26053,0.257136,0.604604,1.23164e-05,0.0599816
1422,5.60388,1,10.2533,43.0069,9.89462,50.2459,0.258315,0.266727,0.614564,1.31044e-05,0.0600781
1423,3.37919,1,10.2254,43.0968,9.47054,50.246,0.260151,0.274479,0.602562,1.30297e-05,0.059297
1424,6.47954,1,10.2375,43.3893,9.64863,50.246,0.25407,0.270206,0.585891,1.29142e-05,0.0609366
1425,-3.87068,1,10.25,42.6463,9.73531,50.246,0.257343,0.254482,0.587528,1.19663e-05,0.0587631
1426,-2.10199,1,10.2755,42.7533,9.67846,50.2459,0.259,0.261429,0.575247,1.2875e-05,0.0585727
1427,-1.88398,1,10.2839,43.2267,9.55927,50.2459,0.258943,0.259581,0.603101,1.15158e-05,0.0593598
1428,10.4794,1,10.2607,42.7585,10.1981,50.2459,0.260369,0.247107,0.629554,1.32263e-05,0.0619397
1429,10.5275,1,10.2644,43.2021,10.0868,50.2459,0.270491,0.242057,0.625237,1.3786e-05,0.0614867
1430,7.19607,1,10.3059,43.0575,10.5681,50.2458,0.267857,0.236805,0.618455,1.23306e-05,0.0618329
1431,-1.99937,1,10.2721,42.3735,10.7643,50.246,0.264185,0.253933,0.618831,1.11861e-05,0.0592645
1432,4.58062,1,10.2787,41.5193,11.1354,50.246,0.267185,0.25131,0.635542,1.10623e-05,0.061184
1433,2.6223,1,10.2702,41.9029,11.0127,50.2459,0.266714,0.249737,0.623547,1.16217e-05,0.0603671
1434,2.3478,1,10.2548,41.4893,10.5967,50.2461,0.268492,0.261657,0.605376,1.0821e-05,0.0607016
1435,14.7942,1,10.2863,42.4077,10.47,50.2461,0.260812,0.267021,0.620251,1.19172e-05,0.0637172
1436,17.8776,1,10.3145,42.2539,10.1987,50.246,0.262117,0.271012,0.566772,1.29198e-05,0.0646502
1437,12.2788,1,10.2592,42.5181,10.2534,50.2462,0.267764,0.262256,0.578821,1.34413e-05,0.0623444
1438,18.2824,1,10.2749,42.3533,10.4096,50.2463,0.267463,0.247911,0.645336,1.50355e-05,0.0628092
1439,17.7328,1,10.2876,42.3212,10.4823,50.2464,0.267809,0.243695,0.692636,1.43029e-05,0.0625848
1440,7.0608,1,10.2428,41.7904,10.6272,50.2463,0.264555,0.227513,0.655172,1.39063e-05,0.0606398
1441,2.90513,1,10.2274,41.0501,11.2109,50.2464,0.269559,0.226031,0.633315,1.32569e-05,0.0599463
1442,5.81728,1,10.2616,40.7017,11.6327,50.2464,0.259243,0.221369,0.654622,1.2449e-05,0.0616634
1443,15.7562,1,10.3435,41.8896,11.2613,50.2464,0.269375,0.222567,0.646429,1.28683e-05,0.0643338
1444,7.4771,1,10.2804,42.3141,10.894,50.2465,0.266611,0.230066,0.665026,1.39848e-05,0.0604227
1445,7.38315,1,10.2742,42.3177,10.7172,50.2465,0.262998,0.221265,0.662362,1.28533e-05,0.0616482
1446,11.2287,1,10.2771,42.258,10.0796,50.2465,0.2639,0.244202,0.638723,1.38891e-05,0.0615953
1447,24.0439,1,10.2382,42.1025,10.0354,50.2463,0.262186,0.266774,0.68217,1.50152e-05,0.0637152
1448,19.9879,1,10.2441,42.4394,9.96466,50.2461,0.258792,0.253717,0.64537,1.63516e-05,0.062688
1449,18.6635,1,10.2439,42.3399,10.1051,50.2462,0.258984,0.250974,0.658834,1.78712e-05,0.0613612
1450,27.2023,1,10.2977,41.829,10.5726,50.2461,0.25276,0.27386,0.705157,1.73911e-05,0.0631892
1451,28.7006,1,10.2784,41.798,10.6545,50.2461,0.256653,0.27398,0.664355,1.90452e-05,0.0632495
1452,22.0017,1,10.2672,42.2137,10.3203,50.2461,0.251571,0.268605,0.692169,1.86412e-05,0.0612614
1453,21.9352,1,10.2387,41.4194,10.3862,50.2463,0.256892,0.245668,0.661058,1.77433e-05,0.0627196
1454,24.5485,1,10.2064,41.415,9.97018,50.2464,0.261228,0.243525,0.643425,1.8812e-05,0.0632146
1455,26.4626,1,10.2745,41.5092,10.4532,50.2463,0.259692,0.267256,0.689355,1.81938e-05,0.0627162
1456,20.4313,1,10.3155,42.3201,10.923,50.2463,0.260556,0.25702,0.67608,1.72101e-05,0.0617665
1457,22.4654,1,10.2797,42.5721,11.1423,50.2464,0.265154,0.259433,0.692036,1.80936e-05,0.0615186
1458,32.5145,1,10.2858,41.268,10.9072,50.2463,0.257588,0.252417,0.752215,2.06887e-05,0.0633194
1459,27.5042,1,10.2519,40.8985,10.6802,50.2464,0.257514,0.254386,0.719624,1.86023e-05,0.0629894
1460,25.9244,1,10.2267,41.8605,10.5608,50.2465,0.260791,0.241568,0.644316,1.96529e-05,0.0633416
1461,26.5176,1,10.2682,41.7527,10.8394,50.2466,0.255485,0.254895,0.652298,1.75781e-05,0.0650055
1462,26.9273,1,10.2657,41.061,10.7131,50.2467,0.254354,0.270636,0.701899,1.79747e-05,0.0628892
1463,21.3818,1,10.2971,40.4883,11.2029,50.2466,0.256968,0.270679,0.730347,1.6077e-05,0.0632135
1464,17.695,1,10.3147,41.1445,11.0373,50.2466,0.259827,0.253634,0.662836,1.60503e-05,0.0618376
1465,21.7637,1,10.33,41.0534,10.985,50.2466,0.256916,0.268287,0.676628,1.85144e-05,0.061272
1466,25.5577,1,10.3693,41.6684,11.0776,50.2468,0.253705,0.257029,0.688517,1.86162e-05,0.0627921
1467,15.4155,1,10.2786,41.0594,10.9167,50.2471,0.254093,0.250961,0.698723,1.76386e-05,0.0600987
1468,20.6136,1,10.2926,41.2991,10.6901,50.2473,0.256032,0.247141,0.741141,1.6544e-05,0.061864
1469,19.9114,1,10.2443,41.0752,11.2831,50.2474,0.261815,0.247409,0.715646,1.66398e-05,0.0616904
1470,20.0199,1,10.3169,41.012,12.0129,50.2474,0.256979,0.244172,0.749096,1.83423e-05,0.0607316
1471,18.5334,1,10.2589,41.0579,11.5275,50.2475,0.258689,0.238407,0.765303,1.80091e-05,0.0603881
1472,23.9162,1,10.2937,41.0911,11.0293,50.2475,0.258574,0.251095,0.773939,1.99656e-05,0.0606217
1473,28.0436,1,10.3196,41.4242,10.7339,50.2474,0.261511,0.2633,0.725879,1.90373e-05,0.0624193
1474,24.481,1,10.3033,41.1334,11.4511,50.2475,0.263521,0.249363,0.728826,1.71327e-05,0.0626093
1475,13.9025,1,10.3005,41.4045,11.0856,50.2475,0.261914,0.245882,0.675463,1.54756e-05,0.0609884
1476,6.27555,1,10.3088,41.5345,11.7506,50.2473,0.265136,0.244704,0.643665,1.38418e-05,0.060391
1477,13.0478,1,10.2703,41.67,11.3034,50.2473,0.264565,0.251782,0.646646,1.23805e-05,0.063461
1478,16.19,1,10.3384,41.9504,11.0522,50.2473,0.260824,0.254978,0.637996,1.39168e-05,0.0629105
1479,17.9578,1,10.2911,42.2405,10.991,50.2475,0.260872,0.251438,0.631909,1.38783e-05,0.0637351
1480,16.4715,1,10.2837,41.6008,10.8879,50.2474,0.260483,0.243947,0.678362,1.36446e-05,0.0630391
1481,9.51802,1,10.3203,41.6054,11.2614,50.2473,0.261392,0.250832,0.675699,1.34559e-05,0.0606777
1482,11.0849,1,10.2546,41.7088,10.2365,50.2472,0.258066,0.23336,0.639036,1.29696e-05,0.0627801
1483,7.70779,1,10.3042,42.2578,10.5078,50.2472,0.262072,0.231466,0.674798,1.16003e-05,0.0627901
1484,3.34613,1,10.2747,42.5004,10.8178,50.2472,0.263215,0.23604,0.670086,1.17539e-05,0.0604744
1485,0.853357,1,10.2625,41.6645,10.6702,50.2471,0.26146,0.220934,0.654052,1.12385e-05,0.0609423
1486,7.50578,1,10.2875,42.5472,10.5817,50.2471,0.269568,0.223835,0.603097,1.18186e-05,0.0629732
1487,12.3432,1,10.2971,42.5527,10.6082,50.247,0.265332,0.232808,0.64456,1.14502e-05,0.0640333
