iteration,convergenceIndicator,phase,V_pop,Cl_pop,omega_V,omega_Cl,a
424,497.556,1,24.9817,5.12522,0.237373,0.264747,3.19689
425,497.044,1,25.0053,5.13822,0.228382,0.24678,3.23941
426,504.39,1,25.044,5.19775,0.235589,0.268049,3.31038
427,503.193,1,25.2895,5.25963,0.233089,0.285962,3.26399
428,506.227,1,24.4467,5.25627,0.244976,0.275943,3.30919
429,503.488,1,24.4673,5.26475,0.244838,0.274839,3.26449
430,500.855,1,24.4156,5.23112,0.246908,0.269113,3.22595
431,500.037,1,24.2882,5.18804,0.264638,0.258355,3.19891
432,497.326,1,24.444,5.33643,0.25606,0.268249,3.15192
433,491.434,1,24.1105,5.31475,0.252551,0.265007,3.06827
434,490.98,1,24.5461,5.2712,0.266856,0.263188,3.03957
435,497.062,1,24.6963,5.23589,0.250389,0.269155,3.15634
436,503.887,1,25.5788,5.21141,0.279639,0.273492,3.21079
437,501.857,1,24.6094,5.22934,0.257347,0.274564,3.21391
438,503.774,1,25.033,5.16279,0.268016,0.265279,3.24321
439,497.814,1,25.0479,5.25906,0.239721,0.253138,3.22564
440,497.001,1,24.6976,5.17558,0.233444,0.25374,3.21527
441,498.674,1,24.5757,5.28022,0.237536,0.27164,3.2032
442,491.32,1,24.5099,5.26392,0.232973,0.251723,3.12609
443,492.919,1,24.9719,5.16788,0.234286,0.253805,3.14587
444,494.799,1,24.973,5.17479,0.243704,0.259938,3.14764
445,499.127,1,25.6428,5.13442,0.257346,0.251567,3.20921
446,492.386,1,24.824,5.21282,0.230177,0.265803,3.14136
447,498.192,1,25.1935,5.27086,0.219675,0.257734,3.25668
448,501.066,1,24.8688,5.19418,0.230388,0.24068,3.31585
449,497.198,1,24.9528,5.20881,0.235277,0.252319,3.21755
450,494.799,1,24.5908,5.25619,0.235639,0.257832,3.16688
451,496.144,1,24.838,5.21312,0.242474,0.258249,3.17512
452,492.058,1,24.8024,5.15728,0.231099,0.249131,3.14657
453,498.996,1,24.6082,5.19498,0.228378,0.255828,3.25538
454,496.185,1,24.5744,5.22261,0.210671,0.263401,3.23227
455,491.448,1,24.217,5.1918,0.230592,0.241599,3.15168
456,495.977,1,25.2728,5.26509,0.222944,0.253752,3.21969
457,495.161,1,24.5052,5.1524,0.214612,0.253379,3.22459
458,500.09,1,24.5083,5.20477,0.231205,0.251769,3.27575
459,498.721,1,24.3832,5.14182,0.218411,0.265783,3.25379
460,492.558,1,24.6093,5.19133,0.203446,0.270558,3.17553
461,494.586,1,24.7775,5.17503,0.21058,0.273188,3.18865
462,498.727,1,24.1367,5.16043,0.226136,0.26094,3.24612
463,501.142,1,24.2701,5.28382,0.248576,0.269955,3.22615
464,504.641,1,24.1461,5.13839,0.246472,0.259831,3.30794
465,501.088,1,24.5605,5.08205,0.255159,0.256667,3.2367
466,498.151,1,24.5493,5.15583,0.23851,0.271953,3.19205
467,506.808,1,24.5969,5.22369,0.275929,0.266629,3.27848
468,499.621,1,24.4387,5.29685,0.251334,0.26708,3.20055
469,498.396,1,24.6509,5.34567,0.247086,0.280218,3.16585
470,499.33,1,25.0577,5.19067,0.256383,0.268339,3.18425
471,498.737,1,24.6742,5.14177,0.244695,0.255742,3.2186
472,495.302,1,24.6438,5.20917,0.255265,0.262403,3.13034
473,505.293,1,24.1008,5.20655,0.254041,0.258771,3.30655
474,495.832,1,24.6812,5.19922,0.266451,0.258506,3.12622
475,497.269,1,25.2231,5.21562,0.238321,0.262623,3.20174
476,500.295,1,25.7489,5.1686,0.263415,0.268927,3.18667
477,496.491,1,26.0078,5.17394,0.254282,0.253269,3.16787
478,496.422,1,25.1286,5.28192,0.261299,0.259661,3.14274
479,498.164,1,24.937,5.23629,0.25325,0.238656,3.22533
480,496.636,1,24.4421,5.23867,0.262752,0.26107,3.14122
481,501.802,1,24.7413,5.14029,0.262382,0.251198,3.24575
482,503.519,1,24.5625,5.1731,0.234682,0.249611,3.33588
483,498.684,1,25.0572,5.19686,0.246969,0.264648,3.19737
484,493.484,1,25.2586,5.23048,0.233374,0.268297,3.13147
485,494.834,1,25.4697,5.18617,0.239604,0.253324,3.1679
486,498.049,1,24.6108,5.14856,0.214857,0.250003,3.27932
487,497.909,1,25.6319,5.16614,0.223808,0.247422,3.26242
488,497.009,1,25.2409,5.16082,0.216252,0.247305,3.26369
489,497.951,1,24.6393,5.24428,0.230548,0.249213,3.24562
490,499.038,1,24.7046,5.20815,0.222431,0.267238,3.24791
491,494.272,1,24.9317,5.21799,0.251464,0.258427,3.12735
492,498.659,1,24.4359,5.14003,0.262866,0.240765,3.212
493,495.998,1,24.6603,5.2062,0.252084,0.23839,3.19182
494,500.129,1,25.4551,5.23009,0.280011,0.245864,3.19721
495,496.06,1,24.7321,5.25516,0.260669,0.259747,3.13777
496,499.755,1,24.6797,5.19861,0.264269,0.254537,3.2018
497,508.022,1,24.9902,5.17901,0.260371,0.251687,3.35543
498,500.627,1,25.5616,5.14685,0.258213,0.246436,3.24252
499,505.631,1,24.9127,5.25212,0.275505,0.265833,3.2606
500,504.23,1,25.7656,5.24559,0.257467,0.243286,3.31155
501,501.833,1,25.1161,5.21138,0.253295,0.241425,3.28194
502,502.468,1,24.6078,5.25425,0.231652,0.248847,3.32128
503,505.821,1,25.1498,5.15393,0.244499,0.243152,3.36464
504,502.562,1,25.3307,5.13569,0.267346,0.252321,3.24762
505,502.854,1,25.2821,5.24928,0.27951,0.261091,3.21546
506,498.414,1,25.4616,5.26778,0.270253,0.249776,3.17789
507,496.586,1,24.7481,5.24443,0.253513,0.26199,3.15522
508,501.264,1,25.6604,5.29505,0.253166,0.26493,3.22844
509,501.476,1,25.3754,5.23595,0.245308,0.263922,3.24869
510,495.995,1,25.1282,5.30279,0.238516,0.267907,3.1633
511,498.75,1,25.1955,5.22617,0.222839,0.266988,3.24262
512,496.563,1,24.8184,5.2235,0.237488,0.255005,3.1976
513,492.494,1,25.2079,5.24343,0.245049,0.253343,3.11925
514,499.878,1,25.081,5.2106,0.238613,0.270212,3.22371
515,499.96,1,25.1974,5.19543,0.231983,0.271891,3.23544
516,502.724,1,25.4135,5.27688,0.234524,0.269879,3.28069
517,501.41,1,25.4184,5.17952,0.209765,0.26742,3.36611
518,503.898,1,24.7759,5.2271,0.215224,0.27324,3.33638
519,496.472,1,24.3863,5.28288,0.214213,0.270167,3.21732
520,498.779,1,24.6389,5.26104,0.191598,0.271473,3.31634
521,500.719,1,25.0963,5.14483,0.192577,0.258005,3.36327
522,493.151,1,25.0433,5.20421,0.219921,0.253405,3.17961
523,499.388,1,24.6492,5.20109,0.196703,0.257329,3.33303
524,506.601,1,25.0142,5.21418,0.225471,0.254609,3.39561
525,500.133,1,25.6359,5.19958,0.242606,0.242616,3.27118
526,504.116,1,24.372,5.23244,0.268093,0.27232,3.23647
527,501.609,1,24.3615,5.21165,0.239789,0.261378,3.28444
528,499.644,1,24.7887,5.25099,0.238499,0.263522,3.23181
529,497.453,1,24.9321,5.24299,0.237416,0.261834,3.20026
530,498.084,1,25.364,5.1463,0.235891,0.249679,3.23616
531,501.543,1,24.9317,5.21606,0.225919,0.260736,3.29492
532,495.105,1,24.6162,5.23259,0.222766,0.26213,3.19032
533,498.189,1,24.5662,5.20852,0.228372,0.269509,3.2172
534,500.111,1,25.524,5.19845,0.225578,0.259106,3.27414
535,502.343,1,25.2298,5.09244,0.24369,0.26012,3.27347
536,501.876,1,25.3997,5.24564,0.24489,0.258619,3.26594
537,498.907,1,24.9503,5.09822,0.219036,0.257408,3.29845
538,503.1,1,25.4182,5.14752,0.205372,0.259829,3.36998
539,499.424,1,24.9863,5.19896,0.206343,0.257406,3.30831
540,503.456,1,24.6959,5.31587,0.223621,0.244467,3.36434
541,503.61,1,24.9451,5.30327,0.219779,0.261459,3.34265
542,507.164,1,24.6008,5.37546,0.21731,0.257139,3.41901
543,495.137,1,24.7155,5.23875,0.208897,0.264826,3.21611
544,497.089,1,24.7869,5.2118,0.216539,0.25097,3.25742
545,495.449,1,25.0037,5.12252,0.243818,0.248251,3.17936
546,497.86,1,25.799,5.18903,0.263871,0.254385,3.17133
547,504.805,1,25.1554,5.23376,0.262554,0.255,3.28939
548,498.245,1,25.0617,5.21542,0.260662,0.255215,3.18185
549,493.655,1,24.6589,5.23888,0.233143,0.260068,3.15435
550,498.909,1,24.9217,5.26958,0.239809,0.255537,3.23135
551,496.604,1,25.4193,5.21963,0.223286,0.250103,3.23632
552,500.33,1,25.251,5.20146,0.224721,0.255448,3.28652
553,499.443,1,24.6498,5.28635,0.247246,0.250049,3.23618
554,501.267,1,24.5395,5.17453,0.244341,0.252707,3.26767
555,503.283,1,25.0893,5.16444,0.253594,0.25875,3.27301
556,507.223,1,25.3048,5.14431,0.259327,0.264198,3.31988
557,500.868,1,25.2836,5.1644,0.240536,0.244976,3.28319
558,499.575,1,24.851,5.10963,0.244824,0.261591,3.22179
559,500.658,1,24.8079,5.09874,0.26173,0.245167,3.2391
560,500.355,1,24.4912,5.08498,0.234098,0.252562,3.28154
561,491.821,1,24.8056,5.15265,0.209384,0.258949,3.17635
562,490.415,1,24.8512,5.15978,0.20859,0.267147,3.13465
563,495.731,1,24.9667,5.13873,0.20912,0.264758,3.22569
564,500.915,1,25.2616,5.09308,0.211363,0.250399,3.33583
565,491.289,1,25.1062,5.22745,0.212716,0.250451,3.16966
566,495.656,1,25.1469,5.22804,0.234178,0.252998,3.19273
567,500.51,1,25.0529,5.27397,0.247501,0.271329,3.2152
568,506.543,1,25.1038,5.17188,0.253269,0.261755,3.32408
569,501.087,1,24.7847,5.1867,0.237776,0.259583,3.26479
570,502.235,1,24.8729,5.23756,0.246763,0.25939,3.267
571,502.556,1,24.8192,5.23986,0.253145,0.256596,3.26545
572,493.824,1,24.7031,5.1095,0.229421,0.250555,3.17639
573,495.295,1,25.2628,5.07843,0.247488,0.247023,3.17218
574,498.797,1,25.1235,5.16439,0.259317,0.263476,3.17862
575,499.498,1,25.0672,5.2089,0.250579,0.270886,3.19329
576,497.043,1,24.8731,5.29227,0.25067,0.274221,3.14693
577,500.433,1,24.6406,5.15758,0.240824,0.261613,3.24395
578,496.172,1,24.4878,5.2382,0.225815,0.259609,3.20626
579,491.096,1,24.5496,5.17844,0.235694,0.266962,3.09056
580,502.084,1,24.9621,5.21367,0.239992,0.248304,3.29864
581,498.305,1,25.114,5.15778,0.229035,0.249995,3.25325
582,497.455,1,24.6353,5.195,0.219617,0.251914,3.25514
583,499.419,1,24.7119,5.23809,0.239283,0.249303,3.25267
584,493.084,1,25.2381,5.2947,0.214021,0.265924,3.17006
585,498.667,1,25.5017,5.23145,0.206182,0.26428,3.28302
586,498.434,1,25.0062,5.27181,0.231354,0.271211,3.21227
587,501.781,1,24.8968,5.21445,0.221894,0.258014,3.31274
588,494.408,1,24.6688,5.22881,0.230689,0.248368,3.18758
589,492.045,1,23.9985,5.22299,0.237036,0.247038,3.13861
590,496.23,1,24.7733,5.26433,0.248793,0.250259,3.17919
591,494.831,1,25.5605,5.14528,0.222527,0.248618,3.22443
592,494.504,1,25.0664,5.09029,0.236541,0.247,3.18011
593,499.348,1,25.6743,5.09395,0.235789,0.256835,3.24434
594,504.758,1,26.3229,5.0662,0.244351,0.254319,3.32451
595,509.744,1,25.6973,5.1719,0.264286,0.261645,3.35923
596,496.41,1,25.325,5.20617,0.264042,0.248651,3.15766
597,501.315,1,25.6019,5.27361,0.288757,0.258876,3.17863
598,504.741,1,25.7629,5.14363,0.28368,0.255285,3.25085
599,503.853,1,24.9659,5.22009,0.253731,0.263674,3.31278
600,501.604,1,24.7646,5.17727,0.231221,0.252636,3.29998
601,496.684,1,25.4159,5.20975,0.239422,0.248469,3.20796
602,495.153,1,24.5204,5.20308,0.240474,0.24935,3.1788
603,497.459,1,25.4254,5.19293,0.228087,0.260829,3.22092
604,494.121,1,25.5449,5.10533,0.246444,0.249016,3.1511
605,499.622,1,24.7294,5.18994,0.25008,0.261665,3.21247
606,496.574,1,24.5711,5.33712,0.233994,0.261148,3.1936
607,499.482,1,24.8036,5.20462,0.231398,0.258149,3.25309
608,500.839,1,24.8093,5.17869,0.229601,0.259933,3.2766
609,500.021,1,25.1096,5.13691,0.270784,0.253311,3.19713
610,502.164,1,25.3055,5.11138,0.268998,0.256355,3.2305
611,491.796,1,24.2327,5.20488,0.263234,0.257444,3.06846
612,493.651,1,24.6894,5.17453,0.273975,0.247833,3.09737
613,500.829,1,25.9395,5.17559,0.24505,0.249293,3.26688
614,497.68,1,25.6968,5.17952,0.266244,0.253109,3.16654
615,501.998,1,25.1495,5.2986,0.272315,0.261159,3.21323
616,497.031,1,24.764,5.26318,0.26447,0.259502,3.14747
617,492.532,1,24.4164,5.23658,0.23968,0.254788,3.12736
618,498.6,1,24.8565,5.20836,0.223596,0.265979,3.24027
619,502.399,1,24.4942,5.19473,0.244176,0.260712,3.2724
620,506.206,1,24.8295,5.19515,0.241964,0.256019,3.35122
621,504.017,1,25.4734,5.15502,0.235343,0.256407,3.32592
622,499.609,1,25.0625,5.10479,0.24927,0.245297,3.24419
623,489.763,1,24.6996,5.13211,0.222954,0.249932,3.12682
624,491.26,1,25.0157,5.22363,0.222566,0.263788,3.1246
625,502.039,1,24.9205,5.2029,0.239992,0.268878,3.25981
626,495.87,1,24.5689,5.26876,0.217226,0.265151,3.20947
627,504.455,1,24.8547,5.09973,0.244506,0.249764,3.32772
628,501.017,1,24.5603,5.16821,0.239184,0.261432,3.25741
629,495.968,1,24.3303,5.16509,0.273065,0.262755,3.10987
630,497.958,1,24.7048,5.12788,0.253129,0.260426,3.18133
631,497.175,1,25.2361,5.07154,0.249494,0.253589,3.18741
632,494.437,1,25.1102,5.17446,0.227369,0.259927,3.17367
633,491.337,1,25.11,5.13175,0.219774,0.255863,3.14558
634,494.7,1,24.9874,5.20994,0.214314,0.262992,3.20008
635,492.87,1,24.7349,5.20138,0.216993,0.253656,3.18071
636,493.814,1,24.8492,5.21947,0.238463,0.24907,3.1611
637,497.35,1,24.6603,5.25379,0.24597,0.258794,3.1875
638,497.628,1,24.2583,5.11906,0.23911,0.249178,3.22306
639,492.219,1,24.5393,5.14648,0.233725,0.254034,3.13511
640,492.776,1,24.3005,5.15735,0.20905,0.256275,3.19615
641,498.288,1,24.5676,5.19828,0.23445,0.250922,3.24015
642,500.602,1,24.3353,5.14998,0.258047,0.243874,3.24735
643,495.339,1,23.941,5.19439,0.236251,0.250654,3.1877
644,491.632,1,24.4715,5.21259,0.245371,0.253768,3.10393
645,494.434,1,24.6796,5.2397,0.242221,0.25557,3.15224
646,502.748,1,24.556,5.21043,0.279835,0.261512,3.21238
647,505.963,1,25.4438,5.17893,0.26006,0.263567,3.29796
648,505.441,1,25.266,5.09025,0.252526,0.261626,3.3067
649,500.871,1,26.3014,5.23641,0.259714,0.256951,3.22419
650,501.543,1,25.3492,5.1409,0.261011,0.25027,3.2456
651,501.679,1,25.8442,5.09231,0.264021,0.24642,3.24982
652,499.148,1,24.6514,5.19732,0.27403,0.253919,3.17599
653,498.78,1,24.5802,5.19697,0.252596,0.263314,3.19082
654,496.709,1,25.2949,5.12393,0.234323,0.257889,3.20105
655,501.211,1,25.9034,5.13211,0.224008,0.268556,3.27915
656,498.237,1,25.5933,5.0889,0.230941,0.256977,3.23515
657,494.346,1,25.353,5.19249,0.231445,0.2604,3.16314
658,492.466,1,25.0172,5.17211,0.212129,0.25346,3.18489
659,496.416,1,24.2158,5.19742,0.226176,0.265974,3.19829
660,498.745,1,24.9195,5.15586,0.246183,0.258986,3.20998
661,497.912,1,24.379,5.21332,0.245255,0.25509,3.20491
662,495.633,1,24.3202,5.17118,0.219363,0.245112,3.24407
663,495.958,1,24.3668,5.10082,0.205096,0.253963,3.25839
664,501.255,1,24.9515,5.15791,0.1908,0.256189,3.38071
665,501.084,1,24.6345,5.20336,0.196398,0.279787,3.32054
666,500.465,1,24.5507,5.19237,0.21355,0.250249,3.3249
667,499.169,1,24.9119,5.29385,0.220925,0.256811,3.27228
668,499.092,1,25.0597,5.2181,0.232836,0.257265,3.24518
669,498.074,1,25.4792,5.15702,0.236115,0.246212,3.24214
670,493.621,1,25.095,5.17518,0.23283,0.253355,3.16109
671,497.127,1,24.6282,5.13419,0.245363,0.247512,3.2057
672,497.142,1,25.4617,5.25618,0.225831,0.255641,3.22972
673,492.775,1,24.8546,5.19186,0.20199,0.261873,3.22247
674,491.94,1,25.0539,5.16342,0.224763,0.25976,3.13823
675,492.626,1,24.7397,5.20732,0.227555,0.250914,3.15974
676,496.361,1,24.6816,5.21868,0.2342,0.258768,3.19392
677,496.314,1,24.7086,5.13438,0.229018,0.247516,3.22441
678,504.926,1,25.0096,5.21524,0.251604,0.267443,3.28903
679,498.142,1,25.1832,5.13779,0.226239,0.248842,3.25851
680,495.701,1,24.8984,5.08742,0.225784,0.250977,3.21428
681,496.832,1,24.8663,5.09238,0.227453,0.25608,3.22035
682,494.767,1,24.835,5.27153,0.230545,0.260675,3.17139
683,497.956,1,23.867,5.22309,0.213788,0.259325,3.26266
684,500.045,1,24.4294,5.35422,0.212006,0.275169,3.27393
685,491.681,1,25.0787,5.19899,0.212028,0.256185,3.16717
686,500.552,1,24.592,5.28342,0.213993,0.274031,3.28011
687,499.76,1,24.4648,5.29463,0.219795,0.282542,3.23941
688,497.272,1,24.6555,5.24858,0.229001,0.274829,3.19148
689,500.796,1,24.9104,5.17701,0.242458,0.268435,3.23473
690,501.239,1,25.4384,5.11342,0.268941,0.254071,3.21926
691,502.221,1,26.2405,5.18477,0.291785,0.259429,3.18782
692,498.123,1,25.6998,5.14848,0.275468,0.252469,3.15929
693,499.761,1,25.4415,5.18013,0.26582,0.253677,3.20075
694,504.94,1,25.7074,5.17022,0.266584,0.255328,3.28377
695,503.104,1,25.7696,5.22846,0.244069,0.264711,3.27736
696,501.848,1,25.0596,5.25913,0.237347,0.275387,3.25047
697,495.883,1,24.9828,5.26583,0.242193,0.263617,3.16185
698,494.932,1,25.5657,5.21859,0.236205,0.253705,3.17543
699,499.188,1,24.9599,5.20627,0.258087,0.254793,3.20294
700,504.034,1,25.9167,5.25655,0.261694,0.257357,3.27338
701,505.396,1,25.263,5.21687,0.275892,0.243372,3.29814
702,493.869,1,25.2158,5.31147,0.270842,0.246471,3.1086
703,492.045,1,25.0295,5.29938,0.270117,0.245194,3.08274
704,497.02,1,24.8659,5.29898,0.246295,0.24279,3.21115
705,503.005,1,24.7196,5.14445,0.255927,0.259485,3.26256
706,499.619,1,24.1305,5.20594,0.228908,0.273864,3.24297
707,497.748,1,24.56,5.16495,0.233911,0.253305,3.22767
708,502.844,1,24.1626,5.29911,0.256093,0.254919,3.26796
709,500.597,1,23.7819,5.22336,0.229057,0.265722,3.27666
710,504.677,1,23.3952,5.20156,0.230696,0.263345,3.3341
711,502.825,1,23.9937,5.19444,0.236698,0.265243,3.28631
712,501.415,1,24.5058,5.15078,0.235178,0.263006,3.26935
713,499.372,1,25.0625,5.21036,0.246866,0.250735,3.23441
714,502.164,1,25.6189,5.24394,0.252461,0.263954,3.24666
715,495.232,1,24.9236,5.23228,0.225808,0.260757,3.19054
716,502.307,1,24.756,5.19062,0.23491,0.242624,3.324
717,497.317,1,24.7036,5.25474,0.233124,0.254955,3.21898
718,500.591,1,25.9022,5.18837,0.23512,0.250498,3.27869
719,505.205,1,25.3043,5.21141,0.229461,0.271603,3.33086
720,502.458,1,25.3889,5.20205,0.241719,0.258667,3.28199
721,498.654,1,25.38,5.11207,0.264592,0.248048,3.19494
722,494.196,1,24.8068,5.229,0.254596,0.266693,3.10619
723,500.917,1,25.5067,5.20425,0.238821,0.262988,3.25362
724,507.364,1,25.0146,5.25235,0.254283,0.262473,3.33504
725,502.751,1,25.1423,5.15398,0.227437,0.257955,3.33548
726,506.409,1,25.8784,5.15729,0.244503,0.26334,3.33593
727,510.832,1,25.2044,5.20554,0.25915,0.268366,3.3755
728,500.646,1,24.656,5.15517,0.243066,0.271103,3.22637
729,502.146,1,24.608,5.14815,0.220765,0.274749,3.2912
730,499.255,1,24.566,5.19435,0.228557,0.26783,3.23767
731,495.137,1,24.2996,5.26002,0.222285,0.273768,3.1717
732,505.234,1,23.8695,5.26534,0.225121,0.272735,3.33863
733,511.162,1,24.6599,5.22638,0.235196,0.256772,3.45164
734,503.37,1,25.2413,5.25193,0.210366,0.252347,3.40879
735,495.963,1,25.032,5.22156,0.191344,0.265062,3.27115
736,499.511,1,24.647,5.21943,0.207559,0.271387,3.28157
737,495.714,1,24.6683,5.26862,0.215091,0.264769,3.21217
738,498.067,1,24.7583,5.21057,0.220124,0.263235,3.24358
739,493.597,1,24.4877,5.08979,0.21023,0.251229,3.21206
740,498.308,1,24.7664,5.10408,0.211831,0.260495,3.27088
741,500.159,1,24.7505,5.11364,0.231841,0.24375,3.29111
742,504.611,1,25.4517,5.10316,0.236596,0.253024,3.34011
743,501.604,1,24.829,5.18412,0.262299,0.264012,3.21911
744,504.198,1,25.1459,5.12009,0.242289,0.26067,3.30701
745,503.531,1,24.9312,5.11466,0.239267,0.247461,3.32671
746,500.56,1,24.2412,5.22194,0.236049,0.273695,3.23423
747,496.359,1,24.3422,5.11886,0.248826,0.253096,3.17604
748,495.897,1,25.1902,5.13805,0.266018,0.257867,3.12915
749,503.067,1,25.2551,5.13738,0.271147,0.256639,3.24144
750,498.82,1,24.7295,5.05582,0.252442,0.256414,3.20416
751,493.016,1,24.8287,5.14086,0.239256,0.257068,3.13201
752,501.144,1,25.367,5.20578,0.252966,0.274318,3.21043
753,498.093,1,26.0339,5.14465,0.2478,0.265625,3.18426
754,501.867,1,25.8068,5.1891,0.227299,0.265355,3.28912
755,500.367,1,25.7512,5.21067,0.239429,0.263551,3.2421
756,497.875,1,24.676,5.23163,0.223371,0.260275,3.23876
757,497.026,1,24.8951,5.22562,0.245657,0.259452,3.18152
758,494.029,1,25.463,5.12111,0.249993,0.254028,3.13391
759,493.618,1,25.0487,5.11163,0.237601,0.267385,3.12702
760,499.637,1,24.4803,5.14186,0.247227,0.278191,3.18949
761,497.712,1,24.5827,5.23216,0.229668,0.260236,3.22299
762,488.977,1,24.2091,5.3064,0.232482,0.258701,3.07683
763,487.88,1,23.9992,5.24333,0.207938,0.254287,3.12038
764,493.975,1,24.6186,5.2564,0.236741,0.256187,3.15412
765,492.626,1,24.7298,5.20354,0.247871,0.249129,3.12381
766,494.417,1,24.963,5.19027,0.271415,0.252628,3.10533
767,495.664,1,24.7238,5.21891,0.258649,0.249617,3.15311
768,496.554,1,24.9581,5.20792,0.255793,0.258094,3.15746
769,498.252,1,24.6317,5.20403,0.26244,0.263356,3.1643
770,497.788,1,25.1391,5.20301,0.259373,0.25485,3.17725
771,496.664,1,25.6142,5.2554,0.255118,0.256342,3.16363
772,506.391,1,25.8839,5.24841,0.306507,0.26961,3.21639
773,503.712,1,25.8534,5.2073,0.274149,0.279653,3.20861
774,508.47,1,25.8321,5.17912,0.294852,0.263924,3.28003
775,498.483,1,25.4008,5.18778,0.273591,0.256547,3.161
776,498.33,1,25.4715,5.18647,0.265773,0.25766,3.16986
777,497.748,1,24.7264,5.12239,0.237714,0.260003,3.21981
778,494.64,1,24.9293,5.28893,0.24447,0.26816,3.12935
779,497.674,1,25.2728,5.21162,0.25612,0.265436,3.1624
780,500.89,1,25.0727,5.10889,0.265859,0.243669,3.23851
781,502.478,1,25.0176,5.30435,0.260836,0.264984,3.2347
782,499.209,1,25.2514,5.27279,0.236864,0.273531,3.21022
783,495.318,1,25.0768,5.10669,0.244813,0.246688,3.17823
784,498.616,1,25.3619,5.19629,0.254783,0.25923,3.19136
785,497.509,1,24.8336,5.1674,0.227885,0.256625,3.24694
786,496.547,1,24.5288,5.13637,0.24357,0.267696,3.16308
787,499.123,1,24.2409,5.17941,0.250614,0.261527,3.20338
788,501.235,1,24.4299,5.14777,0.28989,0.256776,3.17927
789,497.675,1,24.9463,5.16589,0.260235,0.260877,3.16305
790,496.173,1,23.7773,5.25194,0.232762,0.257255,3.21632
791,494.491,1,25.057,5.23526,0.23264,0.245585,3.19027
792,500.603,1,25.437,5.24567,0.250613,0.246325,3.2565
793,492.749,1,25.0672,5.22618,0.241098,0.253456,3.13061
794,491.862,1,24.2922,5.27749,0.215645,0.25695,3.17617
795,498.841,1,24.4439,5.2397,0.21414,0.258562,3.27834
796,500.102,1,24.5254,5.10801,0.213293,0.248604,3.32082
797,498.985,1,24.9007,5.24697,0.212601,0.269779,3.26398
798,501.508,1,24.5705,5.18111,0.20881,0.247011,3.35876
799,500.98,1,24.444,5.23891,0.222338,0.262284,3.2901
800,492.802,1,24.35,5.28658,0.202191,0.253338,3.2131
801,493.334,1,24.4196,5.28308,0.237016,0.261238,3.13414
802,499.576,1,25.0408,5.21611,0.234016,0.27082,3.22672
803,503.937,1,25.0996,5.12804,0.225741,0.257774,3.34221
804,491.483,1,24.7125,5.16133,0.219154,0.253102,3.15425
805,490.324,1,24.4958,5.13272,0.205983,0.252292,3.16522
806,497.141,1,24.7197,5.26254,0.234786,0.252659,3.21694
807,493.759,1,24.9531,5.13464,0.234326,0.251291,3.16417
808,503.737,1,24.8976,5.20212,0.250142,0.248527,3.30669
809,501.954,1,26.0117,5.15288,0.255797,0.259692,3.2446
810,501.476,1,26.1369,5.22726,0.267369,0.255688,3.22302
811,499.787,1,25.5542,5.22606,0.259235,0.250479,3.21886
812,491.872,1,25.318,5.17907,0.23927,0.241098,3.14263
813,493.758,1,25.6621,5.13293,0.220402,0.254806,3.18609
814,494.456,1,25.0845,5.20423,0.228582,0.262226,3.16746
815,496.226,1,25.2179,5.18516,0.213102,0.257432,3.23837
816,499.247,1,24.6851,5.25819,0.225687,0.268573,3.24221
817,496.466,1,24.8159,5.2157,0.210349,0.265154,3.23459
818,495.958,1,25.2415,5.17933,0.200789,0.283362,3.21669
819,491.412,1,25.2071,5.22289,0.219886,0.268615,3.12434
820,498.75,1,25.0438,5.21228,0.237282,0.247721,3.24834
821,501.139,1,25.0961,5.18441,0.230323,0.242569,3.31347
822,502.861,1,24.9062,5.14309,0.218962,0.225918,3.40319
823,497.139,1,25.1369,5.25284,0.217305,0.238845,3.2802
824,498.81,1,25.3845,5.25353,0.225444,0.257677,3.25494
825,504.457,1,25.2077,5.13655,0.241719,0.268989,3.29748
826,494.997,1,24.9147,5.15609,0.269384,0.252735,3.11794
827,499.6,1,24.7639,5.09987,0.289606,0.253794,3.15813
828,489.215,1,24.5138,5.10889,0.259032,0.252878,3.07688
829,500.373,1,25.6719,5.279,0.255447,0.255911,3.22554
830,499.087,1,25.6214,5.15234,0.242119,0.254282,3.23214
831,498.42,1,25.1899,5.26035,0.240587,0.261665,3.21049
832,496.721,1,25.4241,5.17177,0.230042,0.262255,3.20203
833,498.37,1,24.4277,5.24457,0.228577,0.274596,3.21104
834,498.228,1,24.4284,5.23645,0.233311,0.259249,3.22604
835,492.671,1,23.9163,5.21897,0.231709,0.244975,3.16318
836,491.469,1,24.6959,5.18753,0.228771,0.251627,3.13702
837,489.723,1,24.5691,5.23667,0.216525,0.256669,3.12459
838,491.093,1,24.9921,5.27148,0.205748,0.266267,3.15356
839,491.355,1,25.1812,5.26214,0.215355,0.258248,3.15095
840,494.003,1,24.8362,5.26963,0.222045,0.259304,3.17859
841,497.62,1,25.4415,5.19687,0.23492,0.255624,3.21922
842,501.019,1,25.5576,5.18052,0.233582,0.249157,3.29173
843,497.789,1,25.1152,5.16019,0.208922,0.258428,3.3038
844,495.179,1,24.8347,5.24811,0.193234,0.262666,3.25747
845,503.171,1,25.2224,5.25225,0.223498,0.274321,3.30364
846,500.21,1,24.8871,5.20881,0.21793,0.253405,3.30306
847,499.459,1,25.2437,5.16299,0.195122,0.255963,3.33874
