iteration,convergenceIndicator,phase,Cl_pop,V1_pop,Q_pop,V2_pop,omega_Cl,omega_V1,omega_Q,omega_V2,a,b
231,278.755,1,10.3222,40.2932,12.6838,46.3614,0.256881,0.28882,0.663966,0.359348,2.22045e-16,0.0560695
232,276.143,1,10.2835,40.8777,12.3099,44.537,0.261666,0.281507,0.647154,0.350249,2.22045e-16,0.0548914
233,285.188,1,10.2867,40.0566,12.4347,43.6852,0.255041,0.276978,0.630767,0.341381,0.0323178,0.0564865
234,284.525,1,10.2879,39.1166,12.7903,45.6501,0.259602,0.269965,0.625567,0.332737,0.0817572,0.0520235
235,292.734,1,10.2872,39.8171,12.9996,45.2141,0.257357,0.297658,0.684142,0.324312,0.0621549,0.0549921
236,290.403,1,10.2952,39.6089,12.6831,47.5053,0.266014,0.290121,0.685098,0.328553,0.0491523,0.0552094
237,282.104,1,10.2742,39.0998,12.8583,47.6141,0.268292,0.282775,0.689895,0.330681,2.22045e-16,0.0566133
238,282.809,1,10.2129,39.2857,12.9859,49.0005,0.273814,0.275615,0.672426,0.36757,0.0183705,0.0540981
239,280.744,1,10.2304,40.1028,12.63,48.4763,0.269321,0.268637,0.678193,0.42045,2.22045e-16,0.0543361
240,273.131,1,10.2336,40.5272,12.1283,49.8612,0.272404,0.269552,0.661021,0.409804,2.22045e-16,0.0528669
241,275.956,1,10.2309,40.1968,12.354,49.0208,0.274451,0.262726,0.661897,0.399427,2.22045e-16,0.0540481
242,277.426,1,10.2539,40.0453,12.2431,47.87,0.274474,0.256421,0.677937,0.389539,2.22045e-16,0.0541399
243,281.136,1,10.2109,40.5208,12.1754,50.3417,0.273373,0.253277,0.702474,0.383114,0.0242008,0.0531898
244,289.097,1,10.2779,40.7886,12.1779,50.6886,0.268201,0.246864,0.768216,0.400369,2.22045e-16,0.0572201
245,290.393,1,10.2469,40.3097,12.5565,51.9171,0.264781,0.244261,0.789409,0.406088,2.22045e-16,0.0569939
246,288.036,1,10.2427,40.4853,12.2383,52.0828,0.26761,0.238076,0.775735,0.395805,2.22045e-16,0.0577448
247,290.134,1,10.2131,40.0927,12.4512,49.3142,0.261579,0.235149,0.756584,0.385783,2.22045e-16,0.0584366
248,292.872,1,10.2597,39.1922,12.601,46.8244,0.263802,0.254218,0.75084,0.376015,2.22045e-16,0.0596344
249,291.023,1,10.2787,40.0419,12.0667,48.7486,0.262629,0.250588,0.73244,0.406238,2.22045e-16,0.0578127
250,287.974,1,10.2837,40.4929,11.974,46.8515,0.265053,0.257854,0.713894,0.395952,0.0197535,0.0558791
251,290.61,1,10.3162,40.8632,12.5207,49.6051,0.261749,0.265317,0.709544,0.392249,0.0297327,0.0554334
252,290.737,1,10.2564,41.0431,12.2283,49.76,0.260988,0.259585,0.691578,0.405677,2.22045e-16,0.0580749
253,284.414,1,10.2823,41.027,11.6488,52.5793,0.264574,0.253012,0.674066,0.421452,2.22045e-16,0.0561939
254,283.611,1,10.244,40.9912,11.659,52.3658,0.265995,0.259253,0.72446,0.410781,2.22045e-16,0.0556202
255,286.487,1,10.2486,41.672,11.817,53.3782,0.267785,0.263789,0.706116,0.40038,2.22045e-16,0.056633
256,290.081,1,10.2307,40.7761,11.832,54.111,0.271448,0.264686,0.688237,0.403857,2.22045e-16,0.0574687
257,291.524,1,10.186,40.6688,11.4482,52.214,0.264574,0.283918,0.67081,0.417726,2.22045e-16,0.0573559
258,290.469,1,10.1589,40.4389,11.3899,53.1321,0.264824,0.300051,0.68998,0.407149,0.0296534,0.0539023
259,290.748,1,10.1908,41.3585,11.8238,53.285,0.265883,0.292453,0.672509,0.447051,2.22045e-16,0.056403
260,296.19,1,10.1831,40.8424,11.5105,53.3663,0.268734,0.285048,0.687072,0.435731,2.22045e-16,0.0582858
261,297.124,1,10.2169,40.0606,12.0545,52.4276,0.26242,0.277831,0.724478,0.424698,2.22045e-16,0.0587323
262,288.005,1,10.1911,39.4308,12.612,51.9617,0.268316,0.280938,0.734981,0.413951,2.10942e-16,0.0557957
263,284.732,1,10.2542,39.3546,12.7265,48.9301,0.265502,0.273825,0.716371,0.403469,2.22045e-16,0.0560692
264,280.677,1,10.2747,39.415,12.9944,48.0864,0.265364,0.266892,0.714883,0.395895,0.00796567,0.0540165
265,281.702,1,10.2147,39.0415,13.3074,47.4909,0.266707,0.26146,0.698855,0.385871,0.00319004,0.0546934
266,284.255,1,10.2761,39.6094,13.1932,48.6668,0.271499,0.25484,0.733323,0.3761,0.00360675,0.0558912
267,286.744,1,10.3142,39.7742,13.0364,48.9361,0.27053,0.264754,0.757939,0.366577,2.22045e-16,0.057495
268,282.761,1,10.2487,39.3713,13.127,50.8558,0.268058,0.25805,0.782143,0.357295,2.22045e-16,0.0566832
269,283.242,1,10.3042,39.8044,12.8601,51.4997,0.264539,0.254504,0.77337,0.348248,0.0306822,0.0542796
270,283.126,1,10.2564,39.7301,12.8273,49.5865,0.269929,0.268757,0.758113,0.339431,0.055554,0.0518153
271,298.401,1,10.2657,39.3393,13.0843,50.764,0.275851,0.276931,0.753111,0.330836,0.037083,0.0573203
272,289.266,1,10.3023,39.4526,12.7526,49.7424,0.273588,0.269919,0.734042,0.331268,0.0406645,0.0550488
273,289.931,1,10.2656,39.6529,12.131,48.5948,0.269019,0.267462,0.715456,0.32288,0.0111522,0.0585942
274,298.506,1,10.268,40.0644,12.027,48.7387,0.264121,0.307197,0.706877,0.338648,2.22045e-16,0.0599662
275,291.588,1,10.2916,39.7247,12.2315,48.4741,0.266111,0.30378,0.709788,0.344377,0.000902596,0.0577023
276,288.433,1,10.3003,40.0721,12.8368,45.9969,0.264859,0.296088,0.719801,0.335788,0.0481134,0.0534115
277,290.34,2,10.2017,39.1696,12.6113,45.6483,0.262841,0.288591,0.732803,0.327285,0.0135305,0.0572083
278,291.231,2,10.2358,39.4062,12.2356,46.2392,0.256556,0.281283,0.714248,0.327861,2.22045e-16,0.0593046
279,287.816,2,10.2161,39.8869,11.9204,45.3751,0.260262,0.255242,0.652324,0.30803,2.22045e-16,0.0595922
280,277.517,2,10.2692,40.3249,12.1612,44.8052,0.259839,0.237111,0.68896,0.297333,0.00488836,0.0568245
281,284.763,2,10.2845,40.8791,12.0279,47.8444,0.253892,0.231556,0.688898,0.35166,0.000220433,0.0583721
282,276.87,2,10.2638,39.9799,12.5209,49.7602,0.258803,0.225878,0.686552,0.332096,1.64654e-05,0.056714
283,276.749,2,10.2654,40.6818,12.3963,50.8402,0.262334,0.225673,0.680841,0.336795,1.75432e-06,0.0565674
284,279.575,2,10.2172,40.8101,12.4727,50.3935,0.27019,0.233948,0.705637,0.357472,2.4513e-07,0.0556681
285,282.283,2,10.1983,40.7259,12.148,49.9662,0.267543,0.24283,0.696211,0.373022,4.25591e-08,0.0558766
286,287.18,2,10.2512,40.4132,12.0893,51.1001,0.263161,0.251885,0.709284,0.336498,8.8423e-09,0.0579735
287,281.542,2,10.2407,40.5002,12.2579,48.8404,0.262978,0.246689,0.717202,0.312511,2.13835e-09,0.0574671
288,280.073,2,10.2663,39.7576,12.6783,48.1956,0.26146,0.243886,0.715507,0.305759,5.89253e-10,0.0572444
289,289.469,2,10.2612,39.5256,12.8745,48.1538,0.259571,0.249858,0.741623,0.306256,1.81941e-10,0.0585889
290,284.248,2,10.2744,39.7147,12.7488,47.8855,0.263653,0.244822,0.733752,0.290137,0.0119256,0.057809
291,287.468,2,10.296,40.1222,12.8308,47.7148,0.265217,0.251339,0.712117,0.281641,0.00444833,0.0592329
292,280.817,2,10.2653,40.3036,12.347,47.9162,0.261841,0.240493,0.727029,0.278421,0.00179644,0.0586729
293,281.493,2,10.2577,40.6086,11.9477,49.281,0.262971,0.231555,0.722517,0.273601,0.0276003,0.0567903
294,273.432,2,10.2788,40.3876,12.1085,49.4938,0.263788,0.237246,0.725817,0.254667,0.0127686,0.0569919
295,282.375,2,10.2501,40.5467,11.9108,49.4913,0.264103,0.237099,0.733995,0.233653,0.0165215,0.0579673
296,278.486,2,10.2301,40.5892,11.6382,50.1442,0.265141,0.241843,0.716639,0.249417,0.0085467,0.0577642
297,284.941,2,10.2309,40.8501,11.434,51.1603,0.267547,0.233945,0.697307,0.232078,0.00959594,0.0596294
298,287.251,2,10.2381,40.7097,11.5472,50.9045,0.265221,0.228647,0.697179,0.225733,0.00544832,0.0611948
299,277.331,2,10.2369,40.5798,11.4882,51.2351,0.267855,0.226701,0.71017,0.221065,0.00334963,0.0605469
300,277.608,2,10.2258,40.6596,11.4921,51.6092,0.269105,0.222159,0.697921,0.218219,0.00541971,0.0602813
301,281.953,2,10.2465,40.9708,11.3102,51.6013,0.265843,0.21956,0.704969,0.2285,0.00344501,0.0605112
302,277.544,2,10.2509,41.0482,11.2111,51.3719,0.264323,0.218429,0.708768,0.236859,0.00226077,0.0599945
303,276.205,2,10.2394,40.9723,11.1147,51.4111,0.264942,0.214882,0.696801,0.234689,0.00152799,0.0600266
304,290.168,2,10.2414,41.1003,11.2959,52.3395,0.264519,0.219751,0.69819,0.243649,0.00106125,0.0606447
305,282.752,2,10.2497,41.0375,11.4713,52.261,0.263665,0.223278,0.709567,0.24589,0.000755927,0.0604076
306,281.426,2,10.2414,40.943,11.3852,52.7204,0.262934,0.225301,0.707022,0.246572,0.000551191,0.0602664
307,279.035,2,10.227,41.0879,11.1864,53.2576,0.262089,0.224401,0.698868,0.241399,0.000410726,0.0603459
308,285.922,2,10.224,41.0665,11.1017,53.5561,0.260537,0.225247,0.691551,0.245292,0.000312288,0.0606694
309,292.263,2,10.2219,41.1134,11.1103,52.8459,0.259859,0.227874,0.697754,0.251321,0.000241932,0.0609793
310,287.855,2,10.2311,41.0484,11.1486,52.6363,0.259326,0.227894,0.701097,0.260303,0.000190718,0.0609376
311,284.11,2,10.2374,41.0475,11.1833,52.6799,0.259446,0.226895,0.713195,0.262601,0.000152801,0.0606945
312,288.196,2,10.2274,41.0535,11.1452,52.8767,0.262459,0.233094,0.71558,0.261016,0.00264841,0.0603231
313,276.012,2,10.2379,40.9405,11.2757,52.3967,0.262568,0.236538,0.720728,0.255888,0.00218455,0.0598348
314,277.684,2,10.2417,40.7446,11.3796,52.2426,0.263216,0.241112,0.730037,0.24958,0.00995898,0.0587968
315,277.291,2,10.2435,40.6732,11.4849,51.8083,0.263534,0.242693,0.734314,0.24704,0.0102957,0.0584433
316,284.736,2,10.2512,40.6066,11.5235,51.9563,0.263656,0.244393,0.728662,0.24921,0.00988459,0.0585564
317,276.986,2,10.2512,40.5882,11.5756,51.9838,0.263452,0.243857,0.728676,0.247167,0.00854726,0.0585173
318,281.804,2,10.2446,40.5694,11.5793,51.8475,0.263834,0.242714,0.73048,0.247402,0.00746415,0.0585543
319,285.803,2,10.2478,40.6346,11.5462,52.0054,0.264111,0.242914,0.732977,0.251017,0.00711797,0.058597
320,286.856,2,10.2451,40.7385,11.501,52.3395,0.264985,0.243403,0.731658,0.255238,0.0063275,0.0586537
321,278.479,2,10.2498,40.7518,11.5054,52.4216,0.264959,0.242837,0.729001,0.255991,0.00567001,0.0586254
322,275.883,2,10.2536,40.7267,11.559,52.378,0.264672,0.240883,0.734052,0.253456,0.00511893,0.0585982
323,283.093,2,10.2582,40.7736,11.601,52.4447,0.26485,0.239774,0.740931,0.254056,0.00465371,0.0586283
324,279.047,2,10.2541,40.7324,11.6015,52.5083,0.264763,0.238914,0.745779,0.253982,0.00425836,0.0585482
325,283.687,2,10.2497,40.6336,11.6548,52.4589,0.264944,0.239359,0.753804,0.253315,0.00416442,0.0584873
326,283.08,2,10.2509,40.545,11.682,52.4045,0.26511,0.239543,0.760474,0.251916,0.00793743,0.058182
327,282.72,2,10.2522,40.5118,11.7199,52.5245,0.264997,0.238726,0.760895,0.251878,0.00738763,0.0582869
328,281.843,2,10.2528,40.5129,11.7343,52.5702,0.265042,0.238538,0.76176,0.252073,0.00771158,0.0582527
329,276.41,2,10.2531,40.5101,11.7412,52.572,0.265085,0.23842,0.761529,0.25214,0.00781917,0.0582165
330,285.631,2,10.2521,40.5079,11.7409,52.5747,0.265123,0.238041,0.760916,0.252698,0.0076688,0.0582487
331,287.859,2,10.2521,40.4982,11.751,52.5913,0.265072,0.237855,0.761171,0.253129,0.00752411,0.0582836
332,296.648,2,10.253,40.4916,11.7703,52.5781,0.26505,0.237827,0.761471,0.253573,0.00742311,0.0583607
333,296.36,2,10.2533,40.4737,11.7861,52.6097,0.265156,0.238143,0.761665,0.254125,0.00728815,0.0584158
334,287.816,2,10.2529,40.462,11.7927,52.6366,0.265212,0.238281,0.761602,0.254098,0.007158,0.0584462
335,287.494,2,10.2521,40.4458,11.801,52.6378,0.265276,0.239051,0.761516,0.253797,0.00703242,0.0584592
336,286.427,2,10.2516,40.4395,11.8035,52.6175,0.265324,0.239377,0.761414,0.253416,0.00691117,0.058488
337,285.412,2,10.2519,40.4422,11.8027,52.6199,0.265302,0.239771,0.761411,0.253872,0.00679403,0.0584851
338,285.415,2,10.2515,40.4445,11.7974,52.5959,0.265304,0.240019,0.760934,0.25447,0.0066808,0.0584826
339,290.41,2,10.2514,40.4407,11.8016,52.5897,0.26532,0.240443,0.760693,0.254409,0.00657128,0.0585152
340,280.493,2,10.2523,40.4383,11.8092,52.5656,0.265274,0.240737,0.759683,0.254161,0.00683816,0.0584945
341,282.323,2,10.2524,40.4376,11.8085,52.5958,0.265266,0.240977,0.758621,0.253817,0.00672962,0.0585161
342,280.918,2,10.2525,40.4485,11.8113,52.5783,0.265348,0.241663,0.758909,0.25342,0.00662447,0.0584982
343,279.677,2,10.2534,40.443,11.8243,52.561,0.265365,0.241961,0.758279,0.253505,0.00694255,0.0584522
344,289.25,2,10.2545,40.4345,11.834,52.4951,0.265192,0.242175,0.758231,0.253699,0.00683736,0.0584851
345,301.197,2,10.2553,40.4175,11.8541,52.4659,0.265229,0.242448,0.75794,0.253736,0.00673531,0.0585668
346,289.952,2,10.2552,40.3971,11.864,52.4505,0.26524,0.242976,0.75773,0.253468,0.00723549,0.0585457
347,282.926,2,10.2553,40.3742,11.8788,52.4226,0.265206,0.243236,0.757332,0.253798,0.00727973,0.0585227
348,279.725,2,10.256,40.366,11.8952,52.3736,0.265131,0.243193,0.757204,0.253859,0.00750739,0.0584927
349,282.655,2,10.2569,40.3766,11.8982,52.3605,0.265138,0.24324,0.756085,0.253383,0.00748848,0.0585213
350,283.34,2,10.2576,40.3841,11.9037,52.3685,0.265086,0.243251,0.75576,0.253184,0.00738447,0.058543
351,282.254,2,10.2579,40.3958,11.8996,52.3514,0.265163,0.2432,0.755114,0.253301,0.0073169,0.0585479
352,281.175,2,10.2573,40.4023,11.8937,52.3453,0.265254,0.243035,0.754758,0.253263,0.00721803,0.0585533
353,292.289,2,10.2566,40.4109,11.882,52.3339,0.265219,0.242953,0.754092,0.25359,0.00712179,0.0585954
354,282.719,2,10.2561,40.4194,11.8727,52.3343,0.265175,0.242722,0.753772,0.253585,0.00702808,0.0586118
355,280.817,2,10.2562,40.4207,11.8662,52.3322,0.265175,0.242655,0.753576,0.25334,0.00693681,0.0586228
356,271.475,2,10.2561,40.4264,11.8575,52.3343,0.265163,0.242422,0.753676,0.252982,0.00684787,0.0586015
357,279.314,2,10.2563,40.4355,11.8578,52.335,0.265169,0.242219,0.753678,0.252875,0.00688833,0.0585947
358,285.02,2,10.2565,40.4439,11.8504,52.3315,0.265181,0.242302,0.752858,0.252713,0.00680223,0.0586215
359,286.161,2,10.257,40.4522,11.8496,52.3285,0.265211,0.242389,0.752427,0.252756,0.00671825,0.0586419
360,282.619,2,10.257,40.4493,11.8537,52.329,0.265278,0.242239,0.752213,0.252964,0.00663632,0.0586465
361,276.95,2,10.2563,40.4555,11.855,52.3482,0.265352,0.242206,0.752878,0.253194,0.00655637,0.0586094
362,281.695,2,10.2564,40.4562,11.8524,52.3751,0.265394,0.242182,0.752745,0.253203,0.00647831,0.0586134
363,279.685,2,10.256,40.4582,11.8493,52.3681,0.265387,0.242232,0.753037,0.253154,0.0064021,0.0586034
364,275.069,2,10.2558,40.4638,11.8422,52.3582,0.265399,0.242193,0.752827,0.25311,0.00635899,0.0585843
365,278.102,2,10.2563,40.4728,11.8393,52.357,0.26543,0.242303,0.752443,0.253053,0.0062859,0.0585773
366,287.265,2,10.2568,40.4769,11.8407,52.3462,0.265471,0.242388,0.752199,0.253137,0.00622728,0.0585966
367,291.299,2,10.2575,40.4746,11.8501,52.3364,0.265475,0.242486,0.752339,0.253061,0.00615731,0.0586301
368,289.499,2,10.258,40.4617,11.8601,52.3298,0.265397,0.242541,0.752211,0.253125,0.00609021,0.0586576
369,281.607,2,10.2579,40.4504,11.867,52.3023,0.265335,0.242603,0.752213,0.25312,0.00602329,0.0586558
370,276.336,2,10.2582,40.4374,11.8771,52.2618,0.265255,0.242666,0.752576,0.253069,0.00645076,0.0585963
371,281.258,2,10.2581,40.4285,11.883,52.2381,0.265189,0.242704,0.752756,0.252893,0.00668934,0.0585744
372,278.11,2,10.258,40.4246,11.886,52.2311,0.26517,0.242604,0.752241,0.252826,0.00661817,0.0585756
373,279.893,2,10.2584,40.4193,11.8881,52.2291,0.265145,0.24264,0.752029,0.252784,0.00654851,0.0585777
374,284.529,2,10.2587,40.4053,11.8957,52.2269,0.265117,0.242747,0.752564,0.252678,0.00657777,0.0585774
375,285.61,2,10.2587,40.4048,11.8962,52.2047,0.265144,0.242951,0.752126,0.252728,0.00650996,0.0585855
376,286.392,2,10.2583,40.4023,11.9002,52.2015,0.265156,0.243009,0.751668,0.252792,0.00644353,0.0586004
377,292.423,2,10.258,40.398,11.9065,52.1964,0.26515,0.243179,0.751745,0.252885,0.00637845,0.0586238
