iteration,convergenceIndicator,phase,Cl_pop,beta_Cl_logtCLCR,V1_pop,Q_pop,V2_pop,omega_Cl,omega_V1,omega_Q,corr_V1_Cl,a,b
219,341.319,1,0.977436,2.94501,22.9892,6.23575,576.785,0.911586,0.241768,0.337418,0.17312,2.22045e-16,0.0290039
220,342.596,2,0.915349,3.17091,23.1948,6.2269,583.094,0.932201,0.250764,0.335402,0.219145,0.00289411,0.0278548
221,335.671,2,0.972167,2.96406,23.0684,6.27935,576.261,0.908597,0.244415,0.32691,0.159532,2.22045e-16,0.0287074
222,335.913,2,1.03765,2.83851,23.6746,6.24154,574.291,0.868032,0.214102,0.329694,0.157067,2.22045e-16,0.0290451
223,330.385,2,1.03589,2.94259,23.6477,6.37489,568.57,0.858125,0.209775,0.327944,0.160797,0.00369847,0.026963
224,343.801,2,1.0214,3.03245,24.0185,6.42606,569.524,0.844328,0.211303,0.32114,0.077066,0.0043982,0.0287373
225,343.211,2,0.9592,3.18541,23.6791,6.42697,568.032,0.880648,0.215293,0.336525,0.102788,0.00144099,0.029392
226,349.047,2,1.05869,2.49448,23.7858,6.53795,567.139,0.809608,0.209839,0.35436,0.00686409,0.000153532,0.0310076
227,345.941,2,1.11191,2.09318,23.3014,6.47234,567.854,0.764486,0.219383,0.349334,0.069072,0.00598864,0.0284653
228,338.834,2,1.02831,2.3457,23.3779,6.49724,570.144,0.851788,0.225745,0.362593,0.0858129,0.00731022,0.026236
229,338.238,2,1.04285,2.41606,23.3164,6.44864,569.13,0.818343,0.231503,0.343955,0.123269,0.00459103,0.0273682
230,344.209,2,1.03241,2.54741,23.8054,6.4727,569.635,0.839423,0.224425,0.35235,0.129582,0.0018093,0.0290541
231,338.61,2,1.03991,2.54501,23.7484,6.55485,565.115,0.834664,0.219204,0.357405,0.141165,0.00563695,0.0271711
232,339.266,2,1.02587,2.54187,23.3789,6.45875,563.779,0.869707,0.227388,0.359577,0.120949,0.00486326,0.027022
233,340.726,2,1.03355,2.54236,23.2475,6.40528,563.561,0.872026,0.214731,0.350832,0.129764,0.00668477,0.0267644
234,341.441,2,0.985901,2.67894,23.2231,6.48941,565.457,0.905829,0.214176,0.350761,0.149446,0.00384843,0.0278571
235,339.95,2,1.00086,2.74507,23.288,6.42798,564.139,0.928245,0.217853,0.341845,0.170248,0.00155417,0.0286161
236,340.949,2,1.00355,2.78128,23.2599,6.37291,565.324,0.923566,0.217505,0.340676,0.15038,0.000674096,0.0290111
237,336.366,2,0.98423,2.84736,23.296,6.38996,569.051,0.925352,0.207901,0.344295,0.109021,0.000311854,0.0289169
238,337.297,2,0.96539,2.99103,23.2189,6.3731,570.211,0.913288,0.211204,0.353548,0.0573756,0.00079071,0.028498
239,339.224,2,0.942921,3.15506,23.1559,6.38695,569.889,0.92246,0.205931,0.354144,-0.0236293,0.00040904,0.0288063
240,341.693,2,0.963041,3.02197,23.143,6.31514,571.31,0.903742,0.202149,0.35148,-0.0296149,0.000222136,0.0292744
241,338.337,2,0.998381,2.89937,23.1235,6.30567,569.571,0.86326,0.200197,0.347746,0.0133977,0.000126123,0.0295078
242,335.035,2,1.01921,2.89863,23.3393,6.30808,571.045,0.835516,0.201396,0.345505,0.0375079,7.45928e-05,0.0294173
243,338.142,2,1.03823,2.83093,23.4858,6.31419,571.991,0.811605,0.202769,0.347784,0.0512355,4.58035e-05,0.0295412
244,342.029,2,1.05652,2.75675,23.5513,6.28579,571.869,0.806797,0.204497,0.338694,0.053661,2.91148e-05,0.0298955
245,345.344,2,1.07209,2.69995,23.6987,6.28089,573.401,0.799567,0.210219,0.335621,0.056591,1.91065e-05,0.0301857
246,353.733,2,1.07042,2.71144,23.6547,6.25823,573.401,0.803017,0.213662,0.339735,0.0624796,0.00134151,0.03015
247,359.636,2,1.06731,2.68518,23.6547,6.20366,575.869,0.813813,0.219636,0.346328,0.0790516,0.000931737,0.0307172
248,349.928,2,1.07556,2.6335,23.7126,6.22471,576.321,0.823174,0.21798,0.353649,0.0619425,0.000663674,0.0307295
249,350.677,2,1.07051,2.64718,23.6765,6.22203,577.143,0.839255,0.221694,0.350543,0.0906859,0.000483924,0.0307285
250,354.523,2,1.05502,2.71014,23.6451,6.22898,577.329,0.857423,0.22323,0.351786,0.0820978,0.00103196,0.0305524
251,347.2,2,1.05749,2.70926,23.764,6.2153,577.465,0.858115,0.22546,0.35173,0.0611912,0.000784635,0.0304468
252,343.941,2,1.05686,2.6922,23.7079,6.20137,578.048,0.850083,0.224875,0.346909,0.0610585,0.000607862,0.0303988
253,350.776,2,1.07187,2.61364,23.7621,6.18359,578.656,0.837626,0.224168,0.346092,0.0581867,0.000479186,0.0306043
254,346.082,2,1.07268,2.64087,23.7968,6.16334,580.176,0.824182,0.221596,0.342371,0.0623629,0.000722588,0.0305749
255,347.665,2,1.07313,2.66394,23.813,6.14932,579.996,0.821359,0.219967,0.341356,0.0745015,0.00129566,0.0303902
256,351.082,2,1.09492,2.61213,23.8074,6.11252,577.915,0.806233,0.220997,0.344066,0.0789471,0.00106873,0.0305931
257,340.624,2,1.11362,2.56516,23.7895,6.07989,577.171,0.790606,0.222209,0.342708,0.0865621,0.000893143,0.0305257
258,344.105,2,1.12587,2.54656,23.7895,6.05471,576.823,0.780538,0.221528,0.340439,0.0989694,0.000755551,0.0305997
259,346.421,2,1.12778,2.56485,23.787,6.06393,576.285,0.777164,0.222843,0.341015,0.105027,0.000646452,0.0306233
260,346.941,2,1.13803,2.531,23.7799,6.0448,575.789,0.772237,0.2243,0.341849,0.106801,0.000558991,0.0306441
261,344.457,2,1.14324,2.5174,23.7824,6.04503,575.288,0.768461,0.226499,0.340285,0.108695,0.000488156,0.0306254
262,344.931,2,1.1456,2.4949,23.7359,6.0426,575.121,0.765065,0.227556,0.341901,0.111358,0.000889041,0.0304093
263,342.227,2,1.1465,2.47853,23.7638,6.05923,574.696,0.7632,0.229087,0.343874,0.111004,0.00079031,0.0303341
264,347.174,2,1.14819,2.46475,23.8199,6.07105,574.486,0.762477,0.229427,0.34809,0.101306,0.00070819,0.0303294
265,347.43,2,1.1529,2.43964,23.8704,6.07702,574.486,0.758827,0.230428,0.350509,0.0966834,0.000639359,0.0303487
266,329.376,2,1.15381,2.42576,23.8669,6.07904,574.73,0.75819,0.230873,0.35057,0.094678,0.000581253,0.0301102
267,339.529,2,1.15479,2.41244,23.8608,6.08378,574.782,0.756767,0.230901,0.351394,0.088583,0.000531873,0.0300533
268,349.573,2,1.15768,2.38648,23.8427,6.08565,574.407,0.755297,0.231235,0.35107,0.0822536,0.000489649,0.030142
269,343.112,2,1.15851,2.37382,23.8174,6.08534,574.127,0.754189,0.229929,0.349839,0.0775716,0.000453333,0.0301834
270,340.487,2,1.15767,2.37452,23.8251,6.09222,573.948,0.755276,0.229043,0.34845,0.0739459,0.000421932,0.0301804
271,345.905,2,1.15783,2.37412,23.8304,6.0963,573.776,0.755428,0.228995,0.348193,0.0718087,0.000413494,0.0301937
272,346.15,2,1.15687,2.37881,23.8281,6.09872,573.84,0.75564,0.229407,0.347746,0.0707988,0.000461921,0.030176
273,337.522,2,1.15533,2.38269,23.8191,6.10274,573.885,0.755742,0.229656,0.347688,0.0695286,0.000587551,0.0300993
274,347.855,2,1.15218,2.38667,23.8013,6.10856,573.942,0.757029,0.229574,0.347765,0.0687349,0.000875819,0.0299874
275,354.638,2,1.15007,2.38746,23.8027,6.11587,573.958,0.757829,0.229949,0.347964,0.0664542,0.00099153,0.029957
276,344.179,2,1.14843,2.38701,23.7975,6.12107,573.935,0.758212,0.229961,0.34825,0.064992,0.001057,0.0299239
277,344.086,2,1.14793,2.38466,23.7932,6.12348,573.981,0.757708,0.229808,0.348139,0.0633673,0.00103812,0.0299362
278,338.999,2,1.14769,2.38446,23.7953,6.12603,573.966,0.756963,0.229817,0.347953,0.0610734,0.00101991,0.029934
279,341.225,2,1.1471,2.38521,23.7928,6.12824,574.023,0.756409,0.22989,0.347472,0.059958,0.00100232,0.0299396
280,344.118,2,1.14633,2.38536,23.7825,6.13158,574.079,0.75547,0.229897,0.34719,0.059237,0.00114186,0.029892
281,340.702,2,1.1459,2.38515,23.7761,6.1355,574.02,0.754738,0.2299,0.346867,0.0578048,0.00117699,0.0298773
282,338.233,2,1.14508,2.38302,23.7799,6.1408,574.042,0.754632,0.229559,0.346536,0.0555675,0.0011577,0.0298809
283,342.033,2,1.14455,2.379,23.7734,6.145,573.963,0.754612,0.229518,0.346232,0.0553255,0.00113903,0.0298885
284,345.79,2,1.14425,2.37624,23.7666,6.14612,574.066,0.75492,0.229469,0.346095,0.0562015,0.00112095,0.0298996
285,350.882,2,1.14401,2.37566,23.756,6.1479,574.094,0.755336,0.2293,0.346177,0.0563576,0.00110847,0.0299206
286,340.205,2,1.14295,2.38078,23.7522,6.14967,574.139,0.756204,0.229331,0.34614,0.0558953,0.00111628,0.0299021
287,341.009,2,1.14224,2.38459,23.7518,6.15139,574.249,0.756962,0.229199,0.346061,0.0558867,0.00115755,0.0298771
288,340.244,2,1.14234,2.3844,23.7432,6.15069,574.242,0.757041,0.229368,0.346127,0.0561095,0.00114027,0.0298695
289,337.954,2,1.14279,2.38374,23.7385,6.15143,574.105,0.756828,0.229561,0.346305,0.0555479,0.0011235,0.0298579
290,336.078,2,1.14328,2.38266,23.7437,6.15239,574.064,0.756323,0.229669,0.346371,0.0544957,0.00119473,0.029812
291,338.569,2,1.14316,2.38253,23.7402,6.15192,574.166,0.755906,0.229625,0.346277,0.0546138,0.00117766,0.0298096
292,347.537,2,1.14304,2.38359,23.737,6.15294,574.105,0.756194,0.229589,0.346292,0.0543024,0.00118766,0.0298135
293,342.003,2,1.14296,2.38575,23.7406,6.15342,574.046,0.756523,0.229429,0.346697,0.0533401,0.00117116,0.0298126
294,348.777,2,1.14297,2.38684,23.7397,6.15225,574.004,0.756453,0.229234,0.347345,0.0514466,0.00115512,0.029825
295,354.181,2,1.14239,2.38863,23.7406,6.15092,574.023,0.756858,0.229487,0.347823,0.050484,0.00113951,0.0298389
296,342.587,2,1.14226,2.38916,23.7451,6.15012,574.132,0.757027,0.229333,0.34814,0.050419,0.00112432,0.029839
297,340.65,2,1.14253,2.38708,23.7443,6.1497,574.167,0.757153,0.229285,0.348302,0.0508313,0.00111006,0.0298355
298,341.498,2,1.1432,2.38608,23.7389,6.1473,574.1,0.756687,0.229061,0.3483,0.0506512,0.00109565,0.0298429
299,342.903,2,1.14343,2.38422,23.7356,6.14714,574.056,0.756389,0.229082,0.348111,0.049312,0.0010816,0.0298499
300,338.674,2,1.14403,2.38278,23.7345,6.14746,574.018,0.75561,0.228692,0.348021,0.0481421,0.00106791,0.0298582
301,337.552,2,1.14471,2.38141,23.7324,6.14661,574.025,0.754992,0.22869,0.348068,0.0479539,0.00105456,0.0298538
302,347.488,2,1.14481,2.38147,23.7335,6.14753,573.982,0.755144,0.228816,0.348202,0.0471566,0.00107202,0.0298496
303,338.647,2,1.14544,2.37915,23.7368,6.14828,573.959,0.755024,0.228882,0.348112,0.0474982,0.00105895,0.0298461
304,339.029,2,1.14585,2.37701,23.7371,6.1499,573.911,0.754726,0.228796,0.348084,0.0471018,0.00104619,0.0298467
305,343.029,2,1.14572,2.3755,23.74,6.15083,573.886,0.75502,0.228659,0.348115,0.0449538,0.00103373,0.0298509
306,342.385,2,1.14562,2.37414,23.7402,6.15094,573.846,0.755409,0.228468,0.348148,0.0431597,0.00102246,0.0298539
307,337.193,2,1.14589,2.37282,23.7414,6.15068,573.806,0.75529,0.228217,0.347853,0.0421158,0.0010469,0.0298417
308,334.928,2,1.14611,2.37158,23.744,6.15025,573.826,0.755273,0.228141,0.347646,0.0407842,0.00103487,0.0298344
309,335.545,2,1.14589,2.37266,23.7489,6.15095,573.807,0.755695,0.228031,0.347495,0.0399621,0.00102311,0.0298265
310,343.895,2,1.14598,2.37311,23.7534,6.15177,573.798,0.756068,0.228195,0.347392,0.0399113,0.00101162,0.0298284
311,342.349,2,1.14588,2.37539,23.7525,6.15258,573.779,0.756421,0.228213,0.347476,0.0398272,0.00104586,0.02981
312,341.463,2,1.14597,2.37421,23.7539,6.15273,573.838,0.756378,0.228163,0.347699,0.0388559,0.00103437,0.0298087
313,346.826,2,1.14568,2.37441,23.7567,6.15435,573.877,0.756422,0.228103,0.347895,0.0378007,0.00102312,0.0298172
314,353.755,2,1.14491,2.37485,23.7517,6.15631,573.871,0.756776,0.228075,0.34826,0.0378212,0.00104193,0.0298211
315,344.246,2,1.14397,2.37593,23.7457,6.15724,573.903,0.757591,0.228016,0.348586,0.0381842,0.00103473,0.0298168
316,347.36,2,1.14334,2.37538,23.7469,6.15966,573.907,0.758343,0.227743,0.348854,0.0384133,0.00102384,0.0298253
317,336.52,2,1.14308,2.37409,23.7474,6.16269,573.932,0.75816,0.227684,0.348809,0.0384558,0.0011459,0.0297683
318,346.466,2,1.14318,2.37239,23.7473,6.16437,573.881,0.757779,0.227639,0.348705,0.0381573,0.00113409,0.0297826
319,346.465,2,1.14298,2.36976,23.7442,6.16658,573.873,0.757586,0.227306,0.348865,0.037943,0.00112252,0.0297974
320,338.21,2,1.14406,2.36559,23.7433,6.16571,573.838,0.756938,0.227153,0.34874,0.0381463,0.00113442,0.0297927
321,336.857,2,1.14503,2.36326,23.7429,6.1651,573.729,0.756488,0.227081,0.348394,0.0379559,0.00112308,0.0297961
322,345.374,2,1.14576,2.35828,23.7437,6.16567,573.725,0.755966,0.227065,0.348634,0.0371102,0.00115954,0.0297852
323,344.684,2,1.14585,2.35606,23.7452,6.16635,573.742,0.755886,0.227123,0.348785,0.037234,0.00114817,0.029789
324,346.438,2,1.14546,2.35564,23.7478,6.16778,573.783,0.755989,0.227107,0.348831,0.0362745,0.00113703,0.0297967
325,340.006,2,1.14567,2.35471,23.7494,6.1683,573.736,0.755671,0.22707,0.348979,0.0364802,0.00114663,0.0297888
326,342.083,2,1.14578,2.35472,23.7465,6.16862,573.658,0.755204,0.227,0.348861,0.0363026,0.00113571,0.0297971
327,335.515,2,1.14533,2.35674,23.7434,6.16871,573.65,0.755265,0.226921,0.348721,0.0364661,0.001125,0.0297921
328,339.057,2,1.14541,2.3576,23.7427,6.17026,573.552,0.754942,0.22688,0.348717,0.036674,0.00111448,0.0297938
329,334.239,2,1.14564,2.35734,23.7421,6.1706,573.562,0.754739,0.22707,0.348595,0.0363527,0.00113208,0.0297723
330,341.264,2,1.14553,2.35661,23.7431,6.17153,573.573,0.754841,0.227195,0.348684,0.03531,0.00114575,0.0297597
331,342.895,2,1.14513,2.35682,23.7426,6.17256,573.575,0.755357,0.227168,0.348513,0.0353167,0.00118124,0.0297451
332,339.993,2,1.14506,2.35701,23.743,6.17382,573.552,0.755626,0.227188,0.348545,0.0357604,0.00122252,0.0297223
333,342.274,2,1.14507,2.35657,23.7438,6.17507,573.56,0.755853,0.2273,0.348537,0.036091,0.00125127,0.0297067
334,331.992,2,1.14495,2.35616,23.742,6.1754,573.552,0.756011,0.227312,0.348567,0.0364536,0.00126701,0.029683
335,339.908,2,1.14468,2.35598,23.7447,6.17538,573.541,0.756697,0.22736,0.348605,0.036018,0.00125589,0.0296775
336,339.439,2,1.14451,2.35647,23.7401,6.17434,573.561,0.75693,0.227286,0.348424,0.0367025,0.00124497,0.0296787
337,338.952,2,1.1445,2.35608,23.7377,6.17437,573.544,0.756973,0.227175,0.348374,0.0369638,0.00123424,0.0296799
338,344.309,2,1.14488,2.35639,23.7354,6.17198,573.502,0.757187,0.227132,0.348159,0.0384453,0.00122369,0.0296882
339,339.244,2,1.14524,2.35684,23.7335,6.16975,573.481,0.757284,0.227192,0.348029,0.0402906,0.00121332,0.0296874
340,342.014,2,1.14609,2.35624,23.7398,6.16741,573.458,0.757146,0.227276,0.347904,0.0417119,0.00120312,0.0296913
341,340.588,2,1.14654,2.35772,23.7443,6.16523,573.462,0.756866,0.227316,0.347848,0.0427361,0.0011931,0.0296936
342,342.115,2,1.1471,2.35854,23.7519,6.16443,573.423,0.756604,0.227334,0.347489,0.0431961,0.00118324,0.029703
